direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,2.0,0.0,1.0,right,1.0,1.9184336580000263,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,111.036084125,,,,,,,,,111.02551408300008,111.38771866000002,112.19576305700002,112.184821694,112.18508283100005,112.19576305700002,112.19576305700002,112.19576305700002,114.13073949500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.9184336580000263,,,,,,sub-154,1,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,1.0710310550000486,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,114.14143315,,,,,,,,,114.13110446400005,114.48112094700002,115.28453447100004,115.274095105,115.27437707500007,115.28453447100004,115.28453447100004,115.28453447100004,116.367352838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0710310550000486,,,,,,sub-154,1,random_dot,,
right,right,4.0,0.0,2.0,right,1.0,1.627617050999902,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,116.37777115699998,,,,,,,,,116.36775679700008,117.181773389,117.98186281699998,117.97111323700004,117.971390596,117.98186281699998,117.98186281699998,117.98186281699998,119.61569579399998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.627617050999902,,,,,,sub-154,1,random_dot,,
left,left,5.0,1.0,2.0,left,1.0,1.2363772910000534,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,119.62698088900004,,,,,,,,,119.616139589,120.42087735300004,121.23889145400004,121.22694911500002,121.22722549499996,121.23889145400004,121.23889145400004,121.23889145400004,122.48280116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2363772910000534,,,,,,sub-154,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,0.9528629650000084,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,122.49440416699996,,,,,,,,,122.48317742400002,122.832785243,123.64567527400004,123.63469919700005,123.635012898,123.64567527400004,123.64567527400004,123.64567527400004,124.603540061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9528629650000084,,,,,,sub-154,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,1.590104393000047,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,124.615492475,,,,,,,,,124.603892837,125.410862641,126.21928673800004,126.207532925,126.20786883100004,126.21928673800004,126.21928673800004,126.21928673800004,127.81243971599996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.590104393000047,,,,,,sub-154,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,1.864947763999908,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,127.82521729200003,,,,,,,,,127.81296356200004,128.169709947,128.97810475900008,128.96525465000002,128.96571382800005,128.97810475900008,128.97810475900008,128.97810475900008,130.84574358200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.864947763999908,,,,,,sub-154,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,1.4861539149999317,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,130.856976024,,,,,,,,,130.84613026800002,130.95491739,131.765229547,131.753816551,131.754099547,131.765229547,131.765229547,131.765229547,133.26131696699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4861539149999317,,,,,,sub-154,1,random_dot,,
left,left,10.0,0.0,5.0,left,1.0,1.254343906000031,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,133.27190308500008,,,,,,,,,133.26168402000008,133.62266998100006,134.43481976099997,134.42430614900002,134.424610389,134.43481976099997,134.43481976099997,134.43481976099997,135.69415301700008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.254343906000031,,,,,,sub-154,1,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,1.1668484819999776,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,135.70481762600002,,,,,,,,,135.694513595,135.794044761,136.59723551600007,136.58669414200006,136.58696252200002,136.59723551600007,136.59723551600007,136.59723551600007,137.77082787900008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1668484819999776,,,,,,sub-154,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,0.8612869190000083,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,137.782040597,,,,,,,,,137.77119712400008,137.88093508400004,138.68214256099998,138.670771318,138.67104558900007,138.68214256099998,138.68214256099998,138.68214256099998,139.55110435000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8612869190000083,,,,,,sub-154,1,random_dot,,
right,right,13.0,1.0,6.0,left,0.0,2.502068309000037,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,139.56255392100002,,,,,,,,,139.55144549700003,139.90604616000007,140.71057458500002,140.69896525299998,140.69922759000008,140.71057458500002,140.71057458500002,140.71057458500002,143.222232522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.502068309000037,,,,,,sub-154,1,random_dot,,
right,right,14.0,0.0,7.0,right,1.0,1.516371690000028,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,143.23311023999997,,,,,,,,,143.22259457000007,144.02873087900002,144.83098290500004,144.81995232100007,144.82023947599998,144.83098290500004,144.83098290500004,144.83098290500004,146.35386831300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.516371690000028,,,,,,sub-154,1,random_dot,,
left,left,15.0,1.0,7.0,right,0.0,1.1624986240000226,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,146.36662132700008,,,,,,,,,146.354356262,147.56006167600003,148.36542446400006,148.35414242800005,148.35452917600003,148.36542446400006,148.36542446400006,148.36542446400006,149.537104215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1624986240000226,,,,,,sub-154,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,0.9979243349999932,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,149.54738796100003,,,,,,,,,149.537455605,150.34036064600002,151.1523572460001,151.14112045000002,151.14139515300008,151.1523572460001,151.1523572460001,151.1523572460001,152.16667758799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9979243349999932,,,,,,sub-154,1,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,1.8109015820000425,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,152.17863393000005,,,,,,,,,152.167251501,152.51425144799998,153.32099147600002,153.30920067500006,153.30953166400002,153.32099147600002,153.32099147600002,153.32099147600002,155.14012478300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.8109015820000425,,,,,,sub-154,1,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,1.7752415589999373,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,155.15065007400003,,,,,,,,,155.140465522,155.94225141599998,156.74290866600006,156.731087257,156.73188646900007,156.74290866600006,156.74290866600006,156.74290866600006,158.53143348900005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.7752415589999373,,,,,,sub-154,1,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,1.104606290999982,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,158.54173056399998,,,,,,,,,158.53178307400003,159.34104505699997,160.14527608100002,160.13462352700003,160.13489205000008,160.14527608100002,160.14527608100002,160.14527608100002,161.25746254600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.104606290999982,,,,,,sub-154,1,random_dot,,
right,right,20.0,0.0,10.0,left,0.0,1.3357081460000018,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,161.267408371,,,,,,,,,161.257799104,162.45551855500003,163.261132491,163.25060194800005,163.25088995099998,163.261132491,163.261132491,163.261132491,164.60303093000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3357081460000018,,,,,,sub-154,1,random_dot,,
left,left,21.0,1.0,10.0,left,1.0,1.823467337000011,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,164.61505602800003,,,,,,,,,164.60338017200002,164.95178235000003,165.7575204560001,165.74676047600008,165.74703671100008,165.7575204560001,165.7575204560001,165.7575204560001,167.58647091600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.823467337000011,,,,,,sub-154,1,random_dot,,
right,right,22.0,0.0,11.0,right,1.0,1.820777716000066,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,167.59824568200008,,,,,,,,,167.58690229299998,168.39644836000002,169.20367058500003,169.19235707400003,169.192632666,169.20367058500003,169.20367058500003,169.20367058500003,171.03369432800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.820777716000066,,,,,,sub-154,1,random_dot,,
left,left,23.0,1.0,11.0,left,1.0,1.2088980199999924,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,171.04431204500008,,,,,,,,,171.034049654,172.23846038500005,173.04021375500008,173.02892294600008,173.02921556600006,173.04021375500008,173.04021375500008,173.04021375500008,174.25812857300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2088980199999924,,,,,,sub-154,1,random_dot,,
left,left,24.0,0.0,12.0,left,1.0,0.8935756969999602,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,174.26880258900007,,,,,,,,,174.25849489200004,175.066417451,175.87291218899998,175.859882901,175.86032222799997,175.87291218899998,175.87291218899998,175.87291218899998,176.77212749800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8935756969999602,,,,,,sub-154,1,random_dot,,
right,right,25.0,1.0,12.0,left,0.0,1.121036363999906,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,176.78336883200006,,,,,,,,,176.772508033,177.98206499499997,178.79082975699998,178.77983552600006,178.78011539199997,178.79082975699998,178.79082975699998,178.79082975699998,179.918735438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.121036363999906,,,,,,sub-154,1,random_dot,,
left,left,26.0,0.0,13.0,left,1.0,1.1387234830000352,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,179.92911512,,,,,,,,,179.91907809400004,180.27819436700008,181.08096785100008,181.0690986120001,181.06942795200007,181.08096785100008,181.08096785100008,181.08096785100008,182.22296056100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1387234830000352,,,,,,sub-154,1,random_dot,,
right,right,27.0,1.0,13.0,right,1.0,2.099984919000008,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,182.233374649,,,,,,,,,182.223301536,183.43231395600003,184.23554324000008,184.2246781590001,184.22495454800003,184.23554324000008,184.23554324000008,184.23554324000008,186.34456071600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.099984919000008,,,,,,sub-154,1,random_dot,,
right,right,28.0,0.0,14.0,right,1.0,1.4774590210000724,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,186.35526437500005,,,,,,,,,186.34491967400004,187.54576204,188.37356124300004,188.361891044,188.3622212930001,188.37356124300004,188.37356124300004,188.37356124300004,189.856886851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4774590210000724,,,,,,sub-154,1,random_dot,,
left,left,29.0,1.0,14.0,left,1.0,0.8111529510000537,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,189.869720778,,,,,,,,,189.857464349,191.06697681000003,191.87032560400007,191.85762455100007,191.858183413,191.87032560400007,191.87032560400007,191.87032560400007,192.693691223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8111529510000537,,,,,,sub-154,1,random_dot,,
right,right,30.0,0.0,15.0,right,1.0,1.8368732760000055,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,192.704253245,,,,,,,,,192.69406741,193.053833145,193.876789442,193.864046604,193.864506151,193.876789442,193.876789442,193.876789442,195.722023778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.8368732760000055,,,,,,sub-154,1,random_dot,,
left,left,31.0,1.0,15.0,left,1.0,1.0680530070000032,,speed,space,1.9883545389999424,,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,195.732750001,,,,,,,,,195.72237680600009,196.52898496400007,197.35167266400003,197.33786503,197.33838720100005,197.35167266400003,197.35167266400003,197.35167266400003,198.4339115610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0680530070000032,,,,,,sub-154,1,random_dot,,
