direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139186340002197,0.0439470339997569,0.0439470339997569,22.178278503,space,22.091640274000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,0.0,0.0,0.0,right,1.0,9.090941710999688,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,22.20283163299973,,,,,,,,,22.18735989200013,22.280681372999425,23.097448988,23.071047559999897,23.071601492999434,23.097448988,23.097448988,23.097448988,28.078767084999527,32.19690629900015,right,1.0,9.090941710999688,,32.20359334600016,32.25015359000008,32.70846686099958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,1.0,1.0,0.0,right,0.0,1.4119610550005746,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,32.72147610999946,,,,,,,,,32.709477119999974,32.7990335479999,33.59845936500005,33.58516865299953,33.5855422730001,33.59845936500005,33.59845936500005,33.59845936500005,,35.018983250999554,right,0.0,1.4119610550005746,,35.02690670299944,35.04446786999961,35.52719412599981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,2.0,0.0,1.0,left,0.0,3.451145625999743,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,35.545227701999465,,,,,,,,,35.52751334699951,35.875211534999835,36.68547592799951,36.67064318399935,36.67100021599981,36.68547592799951,36.68547592799951,36.68547592799951,,40.14760274799937,left,0.0,3.451145625999743,,40.14772113799973,40.16025097599959,40.65632410999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,3.0,1.0,1.0,left,1.0,5.020647774999816,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,40.67099932499968,,,,,,,,,40.65778402599972,41.11702319899996,41.92309273899991,41.90393850700002,41.904505556,41.92309273899991,41.92309273899991,41.92309273899991,46.913197981999474,46.9509793569996,left,1.0,5.020647774999816,,46.95428637900022,46.96896027099956,47.45597423900017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,4.0,0.0,2.0,right,1.0,0.7238028209994809,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,47.469935729999634,,,,,,,,,47.45734707500014,47.553027385999485,48.35576098299953,48.33883774399965,48.33929286399962,48.35576098299953,48.35576098299953,48.35576098299953,,49.0864646279997,right,1.0,0.7238028209994809,,49.08658139799991,49.09891102399979,49.59512244799953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,5.0,1.0,2.0,right,0.0,2.040787325000565,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,49.6050215690002,,,,,,,,,49.595443980999335,49.934060204999696,50.73871654399954,50.724218690999805,50.72495142699972,50.73871654399954,50.73871654399954,50.73871654399954,,52.790294822999385,right,0.0,2.040787325000565,,52.79396613100016,52.80607940499976,53.29206458599947,53.30276421399958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,6.0,0.0,3.0,left,1.0,1.5570553309999011,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,53.30276421399958,,,,,,,,,53.29290560699974,54.48460800999965,55.29306768300012,55.27917396700013,55.28005973099971,55.29306768300012,55.29306768300012,55.29306768300012,,56.855867047000174,left,1.0,1.5570553309999011,,56.86115549799979,56.87572434199956,57.35714876600014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,7.0,1.0,3.0,right,1.0,1.1252698469997997,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,57.36810148099994,,,,,,,,,57.35830018900015,57.70642128100008,58.51077909600008,58.49631242599935,58.49739776200022,58.51077909600008,58.51077909600008,58.51077909600008,,59.6454708579995,right,1.0,1.1252698469997997,,59.645587949999936,59.66158175599958,60.15149852000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,8.0,0.0,4.0,right,0.0,1.647663011000077,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,60.16253842799961,,,,,,,,,60.15183667200017,61.3420115709996,62.16153403199951,62.14409003099991,62.14446682499965,62.16153403199951,62.16153403199951,62.16153403199951,,63.827470182999605,right,0.0,1.647663011000077,,63.8305214739994,63.84312484899965,64.33575348500017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,9.0,1.0,4.0,right,1.0,1.6186601949993928,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,64.34910239700002,,,,,,,,,64.33690638600001,64.4288065969995,65.22956341099962,65.21337386399955,65.21389423799974,65.22956341099962,65.22956341099962,65.22956341099962,,66.86875699899974,right,1.0,1.6186601949993928,,66.87226851600008,66.8842803839998,67.37457782099955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,10.0,0.0,5.0,left,1.0,0.8671667400003571,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,67.38586961100009,,,,,,,,,67.37595028599935,68.57249062600022,69.37995380399934,69.3661356699995,69.36688709899954,69.37995380399934,69.37995380399934,69.37995380399934,,70.25621556299939,left,1.0,0.8671667400003571,,70.2566328619996,70.26965770900006,70.7589247599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,11.0,1.0,5.0,right,1.0,0.7112409669998669,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,70.77145820699934,,,,,,,,,70.75987379199978,71.95320508299938,72.75666830599948,72.73967042899949,72.7402086789998,72.75666830599948,72.75666830599948,72.75666830599948,,73.47631810999974,right,1.0,0.7112409669998669,,73.47644478499933,73.48850677500013,73.98373882299984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,12.0,0.0,6.0,left,0.0,0.6306911080000646,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,73.99528239099982,,,,,,,,,73.98467563099985,74.77627605099951,75.58547625600022,75.57038179699975,75.57093183899997,75.58547625600022,75.58547625600022,75.58547625600022,,76.22579558300004,left,0.0,0.6306911080000646,,76.2303330650002,76.24444145199959,76.7275597050002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,13.0,1.0,6.0,left,1.0,3.648463850999178,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,76.74015732899989,,,,,,,,,76.72848186899955,76.83010127699981,77.63603664199945,77.62023375799981,77.6207404910001,77.63603664199945,77.63603664199945,77.63603664199945,,81.29184679799982,left,1.0,3.648463850999178,,81.29482173999986,81.30738698999994,81.79318997199971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,14.0,0.0,7.0,right,0.0,1.0335163299996566,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,81.80582194899944,,,,,,,,,81.7941134269995,82.59483285499937,83.39442400999997,83.38016680300007,83.3811760059998,83.39442400999997,83.39442400999997,83.39442400999997,,84.43445971500023,right,0.0,1.0335163299996566,,84.43770739699994,84.44985268500022,84.93480203099989,84.94592225499946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,15.0,1.0,7.0,right,1.0,0.8309614200006763,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,84.94592225499946,,,,,,,,,84.93514384299942,86.14480721000018,86.95521276799991,86.94213060099992,86.94284140299987,86.95521276799991,86.95521276799991,86.95521276799991,,87.80240849399979,right,1.0,0.8309614200006763,,87.80721575999996,87.82091615699937,88.30505206199996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,16.0,0.0,8.0,left,1.0,1.6612309039992397,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,88.31773266500022,,,,,,,,,88.30646582000008,89.09959862599953,89.90578377899965,89.89041071300016,89.89170821100015,89.90578377899965,89.90578377899965,89.90578377899965,,91.58355896000012,left,1.0,1.6612309039992397,,91.58367284699943,91.5962076400001,92.08713802300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,17.0,1.0,8.0,right,1.0,2.3127954900000987,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,92.10164009500022,,,,,,,,,92.08847394999977,92.44457135199993,93.2519070469998,93.23703193500025,93.23761508400004,93.2519070469998,93.2519070469998,93.2519070469998,,95.57232311400004,right,1.0,2.3127954900000987,,95.57250014199964,95.58585362399936,96.0788187930002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
right,right,18.0,0.0,9.0,right,1.0,1.0238708409997344,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,96.09118429599948,,,,,,,,,96.07974506399933,97.26903745900016,98.06905085800008,98.05458599299982,98.05507746399962,98.06905085800008,98.06905085800008,98.06905085800008,,99.09694649299944,right,1.0,1.0238708409997344,,99.09706316699976,99.10911870600012,99.60083056999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
left,left,19.0,1.0,9.0,right,0.0,1.1929731949994675,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,99.6148368590002,,,,,,,,,99.60116156999992,100.40081949999968,101.20201491599984,101.18738532599946,101.18779857899972,101.20201491599984,101.20201491599984,101.20201491599984,,102.40088524800012,right,0.0,1.1929731949994675,,102.40426946299976,102.41685219200008,102.9032716699994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9037037600001,102.9190410709998,102.9190410709998,104.31808873299995,space,1.391778408999926,,,,,,,,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.31818025199937,104.33326397899964,104.33326397899964,105.1381536379995,space,0.7930898020003951,,,,,,,,,,,,,,,,sub-150,1,random_dot,56.99354480290222,
