direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0052550000000337,0.0138053000000581,0.0138053000000581,20.47972950000076,space,47.76673569999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,20.50003050000032,,,,,,,,,20.488587400000142,21.683589600000232,22.49023010000019,22.483088300000414,22.4831221000004,22.49023010000019,22.49023010000019,22.49023010000019,27.48262849999992,28.633339500000147,right,0.0,33.448397600000135,,28.63410400000066,28.64446780000071,29.1370379,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,29.144833900000776,,,,,,,,,29.13744130000032,29.23630570000023,30.036476199999925,30.02882320000026,30.02885500000048,30.036476199999925,30.036476199999925,30.036476199999925,35.028289400000176,35.32884370000011,left,0.0,32.5941086999992,,35.329400600000554,35.336333500000364,35.82925250000062,35.836630000000696,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,35.836630000000696,,,,,,,,,35.8296263000002,36.18648300000041,36.98664330000065,36.97876150000047,36.97877960000005,36.98664330000065,36.98664330000065,36.98664330000065,,39.52047110000058,left,0.0,29.84111380000013,,39.520939900000485,39.528170300000056,40.02054230000067,40.02815150000061,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,40.02815150000061,,,,,,,,,40.020906800000375,40.1280956999999,40.92801420000069,40.92050130000007,40.920520800000304,40.92801420000069,40.92801420000069,40.92801420000069,45.92050600000039,46.78848950000065,right,0.0,33.168111099999805,,46.789305700000114,46.79495670000051,47.28728090000004,47.29524250000031,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,47.29524250000031,,,,,,,,,47.28765000000021,48.495230500000616,49.29570970000077,49.28753230000075,49.28755320000073,49.29570970000077,49.29570970000077,49.29570970000077,,49.85446150000007,right,1.0,27.861280899999656,,49.85507460000008,49.86367960000007,50.3556951999999,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,50.36436610000055,,,,,,,,,50.35610960000031,51.55597149999994,52.355487700000594,52.3476655000004,52.34768500000064,52.355487700000594,52.355487700000594,52.355487700000594,57.34780420000061,57.93116390000068,right,0.0,32.87908049999987,,57.93167710000034,57.93835680000029,58.43119520000073,58.43912300000011,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,58.43912300000011,,,,,,,,,58.43180519999987,59.230659700000615,60.0308629000001,60.02259640000011,60.022617399999945,60.0308629000001,60.0308629000001,60.0308629000001,65.02213800000027,65.66470440000012,left,1.0,32.93842659999973,,65.6652038000002,65.67194440000003,66.16440970000076,66.17220610000004,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,66.17220610000004,,,,,,,,,66.1647909000003,66.97219440000026,67.77176370000052,67.76511019999998,67.76513020000039,67.77176370000052,67.77176370000052,67.77176370000052,72.77220780000061,73.3728815000004,right,1.0,32.90236840000034,,73.37336810000033,73.38055910000003,73.87281710000025,73.88056529999994,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,73.88056529999994,,,,,,,,,73.87339240000074,75.07234450000033,75.87218910000047,75.8644432000001,75.86446310000065,75.87218910000047,75.87218910000047,75.87218910000047,80.86449320000065,82.10692540000036,left,1.0,33.539702600000055,,82.10741380000036,82.1137746000004,82.60626310000043,82.61391230000027,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,82.61391230000027,,,,,,,,,82.6066380000002,82.71428689999993,83.51394550000077,83.50681070000064,83.50683030000073,83.51394550000077,83.51394550000077,83.51394550000077,,87.91513100000066,left,0.0,31.703067499999637,,87.91574050000054,87.92222459999994,88.41483790000075,88.4227251000002,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,88.4227251000002,,,,,,,,,88.4154711000001,89.62252840000019,90.42235740000068,90.41449060000014,90.41451099999996,90.42235740000068,90.42235740000068,90.42235740000068,95.41419930000028,95.90660320000006,right,1.0,32.78753359999973,,95.90715520000047,95.91382870000052,96.40676220000024,96.41422910000074,,,,,,,,,,,,,,,,,,,,,,,,,,sub-118,2.0,random_dot,120.27412879412584,
