direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
right,right,29.0,1.0,14.0,right,1.0,0.5278177000582218,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,259.21545110002626,,,,,,,,,259.19978889997583,260.0001900999341,260.801863300032,260.78547070000786,260.7857065999415,260.801863300032,260.801863300032,260.801863300032,261.3366294000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5278177000582218,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,30.0,0.0,15.0,right,1.0,0.5906612999970093,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,261.3524946999969,,,,,,,,,261.33693290001247,261.6861225999892,262.4869702999713,262.4704432999715,262.47071769996546,262.4869702999713,262.4869702999713,262.4869702999713,263.0889625999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5906612999970093,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,31.0,1.0,15.0,left,1.0,0.4765649000182748,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,263.1048435999546,,,,,,,,,263.0892480999464,263.8895695999963,264.69051710003987,264.67378319997806,264.6740714999614,264.69051710003987,264.69051710003987,264.69051710003987,265.17571700003464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4765649000182748,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,32.0,0.0,16.0,right,1.0,0.6185326999984682,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,265.1916850999696,,,,,,,,,265.1760515000205,265.52532919996884,266.3261677999981,266.3105145000154,266.31089780002367,266.3261677999981,266.3261677999981,266.3261677999981,266.96180299995467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6185326999984682,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,33.0,1.0,16.0,left,1.0,0.7525773999514058,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,266.9774962000083,,,,,,,,,266.9621373999398,268.1622165000299,268.9639864999335,268.9474726000335,268.94783730001654,268.9639864999335,268.9639864999335,268.9639864999335,269.73244549997617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7525773999514058,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,34.0,0.0,17.0,left,1.0,0.6395889000268653,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,269.7484322999371,,,,,,,,,269.73279639997054,269.8478008999955,270.6497957999818,270.633343399968,270.63365089998115,270.6497957999818,270.6497957999818,270.6497957999818,271.3012214000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6395889000268653,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,35.0,1.0,17.0,right,1.0,0.7596836000448093,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,271.3170443000272,,,,,,,,,271.30152259999886,271.65064609993715,272.4523994999472,272.4360150999855,272.43641890003346,272.4523994999472,272.4523994999472,272.4523994999472,273.2213676000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7596836000448093,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,36.0,0.0,18.0,left,1.0,0.9166105999611318,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,273.23701539996546,,,,,,,,,273.2217791000148,274.4214804000221,275.2234609000152,275.2070883000269,275.2073990999488,275.2234609000152,275.2234609000152,275.2234609000152,276.14262509997934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9166105999611318,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,37.0,1.0,18.0,right,1.0,0.7787654999410734,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,276.158095199964,,,,,,,,,276.1430041999556,276.9426792999729,277.7434410999995,277.72696600004565,277.7272546000313,277.7434410999995,277.7434410999995,277.7434410999995,278.52946360001806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7787654999410734,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,38.0,0.0,19.0,right,1.0,0.8421582999872044,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,278.545102300006,,,,,,,,,278.5299275999423,279.7296938999789,280.53137720003724,280.51488229993265,280.51517469994724,280.53137720003724,280.53137720003724,280.53137720003724,281.38403670000844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8421582999872044,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,39.0,1.0,19.0,left,1.0,0.682951399940066,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,281.39893290004693,,,,,,,,,281.3842705000425,281.4998209000332,282.3007174000377,282.284917699988,282.28518869995605,282.3007174000377,282.3007174000377,282.3007174000377,282.9861747999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.682951399940066,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,40.0,0.0,20.0,left,1.0,1.3953275999519974,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,0.0,283.0022489000112,,,,,,,,,282.9864612999372,283.78616639995016,284.5876285999548,284.57122829998843,284.5714731999906,284.5876285999548,284.5876285999548,284.5876285999548,285.99030569999013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3953275999519974,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,41.0,1.0,20.0,right,1.0,0.5394065999425948,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,20.0,1.0,41.0,1.0,286.00591850001365,,,,,,,,,285.9905876000412,287.19173730001785,287.99261760001536,287.976858500042,287.97710719995666,287.99261760001536,287.99261760001536,287.99261760001536,288.5454139999347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5394065999425948,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,42.0,0.0,21.0,left,1.0,0.5090404000366107,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,21.0,0.0,42.0,0.0,288.559859400033,,,,,,,,,288.5458935999777,288.91049239994027,289.71209519996773,289.69557840004563,289.6958512000274,289.71209519996773,289.71209519996773,289.71209519996773,290.23011260002386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5090404000366107,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,43.0,1.0,21.0,right,1.0,0.5688381999498233,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,21.0,1.0,43.0,1.0,290.2460065999767,,,,,,,,,290.2303515999811,290.57977089995984,291.3814420000417,291.3649531999836,291.36524099996313,291.3814420000417,291.3814420000417,291.3814420000417,291.9664417000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5688381999498233,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,44.0,0.0,22.0,right,1.0,0.6215498000383377,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,22.0,0.0,44.0,1.0,291.9823293000227,,,,,,,,,291.9667706999462,292.7662566000363,293.5679825999541,293.5516055999324,293.5519196999958,293.5679825999541,293.5679825999541,293.5679825999541,294.203534899978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6215498000383377,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,45.0,1.0,22.0,left,1.0,0.6705239999573678,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,22.0,1.0,45.0,0.0,294.2192966999719,,,,,,,,,294.2038553999737,295.4040066000307,296.2055165999336,296.1892130000051,296.1895133999642,296.2055165999336,296.2055165999336,296.2055165999336,296.89046030002646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6705239999573678,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,46.0,0.0,23.0,right,1.0,0.8374936999753118,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,23.0,0.0,46.0,1.0,296.90643019997515,,,,,,,,,296.8907253999496,297.6912189000286,298.492156399996,298.47538079996593,298.475650300039,298.492156399996,298.492156399996,298.492156399996,299.3449086999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8374936999753118,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,47.0,1.0,23.0,left,1.0,0.7852947999490425,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,23.0,1.0,47.0,0.0,299.36034969997127,,,,,,,,,299.3452777999919,300.1442338000052,300.94605359993875,300.92966310004704,300.9299898999743,300.94605359993875,300.94605359993875,300.94605359993875,301.74889980000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7852947999490425,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,48.0,0.0,24.0,left,1.0,0.5952527000335976,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,24.0,0.0,48.0,0.0,301.76322910003364,,,,,,,,,301.7494080000324,301.864021699992,302.6656708000228,302.649228699971,302.64956129994243,302.6656708000228,302.6656708000228,302.6656708000228,303.2670925999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5952527000335976,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,49.0,1.0,24.0,right,1.0,0.4726943999994546,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,24.0,1.0,49.0,1.0,303.28221800003666,,,,,,,,,303.26765970001,304.4679634999484,305.2688863000367,305.2523021999514,305.25260030000936,305.2688863000367,305.2688863000367,305.2688863000367,305.7547814999707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4726943999994546,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,50.0,0.0,25.0,left,1.0,0.5521766999736428,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,25.0,0.0,50.0,0.0,305.7701303999638,,,,,,,,,305.7551738000475,306.9547854999546,307.7563595999964,307.740012699971,307.74043500004336,307.7563595999964,307.7563595999964,307.7563595999964,308.32471800001804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5521766999736428,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,51.0,1.0,25.0,right,1.0,0.5128500000573695,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,25.0,1.0,51.0,1.0,308.3406136999838,,,,,,,,,308.32502220000606,308.4404460999649,309.2420564999338,309.2255143999355,309.22575049998704,309.2420564999338,309.2420564999338,309.2420564999338,309.7601487999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5128500000573695,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,52.0,0.0,26.0,right,1.0,0.6295321000507101,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,26.0,0.0,52.0,1.0,309.7760192999849,,,,,,,,,309.76044750004075,310.96059689996764,311.7622931000078,311.7458479999332,311.7460848999908,311.7622931000078,311.7622931000078,311.7622931000078,312.3982324999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6295321000507101,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,53.0,1.0,26.0,left,1.0,0.5379926000023261,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,26.0,1.0,53.0,0.0,312.4129555999534,,,,,,,,,312.39863660000265,312.76413329993375,313.5648680999875,313.54815759998746,313.54844020004384,313.5648680999875,313.5648680999875,313.5648680999875,314.1166355999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5379926000023261,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,54.0,0.0,27.0,left,1.0,0.5752483000978827,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,27.0,0.0,54.0,0.0,314.1318453999702,,,,,,,,,314.1168911999557,314.91717459994834,315.7181157999439,315.7024602999445,315.70290749997366,315.7181157999439,315.7181157999439,315.7181157999439,316.30338599998504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5752483000978827,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,55.0,1.0,27.0,right,1.0,0.6088060999754816,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,27.0,1.0,55.0,1.0,316.3189249000279,,,,,,,,,316.30361810000613,317.103868199978,317.90545970003586,317.8893598000286,317.8898109999718,317.90545970003586,317.90545970003586,317.90545970003586,318.52367020002566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6088060999754816,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,56.0,0.0,28.0,left,1.0,0.6496716999681666,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,28.0,0.0,56.0,0.0,318.5391196999699,,,,,,,,,318.5240402999334,319.3239046999952,320.1248402999481,320.1094237000216,320.10980330000166,320.1248402999481,320.1248402999481,320.1248402999481,320.7770221999381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6496716999681666,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,57.0,1.0,28.0,right,1.0,0.6373601000523195,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,28.0,1.0,57.0,1.0,320.7928224999923,,,,,,,,,320.7773409000365,321.1264734000433,321.92813400004525,321.911942100036,321.9123154999688,321.92813400004525,321.92813400004525,321.92813400004525,322.5794517999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6373601000523195,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,58.0,0.0,29.0,left,1.0,0.5833834999939427,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,29.0,0.0,58.0,0.0,322.5953965999652,,,,,,,,,322.5797714999644,323.7810782999732,324.58167119999416,324.56513550004456,324.565378600033,324.58167119999416,324.58167119999416,324.58167119999416,325.166936900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5833834999939427,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,59.0,1.0,29.0,right,1.0,0.6049633000511676,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,29.0,1.0,59.0,1.0,325.1828267000383,,,,,,,,,325.16732619993854,326.36845099995844,327.169326000032,327.1527975000208,327.1531141999876,327.169326000032,327.169326000032,327.169326000032,327.78798499994446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6049633000511676,,,,,sub-195,1,random_dot,59.81004330430504,
,,0.0,0.0,0.0,,,,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,0.0,0.0,0.0,left,1.0,0.8049416999565437,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,330.9754926000023,,,,,,,,,330.9643308999948,331.3091549000237,332.1106840999564,332.0941676000366,332.0946164999623,332.1106840999564,332.1106840999564,332.1106840999564,332.9290593999904,,,,,,,,,,,,,,,,,,,,,,,327.79728780000005,327.8029827999417,327.8029827999417,330.9594589000335,space,3.139374800026417,,left,1.0,0.8049416999565437,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,1.0,1.0,0.0,right,1.0,0.5102059999480844,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,332.9449137999909,,,,,,,,,332.9294040999375,333.045231499942,333.846185100032,333.829876099946,333.8301381999627,333.846185100032,333.846185100032,333.846185100032,334.3646816000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5102059999480844,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,2.0,0.0,1.0,right,1.0,0.6785583000164479,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,334.38031199993566,,,,,,,,,334.3650685000466,334.46333649999,335.2649730000412,335.2486069999868,335.2489363999339,335.2649730000412,335.2649730000412,335.2649730000412,335.9499363999348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6785583000164479,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,3.0,1.0,1.0,left,1.0,0.5605885999975726,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,335.96561900002416,,,,,,,,,335.95017279998865,336.750279400032,337.5520182000473,337.53594550001435,337.53643680003006,337.5520182000473,337.5520182000473,337.5520182000473,338.11997360002715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5605885999975726,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,4.0,0.0,2.0,right,1.0,0.5702962999930605,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,338.1356371999718,,,,,,,,,338.1202588999877,338.21925980004016,339.0210635999684,339.00463680003304,339.00491929997224,339.0210635999684,339.0210635999684,339.0210635999684,339.6057420000434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5702962999930605,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,5.0,1.0,2.0,left,1.0,0.4951129000401124,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,339.6210293000331,,,,,,,,,339.6059895999497,340.80662960000336,341.60761449998245,341.59208209998906,341.59248570003547,341.60761449998245,341.60761449998245,341.60761449998245,342.10955699998885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4951129000401124,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,6.0,0.0,3.0,left,1.0,0.6505235999356955,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,342.12548059993424,,,,,,,,,342.10981779999565,342.2252352000214,343.02679899998475,343.0108674999792,343.0113660999341,343.02679899998475,343.02679899998475,343.02679899998475,343.6786463999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6505235999356955,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,7.0,1.0,3.0,right,1.0,0.6097397999837995,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,343.6940611000173,,,,,,,,,343.67900360003114,344.47888369997963,345.2798194999341,345.26422639994416,345.26448160002474,345.2798194999341,345.2798194999341,345.2798194999341,345.8986283999402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6097397999837995,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,8.0,0.0,4.0,left,1.0,0.9694363999878988,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,4.0,0.0,8.0,0.0,345.91432600002736,,,,,,,,,345.8988793999888,346.698972000042,347.4997833999805,347.4864701000042,347.4868598999456,347.4997833999805,347.4997833999805,347.4997833999805,348.48571189993527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9694363999878988,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,9.0,1.0,4.0,right,1.0,0.5771674000425264,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,4.0,1.0,9.0,1.0,348.5015500000445,,,,,,,,,348.4859321999829,348.5843987000408,349.386167599936,349.36977670004126,349.3700635000132,349.386167599936,349.386167599936,349.386167599936,349.97140259994194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5771674000425264,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,10.0,0.0,5.0,left,1.0,0.6987007000716403,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,0.0,349.9872534000315,,,,,,,,,349.9717250999529,350.7719324999489,351.5728814000031,351.5561321999412,351.5563991999952,351.5728814000031,351.5728814000031,351.5728814000031,352.27490950003266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6987007000716403,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,11.0,1.0,5.0,right,1.0,0.7857114999787882,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,1.0,352.2898389999755,,,,,,,,,352.2754037999548,352.3741602000082,353.17516800004523,353.1595884000417,353.15999670000747,353.17516800004523,353.17516800004523,353.17516800004523,353.9772000999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7857114999787882,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,12.0,0.0,6.0,right,1.0,0.6329496999969706,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,1.0,353.99321009998675,,,,,,,,,353.9774989000289,354.3268448000308,355.1283881999552,355.1119134000037,355.1121500999434,355.1283881999552,355.1283881999552,355.1283881999552,355.7632017999422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6329496999969706,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,13.0,1.0,6.0,left,1.0,0.6053904000436887,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,0.0,355.77886259998195,,,,,,,,,355.7635129999835,356.11261389998253,356.9142014000099,356.8974972999422,356.89777999999933,356.9142014000099,356.9142014000099,356.9142014000099,357.53283689997625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6053904000436887,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,14.0,0.0,7.0,right,1.0,1.3454116999637336,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,1.0,357.54890539997723,,,,,,,,,357.5331748999888,358.3327417999972,359.1343278000131,359.117941500037,359.11822820000816,359.1343278000131,359.1343278000131,359.1343278000131,360.48727669997606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3454116999637336,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,15.0,1.0,7.0,left,1.0,0.6322161999996752,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,0.0,360.5033605999779,,,,,,,,,360.4875935999444,360.6032358999364,361.4048735999968,361.3884869000176,361.3887790000299,361.4048735999968,361.4048735999968,361.4048735999968,362.0398820999544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6322161999996752,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,16.0,0.0,8.0,right,1.0,0.6569527999963611,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,1.0,362.0553212999366,,,,,,,,,362.0403504000278,362.84007649996784,363.64176220004447,363.6255685000215,363.62605179997627,363.64176220004447,363.64176220004447,363.64176220004447,364.3100252000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6569527999963611,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,17.0,1.0,8.0,left,1.0,1.0750598999438807,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,0.0,364.3258065000409,,,,,,,,,364.3103871999774,364.4255295000039,365.2270478999708,365.2114690999733,365.2122629999649,365.2270478999708,365.2270478999708,365.2270478999708,366.312900000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0750598999438807,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,18.0,0.0,9.0,left,1.0,1.018739200080745,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,0.0,366.3287353999913,,,,,,,,,366.3132421999471,366.66247219999786,367.4640346999513,367.4482603999786,367.4487941999687,367.4640346999513,367.4640346999513,367.4640346999513,368.4994472999824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.018739200080745,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,19.0,1.0,9.0,right,1.0,0.6862124999752268,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,1.0,368.5154354999541,,,,,,,,,368.499733399949,369.304866499966,370.11768669995945,370.1012895000167,370.101675300044,370.11768669995945,370.11768669995945,370.11768669995945,370.8199321000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6862124999752268,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,20.0,0.0,10.0,right,1.0,1.0187206999398768,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,1.0,370.8350695000263,,,,,,,,,370.8203734999988,370.91908529994544,371.7207341999747,371.70478719996754,371.7052837000229,371.7207341999747,371.7207341999747,371.7207341999747,372.7565704999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0187206999398768,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,21.0,1.0,10.0,left,1.0,0.7690552000422031,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,0.0,372.7719097000081,,,,,,,,,372.7570045000175,373.9568900000304,374.75819610001054,374.7420715999324,374.7424953000154,374.75819610001054,374.75819610001054,374.75819610001054,375.544529399951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7690552000422031,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,22.0,0.0,11.0,right,1.0,0.6548479000339285,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,1.0,375.5597420999548,,,,,,,,,375.5449364000233,375.91021200001705,376.71103699994273,376.6946445000358,376.6949097999605,376.71103699994273,376.71103699994273,376.71103699994273,377.3800101999659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6548479000339285,,,,,sub-195,1,random_dot,59.81004330430504,
