direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
left,left,29.0,1.0,14.0,left,1.0,5.356695999973454,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,0.0,575.8327583330101,,,,,,,,,575.824114957999,576.1633277499932,576.9645730420016,576.9562900420278,576.9568971249973,576.9645730420016,576.9645730420016,576.9645730420016,582.3242228330346,,,,,,,,581.94488116703,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.356695999973454,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,30.0,0.0,15.0,right,0.0,2.1585300830192864,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,0.0,582.3330786250299,,,,,,,,,582.3248534580343,583.1229710420012,583.9136126670055,583.9060604170081,583.9065817919909,583.9136126670055,583.9136126670055,583.9136126670055,586.073758958024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.1585300830192864,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,31.0,1.0,15.0,right,1.0,4.285131666983943,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,1.0,586.0800345420139,,,,,,,,,586.074328207993,586.4135993749951,587.2059730000328,587.196582833014,587.1971193330246,587.2059730000328,587.2059730000328,587.2059730000328,591.4977737080189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.285131666983943,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,32.0,0.0,16.0,right,0.0,4.607137458981015,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,591.5059062920045,,,,,,,,,591.4982342920266,592.2968314170139,593.0892255420331,593.0795729579986,593.080151125032,593.0892255420331,593.0892255420331,593.0892255420331,597.6980880000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.607137458981015,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,33.0,1.0,16.0,right,1.0,1.187942790973466,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,597.70625620801,,,,,,,,,597.6985904999892,597.7965019170078,598.5894575419952,598.5799613749841,598.5805354579934,598.5894575419952,598.5894575419952,598.5894575419952,599.7816618329962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.187942790973466,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,34.0,0.0,17.0,right,0.0,5.415778000024147,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,0.0,599.7886036250275,,,,,,,,,599.7821296670008,599.8799752080231,600.6823236250202,600.6738368329825,600.6744357499992,600.6823236250202,600.6823236250202,600.6823236250202,606.1086791250273,,,,,,,,605.663035500038,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.415778000024147,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,35.0,1.0,17.0,right,1.0,5.374106834002305,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,1.0,606.1185002920101,,,,,,,,,606.1094361250289,607.3069121669978,608.0997695830301,608.0908715419937,608.0915791669977,608.0997695830301,608.0997695830301,608.0997695830301,613.4755955000292,,,,,,,,613.0793450000347,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.374106834002305,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,36.0,0.0,18.0,left,0.0,3.549219875014387,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,1.0,613.4825317080249,,,,,,,,,613.4764575000154,613.8237976669916,614.6146368330228,614.607167167007,614.6076764169848,614.6146368330228,614.6146368330228,614.6146368330228,618.175289167033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.549219875014387,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,37.0,1.0,18.0,right,0.0,5.380370958009735,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,0.0,618.1843900420354,,,,,,,,,618.1758295830223,619.3651967500336,620.166628832987,620.1578980420018,620.1585097080097,620.166628832987,620.166628832987,620.166628832987,625.5577108330326,,,,,,,,625.1465918330359,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.380370958009735,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,38.0,0.0,19.0,left,0.0,3.037541833007708,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,1.0,625.5669263330055,,,,,,,,,625.5584065830335,626.3484544579987,627.1501758330269,627.1416233330383,627.1423001670046,627.1501758330269,627.1501758330269,627.1501758330269,630.1921213330352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.037541833007708,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,39.0,1.0,19.0,right,0.0,2.7868602920207195,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,0.0,630.2004109580303,,,,,,,,,630.1926320830244,630.5314721250325,631.3239514580346,631.3143802499981,631.3149624579819,631.3239514580346,631.3239514580346,631.3239514580346,634.1160588749917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.7868602920207195,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,40.0,0.0,20.0,left,1.0,2.4560038750059903,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,0.0,634.1240980830044,,,,,,,,,634.1164669169812,634.4652279170114,635.2668697920162,635.2581584170111,635.2587015830213,635.2668697920162,635.2668697920162,635.2668697920162,637.7257085830206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.4560038750059903,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,41.0,1.0,20.0,right,1.0,2.278259708022233,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,1.0,637.7346035829978,,,,,,,,,637.7262694999808,638.514662667003,639.3076738329837,639.2976587080047,639.298098416999,639.3076738329837,639.3076738329837,639.3076738329837,641.5924003749969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.278259708022233,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,42.0,0.0,21.0,right,0.0,3.1928769589867443,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,0.0,641.6005334170186,,,,,,,,,641.5929317080299,642.7818620830076,643.5832320420304,643.5754282500129,643.5759536250262,643.5832320420304,643.5832320420304,643.5832320420304,646.7826222500298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.1928769589867443,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,43.0,1.0,21.0,left,0.0,3.727475583029445,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,1.0,646.7904332919861,,,,,,,,,646.7830137499841,647.9747548330342,648.7675792080117,648.7590593330096,648.7597363750101,648.7675792080117,648.7675792080117,648.7675792080117,652.4998852920253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.727475583029445,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,44.0,0.0,22.0,left,1.0,3.903064083016943,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,652.5080483329948,,,,,,,,,652.5003487080103,653.6987460830132,654.4914858749835,654.4821194999968,654.4827040830278,654.4914858749835,654.4914858749835,654.4914858749835,658.4001253329916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.903064083016943,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,45.0,1.0,22.0,left,0.0,4.401391082967166,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,658.4080578330322,,,,,,,,,658.4006413330208,658.4996495420346,659.3006984579843,659.2926939580357,659.2932545830263,659.3006984579843,659.3006984579843,659.3006984579843,663.7090347920312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.401391082967166,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,46.0,0.0,23.0,right,1.0,3.525620625005104,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,663.7150183329941,,,,,,,,,663.7092665419914,664.4990239579929,665.3011001250125,665.2928577919956,665.2933765830239,665.3011001250125,665.3011001250125,665.3011001250125,668.8337894169963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.525620625005104,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,47.0,1.0,23.0,left,1.0,1.835679042036645,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,668.8416309999884,,,,,,,,,668.8342946250341,669.6334322920302,670.4350248330156,670.4264727080008,670.4271441249875,670.4350248330156,670.4350248330156,670.4350248330156,672.2771458750358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.835679042036645,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,48.0,0.0,24.0,right,0.0,4.067530250002164,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,672.2847073330195,,,,,,,,,672.2776570830029,673.0661741670338,673.8585102499928,673.8499727080343,673.8506361250184,673.8585102499928,673.8585102499928,673.8585102499928,677.9342832920374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.067530250002164,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,49.0,1.0,24.0,right,1.0,2.9335777499945834,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,677.9419266670011,,,,,,,,,677.9346859999932,678.2841528750141,679.0854351670132,679.0767375830328,679.0772926670033,679.0854351670132,679.0854351670132,679.0854351670132,682.0274715420092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.9335777499945834,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,50.0,0.0,25.0,right,1.0,4.152423416962847,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,682.0358946670312,,,,,,,,,682.0280078329961,683.2168047080049,684.0189306249958,684.0102673330111,684.0108808749937,684.0189306249958,684.0189306249958,684.0189306249958,688.1776678329916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.152423416962847,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,51.0,1.0,25.0,right,0.0,2.467601583048236,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,688.1858723330079,,,,,,,,,688.178175292036,688.9674864170374,689.7597250830149,689.750279000029,689.7508636669954,689.7597250830149,689.7597250830149,689.7597250830149,692.2349274579901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.467601583048236,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,52.0,0.0,26.0,left,0.0,2.1531663749483414,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,692.2424771669903,,,,,,,,,692.2353788749897,693.0336871250183,693.826303000038,693.8165160000208,693.8170994580141,693.826303000038,693.826303000038,693.826303000038,695.9853211250156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.1531663749483414,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,53.0,1.0,26.0,left,1.0,5.54031179100275,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,695.993006167002,,,,,,,,,695.9858078749967,696.0837411670364,696.8850108330371,696.8773276670254,696.8778232079931,696.8850108330371,696.8850108330371,696.8850108330371,702.4284641669947,,,,,,,,701.8654590829974,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.54031179100275,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,54.0,0.0,27.0,right,0.0,3.0552044170326558,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,702.4373563749832,,,,,,,,,702.4291139580309,702.5269792919862,703.3193968330161,703.3110004169866,703.311600874993,703.3193968330161,703.3193968330161,703.3193968330161,706.378084667027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.0552044170326558,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,55.0,1.0,27.0,right,1.0,1.9433164590154772,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,706.3867976249894,,,,,,,,,706.3786102919839,707.16758066701,707.9603887500125,707.9509155830019,707.9514467919944,707.9603887500125,707.9603887500125,707.9603887500125,709.9116958330269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.9433164590154772,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,56.0,0.0,28.0,right,0.0,2.491680125007406,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,709.921257042035,,,,,,,,,709.9122149579925,710.7017936669872,711.5029237919953,711.4946942080278,711.495248457999,711.5029237919953,711.5029237919953,711.5029237919953,714.0022980420035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.491680125007406,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,57.0,1.0,28.0,right,1.0,4.79360179201467,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,714.0104828330223,,,,,,,,,714.0027541249874,714.3510220000171,715.1532738329843,715.1448753330042,715.1454872080358,715.1532738329843,715.1532738329843,715.1532738329843,719.9526035420131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.79360179201467,,,,,,sub-023,1,random_dot,121.32492841877117,
left,left,58.0,0.0,29.0,right,0.0,2.0062974159955047,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,719.9604430000181,,,,,,,,,719.9531041670125,720.3019947080174,721.0937955420231,721.084740374994,721.0853212079965,721.0937955420231,721.0937955420231,721.0937955420231,723.1023345830035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.0062974159955047,,,,,,sub-023,1,random_dot,121.32492841877117,
right,right,59.0,1.0,29.0,right,1.0,2.517406500002835,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,723.1097957500024,,,,,,,,,723.1027631250327,723.9012813330046,724.6946644579875,724.6844232919975,724.685207542032,724.6946644579875,724.6946644579875,724.6946644579875,727.2194048329839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.517406500002835,,,,,,sub-023,1,random_dot,121.32492841877117,
,,1.0,1.0,0.0,,,,,accuracy,space,2.1003861659555696,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-023,1,random_dot,121.32492841877117,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.2234782500309,727.2306983330054,732.2284362079808,732.2174185420154,sub-023,1,random_dot,121.32492841877117,
