direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0131136999698355,0.0180718000046908,0.0180718000046908,16.366943400003947,space,40.22790389996953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,16.3978810000699,,,,,,,,,16.392567800008692,16.72775379999075,17.52934950008057,17.511296899989247,17.51133310003206,17.52934950008057,17.52934950008057,17.52934950008057,22.52313570003025,27.68676620000042,left,1.0,34.0319232000038,,27.690701200044717,27.706822699983604,28.20503110007849,,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,28.21713180001825,,,,,,,,,28.206088899984024,28.550181500031613,29.35035920003429,29.33444550004788,29.334518400020897,29.35035920003429,29.35035920003429,29.35035920003429,34.34580840007402,36.09720560000278,left,0.0,30.62353109999094,,36.09886600007303,36.117831900017336,36.6094952999847,,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,36.6257247000467,,,,,,,,,36.61011510004755,36.95909140002914,37.75905810005497,37.743796700029634,37.743870300007984,37.75905810005497,37.75905810005497,37.75905810005497,42.7543069999665,43.42202489997726,left,1.0,29.546545599936508,,43.422844500048086,43.43641429999843,43.92090929998085,43.93610950000584,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,43.93610950000584,,,,,,,,,43.922148299985565,45.13509090000298,45.95159509999212,45.93441360001452,45.93444209999871,45.95159509999212,45.95159509999212,45.95159509999212,50.94657550007105,51.64771130005829,right,1.0,29.574278499931097,,51.648847299977206,51.66191700007767,52.14590910007246,52.16152660001535,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,52.16152660001535,,,,,,,,,52.14667669998016,52.26144899998326,53.06150599999819,53.04510930005927,53.04515680007171,53.06150599999819,53.06150599999819,53.06150599999819,58.05665250006132,58.42591510002967,right,1.0,29.23203739989549,,58.42813170002773,58.438963899970986,58.92246430006344,58.93829660001211,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,58.93829660001211,,,,,,,,,58.92285009997431,60.13776549999602,60.93753550003749,60.921806600061245,60.9218776000198,60.93753550003749,60.93753550003749,60.93753550003749,65.93287520005833,66.417509800056,left,1.0,29.35728139989078,,66.41869040008169,66.43152450001799,66.9158502999926,66.93103890004568,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,66.93103890004568,,,,,,,,,66.91688100004103,67.73043840005994,68.54690680000931,68.5303367000306,68.53037340007722,68.54690680000931,68.54690680000931,68.54690680000931,73.54248429997824,74.79372920002788,right,0.0,30.123097599949688,,74.79515540006105,74.80703540006652,75.29096880008001,75.30652950005606,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,75.30652950005606,,,,,,,,,75.29197220003698,76.50537769997027,77.30538440006785,77.29018790007103,77.29025940003339,77.30538440006785,77.30538440006785,77.30538440006785,82.30077640002128,82.7375020000618,right,1.0,29.30809419997968,,82.73945760005154,82.75701290008146,83.24894479999784,,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,83.26569550007116,,,,,,,,,83.24943229998462,84.04808390000835,84.84824930003379,84.8322998000076,84.83235060004517,84.84824930003379,84.84824930003379,84.84824930003379,,86.34896700002719,left,1.0,25.380674800020643,,86.3501363999676,86.36313269997481,86.8478490000125,86.86231009999756,,,,,,,,,,,,,,,,,,,,,,,,,sub-221,1.0,random_dot,60.15301726201172,
