direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192241129999501,0.0313687009999057,0.0313687009999057,25.048234109999957,space,24.996586496999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,14.398044906999983,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,25.08588737999992,,,,,,,,,25.058625742000004,26.243966527,27.064324450999948,27.03793112799997,27.038281088999952,27.064324450999948,27.064324450999948,27.064324450999948,32.026487084999985,41.47257311199997,right,1.0,14.398044906999983,,41.478230585000006,41.490795327,41.97578554699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,7.976061659999914,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,41.98720175299991,,,,,,,,,41.97608268900001,42.770620562999966,43.56127675899995,43.554701242999954,43.555041416999984,43.56127675899995,43.56127675899995,43.56127675899995,48.54299252399994,51.53960821699991,right,0.0,7.976061659999914,,51.54363230399997,51.55018350799992,52.03820006799992,52.04331600899991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,5.556697301999975,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,52.04331600899991,,,,,,,,,52.03848692499992,52.837451175999945,53.628075395,53.62145591199999,53.621795229999975,53.628075395,53.628075395,53.628075395,58.609651966,59.18890758099997,left,1.0,5.556697301999975,,59.19115714999998,59.197714658,59.68827440899997,59.69324317499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,5.338915116999942,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,59.69324317499991,,,,,,,,,59.68855843199992,60.887555217,61.67815404299995,61.671557087,61.671894447,61.67815404299995,61.67815404299995,61.67815404299995,66.66005730099994,67.02185181300001,right,1.0,5.338915116999942,,67.02193887299995,67.02810709899995,67.52149311599999,67.52658211099993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,6.516521603999991,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,67.52658211099993,,,,,,,,,67.52177465399996,68.32080435,69.111349142,69.10465522899995,69.1049877559999,69.111349142,69.111349142,69.111349142,74.09337143899995,75.639133657,right,0.0,6.516521603999991,,75.64142962400001,75.64824270899999,76.138268789,76.14341856699991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,5.409444169000039,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,76.14341856699991,,,,,,,,,76.13855548799995,76.48744349399999,77.27715325399993,77.27105411999992,77.27131528299992,77.27715325399993,77.27715325399993,77.27715325399993,82.26000140099995,82.68871298299996,right,1.0,5.409444169000039,,82.69102188,82.69735149299993,83.18837015499992,83.193229266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,5.588554962999979,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,83.193229266,,,,,,,,,83.18865755399997,83.98763091399996,84.77839194699993,84.77187961899995,84.77221471799999,84.77839194699993,84.77839194699993,84.77839194699993,89.77089895299991,90.37227864299996,left,1.0,5.588554962999979,,90.372366501,90.37820263999993,90.87167203899992,90.8767632979999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,5.627898436999999,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,90.8767632979999,,,,,,,,,90.871954941,91.22101806699992,92.01033090299995,92.00445857499994,92.00473127499993,92.01033090299995,92.01033090299995,92.01033090299995,96.99364793799998,97.64488907999998,left,0.0,5.627898436999999,,97.64737875899992,97.654257713,98.13845097399997,98.14350668299994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
right,right,8.0,0.0,4.0,left,0.0,2.3845992809999643,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,98.14350668299994,,,,,,,,,98.13873962399998,98.94300790199998,99.737659688,99.72708401599994,99.72741539599996,99.737659688,99.737659688,99.737659688,,102.129339189,left,0.0,2.3845992809999643,,102.1294471729999,102.13752330499996,102.62194403,102.62712546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-142,1,random_dot,,
