direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075483749969862,0.0189839170052437,0.0189839170052437,31.424312041999656,space,31.2717568329972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,2.2020499159989413,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,31.45293529200717,,,,,,,,,31.44178191700485,32.22725262500171,33.027539167000214,33.01183870900422,33.01249595900299,33.027539167000214,33.027539167000214,33.027539167000214,35.235700792007265,right,0.0,2.2020499159989413,,35.24400987500849,35.296075667007244,35.744765167008154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
right,right,1.0,1.0,0.0,right,1.0,2.7430772910011,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,35.75080275000073,,,,,,,,,35.74532000000181,36.53507295899908,37.32768691700767,37.31834904200514,37.31896354199853,37.32768691700767,37.32768691700767,37.32768691700767,40.07903429200815,right,1.0,2.7430772910011,,40.08471808400645,40.10596383400844,40.58443241700297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,1.3853892909974093,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,40.594917292008176,,,,,,,,,40.584996834004414,40.919197541996255,41.72033354200539,41.71212862500397,41.71274370899482,41.72033354200539,41.72033354200539,41.72033354200539,43.11319462499523,left,1.0,1.3853892909974093,,43.11336954199942,43.12215391700738,43.61188462500286,43.61802908399841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,2.223513749006088,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,43.61802908399841,,,,,,,,,43.61242950000451,44.4116737919976,45.20420329199988,45.19565574999433,45.19631537499663,45.20420329199988,45.20420329199988,45.20420329199988,47.42967112500628,left,0.0,2.223513749006088,,47.43318137500319,47.44170974999725,47.9290217920061,47.93492654200236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,2.4937303320039064,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,47.93492654200236,,,,,,,,,47.92951475000882,48.028797624996514,48.82105741700798,48.8124108750053,48.8131056669954,48.82105741700798,48.82105741700798,48.82105741700798,51.32030066700827,left,0.0,2.4937303320039064,,51.320412250002846,51.32815008399484,51.812134292005794,51.8179699589964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,2.4180641659913817,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,51.8179699589964,,,,,,,,,51.8126294590038,51.91839741700096,52.71161800000118,52.70172645899584,52.70232529200439,52.71161800000118,52.71161800000118,52.71161800000118,55.13622083399969,right,0.0,2.4180641659913817,,55.13637141700019,55.14439529199444,55.62902962500812,55.63491241700831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,5.810507624002639,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,55.63491241700831,,,,,,,,,55.62950395900407,56.43529241699434,57.228375125007005,57.219027166996966,57.21963437499653,57.228375125007005,57.228375125007005,57.228375125007005,63.04729004199908,right,1.0,5.810507624002639,,63.051816084000166,63.06096258400066,63.54622562500299,63.55243845899531,62.212207792006666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
left,left,7.0,1.0,3.0,right,0.0,1.8883291249949248,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,63.55243845899531,,,,,,,,,63.54681066700141,63.64574537500448,64.43758787499974,64.42953204200603,64.43013154200162,64.43758787499974,64.43758787499974,64.43758787499974,66.33024054199632,right,0.0,1.8883291249949248,,66.33409204200143,66.34250804199837,66.82961308400263,66.83544708399859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,2.181656708009541,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,66.83544708399859,,,,,,,,,66.83010129199829,66.92009283399966,67.72219441700145,67.71323300000222,67.71393791699666,67.72219441700145,67.72219441700145,67.72219441700145,69.91332091699587,left,1.0,2.181656708009541,,69.91672654199647,69.92499699999462,70.41286100000434,70.41862912500801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-070,1,random_dot,,
