direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,84.37438520009164,,,,,,,,,84.35850960004609,84.72402930003591,85.5233286001021,85.5075385000091,85.50755660003051,85.5233286001021,85.5233286001021,85.5233286001021,,87.6401849000249,left,1.0,2.100652499939315,,87.64053309999872,87.65541610005312,88.15514000004623,88.1391526000807,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,88.15514000004623,,,,,,,,,88.13942440005485,89.35431090008933,90.15345710003749,90.1379181999946,90.13793150009587,90.15345710003749,90.15345710003749,90.15345710003749,,91.80374490004031,right,1.0,1.6366798999952152,,91.80409280001186,91.81918089999816,92.31874240003526,92.3032177001005,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,92.31874240003526,,,,,,,,,92.30358400009573,92.4190642000176,93.21835450001528,93.20256650005469,93.20258000004104,93.21835450001528,93.21835450001528,93.21835450001528,,95.61775340000167,left,1.0,2.3854819000698626,,95.61811410007068,95.6334511000896,96.13332770008128,96.11743990005924,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,96.13332770008128,,,,,,,,,96.11772219999692,96.93249580007978,97.73183110007083,97.71614060003776,97.71616890002042,97.73183110007083,97.73183110007083,97.73183110007083,,100.5479260000866,right,1.0,2.800076000043191,,100.54827330005357,100.56343880004717,101.06330530007835,101.04713409999384,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,101.06330530007835,,,,,,,,,101.04744270001538,101.41278940008488,102.21220539999194,102.19654130004346,102.19655480002984,102.21220539999194,102.21220539999194,102.21220539999194,,103.895801100065,right,1.0,1.673326799995266,,103.89614610001443,103.9112476001028,104.41078540007584,104.39508570008913,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,104.41078540007584,,,,,,,,,104.39536419999786,105.61034650006332,106.40944070008118,106.3937799000414,106.3937934000278,106.40944070008118,106.40944070008118,106.40944070008118,,107.47649260004982,left,1.0,1.0605127000017092,,107.4768471000716,107.49231490003876,107.99209380010144,107.97613399999682,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,107.99209380010144,,,,,,,,,107.97642160009129,108.79151600005572,109.59075080009644,109.57489540008828,109.5749085000716,109.59075080009644,109.59075080009644,109.59075080009644,,111.37397539999802,left,1.0,1.772473999997601,,111.37444620009046,111.38964940002188,111.88949600001796,111.87342610000633,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,111.88949600001796,,,,,,,,,111.87369250005575,113.08866590005346,113.88786140002776,113.87213250005152,113.87214500003029,113.88786140002776,113.88786140002776,113.88786140002776,,114.75524530000985,right,1.0,0.8605341999791563,,114.75558780005667,114.7708417000249,115.27054320008028,115.25462600006722,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,115.27054320008028,,,,,,,,,115.25488620006944,116.4696452000644,117.26915800001008,117.25321330002043,117.2532279000152,117.26915800001008,117.26915800001008,117.26915800001008,,119.70174150005914,right,1.0,2.4168976999353617,,119.70209100004286,119.71763289999215,120.2173182000406,120.20130320009775,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,120.2173182000406,,,,,,,,,120.20157400006428,120.3168694000924,121.1167420001002,121.10025690007024,121.10027010005432,121.1167420001002,121.1167420001002,121.1167420001002,,122.54965980001724,left,1.0,1.4254551000194624,,122.5500086999964,122.56554410001264,123.0654102000408,123.04931200004648,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.04937320004684,123.0654102000408,123.0654102000408,127.7467631000327,space,4.679762599989772,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.74678680009674,127.7622748001013,127.7622748001013,133.79239560000133,space,6.021487300051376,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,137.88856830005534,,,,,,,,,137.87861740007065,139.0881217001006,139.88731120002922,139.87158360006288,139.87159890006296,139.88731120002922,139.88731120002922,139.88731120002922,,141.45460040005855,left,0.0,1.5650965000968426,,,,,,,,,,,,,,,,,,,,133.7955312000122,133.81540449999738,133.81540449999738,137.8732474000426,space,4.041612499975599,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,141.46984999999404,,,,,,,,,141.45544879999943,142.6690275000874,143.46861560002435,143.45253740006592,143.45256030000746,143.46861560002435,143.46861560002435,143.46861560002435,,145.1017048000358,left,1.0,1.624116199905984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,145.11704720009584,,,,,,,,,145.102371300105,145.467105000047,146.26665660005528,146.2506396000972,146.25066240003798,146.26665660005528,146.26665660005528,146.26665660005528,,149.01664970000274,left,1.0,2.7484845999861136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,149.03154930006713,,,,,,,,,149.0174325000262,150.23080500005744,151.0301335999975,151.01413360005245,151.01414680003654,151.0301335999975,151.0301335999975,151.0301335999975,,151.93056970008183,right,1.0,0.8840905999531969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,151.94595180009492,,,,,,,,,151.93122170004062,152.0459666000679,152.8452643000055,152.82951470010448,152.8295281000901,152.8452643000055,152.8452643000055,152.8452643000055,,154.34564200008754,left,1.0,1.4915753999957817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,154.36129490006715,,,,,,,,,154.34703180007637,154.7108224000549,155.51082870003302,155.49454129999503,155.4945546000963,155.51082870003302,155.51082870003302,155.51082870003302,,156.97765960008837,right,1.0,1.4647460000123829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,156.99276920000557,,,,,,,,,156.97830720001366,157.34261789999437,158.1417558999965,158.1258683000924,158.12588619999588,158.1417558999965,158.1417558999965,158.1417558999965,,159.69206430006307,right,1.0,1.5385829000733793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,159.70750650006812,,,,,,,,,159.69271370000206,160.90690790000372,161.7063493001042,161.69025430001784,161.69026800000574,161.7063493001042,161.7063493001042,161.7063493001042,,162.45670050010085,left,1.0,0.7427314999513328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,162.47251880005933,,,,,,,,,162.4573565000901,163.27206850005314,164.07129900006112,164.05596060003154,164.0559744000202,164.07129900006112,164.07129900006112,164.07129900006112,,164.55496990005486,right,1.0,0.4748144999612123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,164.57079800008796,,,,,,,,,164.55562320002355,165.77035150001757,166.56955450004898,166.55391590006184,166.55392950004898,166.56955450004898,166.56955450004898,166.56955450004898,,167.4371158001013,left,1.0,0.8539640000090003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,167.4524932000786,,,,,,,,,167.43776760005858,168.65187570010312,169.45109800004866,169.4353578001028,169.4353707000846,169.45109800004866,169.45109800004866,169.45109800004866,,170.28517240006477,right,1.0,0.8295980000402778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,170.30049290007446,,,,,,,,,170.28582860005554,171.10026390000712,171.89974210003857,171.8837633000221,171.88377630000468,171.89974210003857,171.89974210003857,171.89974210003857,,172.63337799999863,left,1.0,0.7258681999519467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,172.64919750008266,,,,,,,,,172.63399430003483,173.4489337000996,174.2483835000312,174.23198730009608,174.23200010007713,174.2483835000312,174.2483835000312,174.2483835000312,,175.5816755000269,left,1.0,1.321222099941224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,175.59726280008908,,,,,,,,,175.58232960000169,175.94706220005173,176.74664420005865,176.7304085000651,176.73042150004767,176.74664420005865,176.74664420005865,176.74664420005865,,177.58069420000538,right,1.0,0.8328716000542045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,177.59588620008435,,,,,,,,,177.5813612000784,177.94564650009852,178.7448712000623,178.72907750005834,178.72908980003558,178.7448712000623,178.7448712000623,178.7448712000623,,180.09553130005952,right,1.0,1.348233100026846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,180.11100690008607,,,,,,,,,180.0961846000282,181.30973390000872,182.1094679000089,182.09366920008324,182.0936824000673,182.1094679000089,182.1094679000089,182.1094679000089,,182.89338570006657,left,1.0,0.77483879995998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,182.9089467000449,,,,,,,,,182.8940402000444,183.00925770006145,183.808378500049,183.7922674000729,183.79228070005772,183.808378500049,183.808378500049,183.808378500049,,184.4766661000904,right,1.0,0.6641395000042394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,184.49150900007223,,,,,,,,,184.47731109999583,184.84113420010544,185.6404118000064,185.62429250008427,185.6243097000988,185.6404118000064,185.6404118000064,185.6404118000064,,186.42404539999552,left,1.0,0.7814892999595031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,186.43989570008125,,,,,,,,,186.4250586000271,187.2395837000804,188.03864810010415,188.0231193000218,188.02313260000665,188.03864810010415,188.03864810010415,188.03864810010415,,188.6729872000869,right,1.0,0.6223634999478236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,188.6881923000328,,,,,,,,,188.6736380000366,189.88772890006655,190.68710250000004,190.6712455000961,190.6712585000787,190.68710250000004,190.68710250000004,190.68710250000004,,191.82115249999333,left,1.0,1.1293741000117734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,191.836930999998,,,,,,,,,191.82180500007237,193.035317700007,193.8350731000537,193.8188326000236,193.81884560000617,193.8350731000537,193.8350731000537,193.8350731000537,,195.8180484001059,left,1.0,1.973821500083432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,195.83361249999143,,,,,,,,,195.81873260007703,197.0330990999937,197.8324517000001,197.8165692000184,197.816582200001,197.8324517000001,197.8324517000001,197.8324517000001,,198.9002031000564,right,1.0,1.0636488000163808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,198.9151126000797,,,,,,,,,198.9008672999917,199.26494450005703,200.064483400085,200.04838450008535,200.04839820007328,200.064483400085,200.064483400085,200.064483400085,205.06108030001636,205.29552530008368,left,0.0,5.229297799989581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,205.3104530000128,,,,,,,,,205.2970618000254,206.11036070005505,206.9100207000738,206.8937880001031,206.89380210009404,206.9100207000738,206.9100207000738,206.9100207000738,,208.1597347999923,left,1.0,1.247334099956788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,208.1757661000593,,,,,,,,,208.1603893000865,208.9750765000936,209.7747749000555,209.758545699995,209.75855890009552,209.7747749000555,209.7747749000555,209.7747749000555,,210.50909609999508,right,1.0,0.7304091999540105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,210.52418350009248,,,,,,,,,210.51014510006644,211.72329460002948,212.52267780003604,212.50696020002945,212.50697280000892,212.52267780003604,212.52267780003604,212.52267780003604,,213.2728930000449,left,1.0,0.7365404000738636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,213.28877960005772,,,,,,,,,213.27365710004236,214.48816850001455,215.28754700010177,215.27146409999116,215.27147720009089,215.28754700010177,215.28754700010177,215.28754700010177,,218.08658710005693,left,1.0,2.7899458999745548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,218.10204500006512,,,,,,,,,218.08724190003704,218.20241590007208,219.00155980000272,218.98586900008377,218.98588250007012,219.00155980000272,219.00155980000272,219.00155980000272,,219.78623630001675,right,1.0,0.7712421000469476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,219.8011406000005,,,,,,,,,219.7874913000269,221.00065110006835,221.79997230006848,221.7839580000145,221.78397119999863,221.79997230006848,221.79997230006848,221.79997230006848,,222.8998698000796,left,1.0,1.0835491000907496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,222.9159380000783,,,,,,,,,222.900527000078,222.99914500000887,223.7986193000106,223.7826220000861,223.78263390006032,223.7986193000106,223.7986193000106,223.7986193000106,,225.19832339999263,right,1.0,1.392289399984293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,225.21424970007504,,,,,,,,,225.19897120003588,226.4132452000631,227.2127657000674,227.1971904000966,227.19720370008145,227.2127657000674,227.2127657000674,227.2127657000674,,228.91278890008107,right,1.0,1.6941727000521496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,228.92868180002552,,,,,,,,,228.9141330000712,230.1277386000147,230.92708520009185,230.91135250008665,230.91136570007075,230.92708520009185,230.92708520009185,230.92708520009185,,231.71140260004904,left,1.0,0.7815438999095932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,231.72693010000512,,,,,,,,,231.712158700102,232.5264150000876,233.32574120000936,233.30963380006145,233.30964690004475,233.32574120000936,233.32574120000936,233.32574120000936,,235.17546800000127,left,1.0,1.835179299931042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,235.19091190001927,,,,,,,,,235.17617230000903,236.3903691000305,237.18975290004164,237.173747700057,237.1737606000388,237.18975290004164,237.18975290004164,237.18975290004164,,241.3882944000652,left,0.0,4.194491200032644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,241.40343010006472,,,,,,,,,241.38895769999365,241.50367720006037,242.3032496999949,242.28701690002345,242.2870354000479,242.3032496999949,242.3032496999949,242.3032496999949,,244.5035111000761,left,1.0,2.1960604999912903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,244.51813560002483,,,,,,,,,244.5041699000867,244.86825850000605,245.66738890006675,245.6513143000193,245.65132760000412,245.66738890006675,245.66738890006675,245.66738890006675,,248.23348960001024,left,0.0,2.5543331999797374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,248.248744700104,,,,,,,,,248.2341319000116,248.59899150009733,249.3983263000846,249.38240040000528,249.3824138999917,249.3983263000846,249.3983263000846,249.3983263000846,,250.96581780002447,right,1.0,1.5634324999991804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,250.98061460000463,,,,,,,,,250.9664526000852,251.08025940007064,251.8802435999969,251.8639461999992,251.8639617000008,251.8802435999969,251.8802435999969,251.8802435999969,,253.2637453000061,left,1.0,1.3739602999994531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,253.2791658000788,,,,,,,,,253.26439700007904,253.62877980002668,254.42839530005585,254.4124448000221,254.41245780000463,254.42839530005585,254.42839530005585,254.42839530005585,,255.3619178000372,left,1.0,0.9243265999248252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,255.3777122000465,,,,,,,,,255.36295930005144,256.5771874000784,257.39313020010013,257.3769682000857,257.3769811000675,257.39313020010013,257.39313020010013,257.39313020010013,,261.8739072000608,right,1.0,4.467400300083682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-146,1.0,random_dot,59.97152549835956,
