direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,9.0,1.0,4.0,right,1.0,1.1132100839968189,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,76.23647595800139,,,,,,,,,76.22540883300098,76.32603550000204,77.12842304100195,77.12030345799576,77.12076966599852,77.12842304100195,77.12842304100195,77.12842304100195,78.24447045799752,right,1.0,1.1132100839968189,,78.24758470799861,78.25592399999732,78.74228808299813,78.752777624999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,10.0,0.0,5.0,left,1.0,3.340078041997913,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,78.752777624999,,,,,,,,,78.74278104100085,79.94271024999762,80.73494945799757,80.7268849999964,80.72739337499661,80.73494945799757,80.73494945799757,80.73494945799757,84.07773608299613,left,1.0,3.340078041997913,,84.07785475000128,84.08604670799832,84.57044241599942,84.57641737499944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,11.0,1.0,5.0,right,1.0,1.6516538330033654,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,84.57641737499944,,,,,,,,,84.57089033300144,85.77518595800211,86.56917441599944,86.55887991599593,86.55934562499897,86.56917441599944,86.56917441599944,86.56917441599944,88.22802750000119,right,1.0,1.6516538330033654,,88.2281416659971,88.23644970799796,88.72026154099876,88.72611991599842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,12.0,0.0,6.0,right,1.0,2.013579916994786,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,88.72611991599842,,,,,,,,,88.72069716599799,88.82650450000074,89.61930216600012,89.61005412499799,89.61052166599984,89.61930216600012,89.61930216600012,89.61930216600012,91.63794824999786,right,1.0,2.013579916994786,,91.63806745799955,91.64633933299774,92.13704229099676,92.14290004099894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,13.0,1.0,6.0,left,1.0,2.061788457998773,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,92.14290004099894,,,,,,,,,92.13743195799908,92.48660079100227,93.27860900000088,93.27052554099646,93.27097841599608,93.27860900000088,93.27860900000088,93.27860900000088,95.34489875000143,left,1.0,2.061788457998773,,95.34500991599634,95.35303687499982,95.8371759579968,95.8431087909994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,14.0,0.0,7.0,left,0.0,2.4223157500018715,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,95.8431087909994,,,,,,,,,95.83763145800184,97.04278158299712,97.8361983750001,97.8258422910003,97.82630000000064,97.8361983750001,97.8361983750001,97.8361983750001,100.26164383300056,left,0.0,2.4223157500018715,,100.26522229099646,100.27367212499666,100.7604875830002,100.76987829100108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,15.0,1.0,7.0,left,1.0,3.435316082999634,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,100.76987829100108,,,,,,,,,100.76090000000112,101.56033666599978,102.35302391600273,102.34382658299728,102.34432420800294,102.35302391600273,102.35302391600273,102.35302391600273,105.79504550000274,left,1.0,3.435316082999634,,105.798199416,105.80678287499904,106.29247020799812,106.3035361660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,16.0,0.0,8.0,right,0.0,1.3615573329952897,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,106.3035361660004,,,,,,,,,106.29279470800248,107.09381487499924,107.89588904099946,107.88773695800046,107.8882072080014,107.89588904099946,107.89588904099946,107.89588904099946,109.26195766599994,right,0.0,1.3615573329952897,,109.2650383750006,109.27353204099929,109.76099024999712,109.77006566600176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,17.0,1.0,8.0,right,1.0,1.6586045839940198,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,109.77006566600176,,,,,,,,,109.76143704100105,110.5597498749994,111.35304399999586,111.34315945799608,111.34364387499954,111.35304399999586,111.35304399999586,111.35304399999586,113.0218123329978,right,1.0,1.6586045839940198,,113.02498187500169,113.03378670800156,113.52125912500196,113.5267250830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,18.0,0.0,9.0,left,0.0,3.121512375000748,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,113.5267250830002,,,,,,,,,113.52169470799709,114.72052495800015,115.51242566599832,115.50432029100192,115.50479612500204,115.51242566599832,115.51242566599832,115.51242566599832,118.63825304099736,left,0.0,3.121512375000748,,118.64137820799806,118.65025274999788,119.1378168750016,119.1436009579993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,19.0,1.0,9.0,left,1.0,1.4408676250022836,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,119.1436009579993,,,,,,,,,119.13820766600112,119.48734262499784,120.2794442079976,120.2712876250007,120.27182245800212,120.2794442079976,120.2794442079976,120.2794442079976,121.72278895800264,left,1.0,1.4408676250022836,,121.72592254100164,121.73488758299936,122.22132062500168,122.22884112499742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.22147412499908,122.22884112499742,122.22884112499742,131.5954188329997,space,9.359865708000145,,,,,,,,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.59550041599869,131.60640033300297,131.60640033300297,138.84023333300138,space,7.231182791998435,,,,,,,,,,,,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,0.0,0.0,0.0,right,0.0,0.8502686669962713,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,149.80591316599748,,,,,,,,,149.7968372079995,150.58804945799784,151.38045162500202,151.37187737500062,151.3724532080014,151.38045162500202,151.38045162500202,151.38045162500202,152.23925683299603,,,,,,,,,,,,,,,,,,,,,,,138.8623264159978,138.87229770799604,138.87229770799604,149.78936950000207,space,10.906136958001298,,right,0.0,0.8502686669962713,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,1.0,1.0,0.0,left,0.0,1.332899708002515,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,152.2475462079965,,,,,,,,,152.23966862499947,152.33798716599995,153.130930583,153.12195179099945,153.12253241599683,153.130930583,153.130930583,153.130930583,154.47271304100286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.332899708002515,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,2.0,0.0,1.0,right,1.0,1.033425082998292,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,154.48133791599685,,,,,,,,,154.4731113750022,155.67125504100113,156.46366329099692,156.4554240829966,156.45595304099697,156.46366329099692,156.46366329099692,156.46366329099692,157.50578649999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.033425082998292,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,3.0,1.0,1.0,left,1.0,1.224546792000183,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,157.51407454100263,,,,,,,,,157.50620820799668,158.69526370799576,159.49694891599938,159.48861920800118,159.48910841599718,159.49694891599938,159.49694891599938,159.49694891599938,160.72964391599817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.224546792000183,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,4.0,0.0,2.0,left,0.0,1.948524291998183,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,160.7383324580005,,,,,,,,,160.7300427500013,161.9280477909997,162.719918666,162.7117565410008,162.7122452909971,162.719918666,162.719918666,162.719918666,164.67265300000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.948524291998183,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,5.0,1.0,2.0,left,1.0,1.2358437919974676,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,164.6785374999963,,,,,,,,,164.67305833299906,165.02161258299748,165.81369262500084,165.80554758299695,165.80602429099963,165.81369262500084,165.81369262500084,165.81369262500084,167.05638729099883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2358437919974676,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,6.0,0.0,3.0,right,1.0,1.0359030420004274,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,167.06474974999583,,,,,,,,,167.05679216599674,168.2548230829998,169.04783224999846,169.03915816600056,169.03970370799652,169.04783224999846,169.04783224999846,169.04783224999846,170.08961029099737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0359030420004274,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,7.0,1.0,3.0,left,1.0,1.1177173329997458,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,170.09833600000275,,,,,,,,,170.09001904100296,170.88828720799938,171.6804817079974,171.67215012499946,171.67267883299792,171.6804817079974,171.6804817079974,171.6804817079974,172.80623650000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1177173329997458,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,8.0,0.0,4.0,right,0.0,0.7265835829966818,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,172.81443891600065,,,,,,,,,172.80663887500123,173.15501683299954,173.94744695800182,173.93900854099775,173.9395525,173.94744695800182,173.94744695800182,173.94744695800182,174.6802770409995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7265835829966818,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,9.0,1.0,4.0,right,1.0,1.4390120409952942,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,174.6885112500022,,,,,,,,,174.6806744159985,175.02798237500247,175.82113220800238,175.81123366599786,175.81172183300075,175.82113220800238,175.82113220800238,175.82113220800238,177.263609540998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4390120409952942,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,10.0,0.0,5.0,right,1.0,1.1236516659992049,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,177.2720097499987,,,,,,,,,177.26401770800294,178.46185100000002,179.2537172079974,179.24574612500146,179.2462160829964,179.2537172079974,179.2537172079974,179.2537172079974,180.37986116600223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1236516659992049,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,11.0,1.0,5.0,left,1.0,0.8719362920019194,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,180.3879158330019,,,,,,,,,180.38027449999936,180.47845508300088,181.2703591660029,181.2623367499982,181.2628134159968,181.2703591660029,181.2703591660029,181.2703591660029,182.14679608299772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8719362920019194,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,12.0,0.0,6.0,left,1.0,1.1724346249975497,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,182.1547247499984,,,,,,,,,182.1471828329959,182.4951875830011,183.29714445799615,183.2890379579985,183.2895047909988,183.29714445799615,183.29714445799615,183.29714445799615,184.47295633299652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1724346249975497,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,13.0,1.0,6.0,right,1.0,0.8404977090031025,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,184.48110295800143,,,,,,,,,184.4733447079998,184.56181204099997,185.3646520409966,185.35620879099588,185.3568066660009,185.3646520409966,185.3646520409966,185.3646520409966,186.20732245800173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8404977090031025,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,14.0,0.0,7.0,right,1.0,0.7256113749972428,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,186.2133279580012,,,,,,,,,186.20772508299703,186.30485766600032,187.0973554160009,187.08918962499592,187.08972066600109,187.0973554160009,187.0973554160009,187.0973554160009,187.83021604100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7256113749972428,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,15.0,1.0,7.0,left,1.0,0.9690408749956988,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,187.8385181659978,,,,,,,,,187.8306231250026,188.17843095799617,188.9807622910012,188.97283654099735,188.97333375000017,188.9807622910012,188.9807622910012,188.9807622910012,189.95673549999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9690408749956988,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,16.0,0.0,8.0,right,1.0,1.0102686669997638,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,189.96500708299573,,,,,,,,,189.9571427080009,190.05515462499895,190.8472052500001,190.8392487079982,190.839713333,190.8472052500001,190.8472052500001,190.8472052500001,191.8634406659985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0102686669997638,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,17.0,1.0,8.0,right,0.0,1.1342992080026306,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,191.87155558299852,,,,,,,,,191.863841624996,192.2127332500022,193.00436770800297,192.9960616250028,192.99649079099615,193.00436770800297,193.00436770800297,193.00436770800297,194.140728624996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1342992080026306,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,18.0,0.0,9.0,right,0.0,1.1622627499964435,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,194.1465432080004,,,,,,,,,194.14113825000092,195.338565207996,196.13166945800185,196.1228350829988,196.1234326249978,196.13166945800185,196.13166945800185,196.13166945800185,197.29683816599567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1622627499964435,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,19.0,1.0,9.0,left,0.0,0.8637182909951662,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,197.3048944159964,,,,,,,,,197.2972327079988,198.49561866599836,199.297518833002,199.2894266250005,199.28989470800295,199.297518833002,199.297518833002,199.297518833002,200.1646079580023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8637182909951662,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,20.0,0.0,10.0,left,1.0,0.950586958999338,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,200.18852845799847,,,,,,,,,200.1649937499969,201.3611046660008,202.15482166600123,202.1465211659961,202.14707558300145,202.15482166600123,202.15482166600123,202.15482166600123,203.1075267499982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.950586958999338,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,21.0,1.0,10.0,right,1.0,0.6598066669976106,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,203.11332958300045,,,,,,,,,203.10793308299617,204.30578512499775,205.097681457999,205.08956962500088,205.0900257079993,205.097681457999,205.097681457999,205.097681457999,205.76392579099772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6598066669976106,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,22.0,0.0,11.0,right,1.0,0.9024738340012846,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,205.7718442080004,,,,,,,,,205.76431700000103,206.1116917909967,206.9051011249976,206.8949641250001,206.8954083330027,206.9051011249976,206.9051011249976,206.9051011249976,207.8129628329989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9024738340012846,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,23.0,1.0,11.0,right,0.0,0.8751492079973104,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,207.82199895800292,,,,,,,,,207.81316470800084,208.16208337499847,208.9551750000028,208.9459245409962,208.94644687500116,208.9551750000028,208.9551750000028,208.9551750000028,209.84041816600077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8751492079973104,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,24.0,0.0,12.0,left,0.0,0.9615001670026686,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,209.84880137500292,,,,,,,,,209.8408389999968,210.1890064159961,210.98169429099653,210.97303033299977,210.97350358300173,210.98169429099653,210.98169429099653,210.98169429099653,211.94732870799635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9615001670026686,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,25.0,1.0,12.0,right,0.0,0.8405055830007768,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,211.95527495799612,,,,,,,,,211.94772250000096,212.7460621249993,213.53761891600152,213.52980725000089,213.5303049159993,213.53761891600152,213.53761891600152,213.53761891600152,214.38074708299973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8405055830007768,,,,,,sub-163,1,random_dot,119.66923375674004,
left,left,26.0,0.0,13.0,right,0.0,0.9519194579988834,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,214.38895374999996,,,,,,,,,214.3811482079982,214.47892445800244,215.27200712500053,215.2620581660012,215.26258424999835,215.27200712500053,215.27200712500053,215.27200712500053,216.231324458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9519194579988834,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,27.0,1.0,13.0,right,1.0,1.4777042919959058,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,216.23949804100263,,,,,,,,,216.23171991600248,217.02928016599617,217.83088183299697,217.82305816600277,217.8235292909958,217.83088183299697,217.83088183299697,217.83088183299697,219.314411708001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4777042919959058,,,,,,sub-163,1,random_dot,119.66923375674004,
right,right,28.0,0.0,14.0,left,0.0,0.9150146669999232,,speed,space,10.906136958001298,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,219.3229627499968,,,,,,,,,219.31480754099903,220.1121908749992,220.91469679099828,220.90655079099812,220.90701679099584,220.91469679099828,220.91469679099828,220.91469679099828,221.8566187079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9150146669999232,,,,,,sub-163,1,random_dot,119.66923375674004,
