direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023773999419063,0.0066994000226259,0.0066994000226259,22.325636000023223,space,22.30224840005394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
right,right,0.0,0.0,0.0,right,1.0,21.563951799995262,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,22.39383860002272,,,,,,,,,22.390154300024733,23.134520099963996,23.951878699939694,23.918553599971347,23.919246700010262,23.951878699939694,23.951878699939694,23.951878699939694,28.91885470005218,45.51929189998191,right,1.0,21.563951799995262,,45.53346820001025,45.539049300015904,46.03533169999719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
left,left,1.0,1.0,0.0,left,1.0,2.452276399941184,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,46.051420200034045,,,,,,,,,46.03577369998675,46.38640950003173,47.2020843999926,47.1855685999617,47.186042799963616,47.2020843999926,47.2020843999926,47.2020843999926,,49.67345819994807,left,1.0,2.452276399941184,,49.67359849996865,49.68493939994369,50.16889309999533,50.18493310001213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
right,right,2.0,0.0,1.0,right,1.0,1.2122047999873755,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,50.18493310001213,,,,,,,,,50.16944359999616,50.98469680000562,51.78565610002261,51.7686547000194,51.76911490003113,51.78565610002261,51.78565610002261,51.78565610002261,,53.002983700018376,right,1.0,1.2122047999873755,,53.00311519997194,53.018284899997525,53.502057099947706,53.51821210002527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
left,left,3.0,1.0,1.0,left,1.0,5.542871300014667,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,53.51821210002527,,,,,,,,,53.502451700042,54.31825350003783,55.11943910003174,55.10243069997523,55.1029652999714,55.11943910003174,55.11943910003174,55.11943910003174,60.10258389997762,60.669211599975824,left,1.0,5.542871300014667,,60.66935620002914,60.68466110003647,61.1685205999529,61.184489400009625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
right,right,4.0,0.0,2.0,right,1.0,1.03466100001242,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,61.184489400009625,,,,,,,,,61.16896080004517,61.53454370005056,62.33509890001733,62.31866959994659,62.319201500038616,62.33509890001733,62.33509890001733,62.33509890001733,,63.38547820004169,right,1.0,1.03466100001242,,63.38561749993824,63.401251400006,63.885123100015335,63.90141599997878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
left,left,5.0,1.0,2.0,left,1.0,1.5714455000124872,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,63.90141599997878,,,,,,,,,63.88560669997241,65.08481120003853,65.8855669000186,65.86881110002287,65.86931039998308,65.8855669000186,65.8855669000186,65.8855669000186,,67.47019280004315,left,1.0,1.5714455000124872,,67.4703606000403,67.48511609993875,67.96877100004349,67.98508919996675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
left,left,6.0,0.0,3.0,left,1.0,5.679108100011945,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,67.98508919996675,,,,,,,,,67.96919149998575,69.1853011000203,69.98611529998016,69.96921310003381,69.96968119998928,69.98611529998016,69.98611529998016,69.98611529998016,74.9694566000253,75.67029409995303,left,1.0,5.679108100011945,,75.67042650002986,75.6852764999494,76.16934829996899,76.18529910000507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
right,right,7.0,1.0,3.0,right,1.0,3.375443600001745,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,76.18529910000507,,,,,,,,,76.16974469996057,76.53520449995995,77.33618450001813,77.31930329999886,77.31975050002802,77.33618450001813,77.33618450001813,77.33618450001813,,80.72017630003393,right,1.0,3.375443600001745,,80.72031420003623,80.73527920001652,81.21942360000685,81.23542120005004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
left,left,8.0,0.0,4.0,left,1.0,3.45075600000564,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,81.23542120005004,,,,,,,,,81.21990210004151,81.5853506999556,82.38631700002588,82.3692898999434,82.3697185999481,82.38631700002588,82.38631700002588,82.38631700002588,,85.93147389998194,left,1.0,3.45075600000564,,85.93170990003273,85.93519009999,86.41930199996568,86.4354756999528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-113,1,random_dot,59.90115114871237,
