direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.04137580000679,0.057656200020574,0.057656200020574,26.79085860002669,space,45.41777319996618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,26.81804350001039,,,,,,,,,26.81371220000437,27.154871400009142,27.966969800007064,27.940001700015276,27.9400319000124,27.966969800007064,27.966969800007064,27.966969800007064,32.944284700002754,37.14961340001901,left,1.0,27.87424109998392,,37.16158450001967,37.18233780001174,37.66394670002046,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,37.680220000009285,,,,,,,,,37.66462300001877,38.46449070001836,39.266055200016126,39.24960600002669,39.24964460000047,39.266055200016126,39.266055200016126,39.266055200016126,44.25332190000336,48.526316000003135,right,1.0,27.95839779998641,,48.52712000001338,48.539395600004354,49.02445970001281,49.03980369999772,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,49.03980369999772,,,,,,,,,49.02506780001568,49.14008599999943,49.9417012000049,49.92513330001384,49.92516930002603,49.9417012000049,49.9417012000049,49.9417012000049,54.929031700012274,56.39873130002525,left,1.0,25.141482299979543,,56.39943860002677,56.41286870001932,56.89740220000385,56.91291310000816,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,56.91291310000816,,,,,,,,,56.89821150002536,57.01315370001248,57.81465010001557,57.798094600002514,57.7981275000202,57.81465010001557,57.81465010001557,57.81465010001557,62.80249110001023,65.6566285000008,right,1.0,26.528488199983254,,65.65743350001867,65.67044440002064,66.1551191000035,66.17086640000343,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,66.17086640000343,,,,,,,,,66.15575070001069,66.97129210000276,67.77314070001012,67.75662150001153,67.756658600003,67.77314070001012,67.77314070001012,67.77314070001012,72.76036830001976,73.76322130000335,right,1.0,24.68434169999091,,73.76404570002342,73.77720840001712,74.26213470002403,74.27744540001731,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,74.27744540001731,,,,,,,,,74.26273560000118,75.4785102000169,76.28005190001568,76.26362599999993,76.263664099999,76.28005190001568,76.28005190001568,76.28005190001568,81.26750590000302,82.25367970002117,left,1.0,24.65819189997273,,82.25451790000079,82.26768260000972,82.75262140002451,82.76776660000905,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,82.76776660000905,,,,,,,,,82.75324840002577,83.1182933000091,83.91938110001502,83.90309470001375,83.90313140000217,83.91938110001502,83.91938110001502,83.91938110001502,88.90717320001568,91.04464500001632,right,1.0,25.815949399984675,,91.04600480000954,91.05813940000372,91.542754300026,91.5583309000067,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,91.5583309000067,,,,,,,,,91.54331320000348,91.65850879999924,92.46010960001148,92.44335100002354,92.44338440001592,92.46010960001148,92.46010960001148,92.46010960001148,97.44753430000856,98.90054290002443,right,0.0,25.13567829996464,,98.9014035,98.9183200999978,99.41520330001369,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,99.43164809999872,,,,,,,,,99.41590480000012,100.6159676000243,101.41765730001498,101.4011438000016,101.40118159999838,101.41765730001498,101.41765730001498,101.41765730001498,106.4050802999991,107.45804370002588,left,0.0,24.730687199975364,,107.45894830001636,107.47179060001508,107.957166600012,107.97208170001976,,,,,,,,,,,,,,,,,,,,,,,,,,sub-220,1.0,random_dot,60.05418088206938,
