direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0138766999998551,0.0199462000000494,0.0199462000000494,26.961070199999995,space,51.58702100000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,27.01967979999972,,,,,,,,,27.014241399999264,27.325603899999805,28.12634219999927,28.11012889999984,28.110162599999967,28.12634219999927,28.12634219999927,28.12634219999927,33.109798299999966,38.01127240000005,right,1.0,34.53562130000046,,38.01288729999942,38.02788469999996,38.52608799999962,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,38.54244969999945,,,,,,,,,38.52660930000002,39.325759800000014,40.12631609999971,40.1101036,40.110140099999626,40.12631609999971,40.12631609999971,40.12631609999971,45.1094493999999,47.44468830000005,right,0.0,31.96771760000047,,47.44525599999997,47.4607847999996,47.95917349999945,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,47.97560599999997,,,,,,,,,47.95999549999942,48.05895969999983,48.85974139999962,48.84410939999998,48.84415739999986,48.85974139999962,48.85974139999962,48.85974139999962,53.859710099999575,54.46101599999929,right,1.0,30.242488900000357,,54.46159169999919,54.47562629999993,54.96008029999939,54.97568259999935,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,54.97568259999935,,,,,,,,,54.9607490999997,55.07557479999923,55.876362699999845,55.859997499999736,55.86002609999923,55.876362699999845,55.876362699999845,55.876362699999845,60.85963289999927,65.39590469999985,left,1.0,34.16613360000065,,65.39676849999978,65.40924479999921,65.89361479999934,65.90904210000008,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,65.90904210000008,,,,,,,,,65.89464169999974,67.10895889999938,67.9098314999992,67.89305759999934,67.89308729999993,67.9098314999992,67.9098314999992,67.9098314999992,72.89289099999951,74.66109069999948,right,1.0,31.403457500000517,,74.6616353999998,74.67562809999981,75.15954789999978,75.17589109999972,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,75.17589109999972,,,,,,,,,75.15994030000002,75.52574339999956,76.32626879999953,76.30987839999943,76.30991139999969,76.32626879999953,76.32626879999953,76.32626879999953,,81.21115649999956,left,1.0,29.533511700001327,,81.2121647999993,81.2257026999996,81.71034539999982,81.72560449999946,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,81.72560449999946,,,,,,,,,81.71093979999932,81.82574279999972,82.62630459999946,82.6100037999995,82.61003439999968,82.62630459999946,82.62630459999946,82.62630459999946,,84.91112429999976,left,0.0,26.93534010000076,,84.91204319999997,84.9255336999995,85.41036459999941,85.42570389999946,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,85.42570389999946,,,,,,,,,85.41095749999931,86.6255257999992,87.4264048999994,87.41029179999987,87.41033509999943,87.4264048999994,87.4264048999994,87.4264048999994,,89.22806629999923,left,1.0,26.44708840000021,,89.22895449999942,89.24218079999991,89.72628420000001,89.74213799999961,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,89.74213799999961,,,,,,,,,89.72677739999926,89.84219809999922,90.6428389999992,90.62646399999994,90.62649149999925,90.6428389999992,90.6428389999992,90.6428389999992,,92.32781889999931,left,1.0,26.32723200000055,,92.32868719999988,92.34221669999988,92.8264365999994,92.84203759999946,,,,,,,,,,,,,,,,,,,,,,,,,,sub-056,1.0,random_dot,60.01010570190295,
