direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0123575909983628,0.0378767709989915,0.0378767709989915,184.2230567939987,space,184.0128011479992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
left,left,0.0,0.0,0.0,left,1.0,1.3611469389998092,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,184.249227667,,,,,,,,,184.23196445099893,184.5849479159988,185.391718294999,185.36879731699992,185.3692926019994,185.391718294999,185.391718294999,185.391718294999,186.7683504529996,left,1.0,1.3611469389998092,,186.77340215799995,186.800639395,187.2850072099991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
right,right,1.0,1.0,0.0,right,1.0,0.7939402200008772,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,187.30157140099985,,,,,,,,,187.2854424919988,187.36808570599896,188.16780390499844,188.15156320999995,188.151951975,188.16780390499844,188.16780390499844,188.16780390499844,188.96916657099973,right,1.0,0.7939402200008772,,188.96929151199947,188.9848103349996,189.4687873229996,189.4849793590001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
right,right,2.0,0.0,1.0,right,1.0,1.290149169999495,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,189.4849793590001,,,,,,,,,189.4691848949988,190.6850893759984,191.4847133529984,191.4678895439993,191.4681632129996,191.4847133529984,191.4847133529984,191.4847133529984,192.78552377099916,right,1.0,1.290149169999495,,192.7856187569996,192.8009736569984,193.28447234199848,193.30120997599988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
left,left,3.0,1.0,1.0,left,1.0,0.6388812140012305,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,193.30120997599988,,,,,,,,,193.28471611999885,193.3853332199997,194.18421042099908,194.16835893200005,194.1687142519986,194.18421042099908,194.18421042099908,194.18421042099908,194.8359308069994,left,1.0,0.6388812140012305,,194.83604370099965,194.85079846400004,195.33556546,195.351045935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
right,right,4.0,0.0,2.0,right,1.0,0.6106420800006163,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,195.351045935,,,,,,,,,195.3359134479997,195.70170716199937,196.5020314029989,196.4854939519992,196.4859445309994,196.5020314029989,196.5020314029989,196.5020314029989,197.11932238199915,right,1.0,0.6106420800006163,,197.1194082339989,197.13513553899972,197.61792898599924,197.6342210769999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
left,left,5.0,1.0,2.0,left,1.0,0.6914785659992049,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,197.6342210769999,,,,,,,,,197.61817178099955,198.43488078299924,199.2353520839988,199.2188352209996,199.2192889049984,199.2353520839988,199.2353520839988,199.2353520839988,199.93578523399992,left,1.0,0.6914785659992049,,199.935916507,199.95134027699896,200.43512340399863,200.4516112729998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
left,left,6.0,0.0,3.0,left,1.0,1.135460281000633,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,200.4516112729998,,,,,,,,,200.43552206299864,201.25160750599932,202.0508203219997,202.0343929089995,202.03467702299892,202.0508203219997,202.0508203219997,202.0508203219997,203.2024310429988,left,1.0,1.135460281000633,,203.202539848,203.21754705799867,203.70154774099865,203.71835658799864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
right,right,7.0,1.0,3.0,right,1.0,0.5745551460004208,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,203.71835658799864,,,,,,,,,203.70185100399976,204.9014943789989,205.7019035509984,205.68508067599944,205.6855330429989,205.7019035509984,205.7019035509984,205.7019035509984,206.28546108499904,right,1.0,0.5745551460004208,,206.28554664900005,206.3012490479996,206.78518563299983,206.80128827399855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
left,left,8.0,0.0,4.0,left,1.0,0.6735551479996502,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,206.80128827399855,,,,,,,,,206.78547352399983,207.1514980799984,207.9509647249997,207.9348011559996,207.93519324899896,207.9509647249997,207.9509647249997,207.9509647249997,208.6356526159998,left,1.0,0.6735551479996502,,208.6357734099984,208.65083547499853,209.1341687569984,209.1505232189993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-042,1,random_dot,60.39233651904524,
