direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0158661660098005,0.0322630000009667,0.0322630000009667,26.363985333009623,space,26.293814749995363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,6.671213042005547,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,26.405773500009676,,,,,,,,,26.38747637500637,27.563251833009417,28.39368054100487,28.35645245799969,28.3568885410059,28.39368054100487,28.39368054100487,28.39368054100487,33.36093691599672,35.07213520799996,right,0.0,6.671213042005547,,35.08022112499748,35.14410225000756,35.58573412500846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,3.2860609580093296,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,35.59001708299911,,,,,,,,,35.58604700000433,36.36571662500501,37.16587799999979,37.15932025000802,37.15973075000511,37.16587799999979,37.16587799999979,37.16587799999979,,40.46394616599719,left,0.0,3.2860609580093296,,40.46405258300365,40.47096562500519,40.95458483300172,40.95961116600665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,5.167304834001698,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,40.95961116600665,,,,,,,,,40.95493649999844,41.06562141599716,41.86043104100099,41.84846058300173,41.848798708000686,41.86043104100099,41.86043104100099,41.86043104100099,46.83480354100175,47.0417772080109,right,1.0,5.167304834001698,,47.04695916600758,47.0543875000003,47.54192795800918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,5.871994875007658,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,47.55416391600738,,,,,,,,,47.542325290996814,48.34604508300254,49.15107362500567,49.14449587500712,49.14496029099973,49.15107362500567,49.15107362500567,49.15107362500567,54.13222233300621,55.02683304100356,left,1.0,5.871994875007658,,55.02700779100997,55.0350341660087,55.52794937499857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,4.503480541010504,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,55.53223487500509,,,,,,,,,55.528301750004175,56.31741395800782,57.11751262500184,57.109680583002046,57.11034374999872,57.11751262500184,57.11751262500184,57.11751262500184,,61.62392087500484,left,1.0,4.503480541010504,,61.62403141600953,61.640022749998025,62.124472458002856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,3.5045366669946816,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,62.127912750002,,,,,,,,,62.12485429100343,62.46935008300352,63.26391395799874,63.256780374998925,63.25721333301044,63.26391395799874,63.26391395799874,63.26391395799874,,66.78333150000253,left,0.0,3.5045366669946816,,66.7865796249971,66.79355816599855,67.28326437500073,67.28915079100989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,3.780700500006788,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,67.28915079100989,,,,,,,,,67.28362316600396,67.37159791600425,68.17171337500622,68.16165295800602,68.16207145800581,68.17171337500622,68.17171337500622,68.17171337500622,,71.95481041600578,right,1.0,3.780700500006788,,71.95748550001008,71.96424604101048,72.4559972499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,3.7353578750044103,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,72.46038600000611,,,,,,,,,72.45630900000106,72.81234666600358,73.61412029100757,73.6073682080023,73.60779920800996,73.61412029100757,73.61412029100757,73.61412029100757,,77.36143929100945,left,1.0,3.7353578750044103,,77.36153695800749,77.36805362500309,77.86329429100442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
right,right,8.0,0.0,4.0,left,0.0,2.025517125002807,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,77.86947212500672,,,,,,,,,77.86404212500202,78.6605920830043,79.46251770800154,79.45489583299786,79.45590558300319,79.46251770800154,79.46251770800154,79.46251770800154,,81.49181395799678,left,0.0,2.025517125002807,,81.49395104100404,81.50086270800966,81.98418158300046,81.98872529099754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-106,1,random_dot,,
