direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0367347999999765,0.0544664000044576,0.0544664000044576,26.570319799997375,space,1962.3599438999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,26.66177149998839,,,,,,,,,26.655360999982804,27.38489839999238,28.18612579998444,28.16956079998636,28.16958980000345,28.18612579998444,28.18612579998444,28.18612579998444,33.172795299993595,33.60717939998722,left,0.0,1941.2575488,,33.60871450000559,33.62964229998761,34.12286259999382,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,34.13966570000048,,,,,,,,,34.123603999993065,34.22281219999422,35.024239799997304,35.0075635999965,35.00759100000141,35.024239799997304,35.024239799997304,35.024239799997304,,36.29395870000008,left,1.0,1937.110163900012,,36.29536679998273,36.31946529998095,36.80841739999596,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,36.824803900002735,,,,,,,,,36.80917789999512,38.00899729999946,38.810443499998655,38.79382699998678,38.79388919999474,38.810443499998655,38.810443499998655,38.810443499998655,,41.64776679998613,right,1.0,1938.6839187000005,,41.64867409999715,41.661453000007896,42.14650840000832,42.16201890000957,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,42.16201890000957,,,,,,,,,42.14719459999469,42.96241710000322,43.763922899990575,43.7477896999917,43.747857699985616,43.763922899990575,43.763922899990575,43.763922899990575,,44.91661179999937,right,0.0,1936.98909670001,,44.917494099994656,44.93057359999512,45.41546180000296,45.43103089998476,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,45.43103089998476,,,,,,,,,45.41617209999822,45.53102759999456,46.33236179998494,46.31581470000674,46.31585189999896,46.33236179998494,46.33236179998494,46.33236179998494,,51.15413660000195,right,1.0,1940.672844900022,,51.15508930000942,51.167889100004686,51.65311429998837,51.66864200000418,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,51.66864200000418,,,,,,,,,51.65380289999303,52.86929209998925,53.67092859998229,53.6542810999963,53.65431929999613,53.67092859998229,53.67092859998229,53.67092859998229,,55.82439379999414,left,1.0,1937.9941023000283,,55.82534919999307,55.83822320000036,56.32229829998687,56.3382694000029,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,56.3382694000029,,,,,,,,,56.32276929999352,57.13885889999801,57.93997629999649,57.92336349998368,57.92339229999925,57.93997629999649,57.93997629999649,57.93997629999649,,61.89463009999599,left,0.0,1939.7943472000188,,61.89575649998733,61.90876339998795,62.39375789999031,62.40939270000672,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,62.40939270000672,,,,,,,,,62.39440779999131,63.61024730000645,64.41139829999884,64.39515019999817,64.39518779999344,64.41139829999884,64.41139829999884,64.41139829999884,,68.28271060000407,right,0.0,1939.7132675000173,,68.2835813999991,68.29674859999795,68.78144039999461,68.79708419999224,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,68.79708419999224,,,,,,,,,68.78214609998395,68.89696159999585,69.69846369998413,69.6821321999887,69.68217529999674,69.69846369998413,69.69846369998413,69.69846369998413,74.68517139999312,78.12329509999836,right,1.0,1944.2754471000223,,78.12421690000338,78.13667290000012,78.62158649999765,78.63711099998909,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,78.63711099998909,,,,,,,,,78.62231839998276,79.43781080000917,80.23883839999326,80.22245460000704,80.22252859998844,80.23883839999326,80.23883839999326,80.23883839999326,,81.27548640000168,right,0.0,1936.886823400011,,81.27640350000001,81.28901770000812,81.77405489998637,81.78903980000177,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,81.78903980000177,,,,,,,,,81.7746604999993,82.99010530000669,83.79150389999268,83.77528259999235,83.77532109999447,83.79150389999268,83.79150389999268,83.79150389999268,,86.01174699998228,left,0.0,1938.063256399997,,86.0125960999867,86.02568510000128,86.51057600000058,86.5261108999839,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,86.5261108999839,,,,,,,,,86.51146509998944,86.62603300000774,87.42752559998189,87.4112019999884,87.41124190000119,87.42752559998189,87.42752559998189,87.42752559998189,,91.91550410000492,right,0.0,1940.337524700008,,91.916330499982,91.929679199995,92.41466069998567,92.43009969999548,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,92.43009969999548,,,,,,,,,92.41532850000658,93.63081319999765,94.43241069998476,94.41572269998142,94.41576299999724,94.43241069998476,94.43241069998476,94.43241069998476,,97.4365220000036,left,1.0,1938.8525828000277,,97.43736019998325,97.45271320000757,97.95068119998903,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,97.96716800000286,,,,,,,,,97.95139400000336,98.3009664999845,99.10201569998752,99.0855162999942,99.08555859999616,99.10201569998752,99.10201569998752,99.10201569998752,,100.7552034999826,right,1.0,1937.5031192000024,,100.75606260000497,100.7691547999857,101.25400489999448,101.26964189999852,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,101.26964189999852,,,,,,,,,101.25463179999495,101.36948229998234,102.17120650000288,102.15447859998676,102.15451759999269,102.17120650000288,102.17120650000288,102.17120650000288,,106.32596349998494,left,0.0,1940.002987999993,,106.32682170000044,106.3396294999984,106.82417529998928,106.84006170000066,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,106.84006170000066,,,,,,,,,106.82491609998397,106.94013269999414,107.741537599999,107.72536630000104,107.7254047000024,107.741537599999,107.741537599999,107.741537599999,112.7282581999898,113.46409379999386,right,0.0,1941.5737146000029,,113.46500719999312,113.47782699999516,113.96289490000343,113.97857559999102,,,,,,,,,,,,,,,,,,,,,,,,,,sub-137,1.0,random_dot,60.00070801025314,
