direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0054412998724728,0.0105814000125974,0.0105814000125974,32.14346589986235,space,48.16944320034236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,32.15996930003166,,,,,,,,,32.15551419998519,32.25830619991757,33.05847249994986,33.04166129999794,33.041681999806315,33.05847249994986,33.05847249994986,33.05847249994986,38.055341499857605,40.20508300000802,right,0.0,23.1819424002897,,40.20587049983442,40.219831299968064,40.71950599993579,40.70354969985783,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,40.71950599993579,,,,,,,,,40.70395269989967,41.5192495000083,42.31948139984161,42.30254149995744,42.302564800018445,42.31948139984161,42.31948139984161,42.31948139984161,,44.33626959985122,left,0.0,18.05272310017608,,44.33690839982592,44.35073779989034,44.85039209993556,44.83453909982927,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,44.85039209993556,,,,,,,,,44.83499150001444,46.04961239988916,46.85004359995946,46.83308779983781,46.83310980000533,46.85004359995946,46.85004359995946,46.85004359995946,,47.70080659980886,right,0.0,16.878456000238657,,47.70144209987484,47.71550129982643,48.21493359981105,48.199005499947816,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,48.21493359981105,,,,,,,,,48.19945229985751,49.01447089994326,49.81496530002914,49.79811099986546,49.79813649994321,49.81496530002914,49.81496530002914,49.81496530002914,,50.915475599933416,right,1.0,17.1270978001412,,50.91620199987665,50.930090699810535,51.42958809994161,51.41366439987905,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,51.42958809994161,,,,,,,,,51.41409579990432,52.229171299841255,53.0296833999455,53.01276919990778,53.01278639980592,53.0296833999455,53.0296833999455,53.0296833999455,,54.64649249985814,right,0.0,17.642554900143296,,54.64710669987835,54.66104059992358,55.160959699889645,55.14484669989906,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,55.160959699889645,,,,,,,,,55.14523179992102,55.510664799949154,56.310915199806914,56.29398959991522,56.29400989995338,56.310915199806914,56.310915199806914,56.310915199806914,,58.91028239997104,right,1.0,18.63721890002489,,58.91077299998142,58.9253586998675,59.42471089982428,59.40884619997814,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,59.42471089982428,,,,,,,,,59.40924669988453,59.52478039986454,60.3251128999982,60.3082130998373,60.308234999887645,60.3251128999982,60.3251128999982,60.3251128999982,,61.32582809985615,left,0.0,17.03281220025383,,61.3264664998278,61.34025529981591,61.83991129999049,61.82397069991566,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,61.83991129999049,,,,,,,,,61.82441979995929,62.18978409981355,62.9901344999671,62.973324599908665,62.97334969998337,62.9901344999671,62.9901344999671,62.9901344999671,,64.57389669981785,left,1.0,17.624582400312647,,64.57463019993156,64.58848709985614,65.08803939982317,65.07198360003531,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,65.08803939982317,,,,,,,,,65.07251659990288,65.88746039988473,66.68800539989024,66.67122979997657,66.6712552998215,66.68800539989024,66.68800539989024,66.68800539989024,,68.63766609993763,left,0.0,17.977210800163448,,68.63816479989327,68.65248629986309,69.1522062998265,69.136453300016,,,,,,,,,,,,,,,,,,,,,,,,,sub-186,1.0,random_dot,59.86808664311518,
