direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096437920001335,0.0212062500067986,0.0212062500067986,62.11888841699693,space,62.09219912497792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
left,left,0.0,0.0,0.0,left,1.0,6.756023499998264,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,62.15966508400743,,,,,,,,,62.14595158401062,62.2171937499952,63.02391300001182,63.00146470899927,63.002007625007536,63.02391300001182,63.02391300001182,63.02391300001182,68.00056045901147,69.78558037499897,left,1.0,6.756023499998264,,69.79343695900752,69.87829950000742,70.28996150000603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
right,right,1.0,1.0,0.0,left,0.0,4.046581875008997,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,70.30067537500872,,,,,,,,,70.290456000017,71.0844264170155,71.87590650000493,71.86790179199306,71.86840387500706,71.87590650000493,71.87590650000493,71.87590650000493,,75.92621016700286,left,0.0,4.046581875008997,,75.93246149999322,75.9454026670137,76.43418616699637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
right,right,2.0,0.0,1.0,left,0.0,5.618266500008758,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,76.4394177920185,,,,,,,,,76.43458404199919,77.22303604200715,78.0170218340063,78.00803212501341,78.00849054200808,78.0170218340063,78.0170218340063,78.0170218340063,83.0005576669937,83.6424076250114,left,0.0,5.618266500008758,,83.64252987501095,83.65075395899476,84.13502879199223,84.14086883401615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
left,left,3.0,1.0,1.0,left,1.0,2.4018897080095485,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,84.14086883401615,,,,,,,,,84.13542920901091,84.4905965840153,85.2835789170058,85.2753316250164,85.27589575000457,85.2835789170058,85.2835789170058,85.2835789170058,,87.6924921250029,left,1.0,2.4018897080095485,,87.69564254200668,87.70554287501727,88.18996899999911,88.20096499999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
right,right,4.0,0.0,2.0,right,1.0,1.4819921249873005,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,88.20096499999636,,,,,,,,,88.19028004200663,89.39143254200462,90.19313408399466,90.18498575000558,90.18545054201968,90.19313408399466,90.19313408399466,90.19313408399466,,91.68596191701364,right,1.0,1.4819921249873005,,91.68607300001896,91.69182833400556,92.1849381249922,92.1905384590209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
left,left,5.0,1.0,2.0,left,1.0,1.7749089999997525,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,92.1905384590209,,,,,,,,,92.18534341701888,92.28444874999695,93.077142833994,93.06829712502076,93.06875437501004,93.077142833994,93.077142833994,93.077142833994,,94.85938141701628,left,1.0,1.7749089999997525,,94.85949308401904,94.8679662090144,95.35172199999217,95.3576054169971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
right,right,6.0,0.0,3.0,right,1.0,1.2022900830197614,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,95.3576054169971,,,,,,,,,95.3521063750086,96.15741287500714,96.95972379200975,96.95152108400362,96.95196716699866,96.95972379200975,96.95972379200975,96.95972379200975,,98.16903950000416,right,1.0,1.2022900830197614,,98.16915545900702,98.17768637501284,98.66869708400918,98.67451383400476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
left,left,7.0,1.0,3.0,left,1.0,1.5752006669936236,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,98.67451383400476,,,,,,,,,98.66909533401486,98.76775041699877,99.5592829590023,99.55173500001548,99.552196500008,99.5592829590023,99.5592829590023,99.5592829590023,,101.14630849999958,left,1.0,1.5752006669936236,,101.14641912499792,101.1530958749936,101.64170491701223,101.65095887501955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
right,right,8.0,0.0,4.0,left,0.0,2.2346107920166105,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,101.65095887501955,,,,,,,,,101.64208987500751,101.98998904202016,102.78411120901,102.77328633400612,102.77367320901249,102.78411120901,102.78411120901,102.78411120901,,105.02593674999662,left,0.0,2.2346107920166105,,105.0293774169986,105.03915608400712,105.52505954200753,105.53436383401277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-213,1,random_dot,119.69597222863972,
