direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106698020026669,0.0325716930019552,0.0325716930019552,0.5876775340002496,space,0.4397636159992544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
right,right,0.0,0.0,0.0,left,0.0,0.9072083969949744,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,0.6131906520022312,,,,,,,,,0.5965395509992959,0.9347386060035204,1.7370452570030466,1.71913875300379,1.7196214150026208,1.7370452570030466,1.7370452570030466,1.7370452570030466,2.6532696439971915,left,0.0,0.9072083969949744,,2.6590234789982787,2.6911914060037816,3.1596837760007475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
left,left,1.0,1.0,0.0,left,1.0,1.5794444550047049,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,3.1692872760031605,,,,,,,,,3.1603385909984354,3.942631783997058,4.73559110199858,4.726195251998433,4.726822737000475,4.73559110199858,4.73559110199858,4.73559110199858,6.320136709000508,left,1.0,1.5794444550047049,,6.323596895002993,6.334676286001923,6.818931916997826,6.82492528000148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
left,left,2.0,0.0,1.0,right,0.0,0.8901617900046404,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,6.82492528000148,,,,,,,,,6.819384442002047,8.018553196998255,8.809785557001305,8.802132042997982,8.80254548099765,8.809785557001305,8.809785557001305,8.809785557001305,9.703372668998782,right,0.0,0.8901617900046404,,9.705208339997624,9.712161351999384,10.202310590000709,10.208388937004202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
right,right,3.0,1.0,1.0,right,1.0,1.5142135139976745,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,10.208388937004202,,,,,,,,,10.202755459999024,11.392705817001117,12.185624304998782,12.17607480600418,12.176707863000049,12.185624304998782,12.185624304998782,12.185624304998782,13.704576762000215,right,1.0,1.5142135139976745,,13.70649276900076,13.714779581001494,14.202868125998066,14.2095597630032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
right,right,4.0,0.0,2.0,left,0.0,0.9644474849992548,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,14.2095597630032,,,,,,,,,14.203321884997422,15.402521424999575,16.194166966997727,16.185745789000066,16.186278599001525,16.194166966997727,16.194166966997727,16.194166966997727,17.170379298004264,left,0.0,0.9644474849992548,,17.173088319999806,17.182422081001278,17.66952072099957,17.676228422998975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
left,left,5.0,1.0,2.0,right,0.0,0.7025862380032777,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,17.676228422998975,,,,,,,,,17.669974440999795,18.019148999002937,18.811831783001253,18.80274238700076,18.803269691001333,18.811831783001253,18.811831783001253,18.811831783001253,19.520186793000903,right,0.0,0.7025862380032777,,19.5202721789974,19.52863764700305,20.019420422999247,20.02613920099975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
left,left,6.0,0.0,3.0,left,1.0,0.7464789570003632,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,20.02613920099975,,,,,,,,,20.01986899199983,20.81897625300189,21.611860791002982,21.602745969998068,21.603273275999527,21.611860791002982,21.611860791002982,21.611860791002982,22.36349434300064,left,1.0,0.7464789570003632,,22.36556384600408,22.37434143700375,22.859869528001585,22.868965544003004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
right,right,7.0,1.0,3.0,right,1.0,0.6890916420015856,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,22.868965544003004,,,,,,,,,22.860392864997262,24.058945762000803,24.85216738300369,24.84276441600377,24.843393568000465,24.85216738300369,24.85216738300369,24.85216738300369,25.55378133100021,right,1.0,0.6890916420015856,,25.553915866999887,25.56264583399752,26.052774039002543,26.059529780999583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
left,left,8.0,0.0,4.0,right,0.0,1.298311360005755,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,26.059529780999583,,,,,,,,,26.05322162200173,26.402363474000595,27.19474890999845,27.18595334100246,27.18646917300066,27.19474890999845,27.19474890999845,27.19474890999845,28.50327347100392,right,0.0,1.298311360005755,,28.505523494000958,28.51334684900212,29.002670872003364,29.009169643999485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-204,1,random_dot,88.38127867091035,
