direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,0.0,245.58305720000132,,,,,,,,,245.56853780000165,245.93292230000225,246.7324852999991,246.71584200000143,246.71585680000132,246.7324852999991,246.7324852999991,246.7324852999991,249.5318453,left,1.0,12.401252900001056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,249.54617620000136,,,,,,,,,249.53307700000005,249.6460893000003,250.44569899999988,250.43028440000128,250.4303443999997,250.44569899999988,250.44569899999988,250.44569899999988,252.31280960000004,left,1.0,11.462414700001318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,252.3270059000024,,,,,,,,,252.31410250000044,253.1264271,253.9259144000025,253.91092950000169,253.91096620000096,253.9259144000025,253.9259144000025,253.9259144000025,254.90851770000157,right,1.0,10.572158100001616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,254.9118904999996,,,,,,,,,254.90939340000116,255.72366709999915,256.5237097999998,256.5074143999991,256.5074574999999,256.5237097999998,256.5237097999998,256.5237097999998,257.6897289000008,left,1.0,10.761009699997883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,1.0,257.7051500000016,,,,,,,,,257.690331400001,257.8053918000005,258.62141540000084,258.60440050000034,258.6044135000011,258.62141540000084,258.62141540000084,258.62141540000084,260.1382182000016,right,1.0,11.114495600000737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,0.0,260.1530511000019,,,,,,,,,260.1393817999997,260.2527878000001,261.0523666000008,261.03574460000164,261.03577040000164,261.0523666000008,261.0523666000008,261.0523666000008,263.41846609999993,left,1.0,11.962072499996792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,1.0,263.4333931000001,,,,,,,,,263.4196101000016,264.6320751000021,265.43197130000044,265.41613639999923,265.4161834000006,265.43197130000044,265.43197130000044,265.43197130000044,267.1486775000012,right,1.0,11.320149600001969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,267.16310290000183,,,,,,,,,267.1499963000024,267.2631419999998,268.06257950000145,268.04596590000074,268.0459819000025,268.06257950000145,268.06257950000145,268.06257950000145,270.3782575000005,left,1.0,11.91525439999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,270.39336019999973,,,,,,,,,270.37936249999984,270.49303090000103,271.29278630000044,271.27606820000074,271.27608560000226,271.29278630000044,271.29278630000044,271.29278630000044,273.60959640000146,right,1.0,11.92466610000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,1.0,273.6237657999991,,,,,,,,,273.61070689999906,273.97367120000126,274.7899447000018,274.77362410000205,274.77366299999994,274.7899447000018,274.7899447000018,274.7899447000018,278.3038168000021,left,0.0,13.108258899997963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,0.0,278.3191974000001,,,,,,,,,278.3044903000009,279.51788260000103,280.31786529999954,280.3019495000008,280.3019973000009,280.31786529999954,280.31786529999954,280.31786529999954,283.18269430000146,left,1.0,12.464269300000524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,1.0,283.19790379999904,,,,,,,,,283.1833144000011,284.3970284999996,285.1963462000021,285.18116590000136,285.1812171999991,285.1963462000021,285.1963462000021,285.1963462000021,287.36183770000207,right,1.0,11.773911399997814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,0.0,287.3773579000008,,,,,,,,,287.3625800000009,287.4777352000019,288.27707400000145,288.26169690000097,288.2617495000013,288.27707400000145,288.27707400000145,288.27707400000145,291.342096700002,left,1.0,12.669020700001056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,0.0,291.3570863999994,,,,,,,,,291.34314580000137,292.556203600001,293.355729400002,293.3402463999992,293.3402974000019,293.355729400002,293.355729400002,293.355729400002,295.52085330000045,left,1.0,11.762883800000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,1.0,295.53636019999976,,,,,,,,,295.5213442999993,295.6364887000018,296.45242080000025,296.4358228000019,296.4358453999994,296.45242080000025,296.45242080000025,296.45242080000025,299.18509410000115,right,1.0,12.338979900001505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,1.0,299.1998246000003,,,,,,,,,299.1862785000012,299.54939150000064,300.3487696000011,300.3324384000007,300.3324648000016,300.3487696000011,300.3487696000011,300.3487696000011,303.08060150000165,right,1.0,12.334970899997645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,0.0,303.0961516000025,,,,,,,,,303.08101890000034,303.19619299999977,303.9959734000004,303.97929250000016,303.9793213000012,303.9959734000004,303.9959734000004,303.9959734000004,306.4454017999997,left,1.0,12.045769599999405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,306.4598697000001,,,,,,,,,306.44659469999897,307.25898710000183,308.07528190000085,308.05848270000206,308.05850140000257,308.07528190000085,308.07528190000085,308.07528190000085,310.3798545999998,right,1.0,11.908254600000872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,310.3893781000006,,,,,,,,,310.38096360000054,311.5879774000023,312.3878181,312.371265400001,312.37129090000235,312.3878181,312.3878181,312.3878181,315.5366028999997,left,1.0,12.749353600001996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
,,accuracy,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,320.5629157000003,,,,,,,,,320.558678100002,321.76175610000064,322.5617741000024,322.5460351000001,322.54608930000177,322.5617741000024,322.5617741000024,322.5617741000024,323.57926360000056,left,1.0,10.623550700000123,,,,,,,,,,,,,,,,,,,,315.53811250000217,315.5511580999992,315.5511580999992,320.55020570000124,space,14.606566399999792,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,323.5936357999999,,,,,,,,,323.5811001000002,323.9433874999995,324.74308790000214,324.7270423000009,324.7270792000017,324.74308790000214,324.74308790000214,324.74308790000214,325.19357859999946,right,1.0,10.04668169999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,325.2088318999995,,,,,,,,,325.19461030000093,325.5581219000014,326.3583467000026,326.34170430000086,326.34173870000086,326.3583467000026,326.3583467000026,326.3583467000026,326.94189840000035,left,1.0,10.184183300001678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,326.9569553000001,,,,,,,,,326.9430192,327.75678139999945,328.5561505000005,328.5406863999997,328.5407397000017,328.5561505000005,328.5561505000005,328.5561505000005,329.3738506000009,right,1.0,10.419368799999576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,329.38850309999907,,,,,,,,,329.3752210999992,329.48800680000204,330.2877995000017,330.27201609999975,330.27206189999924,330.2877995000017,330.2877995000017,330.2877995000017,331.1720232000007,left,1.0,10.477531800001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,331.18689319999976,,,,,,,,,331.1733917999991,332.3857162000022,333.1851334999992,333.1692559000003,333.169301599999,333.1851334999992,333.1851334999992,333.1851334999992,333.83607140000095,right,1.0,10.24870959999862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,1.0,333.8508187000007,,,,,,,,,333.83738070000254,333.9507369000021,334.75002080000195,334.7334542000026,334.7334711000003,334.75002080000195,334.75002080000195,334.75002080000195,335.43080439999903,right,1.0,10.266148899996551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,335.43461340000067,,,,,,,,,335.43192780000027,336.6315797000025,337.44768040000054,337.43168650000007,337.4317192000017,337.44768040000054,337.44768040000054,337.44768040000054,338.3141299000017,left,1.0,10.469435400000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,338.3298563000026,,,,,,,,,338.3146276000007,339.5287610000014,340.3285483,340.3117697000016,340.3117944000005,340.3285483,340.3285483,340.3285483,341.04564820000087,right,1.0,10.310843600002045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,341.0605609000013,,,,,,,,,341.04678200000126,342.25969410000107,343.0757264999993,343.0600087000021,343.06005540000115,343.0757264999993,343.0757264999993,343.0757264999993,343.6600471999991,left,1.0,10.18959580000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,1.0,343.6747233999995,,,,,,,,,343.6612692000017,343.77460540000175,344.57458680000127,344.558299100001,344.55834160000086,344.57458680000127,344.57458680000127,344.57458680000127,345.29163659999904,right,1.0,10.321570199999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,0.0,345.3065841000025,,,,,,,,,345.29220390000046,346.5055686000014,347.3052850999993,347.2895172999997,347.28956780000226,347.3052850999993,347.3052850999993,347.3052850999993,348.0395606999992,left,1.0,10.340606200001275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,348.05393560000084,,,,,,,,,348.0412127000018,348.153994700002,348.9536498000016,348.9380616000017,348.93810870000016,348.9536498000016,348.9536498000016,348.9536498000016,349.47338650000165,right,1.0,10.126485299997512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,349.48607280000215,,,,,,,,,349.4747666000003,350.6850191000012,351.4845454999995,351.4686562999996,351.46869460000016,351.4845454999995,351.4845454999995,351.4845454999995,352.1855324999997,left,1.0,10.299745300000724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,352.2003948999991,,,,,,,,,352.1867609000001,352.30015790000107,353.09966039999927,353.0829979000009,353.0830231,353.09966039999927,353.09966039999927,353.09966039999927,353.5842947000019,right,1.0,10.090623599999162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,353.5989277000008,,,,,,,,,353.5855838999996,353.94861700000183,354.7481990000015,354.73187490000055,354.7319050000005,354.7481990000015,354.7481990000015,354.7481990000015,355.43263619999925,left,1.0,10.284791100000804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,355.44714880000174,,,,,,,,,355.4340016000024,356.6462108000014,357.4458001000021,357.4301453000008,357.43019339999955,357.4458001000021,357.4458001000021,357.4458001000021,358.22869320000245,right,1.0,10.378413500000534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,358.24417019999964,,,,,,,,,358.229312200001,358.3443449000006,359.14400880000176,359.1280961000012,359.1281335000021,359.14400880000176,359.14400880000176,359.14400880000176,359.97845489999963,left,1.0,10.440397199998188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,359.9928256000021,,,,,,,,,359.979712700002,360.79215920000206,361.5917886000025,361.5758059,361.57584270000007,361.5917886000025,361.5917886000025,361.5917886000025,362.2915819000009,right,1.0,10.295341899998675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,362.3070848000025,,,,,,,,,362.2922996000016,363.5060909999993,364.3059716000025,364.2897856000018,364.2898148000022,364.3059716000025,364.3059716000025,364.3059716000025,365.223086500002,left,1.0,10.522503300000608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,365.2378160000008,,,,,,,,,365.2241873000021,365.5877371000024,366.3874741,366.3713091999998,366.3713470000002,366.3874741,366.3874741,366.3874741,368.1035661000024,left,1.0,11.315638099998978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,368.1184264000003,,,,,,,,,368.104761300001,369.3171820999996,370.11691040000005,370.1000494,370.100059700002,370.11691040000005,370.11691040000005,370.11691040000005,371.2672789999997,right,1.0,10.74521730000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,371.2821036000023,,,,,,,,,371.2682815000008,371.6319484000014,372.4317014000008,372.4153273000011,372.4153597000004,372.4317014000008,372.4317014000008,372.4317014000008,373.4982316000023,right,1.0,10.663841799998409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,373.5134849999995,,,,,,,,,373.4990266000023,374.3128631,375.1125945999993,375.0961540999997,375.0961927000026,375.1125945999993,375.1125945999993,375.1125945999993,376.2464137000025,left,1.0,10.732995699998355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,376.26084719999926,,,,,,,,,376.2477897999997,376.6103789000008,377.4108139000018,377.3949826999997,377.39504280000256,377.4108139000018,377.4108139000018,377.4108139000018,378.94348589999936,right,0.0,11.12687299999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,378.9584493000002,,,,,,,,,378.9444681000023,379.0585021000006,379.85800329999984,379.8424295000004,379.8425019999995,379.85800329999984,379.85800329999984,379.85800329999984,381.0431304000013,right,1.0,10.791800500001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,381.0562570000002,,,,,,,,,381.0442266999999,381.85551660000056,382.6553514000007,382.6397252000024,382.63977530000193,382.6553514000007,382.6553514000007,382.6553514000007,383.3891201000006,left,1.0,10.328163200001654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,383.4042534,,,,,,,,,383.3899498999999,383.75398700000005,384.5532979000018,384.5368567000005,384.5368834000001,384.5532979000018,384.5532979000018,384.5532979000018,385.2374756999998,right,1.0,10.293313000000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,385.2524441000023,,,,,,,,,385.2385011000006,385.6022378000016,386.4020849000008,386.3864409000016,386.3864928000002,386.4020849000008,386.4020849000008,386.4020849000008,387.3183978000016,right,1.0,10.511803899998997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,387.3336990999997,,,,,,,,,387.3191819999993,387.6835472999992,388.48295860000144,388.4663357999998,388.4663518000016,388.48295860000144,388.48295860000144,388.48295860000144,389.6825100999995,left,1.0,10.800772900000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,0.0,389.69816360000186,,,,,,,,,389.6829371999993,390.8969689000005,391.6971481000001,391.6808392999992,391.6808783000015,391.6971481000001,391.6971481000001,391.6971481000001,393.0813154999996,right,0.0,10.984767399999328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,1.0,393.0952657000016,,,,,,,,,393.0829661999997,393.8943696000024,394.6939495000006,394.6786924000007,394.6787519999998,394.6939495000006,394.6939495000006,394.6939495000006,396.0609654,right,1.0,10.963880500001324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,396.0757268000016,,,,,,,,,396.0621627,396.87512889999925,397.6746562000008,397.6578279999994,397.6578432999995,397.6746562000008,397.6746562000008,397.6746562000008,398.7441529000025,left,1.0,10.676492299999154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,398.7561855999993,,,,,,,,,398.7454352000023,399.1061811,399.9058971000013,399.889306699999,399.88933109999925,399.9058971000013,399.9058971000013,399.9058971000013,401.506356599999,left,0.0,11.200543600001764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,401.5204976999994,,,,,,,,,401.5073446000024,401.87043710000216,402.67021960000056,402.6542399999999,402.65428109999993,402.67021960000056,402.67021960000056,402.67021960000056,404.41934670000046,left,1.0,11.354919600000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,404.43423330000223,,,,,,,,,404.42025060000014,404.78452110000217,405.6003414000006,405.58335740000257,405.5833706000012,405.6003414000006,405.6003414000006,405.6003414000006,407.0833973000008,right,1.0,11.091956400001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,407.0984850000023,,,,,,,,,407.0842159999993,407.1987224000004,407.9983364,407.98275080000167,407.9828020000023,407.9983364,407.9983364,407.9983364,408.79844220000086,right,1.0,10.405591799999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,408.8137674999998,,,,,,,,,408.79928120000113,408.9135002000002,409.7132323000005,409.6970398000012,409.69706810000207,409.7132323000005,409.7132323000005,409.7132323000005,410.7130309000022,left,1.0,10.602150900000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,410.72848449999947,,,,,,,,,410.7138507000018,411.9277660000007,412.7273051000011,412.7110396999997,412.7110711000023,412.7273051000011,412.7273051000011,412.7273051000011,413.6100384999991,left,1.0,10.4854987000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,413.6257910000022,,,,,,,,,413.6105348000019,414.42539540000143,415.2249206000015,415.2096263000021,415.2096829000002,415.2249206000015,415.2249206000015,415.2249206000015,416.24129170000015,right,1.0,10.61704699999791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,416.2566169999991,,,,,,,,,416.2420763000009,417.0564680999996,417.87244660000215,417.8564948000021,417.85653770000135,417.87244660000215,417.87244660000215,417.87244660000215,419.2062384000019,left,1.0,10.928623699999662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,419.2209122999993,,,,,,,,,419.2074122000013,419.570703100002,420.3699388999994,420.3540493,420.3540845999996,420.3699388999994,420.3699388999994,420.3699388999994,421.75345310000193,right,1.0,10.977680000001785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,0.0,421.7686033999999,,,,,,,,,421.754613000001,422.56751630000144,423.36735840000256,423.35054189999937,423.35055710000233,423.36735840000256,423.36735840000256,423.36735840000256,425.8169673000011,left,1.0,12.046751600000787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,1.0,425.83121250000113,,,,,,,,,425.8183887000014,426.18101690000185,426.9806495000012,426.9647839999998,426.9648230999992,426.9806495000012,426.9806495000012,426.9806495000012,428.2299786000003,right,1.0,10.844464499999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,428.2452993000006,,,,,,,,,428.230756500001,428.3455901000016,429.14521120000063,429.129370300001,429.1295882000013,429.14521120000063,429.14521120000063,429.14521120000063,430.261140300001,right,1.0,10.717750999998316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,430.2770985999996,,,,,,,,,430.2615903000005,431.4758131000017,432.2756023000002,432.2596515000005,432.2596933999994,432.2756023000002,432.2756023000002,432.2756023000002,433.57468040000094,left,1.0,10.900704699999553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,speed,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,1.0,433.5904016000022,,,,,,,,,433.5752386999993,433.9405842000015,434.7398816000023,434.7235911999997,434.723616700001,434.7398816000023,434.7398816000023,434.7398816000023,435.7805714000024,right,1.0,10.618725400001496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,speed,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,0.0,435.7838310000007,,,,,,,,,435.7812508999996,435.8883486000013,436.68814230000135,436.67191150000144,436.6719439000008,436.68814230000135,436.68814230000135,436.68814230000135,437.80553190000137,left,1.0,10.71842860000288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
