direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0180318350000447,0.0491488130000448,0.0491488130000448,21.677390817999992,space,21.596165654999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
right,right,0.0,0.0,0.0,left,0.0,0.9839240290000362,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,21.725756915000037,,,,,,,,,21.711577265000017,21.775245393000034,22.58411303100001,22.56092570000004,22.561328223000032,22.58411303100001,22.58411303100001,22.58411303100001,23.578764363000005,left,0.0,0.9839240290000362,,23.586499272000022,23.59908567400004,24.086055601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
left,left,1.0,1.0,0.0,right,0.0,1.276814704000003,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,24.092506431999997,,,,,,,,,24.086355791000017,25.277547803000004,26.08497927000002,26.06255302200003,26.06292812800001,26.08497927000002,26.08497927000002,26.08497927000002,27.371859795000034,right,0.0,1.276814704000003,,27.371998092000013,27.38073428900003,27.86964788800003,27.875864175000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
left,left,2.0,0.0,1.0,right,0.0,1.3458025039999484,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,27.875864175000004,,,,,,,,,27.869909355999997,28.668730256000003,29.46089164200004,29.452741892999995,29.453039630000035,29.46089164200004,29.46089164200004,29.46089164200004,30.813130168000043,right,0.0,1.3458025039999484,,30.81323261700004,30.82489763000001,31.31133367000001,31.31934247300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
right,right,3.0,1.0,1.0,right,1.0,3.1264330420000306,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,31.31934247300001,,,,,,,,,31.311598609000043,32.50775669500001,33.30216738600001,33.29240000500005,33.29269979900005,33.30216738600001,33.30216738600001,33.30216738600001,36.437170826000056,right,1.0,3.1264330420000306,,36.44259863100001,36.45026476700002,36.93582279200007,36.94128445199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
left,left,4.0,0.0,2.0,right,0.0,3.526925062000032,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,36.94128445199999,,,,,,,,,36.93606925899997,37.035334401,37.82625742100004,37.81927296499998,37.819567010000014,37.82625742100004,37.82625742100004,37.82625742100004,41.35644266700001,right,0.0,3.526925062000032,,41.35889331999999,41.36757796000006,41.85265924600003,41.858179774000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
right,right,5.0,1.0,2.0,left,0.0,0.7807350150000048,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,41.858179774000064,,,,,,,,,41.852904181999975,42.65214893699999,43.44295501900001,43.435776556000064,43.43608273899997,43.44295501900001,43.44295501900001,43.44295501900001,44.228801256,left,0.0,0.7807350150000048,,44.22889487200007,44.23636174000001,44.725295287,44.73514477499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
right,right,6.0,0.0,3.0,right,1.0,3.2913849369999757,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,44.73514477499998,,,,,,,,,44.725556901,44.824285574999976,45.61868073400001,45.60887710500003,45.609176875,45.61868073400001,45.61868073400001,45.61868073400001,48.92118730699997,right,1.0,3.2913849369999757,,48.92350568000006,48.93002355300007,49.41907142000002,49.42455587899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
left,left,7.0,1.0,3.0,right,0.0,1.4366354559999763,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,49.42455587899997,,,,,,,,,49.41931360700005,50.218589001000055,51.00945221000006,51.002483426000026,51.00281028200004,51.00945221000006,51.00945221000006,51.00945221000006,52.45548972400002,right,0.0,1.4366354559999763,,52.457904536,52.46704666000005,52.95241352200003,52.95817049300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
right,right,8.0,0.0,4.0,right,1.0,1.5817396999999571,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,52.95817049300001,,,,,,,,,52.95267509799999,53.75188232000005,54.54257628900007,54.53564634500003,54.535934129,54.54257628900007,54.54257628900007,54.54257628900007,56.128906063000045,right,1.0,1.5817396999999571,,56.131173208000064,56.13999203700007,56.62492712300002,56.635014356000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
left,left,9.0,1.0,4.0,right,0.0,1.5669427670000005,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,56.635014356000056,,,,,,,,,56.62518911899997,57.424494459000016,58.21840050700007,58.20838921500001,58.208688758,58.21840050700007,58.21840050700007,58.21840050700007,59.78714788800005,right,0.0,1.5669427670000005,,59.78966360300001,59.797228518,60.28566776900004,60.29113066700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
left,left,10.0,0.0,5.0,left,1.0,1.4645686439999963,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,60.29113066700006,,,,,,,,,60.285917745000006,60.635002265000026,61.426057249,61.41892615500001,61.41922101500006,61.426057249,61.426057249,61.426057249,62.89485000100001,left,1.0,1.4645686439999963,,62.89713748899999,62.906192035,63.39196735200005,63.401689379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-125,1,random_dot,70.13385094546211,
