direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,30.0,0.0,15.0,left,0.0,1.5094329999992624,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,1.0,295.8083638339885,,,,,,,,,295.8020941249997,295.9004824589938,296.6915672920004,296.68427570899075,296.6848494169972,296.6915672920004,296.6915672920004,296.6915672920004,,298.20970183399913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.5094329999992624,,,,,,sub-203,1,random_dot,,
left,left,31.0,1.0,15.0,right,0.0,1.834999500002596,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,0.0,298.21608479198767,,,,,,,,,298.2100276249985,298.30580916699546,299.09987787499267,299.08971504199144,299.0901459999877,299.09987787499267,299.09987787499267,299.09987787499267,,300.9439814169891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.834999500002596,,,,,,sub-203,1,random_dot,,
left,left,32.0,0.0,16.0,right,0.0,3.4350813330092933,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,300.9487088749884,,,,,,,,,300.9443044169893,301.2895166669914,302.08330829199986,302.0727036669996,302.0731142089935,302.08330829199986,302.08330829199986,302.08330829199986,,305.5243123749969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.4350813330092933,,,,,,sub-203,1,random_dot,,
right,right,33.0,1.0,16.0,right,1.0,4.635946416994557,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,305.5320725419879,,,,,,,,,305.5247914999927,306.32229745898803,307.11650041698886,307.1061875419982,307.10660683400056,307.11650041698886,307.11650041698886,307.11650041698886,,311.7554888339946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.635946416994557,,,,,,sub-203,1,random_dot,,
left,left,34.0,0.0,17.0,left,1.0,3.5788975000032224,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,311.7667237089918,,,,,,,,,311.7558063339966,311.8544584170013,312.64990024999133,312.6392414169968,312.6396629589872,312.64990024999133,312.64990024999133,312.64990024999133,,316.2347745839943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.5788975000032224,,,,,,sub-203,1,random_dot,,
right,right,35.0,1.0,17.0,left,0.0,2.197985124992556,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,316.2414141670015,,,,,,,,,316.2352149169892,316.5834507089894,317.3750167499966,317.3675636669941,317.3682844169962,317.3750167499966,317.3750167499966,317.3750167499966,,319.5746227089985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.197985124992556,,,,,,sub-203,1,random_dot,,
right,right,36.0,0.0,18.0,right,1.0,1.0174372080073226,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,319.582012999992,,,,,,,,,319.5749730839889,320.37227087499923,321.1664122090005,321.15584704199864,321.15625233399624,321.1664122090005,321.1664122090005,321.1664122090005,,322.1926239999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0174372080073226,,,,,,sub-203,1,random_dot,,
left,left,37.0,1.0,18.0,left,1.0,0.2632725839939667,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,322.19916179199936,,,,,,,,,322.1929858749936,322.99003000000084,323.79142558400054,323.7842639169976,323.7848252499971,323.79142558400054,323.79142558400054,323.79142558400054,,324.0572704590013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.2632725839939667,,,,,,sub-203,1,random_dot,,
left,left,38.0,0.0,19.0,right,0.0,0.8580564590083668,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,324.0656477089942,,,,,,,,,324.0576152499998,324.4054658749956,325.1988797499944,325.18975733399566,325.19028245899244,325.1988797499944,325.1988797499944,325.1988797499944,,326.0682674169948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8580564590083668,,,,,,sub-203,1,random_dot,,
right,right,39.0,1.0,19.0,left,0.0,2.098214084006031,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,326.07464458399045,,,,,,,,,326.0686694169999,327.26656304199423,328.0585509999946,328.0512574999884,328.0517883749999,328.0585509999946,328.0585509999946,328.0585509999946,,330.1685064589983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.098214084006031,,,,,,sub-203,1,random_dot,,
left,left,40.0,0.0,20.0,right,0.0,1.2378212909970898,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,330.1751894589979,,,,,,,,,330.1690668749943,330.516411042001,331.3071177089878,331.3004072920012,331.30086887499783,331.3071177089878,331.3071177089878,331.3071177089878,,332.55131608399097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2378212909970898,,,,,,sub-203,1,random_dot,,
right,right,41.0,1.0,20.0,left,0.0,3.082116250006948,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,1.0,332.5579074999987,,,,,,,,,332.55172350000066,333.34981349999725,334.141298292001,334.134335041992,334.13477616698947,334.141298292001,334.141298292001,334.141298292001,,337.23459391699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.082116250006948,,,,,,sub-203,1,random_dot,,
left,left,42.0,0.0,21.0,right,0.0,2.4159492079925258,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,337.2409978749929,,,,,,,,,337.234921958996,337.33308062500146,338.1246362089878,338.1174040839978,338.117959708994,338.1246362089878,338.1246362089878,338.1246362089878,,340.5498079589888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.4159492079925258,,,,,,sub-203,1,random_dot,,
right,right,43.0,1.0,21.0,right,1.0,3.450442916000611,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,340.5539404999872,,,,,,,,,340.5501307499944,341.33815616699576,342.13300974998856,342.12258499999007,342.12300349998986,342.13300974998856,342.13300974998856,342.13300974998856,,345.5924427919963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.450442916000611,,,,,,sub-203,1,random_dot,,
left,left,44.0,0.0,22.0,left,1.0,3.16175512499467,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,345.5997444169916,,,,,,,,,345.5927722919878,346.78919270899496,347.58281441699364,347.5725963339937,347.5730187089939,347.58281441699364,347.58281441699364,347.58281441699364,,350.7516842920013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.16175512499467,,,,,,sub-203,1,random_dot,,
right,right,45.0,1.0,22.0,left,0.0,5.728990625008009,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,1.0,350.7586910419923,,,,,,,,,350.7522152499878,350.8496435839916,351.64083091699285,351.63411412500136,351.63454224998713,351.64083091699285,351.64083091699285,351.64083091699285,356.6222131669929,357.37434733400005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.728990625008009,,,,,,sub-203,1,random_dot,,
left,left,46.0,0.0,23.0,right,0.0,1.553928833003738,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,0.0,357.3997446669964,,,,,,,,,357.37488974999,358.1715489999915,358.96633458399447,358.9559267500008,358.9563390419935,358.96633458399447,358.96633458399447,358.96633458399447,,360.524352249995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.553928833003738,,,,,,sub-203,1,random_dot,,
right,right,47.0,1.0,23.0,right,1.0,2.781679207997513,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,1.0,360.531743583997,,,,,,,,,360.5247892089974,361.7227949169901,362.52457845899335,362.5171354170016,362.5176887919952,362.52457845899335,362.52457845899335,362.52457845899335,,365.3078893749917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.781679207997513,,,,,,sub-203,1,random_dot,,
left,left,48.0,0.0,24.0,right,0.0,2.1341175829875283,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,365.3150839589944,,,,,,,,,365.308216874997,365.4046066250012,366.1996010419971,366.18880358399474,366.18922091698914,366.1996010419971,366.1996010419971,366.1996010419971,,368.3420271669893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.1341175829875283,,,,,,sub-203,1,random_dot,,
right,right,49.0,1.0,24.0,right,1.0,3.171276332999696,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,368.34945616699406,,,,,,,,,368.34234495899,368.4378890839871,369.2322036669939,369.2230000839918,369.22343666698725,369.2322036669939,369.2322036669939,369.2322036669939,,372.406003208991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.171276332999696,,,,,,sub-203,1,random_dot,,
left,left,50.0,0.0,25.0,left,1.0,4.457650790995103,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,372.4164383749885,,,,,,,,,372.4063233339984,373.20540549998987,373.9984626249934,373.9893033749977,373.9897394169966,373.9984626249934,373.9984626249934,373.9984626249934,,378.4577120839968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.457650790995103,,,,,,sub-203,1,random_dot,,
right,right,51.0,1.0,25.0,left,0.0,5.500994041998638,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,1.0,378.4650602089969,,,,,,,,,378.45813404199725,379.65532641699247,380.4494106669881,380.439233541998,380.4396737089992,380.4494106669881,380.4494106669881,380.4494106669881,385.4331722499919,385.9626814999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.500994041998638,,,,,,sub-203,1,random_dot,,
left,left,52.0,0.0,26.0,right,0.0,4.9267477090033935,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,0.0,385.9680074999924,,,,,,,,,385.9631043339905,386.7561671250005,387.5576963339991,387.5504253749969,387.5509987499972,387.5576963339991,387.5576963339991,387.5576963339991,,392.4899714169878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.9267477090033935,,,,,,sub-203,1,random_dot,,
right,right,53.0,1.0,26.0,left,0.0,3.5627099160046782,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,1.0,392.4983357919991,,,,,,,,,392.4904053749924,393.28858266699535,394.0827370420011,394.07212487499055,394.0725341249927,394.0827370420011,394.0827370420011,394.0827370420011,,397.65123299999686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.5627099160046782,,,,,,sub-203,1,random_dot,,
right,right,54.0,0.0,27.0,right,1.0,6.160763792009675,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,1.0,397.65811266699166,,,,,,,,,397.6517217090004,397.7498417919997,398.54045933399175,398.5336110419885,398.5340811249917,398.54045933399175,398.54045933399175,398.54045933399175,403.52020545899,404.71234474999073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,6.160763792009675,,,,,,sub-203,1,random_dot,,
left,left,55.0,1.0,27.0,right,0.0,1.3294342500012135,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,0.0,404.7181964999909,,,,,,,,,404.7128759170009,405.5065707920003,406.30830291699385,406.3003852089896,406.3010282920004,406.30830291699385,406.30830291699385,406.30830291699385,,407.6502109589928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3294342500012135,,,,,,sub-203,1,random_dot,,
left,left,56.0,0.0,28.0,right,0.0,1.108414416987216,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,0.0,407.65591116699215,,,,,,,,,407.6505908749969,408.83959504199447,409.6415807919984,409.6339545419905,409.6345532089909,409.6415807919984,409.6415807919984,409.6415807919984,,410.75207437499193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.108414416987216,,,,,,sub-203,1,random_dot,,
right,right,57.0,1.0,28.0,right,1.0,3.386419082991779,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,1.0,410.758705166998,,,,,,,,,410.7524774170015,411.5494802089961,412.3407694999914,412.3335364589875,412.33414483399247,412.3407694999914,412.3407694999914,412.3407694999914,,415.7341648339934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.386419082991779,,,,,,sub-203,1,random_dot,,
right,right,58.0,0.0,29.0,right,1.0,2.9676414580026176,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,415.7408021250012,,,,,,,,,415.7345833750005,415.8326805839897,416.6243012919877,416.6167001249996,416.6171724589949,416.6243012919877,416.6243012919877,416.6243012919877,,419.6015575839992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.9676414580026176,,,,,,sub-203,1,random_dot,,
left,left,59.0,1.0,29.0,left,1.0,1.8989750420005291,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,419.6081788339943,,,,,,,,,419.602051666996,419.9494004169974,420.7405351669877,420.733438958996,420.73401933399145,420.7405351669877,420.7405351669877,420.7405351669877,,422.651025166997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8989750420005291,,,,,,sub-203,1,random_dot,,
,,0.0,0.0,0.0,,,,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,0.0,0.0,0.0,left,0.0,0.4919436250056606,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,426.422020375001,,,,,,,,,426.414384083997,426.49979720899137,427.2914057919989,427.2838532089954,427.28430516699154,427.2914057919989,427.2914057919989,427.2914057919989,,427.7910292499873,,,,,,,,,,,,,,,,,,,,,,,422.6682656669873,422.6745737919992,422.6745737919992,426.4011504169903,space,3.721666874989751,,left,0.0,0.4919436250056606,,,,,,sub-203,1,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,0.481470166996587,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,427.799468333993,,,,,,,,,427.7913475419919,428.58813720899343,429.3824319589912,429.3720985419932,429.3725104999903,429.3824319589912,429.3824319589912,429.3824319589912,,429.8675342499919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.481470166996587,,,,,,sub-203,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,0.2696356669912347,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,429.8735976249882,,,,,,,,,429.86784424999496,430.6665749169915,431.45796999998856,431.4502389169938,431.4508367499948,431.45796999998856,431.45796999998856,431.45796999998856,,431.7345752089896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.2696356669912347,,,,,,sub-203,1,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,0.6336339589906856,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,431.74182533400017,,,,,,,,,431.7350492919941,432.0826799169881,432.87382691699895,432.8668741669972,432.8673204999941,432.87382691699895,432.87382691699895,432.87382691699895,,433.5170324169885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6336339589906856,,,,,,sub-203,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,0.8651891250046901,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,433.52316266699927,,,,,,,,,433.5173587499885,433.6162394589919,434.4071077919944,434.40007158399385,434.4006630840013,434.4071077919944,434.4071077919944,434.4071077919944,,435.28395245899446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8651891250046901,,,,,,sub-203,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,1.3317197500000475,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,435.2880997499888,,,,,,,,,435.2842802499945,435.3824478339957,436.1740676249901,436.16679591700085,436.1673566669924,436.1740676249901,436.1740676249901,436.1740676249901,,437.517486124998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3317197500000475,,,,,,sub-203,1,random_dot,,
left,left,6.0,0.0,3.0,right,0.0,2.0039734590100124,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,437.5240722919989,,,,,,,,,437.5178190419974,437.6158980420005,438.4077737920016,438.40044233399385,438.4009899169905,438.4077737920016,438.4077737920016,438.4077737920016,,440.417378291997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.0039734590100124,,,,,,sub-203,1,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,0.5774348749982892,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,440.4239906250005,,,,,,,,,440.4178060839913,440.5159159169998,441.3067822500016,441.2999527499924,441.3004228749924,441.3067822500016,441.3067822500016,441.3067822500016,,441.889849166997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5774348749982892,,,,,,sub-203,1,random_dot,,
right,right,8.0,0.0,4.0,left,0.0,0.59002345900808,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,441.898276833992,,,,,,,,,441.89018316699367,441.9879871250014,442.7825379999995,442.772054999994,442.77246249999735,442.7825379999995,442.7825379999995,442.7825379999995,,443.3838608340011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.59002345900808,,,,,,sub-203,1,random_dot,,
left,left,9.0,1.0,4.0,right,0.0,0.9020158750063274,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,443.3901594169874,,,,,,,,,443.3842929169914,443.48309587499534,444.27455595899664,444.2670679169969,444.267652124996,444.27455595899664,444.27455595899664,444.27455595899664,,445.18390045900014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9020158750063274,,,,,,sub-203,1,random_dot,,
right,right,10.0,0.0,5.0,right,1.0,1.503390458994545,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,1.0,445.19043608399807,,,,,,,,,445.1843309999968,445.2824639169994,446.074099541991,446.0668041669997,446.0673807089916,446.074099541991,446.074099541991,446.074099541991,,447.58401837499696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.503390458994545,,,,,,sub-203,1,random_dot,,
left,left,11.0,1.0,5.0,right,0.0,1.176800707995426,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,0.0,447.5906618339941,,,,,,,,,447.5844353339926,448.3825281669997,449.1740619170014,449.166778999992,449.1673533339927,449.1740619170014,449.1740619170014,449.1740619170014,,450.3556271249981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.176800707995426,,,,,,sub-203,1,random_dot,,
right,right,12.0,0.0,6.0,left,0.0,0.7240667910082266,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,450.3660683749913,,,,,,,,,450.3559594169929,450.45441587499226,451.2489963339904,451.23753212500014,451.2379548339959,451.2489963339904,451.2489963339904,451.2489963339904,,451.9824892499892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7240667910082266,,,,,,sub-203,1,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,0.7846059999865247,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,451.9861832499882,,,,,,,,,451.98283341700153,452.0712086249987,452.8657496669912,452.8548101669876,452.855225249994,452.8657496669912,452.8657496669912,452.8657496669912,,453.658692291996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7846059999865247,,,,,,sub-203,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,1.5460232909972549,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,0.0,453.6650948749884,,,,,,,,,453.6590092499973,453.75416291700094,454.5490710839949,454.5376262499922,454.5380471669923,454.5490710839949,454.5490710839949,454.5490710839949,,456.10097570899234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.5460232909972549,,,,,,sub-203,1,random_dot,,
right,right,15.0,1.0,7.0,left,0.0,0.2977217080042464,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,1.0,456.10761329199886,,,,,,,,,456.1014120839973,457.2990133749991,458.09085020898783,458.08349249999446,458.0840535419993,458.09085020898783,458.09085020898783,458.09085020898783,,458.3986136669992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.2977217080042464,,,,,,sub-203,1,random_dot,,
right,right,16.0,0.0,8.0,right,1.0,0.3043510420102393,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,458.4018782089988,,,,,,,,,458.3989598749904,459.5883210419997,460.3823813339986,460.37154675000056,460.3719760419917,460.3823813339986,460.3823813339986,460.3823813339986,,460.6905488339981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.3043510420102393,,,,,,sub-203,1,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,0.734416917010094,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,460.6979005839967,,,,,,,,,460.6909722919954,460.78536966699176,461.5823100839916,461.57182225,461.5722598339926,461.5823100839916,461.5823100839916,461.5823100839916,,462.3261498339998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.734416917010094,,,,,,sub-203,1,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,0.5967016250069719,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,462.33116408399655,,,,,,,,,462.326508083992,462.6716798749985,463.46583254198777,463.4551915839984,463.4555978339922,463.46583254198777,463.46583254198777,463.46583254198777,,464.0674752499908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5967016250069719,,,,,,sub-203,1,random_dot,,
left,left,19.0,1.0,9.0,right,0.0,0.4975095840054564,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,464.07404004198906,,,,,,,,,464.067880083996,464.4158136249898,465.206716834,465.1997178339952,465.2002129169996,465.206716834,465.206716834,465.206716834,,465.70588883399614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.4975095840054564,,,,,,sub-203,1,random_dot,,
left,left,20.0,0.0,10.0,right,0.0,0.734643416988547,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,465.71585483399394,,,,,,,,,465.70627729198895,466.05473008399713,466.8489991249953,466.8384240419982,466.8388561249885,466.8489991249953,466.8489991249953,466.8489991249953,,467.591367999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.734643416988547,,,,,,sub-203,1,random_dot,,
right,right,21.0,1.0,10.0,right,1.0,0.2928888750029728,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,467.5988610839995,,,,,,,,,467.5916878339922,468.7878910419968,469.5817467089946,469.5720035419945,469.5725553749944,469.5817467089946,469.5817467089946,469.5817467089946,,469.88364012500097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.2928888750029728,,,,,,sub-203,1,random_dot,,
left,left,22.0,0.0,11.0,left,1.0,0.8899830410082359,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,0.0,469.8898807499936,,,,,,,,,469.8839605839894,469.9824947089946,470.7731934589974,470.7663502919895,470.7668167499942,470.7731934589974,470.7731934589974,470.7731934589974,,471.6670044999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8899830410082359,,,,,,sub-203,1,random_dot,,
right,right,23.0,1.0,11.0,right,1.0,0.292845459000091,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,1.0,471.6734742089902,,,,,,,,,471.6673998749902,472.8656826249935,473.6574277920008,473.6500402919919,473.6506082089909,473.6574277920008,473.6574277920008,473.6574277920008,,473.9586344589916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.292845459000091,,,,,,sub-203,1,random_dot,,
left,left,24.0,0.0,12.0,left,1.0,0.6921508330124198,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,473.9649507919967,,,,,,,,,473.958952749992,475.1557004999922,475.957581374998,475.9502551249898,475.9508169999899,475.957581374998,475.957581374998,475.957581374998,,476.651647458988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6921508330124198,,,,,,sub-203,1,random_dot,,
