direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.005239599966444,0.0106810999568551,0.0106810999568551,162.94267559994478,space,176.65007279999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,162.96524129994214,,,,,,,,,162.95974870002829,163.05679850000888,163.85854779998772,163.8405065999832,163.84052530000918,163.85854779998772,163.85854779998772,163.85854779998772,167.0615804999834,right,1.0,16.92685720010195,,167.0626995000057,167.08044229994994,167.57313509995583,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,167.5899973999476,,,,,,,,,167.5736206000438,167.67350230005104,168.47446719999425,168.45663439994678,168.45665099995676,168.47446719999425,168.47446719999425,168.47446719999425,169.92686769994907,left,1.0,15.181217400124297,,169.92735679994803,169.93996660003904,170.42452520004008,170.44028009998146,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,170.44028009998146,,,,,,,,,170.42507909995038,171.24015199998394,172.04183250002097,172.02462809998542,172.02466989995446,172.04183250002097,172.04183250002097,172.04183250002097,172.84414579998702,left,1.0,14.520644600037484,,172.84500520001166,172.85667989996728,173.34158350003418,173.35697860002983,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,173.35697860002983,,,,,,,,,173.34236050001346,173.70673089998309,174.5086196999764,174.4916087000165,174.4916611999506,174.5086196999764,174.5086196999764,174.5086196999764,175.32718599995133,left,0.0,14.533737000077965,,175.32791320001706,175.3437547000358,175.84038439998403,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,175.8565797000192,,,,,,,,,175.84121969994158,176.6396844999399,177.44157020002604,177.42502089997288,177.42507230001502,177.44157020002604,177.44157020002604,177.44157020002604,178.16104299994186,right,1.0,14.443269000155851,,178.161858699983,178.1736217000289,178.6575880999444,178.673053800012,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,178.673053800012,,,,,,,,,178.65818559995387,179.02368600002956,179.8248133000452,179.80808979994617,179.80814480001573,179.8248133000452,179.8248133000452,179.8248133000452,180.47745270002636,left,1.0,14.369224600028248,,180.4782841999549,180.49001459998544,180.9747468000278,180.9899821999716,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,180.9899821999716,,,,,,,,,180.9755156999454,181.3403581000166,182.1416303999722,182.12485090002883,182.12490860000253,182.1416303999722,182.1416303999722,182.1416303999722,183.72774170001503,right,1.0,15.310470700031146,,183.72866150003392,183.73985490005,184.22782459994775,184.2398616999853,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,184.2398616999853,,,,,,,,,184.22858610004187,185.04037910001352,185.8415590999648,185.8249855999602,185.82503780000843,185.8415590999648,185.8415590999648,185.8415590999648,186.4765414999565,left,1.0,14.36055280000437,,186.4772193999961,186.48989189998247,186.97406070004217,186.9898618999869,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,186.9898618999869,,,,,,,,,186.974625700037,187.09008080000055,187.89180129999292,187.87437159998808,187.87440820003397,187.89180129999292,187.89180129999292,187.89180129999292,188.5435025000479,left,1.0,14.367409900063649,,188.5442042000359,188.55678149999585,189.04137490002904,189.05665879999287,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,189.05665879999287,,,,,,,,,189.0422448000172,189.85676510003395,190.6583401999669,190.6417585000163,190.64181549998463,190.6583401999669,190.6583401999669,190.6583401999669,191.91127050004437,right,1.0,14.97766000009142,,191.91210299998056,191.92309960001148,192.40773650002663,192.4230919999536,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,192.4230919999536,,,,,,,,,192.40827879996505,192.773100099992,193.5748734000372,193.55819410004187,193.5582475999836,193.5748734000372,193.5748734000372,193.5748734000372,194.2440276000416,left,1.0,14.38934940006584,,194.2448458999861,194.2562609999441,194.74177930003495,194.75646309996955,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,194.75646309996955,,,,,,,,,194.7426451999927,195.95635330001824,196.7583054000279,196.741729100002,196.74177419999612,196.7583054000279,196.7583054000279,196.7583054000279,197.8423411999829,right,1.0,14.811873500118963,,197.84285360004287,197.8565600999864,198.3399139000103,198.35631119995375,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,198.35631119995375,,,,,,,,,198.3402307999786,199.5563131000381,200.35818880004808,200.3419072999386,200.34196470002644,200.35818880004808,200.35818880004808,200.35818880004808,201.01006769994277,left,1.0,14.374327500117944,,201.0108356999699,201.0228486999404,201.5071543999948,201.5232191999676,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,201.5232191999676,,,,,,,,,201.50770109996665,202.7230442999862,203.5247908999445,203.50830240000505,203.50835599994755,203.5247908999445,203.5247908999445,203.5247908999445,205.1427349000005,right,1.0,15.332066800096072,,205.1434402000159,205.15623169997707,205.64151069999207,205.65657039999496,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,205.65657039999496,,,,,,,,,205.64230149996,206.85643909999635,207.65804879995997,207.6413340000436,207.64139020000584,207.65804879995997,207.65804879995997,207.65804879995997,208.8602038000245,left,1.0,14.921285500051454,,208.86103719996757,208.8727434000466,209.35785969998688,209.3732098999899,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,209.3732098999899,,,,,,,,,209.35851309995635,210.17277810000812,210.97447110002395,210.9566229999764,210.95665149996057,210.97447110002395,210.97447110002395,210.97447110002395,212.31033000000755,right,1.0,15.0627787001431,,212.3110814000247,212.3229035999393,212.80790390004404,212.82296949997544,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,212.82296949997544,,,,,,,,,212.808642399963,213.1729086999549,213.97462919994723,213.95779180002864,213.957848399994,213.97462919994723,213.97462919994723,213.97462919994723,214.72677089995705,left,0.0,14.471080900053494,,214.72742240002844,214.73936470004264,215.22435309994037,215.23944020003543,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,215.23944020003543,,,,,,,,,215.2249121000059,215.58950050000567,216.3912253000308,216.37446750001985,216.3745175000513,216.3912253000308,216.3912253000308,216.3912253000308,217.20971900003497,left,1.0,14.535539900069123,,217.2103371999692,217.22284369997212,217.7081035999581,217.72305509995203,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,217.72305509995203,,,,,,,,,217.70884900004603,218.0731013000477,218.87442300003025,218.85766320000403,218.8577124000294,218.87442300003025,218.87442300003025,218.87442300003025,220.82622709998395,left,1.0,15.666495500016026,,220.8269646000117,220.8395945000229,221.3242854999844,221.33950929995623,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,221.33950929995623,,,,,,,,,221.325048299972,222.1397025999613,222.94128919998184,222.9248561999993,222.924898999976,222.94128919998184,222.94128919998184,222.94128919998184,225.34308100002815,right,1.0,16.122137400088832,,225.34374439995736,225.35616399999708,225.8410239999648,225.85622509999664,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.84115540003404,225.85622509999664,225.85622509999664,304.8084265999496,space,92.66736600000876,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.80851110001095,304.8226642999798,304.8226642999798,315.79000100004487,space,24.690014200052246,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.7886379000265,,,,,,,,,325.7827169999946,325.8888118000468,326.6904402000364,326.6726355999708,326.67267690005247,326.6904402000364,326.6904402000364,326.6904402000364,331.89171540003736,left,1.0,18.92635590001009,,,,,,,,,,,,,,,,,,,,315.79576370003633,315.8283037999645,315.8283037999645,325.77385729993694,space,23.65976720000617,,331.67362080002204,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,331.90509440004826,,,,,,,,,331.8933810000308,332.25492320000194,333.05684700002894,333.0399093000451,333.03995959996246,333.05684700002894,333.05684700002894,333.05684700002894,334.4265610999428,right,1.0,15.095976500073448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,334.438401899999,,,,,,,,,334.4281333000399,334.5384472999722,335.34024879999924,335.32354689994827,335.3236063000513,335.34024879999924,335.34024879999924,335.34024879999924,339.9087319000392,left,1.0,18.289507400011644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,339.9216139999917,,,,,,,,,339.9101705000503,340.27170030004345,341.07338109996635,341.0559367999668,341.05596909997985,341.07338109996635,341.07338109996635,341.07338109996635,342.3427486999426,right,1.0,14.99016060004942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,1.0,random_dot,59.960090539058,
