direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00764641600108,0.0134239160033757,0.0134239160033757,24.86201612500008,space,24.752071959002933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
right,right,0.0,0.0,0.0,left,0.0,8.585901667000144,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,24.88104999999996,,,,,,,,,24.86600925000312,25.670716833003095,26.4687315830015,26.453989375000678,26.45466254100029,26.4687315830015,26.4687315830015,26.4687315830015,31.45390154100096,35.06003791600233,left,0.0,8.585901667000144,,35.07003708300181,35.08115720800197,35.5705282500021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
left,left,1.0,1.0,0.0,right,0.0,5.866081583000778,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,35.5765934580013,,,,,,,,,35.57103304100019,35.909268583000085,36.70302645800257,36.693471791000775,36.69407137500093,36.70302645800257,36.70302645800257,36.70302645800257,41.687100791001285,42.57188612500249,right,0.0,5.866081583000778,,42.57209512500049,42.58163075000266,43.07083816600061,43.07680475000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
right,right,2.0,0.0,1.0,right,1.0,5.434083125001052,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,43.07680475000234,,,,,,,,,43.07128075000219,44.27055370800008,45.06261679100135,45.053953500002535,45.05453016600222,45.06261679100135,45.06261679100135,45.06261679100135,50.04380083300202,50.50549120800133,right,1.0,5.434083125001052,,50.5132541660023,50.52879683300125,51.00995175000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
left,left,3.0,1.0,1.0,right,0.0,5.604462167000747,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,51.02043833300195,,,,,,,,,51.01032550000309,51.803880791001575,52.59589804100324,52.58738262500265,52.58798875000139,52.59589804100324,52.59589804100324,52.59589804100324,57.58720808300132,58.20514800000092,right,0.0,5.604462167000747,,58.20928537500004,58.21821654100131,58.70408620800299,58.70963783300249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
left,left,4.0,0.0,2.0,left,1.0,5.347060000000056,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,58.70963783300249,,,,,,,,,58.70443475000138,58.80374095800289,59.59616966600152,59.58750545800285,59.58806266600004,59.59616966600152,59.59616966600152,59.59616966600152,64.57618458300203,64.94528370800253,left,1.0,5.347060000000056,,64.9496224579998,64.95991941600005,65.44363225000052,65.45391645800191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
right,right,5.0,1.0,2.0,left,0.0,5.367969833001553,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,65.45391645800191,,,,,,,,,65.44397116600157,65.79345145800107,66.58597358300176,66.57688566600336,66.57732287500039,66.58597358300176,66.58597358300176,66.58597358300176,71.57061566600169,71.96156079100183,left,0.0,5.367969833001553,,71.96463512500122,71.9736335000016,72.46013170800143,72.47059808300037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
left,left,6.0,0.0,3.0,right,0.0,5.412877958999161,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,72.47059808300037,,,,,,,,,72.4604975000002,72.55960808300006,73.35267004100024,73.34349620800276,73.34395595800015,73.35267004100024,73.35267004100024,73.35267004100024,78.33714775000044,78.77235462500175,right,0.0,5.412877958999161,,78.77260920800109,78.78206954100096,79.27076025000133,79.27634562500316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
right,right,7.0,1.0,3.0,left,0.0,5.355354333001742,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,79.27634562500316,,,,,,,,,79.27112483300152,79.62073341600262,80.41271041600339,80.40420733300198,80.4047479159999,80.41271041600339,80.41271041600339,80.41271041600339,85.40392595800222,85.77219358300135,left,0.0,5.355354333001742,,85.77242975000263,85.78172820800319,86.27089304100082,86.27686658300081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
right,right,8.0,0.0,4.0,left,0.0,5.912946458000079,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,86.27686658300081,,,,,,,,,86.27133845800199,87.07074087500223,87.86264200000005,87.85418258299978,87.85476883299998,87.86264200000005,87.86264200000005,87.86264200000005,92.84381320800094,93.77812658300172,left,0.0,5.912946458000079,,93.77830095800164,93.80365054100184,94.28748904100212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
left,left,9.0,1.0,4.0,right,0.0,5.451093583000329,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,94.29341870800272,,,,,,,,,94.28796225000042,94.37614583300092,95.16937141600285,95.16014808300316,95.16058979100126,95.16937141600285,95.16937141600285,95.16937141600285,100.1540296250023,100.622240333003,right,0.0,5.451093583000329,,100.62248379100129,100.62889679100044,101.1209751250026,101.12692154100296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
left,left,10.0,0.0,5.0,left,1.0,5.429251375000604,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,101.12692154100296,,,,,,,,,101.12141266600156,102.32064991600056,103.11298191600144,103.1042606660012,103.10480058300163,103.11298191600144,103.11298191600144,103.11298191600144,108.10387187500235,108.5456527910028,left,1.0,5.429251375000604,,108.54961925000316,108.5600305830012,109.04379283300295,109.0542290000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
right,right,11.0,1.0,5.0,left,0.0,5.450205165998341,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,109.0542290000012,,,,,,,,,109.0442327080018,109.39376683299996,110.18679612500272,110.17635112500284,110.17680466599997,110.18679612500272,110.18679612500272,110.18679612500272,115.17070904100184,115.6388420000003,left,0.0,5.450205165998341,,115.64293966600236,115.6526762909998,116.13771658300176,116.14373787500152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-156,1,random_dot,122.8227744091311,
