direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,279.63040060000094,,,,,,,,,279.61651020000136,280.42959540000084,281.22933900000135,281.21346670000094,281.2135137000005,281.22933900000135,281.22933900000135,281.22933900000135,285.17745450000075,right,1.0,13.85480920000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,285.19179020000047,,,,,,,,,285.17854330000046,286.3907113000005,287.1905654000002,287.1744107000013,287.17445340000086,287.1905654000002,287.1905654000002,287.1905654000002,289.4232348000005,left,1.0,12.134205199999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
,,accuracy,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,302.7251487000012,,,,,,,,,302.7205081000011,302.8251001000008,303.6247761000013,303.60910330000115,303.60915039999963,303.6247761000013,303.6247761000013,303.6247761000013,304.27669160000005,right,1.0,10.55497159999868,,,,,,,,,,,,,,,,,,,,289.4244439000013,289.4378570000008,289.4378570000008,302.7125200000009,space,23.18536689999928,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,304.29067399999985,,,,,,,,,304.27848260000064,304.39023740000084,305.19045350000124,305.1743082000012,305.1743714000004,305.19045350000124,305.19045350000124,305.19045350000124,305.69009110000115,left,1.0,10.39850529999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,305.70581980000134,,,,,,,,,305.6906116000009,306.90471720000096,307.70468660000006,307.68886759999987,307.68890810000084,307.70468660000006,307.70468660000006,307.70468660000006,308.6552222999999,left,1.0,10.860442799999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,308.66977469999983,,,,,,,,,308.65639740000006,309.0195117000003,309.81912960000045,309.8033656000007,309.8034375999996,309.81912960000045,309.81912960000045,309.81912960000045,310.36956530000134,right,1.0,10.453471900000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,310.3848412999996,,,,,,,,,310.3703666000001,311.5840668000001,312.38327000000027,312.3681262000009,312.3681866000006,312.38327000000027,312.38327000000027,312.38327000000027,312.967955600001,left,1.0,10.49256559999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,312.9824356000008,,,,,,,,,312.9693064000003,313.78181720000066,314.59773830000086,314.5811270000013,314.58113950000006,314.59773830000086,314.59773830000086,314.59773830000086,315.11621620000005,right,1.0,10.415250399999422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,315.13055200000053,,,,,,,,,315.117593500001,315.9297688000006,316.72952799999985,316.71386990000065,316.7139103999998,316.72952799999985,316.72952799999985,316.72952799999985,317.2982344000011,left,1.0,10.467129300001034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,317.31178910000017,,,,,,,,,317.29987729999993,317.4118011999999,318.21139680000124,318.1950092999996,318.19503369999984,318.21139680000124,318.21139680000124,318.21139680000124,318.7461524999999,right,1.0,10.438180999999531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,0.0,318.76038549999976,,,,,,,,,318.7473905999996,319.5593304000013,320.3593019,320.3434460000008,320.34348450000107,320.3593019,320.3593019,320.3593019,321.0601662000008,left,1.0,10.602961099999447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,321.0750636000012,,,,,,,,,321.06129560000045,322.2738055000009,323.0734873000001,323.05708740000046,323.05712459999995,323.0734873000001,323.0734873000001,323.0734873000001,323.9904426000012,right,1.0,10.82483669999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,324.0056375000004,,,,,,,,,323.9916111000002,324.1055343000007,324.9050660000012,324.8891514999996,324.8891782999999,324.9050660000012,324.9050660000012,324.9050660000012,325.7066941000012,left,1.0,10.713606500001331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,325.720556100001,,,,,,,,,325.7073467000009,326.52009830000134,327.31977519999964,327.3031484000003,327.30318070000067,327.31977519999964,327.31977519999964,327.31977519999964,328.10402369999974,right,1.0,10.688395000001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,328.11857260000033,,,,,,,,,328.10526050000044,328.9177316000005,329.7336316000001,329.7172375000009,329.7172520000004,329.7336316000001,329.7336316000001,329.7336316000001,330.4851357000007,right,1.0,10.65464449999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,330.4992964000012,,,,,,,,,330.4864150000012,330.5995038000001,331.39917290000085,331.38367480000124,331.3837344000003,331.39917290000085,331.39917290000085,331.39917290000085,332.09893770000053,left,1.0,10.608647399998516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,332.1144424000013,,,,,,,,,332.0995184000003,332.91405680000025,333.71354919999976,333.69733989999986,333.6973796000002,333.71354919999976,333.71354919999976,333.71354919999976,335.26364079999985,right,1.0,11.459042199998294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,335.2783366000004,,,,,,,,,335.26484940000046,336.07726189999994,336.8772148999997,336.8605383000013,336.86056110000027,336.8772148999997,336.8772148999997,336.8772148999997,337.3771864999999,left,1.0,10.40611870000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,337.3926743000011,,,,,,,,,337.377894700001,338.1922469000001,338.99186740000005,338.9750332000003,338.97504560000016,338.99186740000005,338.99186740000005,338.99186740000005,339.60889769999994,right,1.0,10.51583109999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,339.6241480000008,,,,,,,,,339.60962910000126,340.42369490000056,341.23986870000044,341.2233809999998,341.2234176000002,341.23986870000044,341.23986870000044,341.23986870000044,341.889967000001,left,1.0,10.553794899999048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,341.9053015999998,,,,,,,,,341.890623700001,342.7050220000001,343.50429970000005,343.48786440000003,343.4878776000005,343.50429970000005,343.50429970000005,343.50429970000005,344.1548651000012,right,1.0,10.559556800000792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,344.1701458999996,,,,,,,,,344.1558275999996,344.2702241999996,345.0861268000008,345.07054419999986,345.0705885999996,345.0861268000008,345.0861268000008,345.0861268000008,345.7706092000008,left,1.0,10.595667999999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,1.0,345.7850529999996,,,,,,,,,345.7717124999999,345.8851066999996,346.68479169999955,346.6690365000013,346.6690808000003,346.68479169999955,346.68479169999955,346.68479169999955,347.9188051000001,right,1.0,11.135206099999778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,0.0,347.93318400000135,,,,,,,,,347.9201806000001,349.1319683000001,349.931524900001,349.91512610000063,349.91515150000123,349.931524900001,349.931524900001,349.931524900001,350.56674589999966,left,1.0,10.54594630000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,350.5806209000002,,,,,,,,,350.56807219999973,351.3799154999997,352.1797440999999,352.1627575000002,352.16277420000006,352.1797440999999,352.1797440999999,352.1797440999999,353.29741450000074,right,1.0,11.026761499999338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,353.31157350000103,,,,,,,,,353.2989109000009,353.41147509999973,354.21089310000025,354.1944650000005,354.19449090000126,354.21089310000025,354.21089310000025,354.21089310000025,354.94412100000045,left,1.0,10.641061000000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,1.0,354.95966059999955,,,,,,,,,354.9448083999996,355.0594859000012,355.8592128,355.8437126000008,355.84375920000093,355.8592128,355.8592128,355.8592128,356.5444041999999,right,1.0,10.587662800000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,0.0,356.55852080000113,,,,,,,,,356.54602890000024,357.35758630000055,358.157053500001,358.1412228999998,358.1412631000003,358.157053500001,358.157053500001,358.157053500001,358.8071815000003,left,1.0,10.563135899999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,358.8225694000012,,,,,,,,,358.8076509000002,359.6222733000013,360.42193380000026,360.4061806000009,360.40622220000114,360.42193380000026,360.42193380000026,360.42193380000026,360.9895897000006,right,0.0,10.474131799999668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,361.0042174999999,,,,,,,,,360.9908697999999,361.8032639000012,362.60294630000135,362.5860611999997,362.5860712000013,362.60294630000135,362.60294630000135,362.60294630000135,363.2708171000013,right,1.0,10.572351000000708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,363.28560800000014,,,,,,,,,363.2719261000002,363.63491310000063,364.4347491000008,364.4188360999997,364.4188821999997,364.4347491000008,364.4347491000008,364.4347491000008,364.9512969000007,right,1.0,10.42035450000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,364.9670767000007,,,,,,,,,364.9517682000005,365.0668839999999,365.86684890000106,365.8512271,365.8512793000009,365.86684890000106,365.86684890000106,365.86684890000106,366.70159280000007,left,1.0,10.739580299999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,0.0,366.71554240000114,,,,,,,,,366.7031579000013,367.065053100001,367.8649576000007,367.8484317000002,367.8484606000002,367.8649576000007,367.8649576000007,367.8649576000007,369.11607170000025,left,1.0,11.154521899999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,1.0,369.1298717999998,,,,,,,,,369.1174664999999,369.4796477,370.2792786999999,370.26266380000015,370.2626883000012,370.2792786999999,370.2792786999999,370.2792786999999,370.781432400001,right,1.0,10.412529100000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,370.7950582000012,,,,,,,,,370.78286320000007,371.99403619999975,372.7938222000012,372.7781573000011,372.7782110000008,372.7938222000012,372.7938222000012,372.7938222000012,373.24438089999967,left,1.0,10.354036599999745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,373.2595746999996,,,,,,,,,373.2453607000007,373.6094042000004,374.4089199000009,374.39268410000113,374.3927216000011,374.4089199000009,374.4089199000009,374.4089199000009,374.8269082999996,right,1.0,10.315080899999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,1.0,374.841139600001,,,,,,,,,374.8283208000012,375.6408270000011,376.4565825000009,376.4398435000003,376.4398567999997,376.4565825000009,376.4565825000009,376.4565825000009,377.0565865999997,right,1.0,10.50328350000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,0.0,377.0723283999996,,,,,,,,,377.0571572999997,377.4221472999998,378.2220960000013,378.2061852000006,378.2062311999998,378.2220960000013,378.2220960000013,378.2220960000013,378.7061867000011,left,1.0,10.381435799999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,0.0,378.7209049000012,,,,,,,,,378.70749500000056,379.9199222999996,380.7197434999998,380.7031106000013,380.70314320000034,380.7197434999998,380.7197434999998,380.7197434999998,381.55268980000073,left,1.0,10.744430000000648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,1.0,381.5679990999997,,,,,,,,,381.5535046000005,382.7669769000004,383.56708080000135,383.5510078000007,383.55105970000113,383.56708080000135,383.56708080000135,383.56708080000135,384.0666305000013,right,1.0,10.407183099998292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,384.0822441,,,,,,,,,384.0670545000012,384.8819495999997,385.6815110999996,385.6659615000008,385.6660032,385.6815110999996,385.6815110999996,385.6815110999996,386.2488506000009,left,1.0,10.468685100000584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,386.263990200001,,,,,,,,,386.24991820000105,386.6133279000005,387.4133655000005,387.3970497999999,387.39708249999967,387.4133655000005,387.4133655000005,387.4133655000005,388.03266749999966,right,1.0,10.5298516999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,1.0,388.0456152000006,,,,,,,,,388.0339547000003,388.8449772000004,389.64460900000086,389.6284792000006,389.6285117999996,389.64460900000086,389.64460900000086,389.64460900000086,390.3608426999999,right,1.0,10.620759699999326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,0.0,390.376477400001,,,,,,,,,390.3613490999997,391.5755225000012,392.3750680000012,392.35819660000016,392.3582083000001,392.3750680000012,392.3750680000012,392.3750680000012,393.0094638999999,left,1.0,10.538837099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,0.0,393.0242789000004,,,,,,,,,393.01063460000114,393.1241717000012,393.92401150000114,393.9081633000005,393.9082434000011,393.92401150000114,393.92401150000114,393.92401150000114,395.1075701999998,left,1.0,11.086600599999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,1.0,395.12252380000064,,,,,,,,,395.10861060000025,395.2220502,396.0219572000005,396.00601240000105,396.0060537000009,396.0219572000005,396.0219572000005,396.0219572000005,396.92429770000126,right,1.0,10.812990699998409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,396.9373083999999,,,,,,,,,396.9254363,398.1362864000002,398.9359765999998,398.9193747000008,398.91940090000026,398.9359765999998,398.9359765999998,398.9359765999998,400.1196939000001,right,1.0,11.085473600000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,400.13425710000047,,,,,,,,,400.1209125000005,400.9335914000003,401.7495809000011,401.7328386000008,401.7328519000002,401.7495809000011,401.7495809000011,401.7495809000011,403.08284690000073,left,1.0,11.243691199999375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,403.0982597000002,,,,,,,,,403.08396730000095,404.2970001000013,405.0967907000013,405.0799036000008,405.0799207,405.0967907000013,405.0967907000013,405.0967907000013,405.74973710000086,left,1.0,10.563277000001108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,405.76243609999983,,,,,,,,,405.7510542,406.1120520000004,406.9282172000003,406.9122097,406.91225470000063,406.9282172000003,406.9282172000003,406.9282172000003,407.4312112999996,right,1.0,10.413977500000328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,1.0,407.4443281000004,,,,,,,,,407.4324269999997,407.544174300001,408.34375999999975,408.3280789,408.32812399999966,408.34375999999975,408.34375999999975,408.34375999999975,408.9781645000003,right,1.0,10.541827199998806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,0.0,408.9926603000004,,,,,,,,,408.9793915000009,409.7919383999997,410.59134730000005,410.5746230000004,410.5746326000008,410.59134730000005,410.59134730000005,410.59134730000005,411.42574010000135,left,1.0,10.746885900000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,1.0,411.4403546000012,,,,,,,,,411.4264936,411.7898894000009,412.5898235000004,412.5740834999997,412.5741345000006,412.5898235000004,412.5898235000004,412.5898235000004,413.1562666000009,right,1.0,10.479025799999365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,0.0,413.1717566000007,,,,,,,,,413.15680840000095,414.3708055999996,415.1705586999997,415.1538108000004,415.15382169999975,415.1705586999997,415.1705586999997,415.1705586999997,415.93753520000064,left,1.0,10.674436199999036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,415.9529430000002,,,,,,,,,415.938082300001,416.7518633,417.5517135000009,417.5361396000008,417.53619080000135,417.5517135000009,417.5517135000009,417.5517135000009,418.1347802,right,0.0,10.48605680000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,418.1505237000001,,,,,,,,,418.13534009999967,418.50044850000086,419.3165950000002,419.2996746999997,419.2996868999999,419.3165950000002,419.3165950000002,419.3165950000002,419.8848216000006,right,1.0,10.474148699999205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,1.0,419.8991748999997,,,,,,,,,419.8862554000007,420.6983736000002,421.4980437000013,421.4821577000002,421.48220290000063,421.4980437000013,421.4980437000013,421.4980437000013,422.1162423000005,right,1.0,10.516113899999254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,0.0,422.1305759000006,,,,,,,,,422.11777660000007,422.4801836000006,423.2961477999997,423.2792243000004,423.2792416000011,423.2961477999997,423.2961477999997,423.2961477999997,423.8641912000003,left,1.0,10.470712500000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,0.0,423.8787556999996,,,,,,,,,423.8653731000013,425.07740580000063,425.8773254999997,425.8613591000012,425.861400400001,425.8773254999997,425.8773254999997,425.8773254999997,426.4623639000001,left,1.0,10.48179699999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,1.0,426.4763569999996,,,,,,,,,426.4637856000009,427.67535430000135,428.47482350000064,428.4588416000006,428.4588827999996,428.47482350000064,428.47482350000064,428.47482350000064,428.9756725000007,right,1.0,10.410588599999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
left,left,speed,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,0.0,428.99055790000057,,,,,,,,,428.9768292000008,429.0903759000012,429.89035909999984,429.87445130000015,429.8744974000001,429.89035909999984,429.89035909999984,429.89035909999984,430.37459240000135,left,1.0,10.383361800000785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
right,right,speed,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,1.0,430.38930600000094,,,,,,,,,430.37577969999984,430.4891989000007,431.2889520999997,431.2728598000013,431.2728962000001,431.2889520999997,431.2889520999997,431.2889520999997,431.9884691000007,right,1.0,10.60318229999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
,,speed,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-176,1.0,random_dot,59.93612008326343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.9888060000012,432.0043357000013,sub-176,,,,
