direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,9.0,1.0,4.0,left,0.0,0.8181410409961245,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,32.98755345900281,,,,,,,,,32.982270584005164,34.18909075000556,34.990671084000496,34.982032375002746,34.982697542000096,34.990671084000496,34.990671084000496,34.990671084000496,35.81614016700041,left,0.0,0.8181410409961245,,35.81632004200219,35.82491516700247,36.31518700000015,36.32096958400507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,10.0,0.0,5.0,right,1.0,1.4709192910013371,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,36.32096958400507,,,,,,,,,36.31576966700232,37.11496783400071,37.90735508400394,37.89857383400522,37.89911437500268,37.90735508400394,37.90735508400394,37.90735508400394,39.38230695899984,right,1.0,1.4709192910013371,,39.3859012920002,39.39416970900493,39.882011583998974,39.88785229199857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,11.0,1.0,5.0,left,1.0,0.7294957080011955,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,39.88785229199857,,,,,,,,,39.882491249998566,41.072704958998656,41.87405116700393,41.865427084005205,41.866117500001565,41.87405116700393,41.87405116700393,41.87405116700393,42.60642358400219,left,1.0,0.7294957080011955,,42.60656745899905,42.61506420899968,43.09878195900092,43.10456587500085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,12.0,0.0,6.0,left,1.0,0.769669998997415,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,43.10456587500085,,,,,,,,,43.09938441700069,43.20609570899978,44.006820458998845,43.99865000000136,43.99924529200507,44.006820458998845,44.006820458998845,44.006820458998845,44.78228320900234,left,1.0,0.769669998997415,,44.78239400000166,44.79002087499976,45.28204104200268,45.287894375003816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,13.0,1.0,6.0,left,0.0,0.6633897080027964,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,45.287894375003816,,,,,,,,,45.28253308399872,46.47276629200496,47.27450558399869,47.26550479200523,47.26619804200163,47.27450558399869,47.27450558399869,47.27450558399869,47.93944129200099,left,0.0,0.6633897080027964,,47.943442374999,47.952518625003,48.43825700000161,48.44838754200464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,14.0,0.0,7.0,left,1.0,0.6569410829979461,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,48.44838754200464,,,,,,,,,48.43870116700418,48.7889142089989,49.590348249999806,49.58207533400128,49.58267541700479,49.590348249999806,49.590348249999806,49.590348249999806,50.24908833399968,left,1.0,0.6569410829979461,,50.25247650000529,50.260821959003806,50.74876891700114,50.75437216700084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,15.0,1.0,7.0,left,0.0,0.8086662069981685,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,50.75437216700084,,,,,,,,,50.749243584003125,51.08898858400062,51.89032412500092,51.88217091700062,51.882733875005215,51.89032412500092,51.89032412500092,51.89032412500092,52.7061542090014,left,0.0,0.8086662069981685,,52.70934387500165,52.7192445000037,53.20505116700224,53.21517345900065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,16.0,0.0,8.0,left,1.0,1.2220054999997956,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,53.21517345900065,,,,,,,,,53.20553791700513,53.55578945900197,54.35721816700243,54.34888612500072,54.34948100000474,54.35721816700243,54.35721816700243,54.35721816700243,55.5826462920013,left,1.0,1.2220054999997956,,55.58626616700349,55.5946447919996,56.082214375004696,56.088169542003016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,17.0,1.0,8.0,right,1.0,1.3073461239982862,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,56.088169542003016,,,,,,,,,56.08269133399881,57.27160337500391,58.07384583400562,58.06547004200547,58.06605500000296,58.07384583400562,58.07384583400562,58.07384583400562,59.382394209002086,right,1.0,1.3073461239982862,,59.38253266700485,59.39093816700188,59.88223487500363,59.88807091700437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,18.0,0.0,9.0,left,0.0,1.2621665819970076,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,59.88807091700437,,,,,,,,,59.882723209004325,61.07250279200525,61.8735950840055,61.86540845900163,61.86596108400408,61.8735950840055,61.8735950840055,61.8735950840055,63.13932654200471,left,0.0,1.2621665819970076,,63.14243154200085,63.1525457500029,63.63825841699872,63.64840600000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,19.0,1.0,9.0,right,0.0,1.3526712079983554,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,63.64840600000025,,,,,,,,,63.63876095900196,64.4391858750023,65.24066595900513,65.23221454200393,65.23279837500013,65.24066595900513,65.24066595900513,65.24066595900513,66.59929916699912,right,0.0,1.3526712079983554,,66.59941141700256,66.60701766700367,67.09898658400198,67.10718279200228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.09918512500008,67.10718279200228,67.10718279200228,69.83376991700061,space,2.722147873995709,,,,,,,,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83395629200095,69.84607258400501,69.84607258400501,73.84997637500055,space,3.9982404990005302,,,,,,,,,,,,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,0.0,0.0,0.0,left,0.0,0.884833873999014,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.10253908400045,,,,,,,,,76.09394025000074,76.1813990840019,76.97455016700405,76.9659164590048,76.96660779200465,76.97455016700405,76.97455016700405,76.97455016700405,77.86630616700131,,,,,,,,,,,,,,,,,,,,,,,73.8746010840041,73.88388379200478,73.88388379200478,76.08374895900488,space,2.196983458001341,,left,0.0,0.884833873999014,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,1.0,1.0,0.0,right,0.0,1.2905943330042646,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.87444716699974,,,,,,,,,77.86679070899845,78.20525500000076,78.99824325000372,78.9884238750019,78.98903033399984,78.99824325000372,78.99824325000372,78.99824325000372,80.29013408400351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2905943330042646,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,2.0,0.0,1.0,right,1.0,0.8519715820002602,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,80.29788216700399,,,,,,,,,80.29062245900423,81.48988954200468,82.29043395900226,82.28242779200082,82.28297949999978,82.29043395900226,82.29043395900226,82.29043395900226,83.14965916700021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8519715820002602,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,3.0,1.0,1.0,right,0.0,1.3629116239972063,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,83.1577416670043,,,,,,,,,83.1501342920019,83.93987970900343,84.74150120899867,84.732619334005,84.73329745900264,84.74150120899867,84.74150120899867,84.74150120899867,86.10653358400305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3629116239972063,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,4.0,0.0,2.0,right,0.0,1.3362302500027,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,86.11431745900336,,,,,,,,,86.10704500000429,86.4563439170015,87.24826170899905,87.23911012500321,87.2397044169993,87.24826170899905,87.24826170899905,87.24826170899905,88.59038495900313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3362302500027,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,5.0,1.0,2.0,left,0.0,0.6901158330001635,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,88.59898495900416,,,,,,,,,88.59092183400207,88.68868712500262,89.48157408399857,89.4720389590002,89.47263525000017,89.48157408399857,89.48157408399857,89.48157408399857,90.17294937500264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6901158330001635,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,6.0,0.0,3.0,left,1.0,0.9157430409977678,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,90.181713209,,,,,,,,,90.17340479200357,90.5230704170026,91.32513229200411,91.31623716700416,91.31692816700524,91.32513229200411,91.32513229200411,91.32513229200411,92.24967554199976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9157430409977678,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,7.0,1.0,3.0,right,1.0,1.4920356660004472,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,92.25742237500526,,,,,,,,,92.25014841699884,92.58978724999906,93.38108154200016,93.37246283399872,93.3730605840028,93.38108154200016,93.38108154200016,93.38108154200016,94.88320904200371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4920356660004472,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,8.0,0.0,4.0,right,1.0,1.1155020000005609,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,94.89141083400318,,,,,,,,,94.88367512500554,95.22205608399965,96.0150093340053,96.00532516700332,96.00589325000328,96.0150093340053,96.0150093340053,96.0150093340053,97.1328919170046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1155020000005609,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,9.0,1.0,4.0,left,1.0,1.0526695820008172,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,97.1406593339998,,,,,,,,,97.13335208400532,97.4734150000004,98.27407770900028,98.26584570900012,98.26641920900148,98.27407770900028,98.27407770900028,98.27407770900028,99.333311375005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0526695820008172,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,10.0,0.0,5.0,right,0.0,1.0699719159965753,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,99.34182612500445,,,,,,,,,99.33384729200044,99.67241779200413,100.46503383399975,100.45548920900184,100.4560987090008,100.46503383399975,100.46503383399975,100.46503383399975,101.54014499999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0699719159965753,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,11.0,1.0,5.0,right,1.0,1.1136041240024497,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,101.54807041700406,,,,,,,,,101.54062495900143,102.3398974590018,103.141597834001,103.1328207500046,103.13351658399915,103.141597834001,103.141597834001,103.141597834001,104.25643208400288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1136041240024497,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,12.0,0.0,6.0,right,0.0,1.6426931239984697,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,104.26518858400232,,,,,,,,,104.25679966700407,104.60643075000552,105.40792145900195,105.39942833399982,105.40000887500356,105.40792145900195,105.40792145900195,105.40792145900195,107.05662604200188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.6426931239984697,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,13.0,1.0,6.0,left,0.0,1.3594518739992054,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,107.064591250004,,,,,,,,,107.05710866700248,108.25640545900389,109.0487963340056,109.0401128750018,109.04080975000396,109.0487963340056,109.0487963340056,109.0487963340056,110.4166140419984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3594518739992054,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,14.0,0.0,7.0,left,0.0,1.1261033740011044,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,110.42549412500377,,,,,,,,,110.41717304199848,110.75662079200264,111.55784404199947,111.54948604200035,111.5500411250032,111.55784404199947,111.55784404199947,111.55784404199947,112.6900922920031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1261033740011044,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,15.0,1.0,7.0,right,0.0,1.2291529569993145,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,112.6980499170022,,,,,,,,,112.69057820900343,113.89013604199864,114.69108179199976,114.68269770900224,114.68327675000182,114.69108179199976,114.69108179199976,114.69108179199976,115.92330945900176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2291529569993145,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,16.0,0.0,8.0,left,1.0,1.287070207996294,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,115.93210250000266,,,,,,,,,115.92378483400536,116.02243525000084,116.8152751250018,116.80577574999916,116.80632987499848,116.8152751250018,116.8152751250018,116.8152751250018,118.10681841699989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.287070207996294,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,17.0,1.0,8.0,right,1.0,0.8655699160008226,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,118.11499004199868,,,,,,,,,118.10731654200208,119.30699487500532,120.10842737500208,120.09966912500386,120.10023466699931,120.10842737500208,120.10842737500208,120.10842737500208,120.9835850840027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8655699160008226,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,18.0,0.0,9.0,right,0.0,0.8191522909983178,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,120.99229362500046,,,,,,,,,120.98415683400526,121.32351879199996,122.12455562499964,122.11619137500384,122.1167503750039,122.12455562499964,122.12455562499964,122.12455562499964,122.95020662499884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8191522909983178,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,19.0,1.0,9.0,right,1.0,0.9860072910014424,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,122.95783745900552,,,,,,,,,122.9506580840025,123.2905896250013,124.09157341700484,124.08276200000546,124.08345666700188,124.09157341700484,124.09157341700484,124.09157341700484,125.08330512500106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9860072910014424,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,20.0,0.0,10.0,left,1.0,0.769333790995006,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,125.09078783400037,,,,,,,,,125.0836900840004,126.27372395899874,127.0751037920054,127.06646387500224,127.0671075420032,127.0751037920054,127.0751037920054,127.0751037920054,127.8502460000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.769333790995006,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,21.0,1.0,10.0,left,0.0,0.7279344990020036,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,127.85817600000156,,,,,,,,,127.85071920900371,128.63942729200062,129.43201670900453,129.4228819170021,129.42348254199896,129.43201670900453,129.43201670900453,129.43201670900453,130.1672690839987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7279344990020036,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,22.0,0.0,11.0,left,1.0,0.9333696239991696,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,130.17524937500275,,,,,,,,,130.16774033399997,130.265749709004,131.0587921250044,131.04979062500206,131.0504683340041,131.0587921250044,131.0587921250044,131.0587921250044,132.0000948750021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9333696239991696,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,23.0,1.0,11.0,left,0.0,0.6461231249995762,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,132.0080654170015,,,,,,,,,132.00055995900038,132.78985125000327,133.58225354200113,133.57276175000152,133.57331500000146,133.58225354200113,133.58225354200113,133.58225354200113,134.2336328340025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6461231249995762,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,24.0,0.0,12.0,left,0.0,0.7027196660055779,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,134.2417337920051,,,,,,,,,134.234130542005,135.42276787500305,136.21545012500428,136.20637633400474,136.2070542090005,136.21545012500428,136.21545012500428,136.21545012500428,136.92335966700193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7027196660055779,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,25.0,1.0,12.0,right,0.0,0.7148427490028553,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,136.93225366700062,,,,,,,,,136.92373750000115,137.2739822500007,138.0745621669994,138.0662980000052,138.06688854200183,138.0745621669994,138.0745621669994,138.0745621669994,138.80056141700334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7148427490028553,,,,,,sub-115,1,random_dot,120.45864725709136,
left,left,26.0,0.0,13.0,left,1.0,1.0267557080005645,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,138.80820883400156,,,,,,,,,138.80101770900364,138.89966887500486,139.6922354999988,139.6832575840017,139.68395358400448,139.6922354999988,139.6922354999988,139.6922354999988,140.72417887500342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0267557080005645,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,27.0,1.0,13.0,right,1.0,1.378974166000262,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,140.7317495419993,,,,,,,,,140.7246454999986,141.0734127090036,141.86557158399955,141.85629766700004,141.8568761670031,141.86557158399955,141.86557158399955,141.86557158399955,143.25020987500466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.378974166000262,,,,,,sub-115,1,random_dot,120.45864725709136,
right,right,28.0,0.0,14.0,right,1.0,1.0470035409962293,,accuracy,space,2.196983458001341,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,143.25809987500543,,,,,,,,,143.25068820900196,143.5906785000043,144.3915605000002,144.38323479200335,144.3838201250037,144.3915605000002,144.3915605000002,144.3915605000002,145.44058487500297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0470035409962293,,,,,,sub-115,1,random_dot,120.45864725709136,
