direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
right,right,9.0,1.0,4.0,right,1.0,0.5271377000026405,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,27.522593200032134,,,,,,,,,27.5074578000349,27.85758460004581,28.65875070000766,28.64254999998957,28.64292180002667,28.65875070000766,28.65875070000766,28.65875070000766,29.19403600000078,right,1.0,0.5271377000026405,,29.194132700038608,29.20843679999234,29.710328200017106,29.69435300002806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,10.0,0.0,5.0,right,1.0,0.7030354000162333,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,29.710328200017106,,,,,,,,,29.69465640000999,30.49522879999131,31.29614960000617,31.27998920000391,31.280372500012163,31.29614960000617,31.29614960000617,31.29614960000617,32.014857900037896,right,1.0,0.7030354000162333,,32.01495260000229,32.030717200017534,32.531066499999724,32.513955700036604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,11.0,1.0,5.0,left,1.0,0.7531579000060447,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,32.531066499999724,,,,,,,,,32.51424869999755,32.61476110003423,33.4144317000173,33.400360300031025,33.40067280002404,33.4144317000173,33.4144317000173,33.4144317000173,34.169009100005496,left,1.0,0.7531579000060447,,34.169124500011094,34.18368990003364,34.68376179999905,34.66841680003563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,12.0,0.0,6.0,right,1.0,0.6614290000288747,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,34.68376179999905,,,,,,,,,34.66867939999793,35.4692156999954,36.270233699993696,36.25478550000116,36.255103400035296,36.270233699993696,36.270233699993696,36.270233699993696,36.939490300021134,right,1.0,0.6614290000288747,,36.93960560002597,36.953714500006754,37.45538769999985,37.43939760001376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,13.0,1.0,6.0,left,1.0,1.9348008999950248,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,37.45538769999985,,,,,,,,,37.43972970003961,38.24018080002861,39.04038750001928,39.02403100003721,39.02440260001458,39.04038750001928,39.04038750001928,39.04038750001928,40.97832789999666,left,1.0,1.9348008999950248,,40.97842090000631,40.99448739999207,,41.47911270003533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,14.0,0.0,7.0,left,1.0,1.6138358000316655,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,41.49452760000713,,,,,,,,,41.47948340000585,42.67985529999714,43.48181160003878,43.46521940000821,43.4655330000096,43.48181160003878,43.48181160003878,43.48181160003878,45.10072819999186,left,1.0,1.6138358000316655,,45.10082759999205,45.11628880002536,45.61678270000266,45.60058150003897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,15.0,1.0,7.0,right,1.0,0.65457559999777,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,45.61678270000266,,,,,,,,,45.60087680001743,45.70021350000752,46.50270410004305,46.486793100018986,46.48716920003062,46.50270410004305,46.50270410004305,46.50270410004305,47.17126999999164,right,1.0,0.65457559999777,,47.17139880004106,47.185929500032216,47.68804590002401,47.671982100000605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,16.0,0.0,8.0,left,1.0,0.7523501999676228,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,47.68804590002401,,,,,,,,,47.6722560999915,48.02072830003453,48.82324110000627,48.8067030000384,48.80704640003387,48.82324110000627,48.82324110000627,48.82324110000627,49.591571900004055,left,1.0,0.7523501999676228,,49.59169289999409,49.606354999996256,50.10729650000576,50.09109440003522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,17.0,1.0,8.0,right,1.0,0.6019165000179783,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,50.10729650000576,,,,,,,,,50.091378100041766,51.29315879999194,52.093442400044296,52.078423300001305,52.07874730002368,52.093442400044296,52.093442400044296,52.093442400044296,52.69698340003379,right,1.0,0.6019165000179783,,52.69707640004344,52.71104220004054,53.21273030003067,53.19699020002736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,18.0,0.0,9.0,left,1.0,1.0805338000063784,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,53.21273030003067,,,,,,,,,53.1973135000444,53.546499699994456,54.3475225000293,54.33037840004545,54.33067150000716,54.3475225000293,54.3475225000293,54.3475225000293,55.43325990001904,left,1.0,1.0805338000063784,,55.43335100001423,55.44857740000589,,55.93388970004162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,19.0,1.0,9.0,right,1.0,0.5686738999793306,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,55.95060040004319,,,,,,,,,55.93425069999648,57.13526190002449,57.93671640002867,57.921113900025375,57.92149110004539,57.93671640002867,57.93671640002867,57.93671640002867,58.52190530003281,right,1.0,0.5686738999793306,,58.522002700017765,58.53710710001178,,59.02223360002972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.02243900002213,59.03774620004697,59.03774620004697,69.68879069999093,space,10.647785599983765,,,,,,,,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6888511000434,69.70372560003307,69.70372560003307,72.8265672000125,space,3.118715299991891,,,,,,,,,,,,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,0.0,0.0,0.0,left,1.0,0.696993299992755,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.8461999000283,,,,,,,,,74.83811350003816,76.0323382000206,76.83332780003548,76.81738280004356,76.81770220003091,76.83332780003548,76.83332780003548,76.83332780003548,77.53556680004112,,,,,,,,,,,,,,,,,,,,,,,72.85355759999948,72.85805650003022,72.85805650003022,74.83195860002888,space,1.971509400056675,,left,1.0,0.696993299992755,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,1.0,1.0,0.0,right,1.0,0.4854160999529995,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,77.54998070001602,,,,,,,,,77.53598400001647,77.90181920002215,78.70267520000925,78.68646890000673,78.68678290001117,78.70267520000925,78.70267520000925,78.70267520000925,79.2041620000382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4854160999529995,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,2.0,0.0,1.0,left,1.0,0.4712214000173844,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,79.21972600003937,,,,,,,,,79.20447850000346,79.56972930004122,80.37218230002327,80.35641559999203,80.35679280001204,80.37218230002327,80.37218230002327,80.37218230002327,80.85723520000465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4712214000173844,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,3.0,1.0,1.0,right,1.0,0.3729795999825001,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,80.87195360002806,,,,,,,,,80.85763470001984,81.65759930002969,82.45915020001121,82.44217890000436,82.44249630003469,82.45915020001121,82.45915020001121,82.45915020001121,82.84283380000852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.3729795999825001,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,4.0,0.0,2.0,right,1.0,0.5520957999979146,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,82.85820489999605,,,,,,,,,82.84313230001135,83.19250880001346,83.99337209999794,83.9781445999979,83.97854000004008,83.99337209999794,83.99337209999794,83.99337209999794,84.54658980004024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5520957999979146,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,5.0,1.0,2.0,right,0.0,0.4820142000098713,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,84.56121890002396,,,,,,,,,84.5469044999918,85.36188080004649,86.16492880001897,86.1482004999998,86.14851130003808,86.16492880001897,86.16492880001897,86.16492880001897,86.6498623000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.4820142000098713,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,6.0,0.0,3.0,left,0.0,0.4454941999865696,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,86.66417669999646,,,,,,,,,86.65017400000943,87.85011920001125,88.65159930003574,88.63531849998981,88.63568400003714,88.65159930003574,88.65159930003574,88.65159930003574,89.10230630001752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4454941999865696,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,7.0,1.0,3.0,left,1.0,0.4714239999884739,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,89.11787350004306,,,,,,,,,89.1026691000443,89.90276150003774,90.70441990002293,90.68906120001338,90.68944170000032,90.70441990002293,90.70441990002293,90.70441990002293,91.18936519999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4714239999884739,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,8.0,0.0,4.0,left,1.0,0.7110480000264943,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,91.20545840001432,,,,,,,,,91.1897758000414,91.28770380001517,92.0901307000313,92.07311699999264,92.07343270001002,92.0901307000313,92.0901307000313,92.0901307000313,92.8084675000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7110480000264943,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,9.0,1.0,4.0,right,1.0,0.4684599000029266,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,92.82347270002356,,,,,,,,,92.80881300003966,92.90748470003018,93.70898990001297,93.69316290004645,93.69357110001148,93.70898990001297,93.70898990001297,93.70898990001297,94.1788166000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4684599000029266,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,10.0,0.0,5.0,left,0.0,0.2887087999843061,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,94.19158590002915,,,,,,,,,94.1791310000117,94.99448080000002,95.79559059999885,95.77973720000593,95.78013680002186,95.79559059999885,95.79559059999885,95.79559059999885,96.09741180000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.2887087999843061,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,11.0,1.0,5.0,left,1.0,0.5284259999752976,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,96.1116761000012,,,,,,,,,96.09783980000066,96.89617040002486,97.69851489999564,97.68300950003322,97.68336080003064,97.69851489999564,97.69851489999564,97.69851489999564,98.23395300004633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5284259999752976,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,12.0,0.0,6.0,left,1.0,0.5211962999892421,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,98.24911199999042,,,,,,,,,98.23435240000254,98.5994236000115,99.40066580002896,99.38369390001752,99.3839804000454,99.40066580002896,99.40066580002896,99.40066580002896,99.93651560001308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5211962999892421,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,13.0,1.0,6.0,right,1.0,0.8478181000100449,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,99.95088270003907,,,,,,,,,99.93693790002726,100.30257610004628,101.10374749999028,101.08798990002832,101.08839660004014,101.10374749999028,101.10374749999028,101.10374749999028,101.95571860001655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8478181000100449,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,14.0,0.0,7.0,left,1.0,0.4727304999832995,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,101.97082620003494,,,,,,,,,101.95615250000264,103.15571720001752,103.95788490003906,103.94233980000718,103.94265650003216,103.95788490003906,103.95788490003906,103.95788490003906,104.4425304000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4727304999832995,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,15.0,1.0,7.0,right,1.0,0.6080977999954484,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,104.45911850000266,,,,,,,,,104.4429146000184,105.2429667999968,106.04440310003702,106.02847330004442,106.02888080000412,106.04440310003702,106.04440310003702,106.04440310003702,106.66259840002748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6080977999954484,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,16.0,0.0,8.0,left,1.0,0.4848878000047989,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,106.67892620002384,,,,,,,,,106.66296260000672,106.76198980002664,107.56340800004546,107.5475398999988,107.54786729998888,107.56340800004546,107.56340800004546,107.56340800004546,108.064730699989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4848878000047989,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,17.0,1.0,8.0,right,1.0,0.4296311999787576,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,108.08066710003186,,,,,,,,,108.06513659999472,108.41487370000686,109.21613570000044,109.19996400002856,109.20035290002124,109.21613570000044,109.21613570000044,109.21613570000044,109.65068780002184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4296311999787576,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,18.0,0.0,9.0,left,0.0,0.4711911000194959,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,109.66555580002024,,,,,,,,,109.65108640003018,110.00009790004697,110.8017727000406,110.78581460000714,110.78618970001116,110.8017727000406,110.8017727000406,110.8017727000406,111.28569039999276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4711911000194959,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,19.0,1.0,9.0,left,1.0,0.4029418000136502,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,111.301529999997,,,,,,,,,111.28605360002256,112.08613630000036,112.88858100003564,112.87250630004564,112.87282240000786,112.88858100003564,112.88858100003564,112.88858100003564,113.30675079999492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4029418000136502,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,20.0,0.0,10.0,right,0.0,0.6242208000039682,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,113.32189630001083,,,,,,,,,113.3071612000349,114.50736350001534,115.30868509999708,115.2917949000257,115.29217090003658,115.30868509999708,115.30868509999708,115.30868509999708,115.94288550002966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6242208000039682,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,21.0,1.0,10.0,right,1.0,0.627089999965392,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,115.95853800000624,,,,,,,,,115.94328450004105,116.30888860003324,117.11150850000558,117.09506910003256,117.09544490004193,117.11150850000558,117.11150850000558,117.11150850000558,117.74689650000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.627089999965392,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,22.0,0.0,11.0,left,0.0,0.4564934000372886,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,117.76246850000462,,,,,,,,,117.74721890001092,118.11201050004456,118.9143960000365,118.89844020002056,118.89883760001976,118.9143960000365,118.9143960000365,118.9143960000365,119.38289950002218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4564934000372886,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,23.0,1.0,11.0,left,1.0,0.4569125000271015,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,119.39698560000396,,,,,,,,,119.38321790000192,120.18282079999337,120.9834063000162,120.96779060002882,120.96810930001084,120.9834063000162,120.9834063000162,120.9834063000162,121.45201730000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4569125000271015,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,24.0,0.0,12.0,left,1.0,0.7076613999670371,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,121.46714240004076,,,,,,,,,121.4523451999994,122.2526063999976,123.05337830004282,123.03754720004508,123.03786129999207,123.05337830004282,123.05337830004282,123.05337830004282,123.7725459000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7076613999670371,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,25.0,1.0,12.0,right,1.0,0.99718289996963,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,123.78687770001125,,,,,,,,,123.7728616000386,124.13832349999576,124.9397993000457,124.92402430000948,124.92434570001204,124.9397993000457,124.9397993000457,124.9397993000457,125.94191360002152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.99718289996963,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,26.0,0.0,13.0,right,0.0,0.7395957999979146,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,125.95686969999224,,,,,,,,,125.9423162000021,127.14368480001576,127.94381750002503,127.9286240999936,127.9289853000082,127.94381750002503,127.94381750002503,127.94381750002503,128.69547269999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7395957999979146,,,,,sub-189,1,random_dot,59.815087636671365,
right,right,27.0,1.0,13.0,left,0.0,2.175105200032704,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,128.71131980000064,,,,,,,,,128.69581020000624,129.89745129999935,130.69763080001576,130.6827917000046,130.68310020002536,130.69763080001576,130.69763080001576,130.69763080001576,132.8870173000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.175105200032704,,,,,sub-189,1,random_dot,59.815087636671365,
left,left,28.0,0.0,14.0,left,1.0,0.9238651999621652,,speed,space,1.971509400056675,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,132.90085700002965,,,,,,,,,132.88733719999436,134.08664870000212,134.88817029999336,134.8728223000071,134.87321130000055,134.88817029999336,134.88817029999336,134.88817029999336,135.82446370000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9238651999621652,,,,,sub-189,1,random_dot,59.815087636671365,
