direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.1364330000360496,0.1760948000010103,0.1760948000010103,44.33195120003074,space,232.80148409999677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,44.35337680001976,,,,,,,,,44.34810580004705,45.54601470002672,46.36377480003284,46.33000980003271,46.3300546000246,46.36377480003284,46.36377480003284,46.36377480003284,51.34471470001154,51.76401760004228,right,1.0,194.0496337999939,,51.76621630002046,51.805236000043806,52.27700410003308,,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,52.29405120003503,,,,,,,,,52.27773640002124,53.47732880001422,54.27768769999966,54.26285240001744,54.26292180002201,54.27768769999966,54.27768769999966,54.27768769999966,,58.062838300014846,left,1.0,192.42413509998005,,58.06469389999984,58.07582610001555,58.56057710002642,58.57552130002296,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,58.57552130002296,,,,,,,,,58.561874700011685,59.37504700000864,60.17560539999977,60.159986500046216,60.16004560003057,60.17560539999977,60.17560539999977,60.17560539999977,,63.12813730002381,right,1.0,191.6060327999876,,63.12994910002453,63.14074390003225,63.62581490003504,63.64072320004925,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,63.64072320004925,,,,,,,,,63.62709430005634,63.99053910002112,64.79089000000386,64.77510740002617,64.775168400025,64.79089000000386,64.79089000000386,64.79089000000386,,67.94277680001687,left,1.0,191.799832199933,,67.9446000000462,67.95586540002842,68.44081390002975,68.45581850002054,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,68.45581850002054,,,,,,,,,68.44217940000817,69.65549940004712,70.45608960004756,70.44126210000832,70.44132360001095,70.45608960004756,70.45608960004756,70.45608960004756,,72.48986690002494,right,1.0,190.6884060999728,,72.4906661999994,72.50395090004895,72.98953020002227,73.00462880003033,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,73.00462880003033,,,,,,,,,72.99085650005145,73.80429610004649,74.60447120002937,74.58917900000233,74.58924200001638,74.60447120002937,74.60447120002937,74.60447120002937,,78.05650160001824,right,0.0,192.10436509992,,78.05842730001314,78.08825860003708,78.56969190004747,,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,78.58523990004323,,,,,,,,,78.57096390001243,78.91899640002521,79.71957130002556,79.70385380001971,79.70391740003834,79.71957130002556,79.71957130002556,79.71957130002556,,83.9714110000059,right,1.0,192.89212779991797,,83.9742645000224,83.99132770003052,84.48437600000761,,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,84.5008890000172,,,,,,,,,84.4856425000471,84.58432310004719,85.38472200004617,85.36876020004274,85.3688232000568,85.38472200004617,85.38472200004617,85.38472200004617,,88.53665400005411,left,1.0,191.7910331999301,,88.53861840005266,88.54967670002952,89.03297220001696,89.04887400002917,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,89.04887400002917,,,,,,,,,89.03346120001515,89.84908360004192,90.64931730000536,90.6333354000235,90.63339080003789,90.64931730000536,90.64931730000536,90.64931730000536,,94.86689830000978,left,1.0,192.86767139995936,,94.86814570002024,94.88038380001672,95.36471130000427,95.38024790002964,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,95.38024790002964,,,,,,,,,95.36541920003948,95.7300548000494,96.53143410000484,96.51629630004754,96.51640280004358,96.53143410000484,96.53143410000484,96.53143410000484,,99.49960330000611,right,1.0,191.6201601999928,,99.50150040001608,99.51267290004762,99.99765330000082,100.0124305000063,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,100.0124305000063,,,,,,,,,99.99893140001222,101.21252820000518,102.01267730002292,101.9970099000493,101.99707080004735,102.01267730002292,102.01267730002292,102.01267730002292,107.0108184000128,107.28198880003764,left,0.0,193.92253769992385,,107.28383950004354,107.30685060005636,107.79379700002028,,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,107.810211300035,,,,,,,,,107.79502040002262,107.89339240000118,108.69376960000956,108.67874270002358,108.67880660004448,108.69376960000956,108.69376960000956,108.69376960000956,,111.04659950005588,left,1.0,191.00012669997523,,111.048695400008,111.06752590002723,111.55920390004758,,,,,,,,,,,,,,,,,,,,,,,,,,sub-050,1.0,random_dot,60.044156459386414,
