direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 85
left,left,34.0,0.0,17.0,right,0.0,0.8262351359589957,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,322.4161518109613,,,,,,,,,322.40586610196624,323.599992651958,324.3898690159549,324.38320221798494,324.3834638699773,324.3898690159549,324.3898690159549,324.3898690159549,325.21786341798725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8262351359589957,,,,sub-068,1.0,random_dot,,
right,right,35.0,1.0,17.0,left,0.0,0.6408087990130298,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,325.2244566239533,,,,,,,,,325.21813249599654,325.55693060398335,326.3663009699667,326.3412711759447,326.3420554099721,326.3663009699667,326.3663009699667,326.3663009699667,327.01706303597894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6408087990130298,,,,sub-068,1.0,random_dot,,
right,right,36.0,0.0,18.0,left,0.0,1.1857997049810365,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,327.02465252694674,,,,,,,,,327.0173286049976,328.2197381889564,329.0173126089503,329.0067016959656,329.00738932797685,329.0173126089503,329.0173126089503,329.0173126089503,330.2102425969788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1857997049810365,,,,sub-068,1.0,random_dot,,
left,left,37.0,1.0,18.0,right,0.0,0.7206084179924801,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,330.2191227529547,,,,,,,,,330.2105178219499,331.4070950379828,332.2095995089621,332.20161649998045,332.2020683019655,332.2095995089621,332.2095995089621,332.2095995089621,332.935211176984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7206084179924801,,,,sub-068,1.0,random_dot,,
right,right,38.0,0.0,19.0,left,0.0,0.8547005549771711,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,1.0,332.94172381196404,,,,,,,,,332.93580615898827,333.7348091049935,334.53343794395914,334.5233506549848,334.52397639199626,334.53343794395914,334.53343794395914,334.53343794395914,335.39371698495233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8547005549771711,,,,sub-068,1.0,random_dot,,
left,left,39.0,1.0,19.0,left,1.0,2.0081084899720736,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,0.0,335.4025735569885,,,,,,,,,335.3939917579992,336.58883535896894,337.3831278749858,337.3739344969508,337.37475060496945,337.3831278749858,337.3831278749858,337.3831278749858,339.4005358949653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0081084899720736,,,,sub-068,1.0,random_dot,,
right,right,40.0,0.0,20.0,right,1.0,1.0800638740183786,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,1.0,339.4093502399628,,,,,,,,,339.4011727769976,340.18995657999767,340.9941632769769,340.9848640659475,340.98531725094654,340.9941632769769,340.9941632769769,340.9941632769769,342.0780042029801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0800638740183786,,,,sub-068,1.0,random_dot,,
left,left,41.0,1.0,20.0,right,0.0,1.2465407939744182,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,0.0,342.085391976987,,,,,,,,,342.078417215962,342.87341826898046,343.66766404599184,343.6565574389533,343.6574004729628,343.66766404599184,343.66766404599184,343.66766404599184,344.91763529594755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2465407939744182,,,,sub-068,1.0,random_dot,,
right,right,42.0,0.0,21.0,right,1.0,0.8169556849752553,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,344.92542032699566,,,,,,,,,344.9179642489762,345.2676332289702,346.06699763197685,346.0564114579465,346.0571188349859,346.06699763197685,346.06699763197685,346.06699763197685,346.8853895819629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8169556849752553,,,,sub-068,1.0,random_dot,,
left,left,43.0,1.0,21.0,left,1.0,0.7542952429503202,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,346.8911690579844,,,,,,,,,346.8856591889635,346.9839867579867,347.78303856996354,347.7724871179671,347.7730598009657,347.78303856996354,347.78303856996354,347.78303856996354,348.5389385999879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7542952429503202,,,,sub-068,1.0,random_dot,,
left,left,44.0,0.0,22.0,right,0.0,0.8520123889902607,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,0.0,348.5501237799763,,,,,,,,,348.53929711598903,348.8829877949902,349.6761630969704,349.66811309894547,349.6685616569593,349.6761630969704,349.6761630969704,349.6761630969704,350.53438123798696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8520123889902607,,,,sub-068,1.0,random_dot,,
right,right,45.0,1.0,22.0,left,0.0,1.328831848979462,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,1.0,350.54083855298813,,,,,,,,,350.5346479449654,351.734088186,352.52539499499835,352.51719556498574,352.5178457479924,352.52539499499835,352.52539499499835,352.52539499499835,353.8668540789513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.328831848979462,,,,sub-068,1.0,random_dot,,
right,right,46.0,0.0,23.0,left,0.0,1.500905089022126,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,1.0,353.87380617298186,,,,,,,,,353.86713447998045,354.2056809869828,355.00047157896915,354.9896003419999,354.9904045649455,355.00047157896915,355.00047157896915,355.00047157896915,356.50348129996564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.500905089022126,,,,sub-068,1.0,random_dot,,
left,left,47.0,1.0,23.0,right,0.0,1.871950812987052,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,0.0,356.5161157469847,,,,,,,,,356.5037280699471,356.5992187979864,357.39128903398523,357.3832374539925,357.3836874499684,357.39128903398523,357.39128903398523,357.39128903398523,359.267539561959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.871950812987052,,,,sub-068,1.0,random_dot,,
left,left,48.0,0.0,24.0,right,0.0,3.208577088022139,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,0.0,359.2743949180003,,,,,,,,,359.267885009991,359.6070029049879,360.4108137849835,360.4013543089968,360.4019370329916,360.4108137849835,360.4108137849835,360.4108137849835,363.6261863889522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.208577088022139,,,,sub-068,1.0,random_dot,,
right,right,49.0,1.0,24.0,left,0.0,1.1619080749806017,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,1.0,363.64838090294506,,,,,,,,,363.6264254099806,364.8230437589809,365.6171007969533,365.60618064395385,365.6069642259972,365.6171007969533,365.6171007969533,365.6171007969533,366.8007740459871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1619080749806017,,,,sub-068,1.0,random_dot,,
left,left,50.0,0.0,25.0,right,0.0,1.5553895049961284,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,366.8162756989477,,,,,,,,,366.8011961929733,367.9906102929963,368.7926447049831,368.7846806629677,368.785141425964,368.7926447049831,368.7926447049831,368.7926447049831,370.367947289953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.5553895049961284,,,,sub-068,1.0,random_dot,,
right,right,51.0,1.0,25.0,right,1.0,0.9584510090062396,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,370.3752164819744,,,,,,,,,370.3682879959815,370.45783736999147,371.2666295459494,371.2410219439771,371.2418221979751,371.2666295459494,371.2666295459494,371.2666295459494,372.2347836499685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9584510090062396,,,,sub-068,1.0,random_dot,,
right,right,52.0,0.0,26.0,left,0.0,1.0905249279458076,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,1.0,372.2412262389553,,,,,,,,,372.2350517019513,373.0350933999871,373.8336857599788,373.82266764499946,373.8234545899904,373.8336857599788,373.8336857599788,373.8336857599788,374.9334875669447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0905249279458076,,,,sub-068,1.0,random_dot,,
left,left,53.0,1.0,26.0,left,1.0,0.8649414200335741,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,0.0,374.9397814909462,,,,,,,,,374.9337101349957,376.1224392919685,376.917058373976,376.9061477929936,376.90694606897887,376.917058373976,376.917058373976,376.917058373976,377.7880713179474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8649414200335741,,,,sub-068,1.0,random_dot,,
right,right,54.0,0.0,27.0,left,0.0,1.3480580180184916,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,1.0,377.799421291973,,,,,,,,,377.7884989119484,377.8825896239723,378.6753002089681,378.6674155209912,378.6678689539549,378.6753002089681,378.6753002089681,378.6753002089681,380.03369258495513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3480580180184916,,,,sub-068,1.0,random_dot,,
left,left,55.0,1.0,27.0,right,0.0,0.821532185014803,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,0.0,380.049554726982,,,,,,,,,380.0340382259456,380.8232488599606,381.6256271159509,381.6163224649499,381.61678249097895,381.6256271159509,381.6256271159509,381.6256271159509,382.4548796609743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.821532185014803,,,,sub-068,1.0,random_dot,,
right,right,56.0,0.0,28.0,left,0.0,1.1914270580164157,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,382.4654880549642,,,,,,,,,382.4550946179661,382.81662299798336,383.6088427429786,383.60075541900005,383.6012208579923,383.6088427429786,383.6088427429786,383.6088427429786,384.81803101097466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1914270580164157,,,,sub-068,1.0,random_dot,,
left,left,57.0,1.0,28.0,right,0.0,0.7933825489599258,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,384.82592929998646,,,,,,,,,384.8184498709743,385.1673200679943,385.9666494329576,385.95596974896034,385.9567274349975,385.9666494329576,385.9666494329576,385.9666494329576,386.7667956649675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7933825489599258,,,,sub-068,1.0,random_dot,,
left,left,58.0,0.0,29.0,right,0.0,0.6954354259651154,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,0.0,386.7743338859873,,,,,,,,,386.7671120619634,387.9565298569505,388.7516465759836,388.74048294796376,388.7412638369715,388.7516465759836,388.7516465759836,388.7516465759836,389.4668850299786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6954354259651154,,,,sub-068,1.0,random_dot,,
right,right,59.0,1.0,29.0,right,1.0,0.6600558210047893,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,1.0,389.47396027995273,,,,,,,,,389.4672515429557,389.5554953579558,390.35007360298187,390.3400394009659,390.3408102209796,390.35007360298187,390.35007360298187,390.35007360298187,391.0341636359808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6600558210047893,,,,sub-068,1.0,random_dot,,
,,1.0,1.0,0.0,,,,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-068,1.0,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0398629559786,391.0491259599803,sub-068,,,,
