direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 85
right,right,38.0,0.0,19.0,right,1.0,1.042101947008632,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,1.0,178.8257479799795,,,,,,,,,178.81953546998557,178.90991118794773,179.71146631694864,179.7035834179842,179.70403890195303,179.71146631694864,179.71146631694864,179.71146631694864,180.7617445719661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.042101947008632,,,,sub-068,1.0,random_dot,,
left,left,39.0,1.0,19.0,left,1.0,0.9518559210118838,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,180.77153827698203,,,,,,,,,180.76205910398855,180.85971250699367,181.65566675399896,181.6432604479487,181.64406617195343,181.65566675399896,181.65566675399896,181.65566675399896,182.61505053099245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9518559210118838,,,,sub-068,1.0,random_dot,,
left,left,40.0,0.0,20.0,left,1.0,1.6777576329768635,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,182.6221468909644,,,,,,,,,182.61528721498323,182.95819036394823,183.75202801794512,183.741363471956,183.7419411849696,183.75202801794512,183.75202801794512,183.75202801794512,185.4528499149601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6777576329768635,,,,sub-068,1.0,random_dot,,
right,right,41.0,1.0,20.0,right,1.0,1.3998363640275784,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,1.0,185.4598809639574,,,,,,,,,185.45315364998527,186.2418145039701,187.0357549749897,187.02588365698463,187.026514141995,187.0357549749897,187.0357549749897,187.0357549749897,188.4368499709526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3998363640275784,,,,sub-068,1.0,random_dot,,
right,right,42.0,0.0,21.0,left,0.0,2.0205501160235144,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,1.0,188.44227985898036,,,,,,,,,188.4370974149788,189.63678836496547,190.43630375596692,190.4252984309569,190.42608383396876,190.43630375596692,190.43630375596692,190.43630375596692,192.4699017209932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.0205501160235144,,,,sub-068,1.0,random_dot,,
left,left,43.0,1.0,21.0,right,0.0,2.288833665021229,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,0.0,192.47646256594453,,,,,,,,,192.4701718429569,192.559837326,193.35387918294876,193.34312463895185,193.34390982799232,193.35387918294876,193.35387918294876,193.35387918294876,195.65359044098292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.288833665021229,,,,sub-068,1.0,random_dot,,
left,left,44.0,0.0,22.0,left,1.0,2.5226914020022377,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,195.66257040796336,,,,,,,,,195.6540813939646,196.4430560729816,197.245072562946,197.23685718496563,197.23740880098197,197.245072562946,197.245072562946,197.245072562946,199.7705942259636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5226914020022377,,,,sub-068,1.0,random_dot,,
right,right,45.0,1.0,22.0,right,1.0,2.464159194962121,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,1.0,199.77816930698464,,,,,,,,,199.7708751539467,199.8689099579933,200.6614644039655,200.65264400298477,200.65325812995437,200.6614644039655,200.6614644039655,200.6614644039655,203.12803515099225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.464159194962121,,,,sub-068,1.0,random_dot,,
left,left,46.0,0.0,23.0,left,1.0,1.218295291007962,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,0.0,203.1349181529949,,,,,,,,,203.12833775597392,203.92618076398503,204.7264591359999,204.7188321889844,204.71929956495296,204.7264591359999,204.7264591359999,204.7264591359999,205.9530597559642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.218295291007962,,,,sub-068,1.0,random_dot,,
right,right,47.0,1.0,23.0,left,0.0,1.0153937640134243,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,1.0,205.95992171694525,,,,,,,,,205.9533082799753,206.3031090969453,207.10318180097968,207.0921797049814,207.09297662996687,207.10318180097968,207.10318180097968,207.10318180097968,208.1274410019978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0153937640134243,,,,sub-068,1.0,random_dot,,
left,left,48.0,0.0,24.0,left,1.0,2.213278845010791,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,208.13601561594987,,,,,,,,,208.12769138696603,208.23627982195467,209.0354806879768,209.02523914299672,209.02590353100092,209.0354806879768,209.0354806879768,209.0354806879768,211.25697963195853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.213278845010791,,,,sub-068,1.0,random_dot,,
right,right,49.0,1.0,24.0,right,1.0,1.4598253479925916,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,211.2679768379894,,,,,,,,,211.25726790196492,212.0512417559512,212.84499274997503,212.83552289899671,212.8359753959812,212.84499274997503,212.84499274997503,212.84499274997503,214.31368154095253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4598253479925916,,,,sub-068,1.0,random_dot,,
left,left,50.0,0.0,25.0,right,0.0,1.1697995000286028,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,214.3207793739857,,,,,,,,,214.31396267097443,215.10952731396537,215.911977486976,215.90243416198064,215.90302859200165,215.911977486976,215.911977486976,215.911977486976,217.0873160599731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1697995000286028,,,,sub-068,1.0,random_dot,,
right,right,51.0,1.0,25.0,right,1.0,1.5709229659987614,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,1.0,217.0936500459793,,,,,,,,,217.08753111498663,218.28492347494463,219.0779252309585,219.0698414099752,219.0703106369474,219.0779252309585,219.0779252309585,219.0779252309585,220.6702614919632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5709229659987614,,,,sub-068,1.0,random_dot,,
left,left,52.0,0.0,26.0,left,1.0,2.324920234037563,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,0.0,220.67879766394617,,,,,,,,,220.6706596579752,220.76945329096637,221.56887801998528,221.5583087099949,221.55906370998127,221.56887801998528,221.56887801998528,221.56887801998528,223.90440775296884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.324920234037563,,,,sub-068,1.0,random_dot,,
right,right,53.0,1.0,26.0,right,1.0,1.1252541350550018,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,1.0,223.9114355299971,,,,,,,,,223.9046631929814,224.00237554998603,224.7934708760004,224.7854032960022,224.78590303997044,224.7934708760004,224.7934708760004,224.7934708760004,225.91997155197896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1252541350550018,,,,sub-068,1.0,random_dot,,
left,left,54.0,0.0,27.0,left,1.0,1.0376392169855535,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,0.0,225.92605858499883,,,,,,,,,225.92022750299657,226.71814191696467,227.51121285097904,227.5030293269665,227.5034865199705,227.51121285097904,227.51121285097904,227.51121285097904,228.5526041299454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0376392169855535,,,,sub-068,1.0,random_dot,,
right,right,55.0,1.0,27.0,right,1.0,2.283110612013843,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,1.0,228.56054707395376,,,,,,,,,228.55304121098013,228.6514988199924,229.4427115569706,229.4342632549815,229.43504600797317,229.4427115569706,229.4427115569706,229.4427115569706,231.73025104799308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.283110612013843,,,,sub-068,1.0,random_dot,,
right,right,56.0,0.0,28.0,right,1.0,1.6262029850040562,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,1.0,231.73638889798892,,,,,,,,,231.730548367952,232.9253599419608,233.72663525794636,233.7185909319669,233.71905278798656,233.72663525794636,233.72663525794636,233.72663525794636,235.3542521209456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6262029850040562,,,,sub-068,1.0,random_dot,,
left,left,57.0,1.0,28.0,right,0.0,1.5583480329951271,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,0.0,235.36076682194837,,,,,,,,,235.35467621596763,235.70259000197984,236.49636589194412,236.486333105946,236.4872113839956,236.49636589194412,236.49636589194412,236.49636589194412,238.06312405597416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.5583480329951271,,,,sub-068,1.0,random_dot,,
right,right,58.0,0.0,29.0,left,0.0,1.7428299150196835,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,238.0703876439948,,,,,,,,,238.0634647929692,238.40758849296253,239.2109899409697,239.2027765379753,239.2032290559728,239.2109899409697,239.2109899409697,239.2109899409697,240.9618630959885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.7428299150196835,,,,sub-068,1.0,random_dot,,
left,left,59.0,1.0,29.0,left,1.0,1.2727779860142618,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,240.9703789519845,,,,,,,,,240.96211133798352,242.15831393294505,242.96100643998943,242.9513431169908,242.95204852498136,242.96100643998943,242.96100643998943,242.96100643998943,244.23558535799384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2727779860142618,,,,sub-068,1.0,random_dot,,
,,0.0,0.0,0.0,,,,,accuracy,space,2.098919140989892,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-068,1.0,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,0.5664826899883337,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,246.7639442969812,,,,,,,,,246.75614624796435,247.9513115369482,248.7446360399481,248.73507514898665,248.7356982039637,248.7446360399481,248.7446360399481,248.7446360399481,249.31311415799428,,,,,,,,,,,,,,,,,,,,,,,244.2434188689804,244.25290882599077,244.25290882599077,246.7523179539712,space,2.488955424982123,,right,0.0,0.5664826899883337,,,,sub-068,1.0,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,0.6954467159812339,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,249.3208792709629,,,,,,,,,249.3134166119853,250.10744759097,250.90245075896385,250.89141274394933,250.892201974988,250.90245075896385,250.90245075896385,250.90245075896385,251.61963475396624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6954467159812339,,,,sub-068,1.0,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,0.904265327961184,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,251.6266830779496,,,,,,,,,251.6200293949805,251.71737251000013,252.50957124796696,252.50156414095545,252.5020174769452,252.50957124796696,252.50957124796696,252.50957124796696,253.4359337729984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.904265327961184,,,,sub-068,1.0,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,1.0143393489997834,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,253.443800332956,,,,,,,,,253.43623762897917,253.52546040399463,254.32871872198305,254.3192843789584,254.3198695689789,254.32871872198305,254.32871872198305,254.32871872198305,255.34759527695127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0143393489997834,,,,sub-068,1.0,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,0.7590606390149333,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,255.3549176179804,,,,,,,,,255.34786802798044,255.44189101096708,256.2508233099943,256.23665952595184,256.23714389797533,256.2508233099943,256.2508233099943,256.2508233099943,257.01820841099834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7590606390149333,,,,sub-068,1.0,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,0.6424664449878037,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,257.02482595999027,,,,,,,,,257.01846357097384,257.10828565596603,257.9043681269977,257.89298165094806,257.8937701179529,257.9043681269977,257.9043681269977,257.9043681269977,258.5562596449745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6424664449878037,,,,sub-068,1.0,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,0.5885404509608634,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,258.5670735779568,,,,,,,,,258.5565281979507,258.90212933399016,259.69357398396824,259.6855476979981,259.6860028919764,259.69357398396824,259.69357398396824,259.69357398396824,260.28540609497577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5885404509608634,,,,sub-068,1.0,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,0.64457968599163,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,260.29319613496773,,,,,,,,,260.28578672296135,261.4754785449477,262.2774257399724,262.26921501394827,262.269660416001,262.2774257399724,262.2774257399724,262.2774257399724,262.92581832094584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.64457968599163,,,,sub-068,1.0,random_dot,,
right,right,8.0,0.0,4.0,right,1.0,0.7011363579658791,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,262.9331756149768,,,,,,,,,262.9261095059919,263.0264429919771,263.82779175497126,263.81814223894617,263.8186027149786,263.82779175497126,263.82779175497126,263.82779175497126,264.53824604395777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7011363579658791,,,,sub-068,1.0,random_dot,,
left,left,9.0,1.0,4.0,left,1.0,0.6955810229992494,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,264.551160590956,,,,,,,,,264.5384893729933,264.63720302894944,265.45024548098445,265.4266560219694,265.4272800280014,265.45024548098445,265.45024548098445,265.45024548098445,266.1540163299651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6955810229992494,,,,sub-068,1.0,random_dot,,
left,left,10.0,0.0,5.0,right,0.0,0.9601672859862448,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,266.160557990952,,,,,,,,,266.1542307729833,266.9509929429624,267.74612342298497,267.73607934400206,267.73673486098414,267.74612342298497,267.74612342298497,267.74612342298497,268.71988275594776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9601672859862448,,,,sub-068,1.0,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,0.7525963390362449,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,268.7343019639957,,,,,,,,,268.7204665269819,269.06766732997494,269.85932155296905,269.8513581299921,269.8518096979824,269.85932155296905,269.85932155296905,269.85932155296905,270.63537598296534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7525963390362449,,,,sub-068,1.0,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,0.6080681800376624,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,0.0,270.64334552397486,,,,,,,,,270.63575352699263,271.43498955096584,272.23423860996263,272.2207870549755,272.2214402849786,272.23423860996263,272.23423860996263,272.23423860996263,272.85373495996464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6080681800376624,,,,sub-068,1.0,random_dot,,
right,right,13.0,1.0,6.0,left,0.0,0.6459609200246632,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,1.0,272.86299929296365,,,,,,,,,272.85425352398306,273.2007324610022,273.9940116519574,273.9847079559695,273.98516480997205,273.9940116519574,273.9940116519574,273.9940116519574,274.64454360998934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6459609200246632,,,,sub-068,1.0,random_dot,,
right,right,14.0,0.0,7.0,left,0.0,0.8670133510022424,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,274.6535417799605,,,,,,,,,274.64479224494426,274.740990596998,275.54989040695364,275.52540980099,275.5262152409996,275.54989040695364,275.54989040695364,275.54989040695364,276.4205637809937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8670133510022424,,,,sub-068,1.0,random_dot,,
left,left,15.0,1.0,7.0,right,0.0,1.219406149990391,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,276.4273855199572,,,,,,,,,276.4209274390014,277.61769754998386,278.4089462699485,278.40112336399034,278.4015772289713,278.4089462699485,278.4089462699485,278.4089462699485,279.6348434309475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.219406149990391,,,,sub-068,1.0,random_dot,,
right,right,16.0,0.0,8.0,right,1.0,0.6736754940357059,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,279.6412456269609,,,,,,,,,279.63505773298675,280.82437214197125,281.61850067897467,281.60745543194935,281.6082393269753,281.61850067897467,281.61850067897467,281.61850067897467,282.3023032809724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6736754940357059,,,,sub-068,1.0,random_dot,,
left,left,17.0,1.0,8.0,left,1.0,0.6773291560239159,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,282.3095301689464,,,,,,,,,282.3026918959804,283.5003324629506,284.2925482519786,284.28455531195505,284.2850099969655,284.2925482519786,284.2925482519786,284.2925482519786,284.9780837799772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6773291560239159,,,,sub-068,1.0,random_dot,,
right,right,18.0,0.0,9.0,right,1.0,1.141411034972407,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,284.9858791139559,,,,,,,,,284.97829812497366,285.77492085599806,286.57570931100054,286.56760277797,286.5680596579914,286.57570931100054,286.57570931100054,286.57570931100054,287.73511041497113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.141411034972407,,,,sub-068,1.0,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,1.655097302980721,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,287.74342729896307,,,,,,,,,287.73548939597094,287.83403986599296,288.6259641349898,288.61794597195694,288.6183997199987,288.6259641349898,288.6259641349898,288.6259641349898,290.30144095397554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.655097302980721,,,,sub-068,1.0,random_dot,,
left,left,20.0,0.0,10.0,right,0.0,0.8039961530012079,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,290.3150656299549,,,,,,,,,290.301864369947,291.09142776898807,291.8929349620012,291.88525466498686,291.8857393270009,291.8929349620012,291.8929349620012,291.8929349620012,292.7031840219861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8039961530012079,,,,sub-068,1.0,random_dot,,
right,right,21.0,1.0,10.0,left,0.0,0.6981716409791261,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,292.7100573629723,,,,,,,,,292.7034047259949,293.4996619929443,294.2923965889495,294.2848673579865,294.2852594569558,294.2923965889495,294.2923965889495,294.2923965889495,295.0005644679768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6981716409791261,,,,sub-068,1.0,random_dot,,
left,left,22.0,0.0,11.0,left,1.0,0.6939409439801238,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,0.0,295.0170713059488,,,,,,,,,295.0008095839876,296.19149786396883,296.992125359946,296.98427894397173,296.98474374599755,296.992125359946,296.992125359946,296.992125359946,297.6878392569488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6939409439801238,,,,sub-068,1.0,random_dot,,
right,right,23.0,1.0,11.0,left,0.0,1.6246404300327413,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,1.0,297.7011732959654,,,,,,,,,297.68810280796606,297.78518946596887,298.5835005109548,298.57316762697883,298.5736993099563,298.5835005109548,298.5835005109548,298.5835005109548,300.21142461296404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.6246404300327413,,,,sub-068,1.0,random_dot,,
right,right,24.0,0.0,12.0,right,1.0,1.6355546489940025,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,1.0,300.2191711839987,,,,,,,,,300.2116772219888,300.3083255869569,301.1014474859694,301.0913246869459,301.0921285019722,301.1014474859694,301.1014474859694,301.1014474859694,302.7525422159815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6355546489940025,,,,sub-068,1.0,random_dot,,
left,left,25.0,1.0,12.0,left,1.0,2.058457717008423,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,0.0,302.76050781598315,,,,,,,,,302.7529732909752,303.0918466949952,303.88470404897816,303.8751393119456,303.8757268670015,303.88470404897816,303.88470404897816,303.88470404897816,305.95160031097475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.058457717008423,,,,sub-068,1.0,random_dot,,
right,right,26.0,0.0,13.0,right,1.0,0.6885932949953713,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,1.0,305.959043003968,,,,,,,,,305.9518140339642,306.3007745879586,307.09457221999764,307.0851847009617,307.08576779294526,307.09457221999764,307.09457221999764,307.09457221999764,307.7857957609813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6885932949953713,,,,sub-068,1.0,random_dot,,
left,left,27.0,1.0,13.0,left,1.0,0.6181641719886102,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,0.0,307.7922814129852,,,,,,,,,307.786041571002,308.1243241199991,308.9338877009577,308.920256422949,308.9209075989784,308.9338877009577,308.9338877009577,308.9338877009577,309.55362348398194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6181641719886102,,,,sub-068,1.0,random_dot,,
right,right,28.0,0.0,14.0,left,0.0,1.052346402022522,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,309.56652247696184,,,,,,,,,309.55394625797635,310.7503771679476,311.54373505094554,311.5344018949545,311.53500078595243,311.54373505094554,311.54373505094554,311.54373505094554,312.6198771959753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.052346402022522,,,,sub-068,1.0,random_dot,,
left,left,29.0,1.0,14.0,right,0.0,0.7505628250073642,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,312.6336648379802,,,,,,,,,312.62058940000134,312.71690984495217,313.51154126995243,313.50199496594723,313.5026700979797,313.51154126995243,313.51154126995243,313.51154126995243,314.26723259099526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7505628250073642,,,,sub-068,1.0,random_dot,,
right,right,30.0,0.0,15.0,right,1.0,0.594682143011596,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,314.28386335098185,,,,,,,,,314.2675379309803,315.4582400599611,316.2521087289788,316.24124077300075,316.2420455109677,316.2521087289788,316.2521087289788,316.2521087289788,316.8557194210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.594682143011596,,,,sub-068,1.0,random_dot,,
left,left,31.0,1.0,15.0,left,1.0,0.9076995810028166,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,316.8664980319445,,,,,,,,,316.85596318996977,316.9503334129695,317.7436193949543,317.73548872495303,317.7361176099512,317.7436193949543,317.7436193949543,317.7436193949543,318.6686753179529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9076995810028166,,,,sub-068,1.0,random_dot,,
right,right,32.0,0.0,16.0,right,1.0,0.7160693859914318,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,1.0,318.6760894229519,,,,,,,,,318.66903899697354,318.76712941599544,319.56709162396146,319.5535964019946,319.5542543089832,319.56709162396146,319.56709162396146,319.56709162396146,320.30084671394434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7160693859914318,,,,sub-068,1.0,random_dot,,
left,left,33.0,1.0,16.0,left,1.0,1.2027051649638452,,speed,space,2.488955424982123,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,0.0,320.3177270059823,,,,,,,,,320.30121160898125,320.3895883319783,321.20055733894696,321.1871778969653,321.18782409798587,321.20055733894696,321.20055733894696,321.20055733894696,322.4056098559522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2027051649638452,,,,sub-068,1.0,random_dot,,
