direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
right,right,58.0,0.0,29.0,right,1.0,3.4243357080013084,,accuracy,space,0.8019997909977974,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,295.8179754999983,,,,,,,,,295.7935923749974,296.9911507500001,297.78349058299864,297.77423374999853,297.77468379199854,297.78349058299864,297.78349058299864,297.78349058299864,301.21838291699896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.4243357080013084,,,,sub-218,1.0,random_dot,,
left,left,59.0,1.0,29.0,left,1.0,1.2686657500016736,,accuracy,space,0.8019997909977974,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,301.2234110829995,,,,,,,,,301.21885333299724,302.4076526249992,303.1997182919986,303.1909980829987,303.19152066699826,303.1997182919986,303.1997182919986,303.1997182919986,304.4803526249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2686657500016736,,,,sub-218,1.0,random_dot,,
,,0.0,0.0,0.0,,,,,accuracy,space,0.8019997909977974,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-218,1.0,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,2.859791040998971,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,306.8465513329975,,,,,,,,,306.8388723749995,307.1681078750007,307.9593528330006,307.9515764579992,307.95215345799807,307.9593528330006,307.9593528330006,307.9593528330006,310.8294325829993,,,,,,,,,,,,,,,,,,,,,,,,304.49954649999927,304.50442225000006,304.50442225000006,306.82041041699995,space,2.307941708000726,,right,0.0,2.859791040998971,,,,sub-218,1.0,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,2.2816410820014426,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,310.83429154199985,,,,,,,,,310.82989191699744,311.6241052499972,312.41748279199965,312.407430542,312.4078647919996,312.41748279199965,312.41748279199965,312.41748279199965,314.7023721669975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.2816410820014426,,,,sub-218,1.0,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,3.906130666000536,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,314.7106845419985,,,,,,,,,314.7028868749985,315.9014601669988,316.6924669999971,316.68509699999777,316.6856670829984,316.6924669999971,316.6924669999971,316.6924669999971,320.6012982079992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.906130666000536,,,,sub-218,1.0,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,1.806157125000027,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,320.6095874169987,,,,,,,,,320.60177354199914,321.7906536249975,322.5831252079988,322.57423887500045,322.5747836249975,322.5831252079988,322.5831252079988,322.5831252079988,324.3932372499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.806157125000027,,,,sub-218,1.0,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,1.59848729100122,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,324.4178807919998,,,,,,,,,324.39370295799745,325.5903591669994,326.3846339999982,326.3734717499974,326.3739319999986,326.3846339999982,326.3846339999982,326.3846339999982,327.9915784170007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.59848729100122,,,,sub-218,1.0,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,1.0886974160021057,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,328.0013012499985,,,,,,,,,327.9919378329978,329.19139749999886,329.98440183300045,329.97402491699904,329.9744470000005,329.98440183300045,329.98440183300045,329.98440183300045,331.0763463330004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0886974160021057,,,,sub-218,1.0,random_dot,,
left,left,6.0,0.0,3.0,right,0.0,1.595462748999125,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,331.0840337919981,,,,,,,,,331.0768242079976,331.8727515419996,332.6665364170003,332.65772783300054,332.6584244579972,332.6665364170003,332.6665364170003,332.6665364170003,334.26910645799944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.595462748999125,,,,sub-218,1.0,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,5.1277037910003855,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,334.27701937500024,,,,,,,,,334.26964637499987,335.4679658749992,336.2613191249984,336.25189258299724,336.25259062499754,336.2613191249984,336.2613191249984,336.2613191249984,341.39189695799723,,,,,,,,341.24022666699966,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.1277037910003855,,,,sub-218,1.0,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,1.0962555410005734,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,0.0,341.4002917500002,,,,,,,,,341.39247758299825,342.5909900000006,343.38321150000047,343.37474762499915,343.3751999579981,343.38321150000047,343.38321150000047,343.38321150000047,344.4847661669992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0962555410005734,,,,sub-218,1.0,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,1.071805707000749,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,344.4936397079982,,,,,,,,,344.48539125000025,344.82224145799773,345.6165724579987,345.60777679199964,345.60822941699735,345.6165724579987,345.6165724579987,345.6165724579987,346.6923169170004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.071805707000749,,,,sub-218,1.0,random_dot,,
left,left,10.0,0.0,5.0,left,1.0,0.955607207997673,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,346.7007392499981,,,,,,,,,346.69279345799805,347.8915461249999,348.6937825829991,348.6852531669974,348.6859804999985,348.6937825829991,348.6937825829991,348.6937825829991,349.6524758329979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.955607207997673,,,,sub-218,1.0,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,0.9041054160006752,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,349.66093162499965,,,,,,,,,349.65298766699925,350.45139816699884,351.24329383299846,351.23530183299954,351.23602958300035,351.24329383299846,351.24329383299846,351.24329383299846,352.1527719579972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9041054160006752,,,,sub-218,1.0,random_dot,,
right,right,12.0,0.0,6.0,left,0.0,1.0123249579992262,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,352.1615951249987,,,,,,,,,352.1534348749992,352.95128804200067,353.7430057499987,353.7352006669971,353.7358967500004,353.7430057499987,353.7430057499987,353.7430057499987,354.75935754199963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0123249579992262,,,,sub-218,1.0,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,1.4224173740003607,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,354.76757966699734,,,,,,,,,354.7598212919984,355.95732558300006,356.75085195800057,356.7408607079997,356.7412860419972,356.75085195800057,356.75085195800057,356.75085195800057,358.1758469169981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4224173740003607,,,,sub-218,1.0,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,1.146261083002173,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,0.0,358.18407583299995,,,,,,,,,358.17631099999926,358.274348125,359.0679267919986,359.0570793749976,359.0575843330007,359.0679267919986,359.0679267919986,359.0679267919986,360.2193892079995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.146261083002173,,,,sub-218,1.0,random_dot,,
right,right,15.0,1.0,7.0,left,0.0,1.0772293319969322,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,1.0,360.2283555419999,,,,,,,,,360.22005366699887,361.4179478749975,362.2099298329995,362.2018370000005,362.2025390419985,362.2099298329995,362.2099298329995,362.2099298329995,363.2921938750005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0772293319969322,,,,sub-218,1.0,random_dot,,
right,right,16.0,0.0,8.0,left,0.0,5.558800373997656,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,363.3008864580006,,,,,,,,,363.29269354200005,363.6405758330002,364.44359741699736,364.4355356669985,364.4362409169989,364.44359741699736,364.44359741699736,364.44359741699736,370.0098055419985,,,,,,,,369.4237406249995,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.558800373997656,,,,sub-218,1.0,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,2.0252479990012944,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,370.0198862500001,,,,,,,,,370.0105195830001,371.20550162499785,372.007735332998,372.00097883299895,372.0016803750004,372.007735332998,372.007735332998,372.007735332998,374.0354612079973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.0252479990012944,,,,sub-218,1.0,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,1.335837333001109,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,374.0421862080002,,,,,,,,,374.0357849579996,374.3736120829999,375.17605770799855,375.1682899999978,375.1688338749991,375.17605770799855,375.17605770799855,375.17605770799855,376.5179004579986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.335837333001109,,,,sub-218,1.0,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,1.6836830819993338,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,376.5264459579994,,,,,,,,,376.5183877079981,377.70758849999766,378.5000110830006,378.4913405829975,378.49192454199874,378.5000110830006,378.5000110830006,378.5000110830006,380.1956049999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6836830819993338,,,,sub-218,1.0,random_dot,,
right,right,20.0,0.0,10.0,right,1.0,1.6854418749971956,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,1.0,380.1997308329992,,,,,,,,,380.196014582998,381.3910450829972,382.1831450419995,382.17462604200045,382.1750958749981,382.1831450419995,382.1831450419995,382.1831450419995,383.875038457998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6854418749971956,,,,sub-218,1.0,random_dot,,
left,left,21.0,1.0,10.0,left,1.0,1.67879183200057,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,0.0,383.88378066699806,,,,,,,,,383.8755213330005,385.0742606249987,385.8667535419991,385.8578759999982,385.8583624169987,385.8667535419991,385.8667535419991,385.8667535419991,387.5520632499975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.67879183200057,,,,sub-218,1.0,random_dot,,
right,right,22.0,0.0,11.0,right,1.0,3.556394874001853,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,387.5605346669981,,,,,,,,,387.552568916999,388.3412645829994,389.1335088329979,389.124119707998,389.1246455830005,389.1335088329979,389.1335088329979,389.1335088329979,392.6926933750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.556394874001853,,,,sub-218,1.0,random_dot,,
left,left,23.0,1.0,11.0,left,1.0,2.450381957001809,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,392.703042541998,,,,,,,,,392.6931832919981,393.04112916699887,393.8330672499978,393.8242085419988,393.8246613329975,393.8330672499978,393.8330672499978,393.8330672499978,396.2858484999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.450381957001809,,,,sub-218,1.0,random_dot,,
left,left,24.0,0.0,12.0,left,1.0,1.4546952079981563,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,396.2950159579996,,,,,,,,,396.28652370800046,397.4848095829984,398.2766174169992,398.26847520799856,398.2691948749998,398.2766174169992,398.2766174169992,398.2766174169992,399.7349587079989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4546952079981563,,,,sub-218,1.0,random_dot,,
right,right,25.0,1.0,12.0,right,1.0,2.5008219579976867,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,399.7441054169976,,,,,,,,,399.73562241699983,400.07387883299816,400.8664581669982,400.85757745799856,400.8580091250005,400.8664581669982,400.8664581669982,400.8664581669982,403.3693812499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.5008219579976867,,,,sub-218,1.0,random_dot,,
left,left,26.0,0.0,13.0,left,1.0,1.3725278330020956,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,0.0,403.3780889169975,,,,,,,,,403.370033291998,403.71804883299774,404.5106768330006,404.5019528749981,404.5026628329979,404.5106768330006,404.5106768330006,404.5106768330006,405.8857997499981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3725278330020956,,,,sub-218,1.0,random_dot,,
right,right,27.0,1.0,13.0,right,1.0,1.1007072489992424,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,405.89467024999976,,,,,,,,,405.8863211669996,406.6745573329972,407.4663266669995,407.45757666699865,407.4581188329976,407.4663266669995,407.4663266669995,407.4663266669995,408.568583166998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1007072489992424,,,,sub-218,1.0,random_dot,,
right,right,28.0,0.0,14.0,left,0.0,2.343175791000249,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,408.5771138749988,,,,,,,,,408.5690698750004,409.7576884999981,410.54981874999794,410.5408037919988,410.5413451249988,410.54981874999794,410.54981874999794,410.54981874999794,412.9197233749983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.343175791000249,,,,sub-218,1.0,random_dot,,
left,left,29.0,1.0,14.0,right,0.0,1.2797532490003505,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,412.9347465829997,,,,,,,,,412.9207636669999,413.7179244580002,414.50985929200033,414.5016027499987,414.5023558749999,414.50985929200033,414.50985929200033,414.50985929200033,415.79275245799727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.2797532490003505,,,,sub-218,1.0,random_dot,,
right,right,30.0,0.0,15.0,left,0.0,1.5295977909991052,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,415.8009424579977,,,,,,,,,415.79322020799736,416.14038920799794,416.934022292,416.9239006249991,416.9243454579992,416.934022292,416.934022292,416.934022292,418.46922624999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.5295977909991052,,,,sub-218,1.0,random_dot,,
left,left,31.0,1.0,15.0,right,0.0,1.3127038330021603,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,418.4780518329972,,,,,,,,,418.4698560830002,419.6680853750004,420.4598405830002,420.45169604200055,420.45244708300015,420.4598405830002,420.4598405830002,420.4598405830002,421.7764927499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3127038330021603,,,,sub-218,1.0,random_dot,,
right,right,32.0,0.0,16.0,right,1.0,2.927701665998029,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,1.0,421.80116991699833,,,,,,,,,421.7769567920004,422.5736588330001,423.3679618749993,423.3567308749989,423.3571582919976,423.3679618749993,423.3679618749993,423.3679618749993,426.3026251669981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.927701665998029,,,,sub-218,1.0,random_dot,,
left,left,33.0,1.0,16.0,left,1.0,1.641833375000715,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,0.0,426.311902292,,,,,,,,,426.30332304200056,427.1013943750004,427.8933867499982,427.8851846670004,427.8859307079984,427.8933867499982,427.8933867499982,427.8933867499982,429.5457064999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.641833375000715,,,,sub-218,1.0,random_dot,,
left,left,34.0,0.0,17.0,right,0.0,1.472188998999627,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,429.5506925419977,,,,,,,,,429.5461687499992,430.3405169580001,431.1340019999989,431.12429037499896,431.1247410830001,431.1340019999989,431.1340019999989,431.1340019999989,432.6090726250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.472188998999627,,,,sub-218,1.0,random_dot,,
right,right,35.0,1.0,17.0,left,0.0,1.0593939569989743,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,432.6172783330003,,,,,,,,,432.6095327500007,433.8071235419993,434.5996955829978,434.5911826249976,434.59166149999874,434.5996955829978,434.5996955829978,434.5996955829978,435.66908362499817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0593939569989743,,,,sub-218,1.0,random_dot,,
right,right,36.0,0.0,18.0,right,1.0,1.3034361239988357,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,435.6776112080006,,,,,,,,,435.6696114999977,436.46804662499926,437.26050937499895,437.2519479580005,437.2526503329973,437.26050937499895,437.26050937499895,437.26050937499895,438.5684340000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3034361239988357,,,,sub-218,1.0,random_dot,,
left,left,37.0,1.0,18.0,left,1.0,1.2883852910017597,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,438.57709799999793,,,,,,,,,438.568957083,439.7566391670007,440.5496222500005,440.5408136669976,440.5413805419994,440.5496222500005,440.5496222500005,440.5496222500005,441.84289374999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2883852910017597,,,,sub-218,1.0,random_dot,,
right,right,38.0,0.0,19.0,right,1.0,1.9230287489990587,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,1.0,441.8509857919999,,,,,,,,,441.84336254200025,441.9404597920002,442.73389054200015,442.7235766249978,442.7241327919983,442.73389054200015,442.73389054200015,442.73389054200015,444.6592747079994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.9230287489990587,,,,sub-218,1.0,random_dot,,
left,left,39.0,1.0,19.0,left,1.0,1.235066541001288,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,0.0,444.6674388329993,,,,,,,,,444.6597297080007,445.8575420419984,446.6497022500007,446.6407196670007,446.6411689999986,446.6497022500007,446.6497022500007,446.6497022500007,447.8961071669983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.235066541001288,,,,sub-218,1.0,random_dot,,
right,right,40.0,0.0,20.0,right,1.0,1.4895952490005584,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,1.0,447.9008439999998,,,,,,,,,447.8965623749973,447.990039332999,448.7841423329992,448.7741757500007,448.7746222919996,448.7841423329992,448.7841423329992,448.7841423329992,450.28446774999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4895952490005584,,,,sub-218,1.0,random_dot,,
left,left,41.0,1.0,20.0,left,1.0,1.8996934989991128,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,0.0,450.2896081250001,,,,,,,,,450.2849457919983,451.4739104999972,452.2679557919983,452.2568472079984,452.25732141700064,452.2679557919983,452.2679557919983,452.2679557919983,454.1690846249985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8996934989991128,,,,sub-218,1.0,random_dot,,
left,left,42.0,0.0,21.0,right,0.0,1.9278839999969928,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,0.0,454.1779102500004,,,,,,,,,454.16974995800047,455.3681069999984,456.16059695799777,456.15201041699765,456.15277604199946,456.16059695799777,456.16059695799777,456.16059695799777,458.092335207999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.9278839999969928,,,,sub-218,1.0,random_dot,,
right,right,43.0,1.0,21.0,right,1.0,1.6237498319969743,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,1.0,458.1005125419979,,,,,,,,,458.09280195799874,459.2905981250005,460.0927516249976,460.0849940419976,460.0855347920005,460.0927516249976,460.0927516249976,460.0927516249976,461.7192378750005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6237498319969743,,,,sub-218,1.0,random_dot,,
right,right,44.0,0.0,22.0,left,0.0,2.16975499900218,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,461.72860608299743,,,,,,,,,461.7199278329972,462.0678219580004,462.85959204199753,462.85170283299885,462.85242775000006,462.85959204199753,462.85959204199753,462.85959204199753,465.0344691249993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.16975499900218,,,,sub-218,1.0,random_dot,,
left,left,45.0,1.0,22.0,right,0.0,3.36826387399924,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,465.04275566700016,,,,,,,,,465.0349469169996,465.1239945829984,465.9168008749984,465.9075605420003,465.9080143329993,465.9168008749984,465.9168008749984,465.9168008749984,469.2963776249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.36826387399924,,,,sub-218,1.0,random_dot,,
left,left,46.0,0.0,23.0,right,0.0,3.032882581999729,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,469.31772695799737,,,,,,,,,469.2968337499988,469.6409837079991,470.4423926669988,470.4349372920005,470.4354813329992,470.4423926669988,470.4423926669988,470.4423926669988,473.48670395799854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.032882581999729,,,,sub-218,1.0,random_dot,,
right,right,47.0,1.0,23.0,left,0.0,1.3891001250012778,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,473.5011223330002,,,,,,,,,473.4871248749987,473.83450858300057,474.62671045800016,474.61835616700046,474.6190784999999,474.62671045800016,474.62671045800016,474.62671045800016,476.0176542079971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3891001250012778,,,,sub-218,1.0,random_dot,,
right,right,48.0,0.0,24.0,right,1.0,1.3315195409995797,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,1.0,476.02600316700045,,,,,,,,,476.01815449999776,476.357489916998,477.15027933300007,477.1404909169978,477.1409207079996,477.15027933300007,477.15027933300007,477.15027933300007,478.4856907499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3315195409995797,,,,sub-218,1.0,random_dot,,
left,left,49.0,1.0,24.0,left,1.0,1.7588219159988512,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,0.0,478.49456587500026,,,,,,,,,478.4862214999994,478.8346170829973,479.6258778329975,479.61818395799855,479.6187792499986,479.6258778329975,479.6258778329975,479.6258778329975,481.3952382919997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7588219159988512,,,,sub-218,1.0,random_dot,,
left,left,50.0,0.0,25.0,left,1.0,2.653614666000067,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,481.4003816669974,,,,,,,,,481.3957132920005,482.5904524170001,483.3844955419991,483.3737664580003,483.37425854200046,483.3844955419991,483.3844955419991,483.3844955419991,486.043214041998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.653614666000067,,,,sub-218,1.0,random_dot,,
right,right,51.0,1.0,25.0,right,1.0,0.6692988329996297,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,486.0526610419984,,,,,,,,,486.0436969999973,487.240348583,488.0334542919991,488.0243424580003,488.0247842079989,488.0334542919991,488.0334542919991,488.0334542919991,488.70802374999766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6692988329996297,,,,sub-218,1.0,random_dot,,
left,left,52.0,0.0,26.0,left,1.0,1.4961366660027124,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,488.7171812499983,,,,,,,,,488.70848108299833,488.807374,489.60057787500045,489.5908071669983,489.5912472079981,489.60057787500045,489.60057787500045,489.60057787500045,491.10240299999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4961366660027124,,,,sub-218,1.0,random_dot,,
right,right,53.0,1.0,26.0,right,1.0,0.887247540998942,,speed,space,2.307941708000726,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,491.1114270830003,,,,,,,,,491.1030596249984,491.4510964170004,492.2422504999995,492.23472366699934,492.2352502499998,492.2422504999995,492.2422504999995,492.2422504999995,493.1357149579999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.887247540998942,,,,sub-218,1.0,random_dot,,
