direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131661089835688,0.0365314240334555,0.0365314240334555,1.5451881890185175,space,1.3856379460194148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
left,left,0.0,0.0,0.0,left,1.0,2.16033664502902,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.5639518509851769,,,,,,,,,1.5539598879986445,1.6573465859983116,2.5497063639923,2.441007376997732,2.441418820992112,2.5497063639923,2.5497063639923,2.5497063639923,4.725660644995514,left,1.0,2.16033664502902,,4.731883361993823,4.751227975008078,5.241554565029219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
right,right,1.0,1.0,0.0,right,1.0,0.8448977800435387,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,5.257869769993704,,,,,,,,,5.241912832017988,6.024713889986742,6.825124680995941,6.808815421012696,6.809199651994277,6.825124680995941,6.825124680995941,6.825124680995941,7.67624502099352,right,1.0,0.8448977800435387,,7.676331795984879,7.6921606180258095,8.175762741011567,8.19223210803466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
right,right,2.0,0.0,1.0,right,1.0,0.9445613180287182,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,8.19223210803466,,,,,,,,,8.176094152033329,8.525515010987874,9.325486754009034,9.30915999202989,9.309555525018368,9.325486754009034,9.325486754009034,9.325486754009034,10.27671367302537,right,1.0,0.9445613180287182,,10.276801345986314,10.292351785989013,10.775959767983297,10.792369963019157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
left,left,3.0,1.0,1.0,left,1.0,0.933109750971198,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,10.792369963019157,,,,,,,,,10.776287643006071,11.982506463013124,12.792743945028633,12.77632236201316,12.776631072978487,12.792743945028633,12.792743945028633,12.792743945028633,13.727109024010131,left,1.0,0.933109750971198,,13.727192990016192,13.743185169994833,14.226863396004774,14.243138436984736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
left,left,4.0,0.0,2.0,left,1.0,0.8051606489461847,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,14.243138436984736,,,,,,,,,14.22719700302696,14.576685571984854,15.37669016898144,15.3602181969909,15.36061165400315,15.37669016898144,15.37669016898144,15.37669016898144,16.19429100002162,left,1.0,0.8051606489461847,,16.194380244007334,16.210168305027764,16.69368696102174,16.710224887006916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
right,right,5.0,1.0,2.0,right,1.0,1.1215678459848275,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,16.710224887006916,,,,,,,,,16.69401650800137,17.050220435019583,17.860264807997737,17.8438538890332,17.844262715021614,17.860264807997737,17.860264807997737,17.860264807997737,18.99443878198508,right,1.0,1.1215678459848275,,18.994526130030863,19.01070146501297,19.49417534901295,19.510592260980047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
right,right,6.0,0.0,3.0,right,1.0,2.6228374789934605,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,19.510592260980047,,,,,,,,,19.49450454302132,19.59402595902793,20.39410511602182,20.3774987179786,20.37788660201477,20.39410511602182,20.39410511602182,20.39410511602182,23.028519782994408,right,1.0,2.6228374789934605,,23.028610841021877,23.0444934660336,23.533200562989805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
left,left,7.0,1.0,3.0,left,1.0,0.9228733020136132,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,23.5503242710256,,,,,,,,,23.533552334993143,23.878048023034356,24.67810034600552,24.66157049301546,24.661959199002013,24.67810034600552,24.67810034600552,24.67810034600552,25.612147804989945,left,1.0,0.9228733020136132,,25.61223502102075,25.62812489300268,26.111950165010057,26.12842790799914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
left,left,8.0,0.0,4.0,right,0.0,1.5553688000072723,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,26.12842790799914,,,,,,,,,26.112297324987598,26.912148101022467,27.71205472102156,27.69583905901527,27.69623193098232,27.71205472102156,27.71205472102156,27.71205472102156,29.27991868200479,right,0.0,1.5553688000072723,,29.28498426300939,29.29543853399809,29.77924120798707,29.79572722001467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-047,2,random_dot,61.86910145200656,
