direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077120409987401,0.0151513330056332,0.0151513330056332,48.72046183299972,space,48.70242091700493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,0.0,0.0,0.0,left,0.0,3.824888583010761,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,48.80952358299692,,,,,,,,,48.79858904100547,49.9264019580005,50.72708566600341,50.71198508300586,50.71260450000409,50.72708566600341,50.72708566600341,50.72708566600341,54.56272120799986,left,0.0,3.824888583010761,,54.570353916002205,54.66582504099642,55.06653012499737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,3.1985895419929875,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,55.0777694999997,,,,,,,,,55.06698274999508,55.16132825000386,55.953231374995084,55.945451791005326,55.94606220800779,55.953231374995084,55.953231374995084,55.953231374995084,59.16244179100613,left,1.0,3.1985895419929875,,59.167455165996216,59.17700999999943,59.66217525000684,59.6673721660045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,3.01263445900986,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,59.6673721660045,,,,,,,,,59.66265329100133,60.46123508299934,61.25232879100077,61.24530166600016,61.24587420800526,61.25232879100077,61.25232879100077,61.25232879100077,64.26854474999709,right,1.0,3.01263445900986,,64.26865012499911,64.27648883299844,64.76190549999592,64.76686370800599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,3.0,1.0,1.0,right,0.0,2.1481587090092944,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,64.76686370800599,,,,,,,,,64.76239187500323,64.86673850000079,65.66078187500534,65.65037887499784,65.65080191599554,65.66078187500534,65.66078187500534,65.66078187500534,67.81282599999395,right,0.0,2.1481587090092944,,67.81544066600327,67.82228016600129,68.31190400000196,68.31692962499801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,7.309990624999045,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,68.31692962499801,,,,,,,,,68.3123809999961,68.66119283299486,69.452884540995,69.44521620799787,69.44568083299964,69.452884540995,69.452884540995,69.452884540995,76.77575787500245,right,0.0,7.309990624999045,,76.7758748329943,76.78062145800504,77.26764979099971,77.27782333300274,74.4326968749956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,1.0261531669966644,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,77.27782333300274,,,,,,,,,77.26802408299409,77.6168767909985,78.41140641599486,78.40059116600605,78.40103637499851,78.41140641599486,78.41140641599486,78.41140641599486,79.44612312500249,right,1.0,1.0261531669966644,,79.44959950000339,79.45665187500708,79.94499395799357,79.94956545799505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,1.9475382499949772,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,79.94956545799505,,,,,,,,,79.9453737080039,81.14443737499823,81.93599650000397,81.92862312500074,81.92921704100445,81.93599650000397,81.93599650000397,81.93599650000397,83.88555345800705,left,1.0,1.9475382499949772,,83.88567200000398,83.89305075000448,84.37864529099897,84.38371029100381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,2.1845833330007736,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,84.38371029100381,,,,,,,,,84.37911629100563,85.18422733299667,85.97767108300468,85.96723266600748,85.96762987499824,85.97767108300468,85.97767108300468,85.97767108300468,88.17178087499633,right,1.0,2.1845833330007736,,88.17188295800588,88.1764934160019,88.66202899999917,88.6670254579949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,1.1672612080001272,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,88.6670254579949,,,,,,,,,88.66248508299759,88.76643008300744,89.56913975000498,89.56187358300667,89.56243866600562,89.56913975000498,89.56913975000498,89.56913975000498,90.74548912499448,left,1.0,1.1672612080001272,,90.74558000000252,90.75181037500442,91.2452794580022,91.25044108300062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,1.5144858750136336,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,91.25044108300062,,,,,,,,,91.2457728330046,92.44434724999884,93.23553325000104,93.22854312500569,93.22910075000254,93.23553325000104,93.23553325000104,93.23553325000104,94.75252695800737,right,1.0,1.5144858750136336,,94.7526313749986,94.75980645799427,95.24520883300283,95.25038287500502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,10.0,0.0,5.0,left,1.0,0.9351889999961712,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,95.25038287500502,,,,,,,,,95.24569229100598,96.4496379159973,97.24423741600184,97.23372987500623,97.2341434580012,97.24423741600184,97.24423741600184,97.24423741600184,98.18428891600342,left,1.0,0.9351889999961712,,98.1844105409982,98.19386666599894,98.67826645799504,98.68307295799605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,11.0,1.0,5.0,left,0.0,1.269165374993463,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,98.68307295799605,,,,,,,,,98.67876170799718,99.88347004100795,100.67752416600706,100.66710154099565,100.66750258300452,100.67752416600706,100.67752416600706,100.67752416600706,101.95056100000512,left,0.0,1.269165374993463,,101.9531299579976,101.9597294999985,102.44524591599476,102.45049537500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,12.0,0.0,6.0,right,1.0,1.567424041000777,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,102.45049537500016,,,,,,,,,102.44574350000768,103.24995633300568,104.0441139159957,104.0336859579984,104.03420925000682,104.0441139159957,104.0441139159957,104.0441139159957,105.62150866599404,right,1.0,1.567424041000777,,105.62427316600224,105.62957474999712,106.11669541599986,106.1275335829996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,0.99132279198966,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,106.1275335829996,,,,,,,,,106.11706566599604,106.2170400830073,107.01084020800772,107.00019962500664,107.00061662499502,107.01084020800772,107.01084020800772,107.01084020800772,108.0109105409938,right,0.0,0.99132279198966,,108.01341450000471,108.017620041006,108.51147337499424,108.51640241600398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,2.7015121250005905,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,108.51640241600398,,,,,,,,,108.51197833300104,108.85007145800046,109.64420675000292,109.63361091600382,109.634040541001,109.64420675000292,109.64420675000292,109.64420675000292,112.3514048329962,left,1.0,2.7015121250005905,,112.35423337499378,112.3607924579992,112.84500425000442,112.84975883300648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,15.0,1.0,7.0,left,0.0,1.7346922080032527,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,112.84975883300648,,,,,,,,,112.84539299999597,114.04969470799551,114.8440857079986,114.83334500000636,114.83375358300692,114.8440857079986,114.8440857079986,114.8440857079986,116.5874197499943,left,0.0,1.7346922080032527,,116.5899992909981,116.61081574999844,117.09428154099442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,1.750924500011024,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,117.09960791599588,,,,,,,,,117.09487570800412,117.43350358300086,118.22755970800064,118.21695516600448,118.2174521660054,118.22755970800064,118.22755970800064,118.22755970800064,119.98788258299464,left,1.0,1.750924500011024,,119.99062595800206,119.99634879099904,120.48266762499406,120.4942132080032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,17.0,1.0,8.0,left,0.0,2.553178540998488,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,120.4942132080032,,,,,,,,,120.48302737499762,120.58327029099746,121.37742162500216,121.36672716599423,121.36713675000648,121.37742162500216,121.37742162500216,121.37742162500216,123.93273662500724,left,0.0,2.553178540998488,,123.93526129100064,123.94291724999492,124.42861537499994,124.4332779999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,1.0843262910057092,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,124.4332779999968,,,,,,,,,124.42899000000034,125.62741537499824,126.4194744999986,126.41219929100772,126.41276379099872,126.4194744999986,126.4194744999986,126.4194744999986,127.51202374999411,right,0.0,1.0843262910057092,,127.51211774999685,127.51849783300712,128.01167270800215,128.01661424999477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,0.0768300410127267,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,128.01661424999477,,,,,,,,,128.01217450000695,128.1107294579997,128.90230633299507,128.89492441600305,128.89547187500284,128.90230633299507,128.90230633299507,128.90230633299507,128.98705641599372,right,1.0,0.0768300410127267,,128.9922441660019,128.996708125007,129.48339295800542,129.49405037499673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.48356216600223,129.49405037499673,129.49405037499673,134.35096716599946,space,4.855012917003478,,,,,,,,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.35102362500038,134.36074220799492,134.36074220799492,143.8038084160071,space,9.438867167002172,,,,,,,,,,,,,,,,sub-206,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,2.142016625002725,,accuracy,space,12.025232792002498,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.91872383300506,,,,,,,,,155.9146120410005,155.9993660409964,156.8029632079997,156.7953251660074,156.7959807080042,156.8029632079997,156.8029632079997,156.8029632079997,158.95441929099616,,,,,,,,,,,,,,,,,,,,,,,,143.83102700000745,143.8700479580002,143.8700479580002,155.905580000006,space,12.025232792002498,,left,1.0,2.142016625002725,,,,,sub-206,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,3.834042208996834,,accuracy,space,12.025232792002498,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,158.95937529100047,,,,,,,,,158.95476491599402,159.29954649999854,160.09370100000524,160.08367220799846,160.08408912499726,160.09370100000524,160.09370100000524,160.09370100000524,163.9298713330063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.834042208996834,,,,,sub-206,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,1.0096460829954594,,accuracy,space,12.025232792002498,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,163.93646970800182,,,,,,,,,163.93033054099942,165.12726395799837,165.91885316600383,165.91151166599593,165.91207654100435,165.91885316600383,165.91885316600383,165.91885316600383,166.93656124999688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0096460829954594,,,,,sub-206,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,2.0871298749989364,,accuracy,space,12.025232792002498,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,166.9435736250016,,,,,,,,,166.9368875000073,167.28337525000097,168.076786250007,168.0670167079952,168.06745195800613,168.076786250007,168.076786250007,168.076786250007,170.1676169160055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.0871298749989364,,,,,sub-206,1,random_dot,,
right,right,4.0,0.0,2.0,right,1.0,3.5181654580082977,,accuracy,space,12.025232792002498,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,170.1769147909945,,,,,,,,,170.16794924999704,170.96613120799884,171.76047033299983,171.74997445799818,171.7503885000042,171.76047033299983,171.76047033299983,171.76047033299983,175.28649354100344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.5181654580082977,,,,,sub-206,1,random_dot,,
