direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0097971999999799,0.0188342999999804,0.0188342999999804,44.11983399999997,space,73.6783767,0.0019123000000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,44.183464500000014,,,,,,,,,44.17424879999999,44.23388449999999,45.0435276,45.018660599999976,45.01869119999998,45.0435276,45.0435276,45.0435276,50.02293199999997,54.31133110000002,right,0.0,38.84662089999995,,54.31357780000002,54.341527499999984,54.8249533,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,54.84139899999997,,,,,,,,,54.82573070000001,55.62496199999998,56.42762140000002,56.40991049999997,56.40993839999999,56.42762140000002,56.42762140000002,56.42762140000002,,58.94687950000002,right,1.0,32.09195820000002,,58.94748870000001,58.96289760000002,59.46145189999999,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,59.478100600000005,,,,,,,,,59.4624743,60.26191399999999,61.06404620000001,61.046834399999966,61.04686939999999,61.06404620000001,61.06404620000001,61.06404620000001,,64.1174825,right,0.0,32.625647300000026,,64.11850429999998,64.13085050000001,64.6157566,64.63143739999998,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,64.63143739999998,,,,,,,,,64.61647720000002,64.98192460000001,65.7839075,65.76698499999998,65.76703170000002,65.7839075,65.7839075,65.7839075,,68.00359120000002,right,1.0,31.80611319999997,,68.00462879999998,68.0171037,68.50225589999997,68.5174581,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,68.5174581,,,,,,,,,68.50302879999998,68.86768319999999,69.6696609,69.65303660000001,69.65307580000001,69.6696609,69.6696609,69.6696609,,72.7242986,right,1.0,32.63049849999999,,72.72521519999998,72.73709769999999,73.22198479999997,73.2375376,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,73.2375376,,,,,,,,,73.22272850000002,74.03784079999997,74.84013809999999,74.8230734,74.82311010000001,74.84013809999999,74.84013809999999,74.84013809999999,,77.29416629999997,left,1.0,32.02976469999999,,77.29487289999997,77.30705749999998,77.79175759999998,77.80726169999997,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,77.80726169999997,,,,,,,,,77.79234639999999,77.90716800000001,78.70953709999998,78.69197989999998,78.69200139999998,78.70953709999998,78.70953709999998,78.70953709999998,,80.76323300000001,left,1.0,31.64162289999996,,80.76416740000002,80.77591839999997,81.26090929999998,81.27646329999999,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,81.27646329999999,,,,,,,,,81.26171569999997,82.46695799999998,83.26882639999997,83.25230640000001,83.25233539999999,83.26882639999997,83.26882639999997,83.26882639999997,88.26880599999998,90.587604,right,1.0,36.901805699999954,,90.5893643,90.59920469999996,91.08522670000002,91.0998153,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,91.0998153,,,,,,,,,91.0859031,91.9002378,92.70231510000002,92.68543060000002,92.68546550000002,92.70231510000002,92.70231510000002,92.70231510000002,,94.87246720000002,left,0.0,31.748259099999984,,94.87343579999998,94.8856672,95.37078150000002,95.3863756,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,95.3863756,,,,,,,,,95.3716485,95.48610229999996,96.2881097,96.2713117,96.27135090000002,96.2881097,96.2881097,96.2881097,,97.75773449999996,left,1.0,31.04214589999998,,97.75868730000002,97.77101770000002,98.2596886,98.27136259999996,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,98.27136259999996,,,,,,,,,98.26050049999998,98.62150839999998,99.4237566,99.4074367,99.40747879999998,99.4237566,99.4237566,99.4237566,,101.66138009999996,left,1.0,31.816964499999983,,101.66276019999998,101.6735481,102.15895969999995,102.17411019999996,,,,,,,,,,,,,,,,,,,,,,,,,,sub-026,1.0,random_dot,60.01752511734461,
