direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0115345660015009,0.1163863920010044,0.1163863920010044,5.481382550002309,space,5.364046282003983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
left,left,0.0,0.0,0.0,left,1.0,1.38676865400339,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,5.501151745003881,,,,,,,,,5.488362338997831,6.29704993100313,7.101617211003031,7.0809071920011775,7.08130818400241,7.101617211003031,7.101617211003031,7.101617211003031,8.498032563002198,left,1.0,1.38676865400339,,8.503964832998463,8.523211038998852,9.01426145699952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
right,right,1.0,1.0,0.0,right,1.0,0.6827072520027286,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,9.030806586000836,,,,,,,,,9.014616942004068,9.797448208002606,10.597663733002264,10.581222788001469,10.58160705499904,10.597663733002264,10.597663733002264,10.597663733002264,11.281867639001575,right,1.0,0.6827072520027286,,11.281951238001056,11.297991564002588,11.78165603600064,11.797908819004078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
left,left,2.0,0.0,1.0,left,1.0,0.5730986870039487,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,11.797908819004078,,,,,,,,,11.781980157000362,12.131475276997662,12.931314838999242,12.915091756003676,12.915472799999408,12.931314838999242,12.931314838999242,12.931314838999242,13.515207591000944,left,1.0,0.5730986870039487,,13.515301311002986,13.531590928003425,14.014428713002417,14.031109064999328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
right,right,3.0,1.0,1.0,right,1.0,0.6693547960021533,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,14.031109064999328,,,,,,,,,14.01461933000246,14.114817683002912,14.914933159998329,14.898556917003589,14.898939525002788,14.914933159998329,14.914933159998329,14.914933159998329,15.59904922699934,right,1.0,0.6693547960021533,,15.59913878700172,15.61511088500265,16.09877871900244,16.11482314800378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
right,right,4.0,0.0,2.0,right,1.0,0.7649187479983084,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,16.11482314800378,,,,,,,,,16.099103223001293,16.90583199899993,17.715448159004154,17.6990506919974,17.69943308299844,17.715448159004154,17.715448159004154,17.715448159004154,18.483068852998255,right,1.0,0.7649187479983084,,18.483150589003344,18.499118437997826,18.982574727997417,18.99889850099862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
left,left,5.0,1.0,2.0,left,1.0,0.5899876969997422,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,18.99889850099862,,,,,,,,,18.982900267998048,19.082311070000287,19.88240925699938,19.866082537002512,19.86646724899765,19.88240925699938,19.88240925699938,19.88240925699938,20.48332838399801,left,1.0,0.5899876969997422,,20.48341898200306,20.49939363799785,20.98290967500361,20.999252693000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
left,left,6.0,0.0,3.0,left,1.0,0.8734080009962781,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,20.999252693000017,,,,,,,,,20.98323247100052,22.18290657800389,22.982978726999136,22.966724732999865,22.96710821799934,22.982978726999136,22.982978726999136,22.982978726999136,23.858608866001305,left,1.0,0.8734080009962781,,23.85868921100337,23.873964004997102,24.366709189001995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
right,right,7.0,1.0,3.0,right,1.0,0.6673591079961625,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,24.38323638599832,,,,,,,,,24.367058513998927,24.716707145002147,25.516862648000824,25.50029039500077,25.500668378001137,25.516862648000824,25.516862648000824,25.516862648000824,26.20151498199993,right,1.0,0.6673591079961625,,26.201634773999103,26.21710059999896,26.7007077140006,26.717176669000764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
right,right,8.0,0.0,4.0,right,1.0,0.7199081120052142,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,26.717176669000764,,,,,,,,,26.701032841003325,26.80046495900024,27.6004660289982,27.58417960400402,27.584559597999032,27.6004660289982,27.6004660289982,27.6004660289982,28.33508564100339,right,1.0,0.7199081120052142,,28.33517402099824,28.350776209998003,28.841307643997425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-089,3,random_dot,60.79142877808816,
