direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
right,right,speed,,,,,0,1,1,1,10,0,20,1,555.1371092,,,,,,,,,555.1262937,555.237479,556.0380735,556.021642,556.0216709,556.0380735,556.0380735,556.0380735,561.020941,561.8561417,right,1,24.8342523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,10,1,21,0,561.8701626,,,,,,,,,561.8572767,563.0702948,563.8713827,563.8555137,563.855569,563.8713827,563.8713827,563.8713827,568.8708545,569.6559072,left,1,24.7900985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,11,0,22,0,569.6698825,,,,,,,,,569.6580482,569.7699415,570.5704504,570.555131,570.555199,570.5704504,570.5704504,570.5704504,575.5704953,576.2053128,right,0,24.6485638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,11,1,23,1,576.2195153,,,,,,,,,576.2070302,576.3198649,577.1204178,577.1047927,577.1048603,577.1204178,577.1204178,577.1204178,,578.2720685,right,1,20.1587793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,12,0,24,1,578.2860176,,,,,,,,,578.2737182,578.3863374,579.1867817,579.1709347,579.1709816,579.1867817,579.1867817,579.1867817,,579.9731007,right,1,19.7949539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,12,1,25,0,579.9862789,,,,,,,,,579.9764286,580.7866625,581.5867137,581.5711265,581.5711885,581.5867137,581.5867137,581.5867137,,586.1063214,left,1,23.5384776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,13,0,26,1,586.1189782,,,,,,,,,586.1085328,587.3191654,588.1197782,588.1043197,588.1043874,588.1197782,588.1197782,588.1197782,,590.5057949,right,1,21.4028428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,13,1,27,0,590.518724,,,,,,,,,590.5094965,590.6189651,591.4194617,591.4041061,591.404157,591.4194617,591.4194617,591.4194617,,593.8046148,left,1,21.4005949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,14,0,28,0,593.81884,,,,,,,,,593.8063497,593.9190322,594.7194787,594.7035774,594.7036272,594.7194787,594.7194787,594.7194787,599.7188096,600.055722,right,0,24.3564805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,14,1,29,1,600.0683341,,,,,,,,,600.0582723,600.8687737,601.6689988,601.6534515,601.6534967,601.6689988,601.6689988,601.6689988,,604.6374128,right,1,21.9817475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,15,0,30,0,604.6514799,,,,,,,,,604.6388084,605.4518003,606.2517724,606.2363553,606.236401,606.2517724,606.2517724,606.2517724,611.2514805,611.7372355,right,0,24.5027903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,15,1,31,1,611.7509587,,,,,,,,,611.7393513,612.9512411,613.7518637,613.7361012,613.736164,613.7518637,613.7518637,613.7518637,,614.9867532,right,1,20.2442148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,16,0,32,1,615.0008053,,,,,,,,,614.9894263,616.2014766,617.002045,616.9867237,616.9867899,617.002045,617.002045,617.002045,,617.6715467,right,1,19.6889012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,16,1,33,0,617.6838668,,,,,,,,,617.6739762,618.8841689,619.6846236,619.6695299,619.6696077,619.6846236,619.6846236,619.6846236,624.6848845,625.1868365,left,1,24.5177283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,17,0,34,0,625.2005757,,,,,,,,,625.1890728,626.000381,626.8009529,626.7853124,626.7853696,626.8009529,626.8009529,626.8009529,,628.2856678,left,1,20.4975411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,17,1,35,1,628.3003304,,,,,,,,,628.2874677,629.5001925,630.3006826,630.2839052,630.2839233,630.3006826,630.3006826,630.3006826,,632.8694469,right,1,21.5759668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,18,0,36,1,632.8833523,,,,,,,,,632.8716713,634.0832652,634.8838191,634.8678851,634.8679382,634.8838191,634.8838191,634.8838191,639.8669332,640.3688279,right,1,24.4956425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,18,1,37,0,640.3830894,,,,,,,,,640.371047,641.5833244,642.3834603,642.3680082,642.3680706,642.3834603,642.3834603,642.3834603,647.3831027,647.6687636,right,0,24.3020884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,19,0,38,1,647.6824808,,,,,,,,,647.6712599,648.883098,649.6829105,649.6674617,649.6675081,649.6829105,649.6829105,649.6829105,,650.9347473,right,1,20.2587075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,19,1,39,0,650.9491213,,,,,,,,,650.9366348,652.1494228,652.9504884,652.9344467,652.934503,652.9504884,652.9504884,652.9504884,657.9493832,658.3173816,right,0,24.3763338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,20,0,40,0,658.3321192,,,,,,,,,658.3189814,658.6820242,659.4828917,659.466849,659.466914,659.4828917,659.4828917,659.4828917,,661.1344479,left,1,20.6638575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,20,1,41,1,661.1486576,,,,,,,,,661.1369279,661.9484786,662.7489528,662.7336818,662.7337326,662.7489528,662.7489528,662.7489528,,665.4177375,right,1,21.6807319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,21,0,42,0,665.4317872,,,,,,,,,665.4204643,665.5315663,666.3321827,666.3173315,666.3173872,666.3321827,666.3321827,666.3321827,,667.3358396,left,1,20.0229297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,21,1,43,1,667.3479053,,,,,,,,,667.3379403,667.6983563,668.4992595,668.4834014,668.4834455,668.4992595,668.4992595,668.4992595,,672.4336763,right,1,22.9449168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,22,0,44,1,672.4480638,,,,,,,,,672.4355023,672.5482229,673.3484173,673.3333232,673.3333955,673.3484173,673.3484173,673.3484173,,676.9835806,right,1,22.6506185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,22,1,45,0,676.9978395,,,,,,,,,676.9855715,677.3479952,678.1482372,678.1325151,678.1325772,678.1482372,678.1482372,678.1482372,,679.2672284,right,0,20.1350978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,23,0,46,0,679.2810603,,,,,,,,,679.2700228,680.0810469,680.8814514,680.8653915,680.8654297,680.8814514,680.8814514,680.8814514,685.8647684,686.4019067,left,1,24.5401785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,23,1,47,1,686.4138617,,,,,,,,,686.4045068,686.5138883,687.3145152,687.2991648,687.299219,687.3145152,687.3145152,687.3145152,,688.2332359,right,1,19.9317909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,24,0,48,0,688.2470989,,,,,,,,,688.2355335,688.5971666,689.3980748,689.3822185,689.3822764,689.3980748,689.3980748,689.3980748,,692.7330795,right,0,22.3505384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,24,1,49,1,692.7470063,,,,,,,,,692.735938,693.0972932,693.8976998,693.8819176,693.8819645,693.8976998,693.8976998,693.8976998,,694.6152029,right,1,19.7284444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,25,0,50,0,694.6301375,,,,,,,,,694.6165226,694.7303081,695.530949,695.5152546,695.5152979,695.530949,695.530949,695.530949,700.5306496,701.2652679,left,1,24.7493236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,25,1,51,1,701.2799287,,,,,,,,,701.2672126,701.6297265,702.4304248,702.4147227,702.4147676,702.4304248,702.4304248,702.4304248,,703.4991987,right,1,20.0895672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,26,0,52,1,703.5131154,,,,,,,,,703.5010338,704.7130137,705.5133351,705.497371,705.4973979,705.5133351,705.5133351,705.5133351,,706.4166702,right,1,19.9232372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,26,1,53,0,706.4295558,,,,,,,,,706.4184242,706.7797921,707.5804294,707.5659569,707.5660096,707.5804294,707.5804294,707.5804294,712.5801561,713.6484882,right,0,25.0801415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,27,0,54,1,713.6624731,,,,,,,,,713.6506098,714.0127187,714.813269,714.7975659,714.7976126,714.813269,714.813269,714.813269,,715.9140907,right,1,20.1213036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,27,1,55,0,715.9287021,,,,,,,,,715.9153022,716.0288367,716.8299369,716.8135933,716.813631,716.8299369,716.8299369,716.8299369,,719.9817212,left,1,22.1617259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,28,0,56,1,719.9954828,,,,,,,,,719.9835052,720.3454564,721.1467048,721.1302099,721.1302482,721.1467048,721.1467048,721.1467048,,722.1664582,right,1,20.0398585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,28,1,57,0,722.1787822,,,,,,,,,722.1693873,722.2789249,723.0793728,723.0637264,723.0637748,723.0793728,723.0793728,723.0793728,,724.0479613,left,1,19.9815637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,speed,,,,,0,1,1,1,29,0,58,1,724.0622492,,,,,,,,,724.0500555,725.2623743,726.0624622,726.0471056,726.0471611,726.0624622,726.0624622,726.0624622,,728.4155291,right,1,21.3712602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,speed,,,,,0,1,1,1,29,1,59,0,728.4287259,,,,,,,,,728.4177333,728.5288259,729.3293928,729.3135897,729.3136372,729.3293928,729.3293928,729.3293928,,730.1644197,right,0,19.8494261,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
,,speed,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.1660951,730.1782561,735.1781795,735.1639421,,,,,,,
