direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 72
,,,,,,,,,,,,,,,,,0.0053771000821143,0.0114070000126957,0.0114070000126957,1.328363799955696,space,66.19846350001171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,1.3503552998881787,,,,,,,,,1.3445691000670197,1.4404187998734417,2.2420731000602245,2.223883300088346,2.2239002999849617,2.2420731000602245,2.2420731000602245,2.2420731000602245,3.657335700001568,right,1.0,66.28242860012688,,3.666367100086063,3.677664400078356,4.172279600054026,,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,4.188855800079182,,,,,,,,,4.172729599988088,4.521659699967131,5.322387099964544,5.305450199870393,5.305465499870479,5.322387099964544,5.322387099964544,5.322387099964544,6.056318399962038,left,1.0,65.61520880018361,,6.0569817998912185,6.070804199902341,6.554648499935865,6.5707195000723,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,6.5707195000723,,,,,,,,,6.55493830004707,7.769837399944663,8.570128599880263,8.553296499885619,8.553323100088164,8.570128599880263,8.570128599880263,8.570128599880263,9.503937399946151,left,1.0,65.81542300013825,,9.504476400092244,9.518603600095958,10.002324000000954,10.018258200027049,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,10.018258200027049,,,,,,,,,10.002732600085436,10.11836289986968,10.918917200062424,10.902236999943852,10.902258199872447,10.918917200062424,10.918917200062424,10.918917200062424,11.636087900027633,right,1.0,65.58957060007378,,11.636693299980834,11.650989499874411,12.134323599981144,12.150330499978736,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,12.150330499978736,,,,,,,,,12.134735899977386,13.3496284999419,14.149953600019217,14.132847300032154,14.132861899910496,14.149953600019217,14.149953600019217,14.149953600019217,15.10072200000286,right,1.0,65.82748590013944,,15.101399099919943,15.115491699893028,15.598975599976256,15.614920699968934,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,15.614920699968934,,,,,,,,,15.59941569995135,16.814168999902904,17.614654199918732,17.597517699934542,17.597533999942243,17.614654199918732,17.614654199918732,17.614654199918732,18.265146400080997,right,0.0,65.52855640021153,,18.26564579992555,18.279955399921164,18.76377550000325,18.77956960001029,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,18.77956960001029,,,,,,,,,18.764250200008973,19.57904099998996,20.37963859993033,20.36291319993325,20.36293739988469,20.37963859993033,20.37963859993033,20.37963859993033,21.147451400058344,right,1.0,65.63956160005182,,21.14829909987748,21.161512299906462,21.645176900085065,21.66132190008648,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,21.66132190008648,,,,,,,,,21.645673000020903,21.761187199968845,22.561738499905918,22.54496379988268,22.54499319987372,22.561738499905918,22.561738499905918,22.561738499905918,23.17942050006241,left,1.0,65.4879116001539,,23.18022010009736,23.193810400087383,23.67764199990779,23.69337529991753,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,23.69337529991753,,,,,,,,,23.67819990008138,23.793232100084424,24.593934299889952,24.57701459992677,24.577049300074577,24.593934299889952,24.593934299889952,24.593934299889952,25.461424000095576,right,1.0,65.74280120013282,,25.462397299939767,25.475823699962348,25.9594550000038,25.975206800037995,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,25.975206800037995,,,,,,,,,25.95998760010116,27.17457969998941,27.97490009991452,27.95817680004984,27.95820469991304,27.97490009991452,27.97490009991452,27.97490009991452,28.542317199986428,left,1.0,65.43478600005619,,28.542738599935547,28.55749040003866,29.04122920008376,29.0566563999746,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,29.0566563999746,,,,,,,,,29.04192420002073,29.40671880007721,30.207055900013074,30.19029919989407,30.190328999888152,30.207055900013074,30.207055900013074,30.207055900013074,30.94028429989703,right,1.0,65.60189829999581,,30.940712299896404,30.95527919987217,31.43932730006054,31.455218199873343,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,31.455218199873343,,,,,,,,,31.439855499891564,31.555180700030174,32.35572619992308,32.33891010005027,32.33893850003369,32.35572619992308,32.35572619992308,32.35572619992308,32.973289399873465,left,1.0,65.48437770013697,,32.97404400003143,32.98765909997746,33.47159070009366,33.48734140000306,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,33.48734140000306,,,,,,,,,33.47211860003881,33.83710779994726,34.63767650001682,34.62057280004956,34.62059829989448,34.63767650001682,34.63767650001682,34.63767650001682,35.555031900061294,left,1.0,65.78648110013455,,35.555786799872294,35.56960540008731,36.05330740008503,36.069384600035846,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,36.069384600035846,,,,,,,,,36.0539323000703,36.41902119992301,37.21948059997521,37.20259110000916,37.202618499984965,37.21948059997521,37.21948059997521,37.21948059997521,37.90363189997152,right,1.0,65.55035439995117,,37.90439729997888,37.91816330002621,38.40207080007531,38.41781449993141,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,38.41781449993141,,,,,,,,,38.40260610007681,38.5175749999471,39.31829329999164,39.301496899919584,39.30152969993651,39.31829329999164,39.31829329999164,39.31829329999164,39.8692220998928,right,1.0,65.41688910010271,,39.870130100054666,39.88364359992556,40.367348100058734,40.3833596999757,,,,,,,,,,,,,,,,,,,,,,,,,sub-215,1.0,random_dot,60.15283634190397,
