direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,1.0,196.26136650005355,,,,,,,,,196.255834300071,196.6111810002476,197.4120844998397,197.4034289000556,197.40344869997352,197.4120844998397,197.4120844998397,197.4120844998397,198.83766740001735,right,1.0,12.826148999854922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,198.8443591999821,,,,,,,,,198.83834769995883,199.1942810001783,199.99486429989335,199.98606069991365,199.98607499990607,199.99486429989335,199.99486429989335,199.99486429989335,201.95391840022057,right,0.0,13.355276099871844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,201.9602864999324,,,,,,,,,201.95469299983236,203.1600596001372,203.96100769983605,203.9521885002032,203.95220820000395,203.96100769983605,203.96100769983605,203.96100769983605,205.6533629000187,right,1.0,13.09276370005682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,1.0,205.6596792000346,,,,,,,,,205.65444289986044,206.8596633002162,207.66042450023812,207.65184380020943,207.6518653002568,207.66042450023812,207.66042450023812,207.66042450023812,209.7939027999528,left,0.0,13.531034900341185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,0.0,209.80063319997865,,,,,,,,,209.7946625999175,209.90069099981335,210.701559800189,210.69291200023144,210.69292679987848,210.701559800189,210.701559800189,210.701559800189,212.82720059994608,left,1.0,13.524931100197136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,0.0,212.83369449991733,,,,,,,,,212.82801399985328,213.63326930021867,214.43432720005512,214.42535990010947,214.42537559987977,214.43432720005512,214.43432720005512,214.43432720005512,216.76781539991495,right,0.0,13.733003999572247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,1.0,216.77470650011676,,,,,,,,,216.76851910026744,217.57443200005216,218.3752616001293,218.3664306998253,218.3664430999197,218.3752616001293,218.3752616001293,218.3752616001293,220.55926850019023,right,1.0,13.580206099897625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,220.5656627002172,,,,,,,,,220.5600228002295,220.665741099976,221.4664131002501,221.45768730016425,221.4577073999681,221.4664131002501,221.4664131002501,221.4664131002501,223.53387490008024,right,0.0,13.461104900110511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,223.54017940023917,,,,,,,,,223.53496770001948,223.89019409986213,224.69090449996293,224.6822958001867,224.6823158999905,224.69090449996293,224.69090449996293,224.69090449996293,226.54148210026324,left,0.0,13.244654799811542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,226.54806530009955,,,,,,,,,226.5423189001158,227.3478635000065,228.148815699853,228.1398256001994,228.13984009996057,228.148815699853,228.148815699853,228.148815699853,229.9490633001551,left,1.0,13.2007049000822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,1.0,229.95599710009992,,,,,,,,,229.94985319999975,231.1555730002001,231.9566675000824,231.94777660025284,231.94779499992728,231.9566675000824,231.9566675000824,231.9566675000824,233.490325700026,left,0.0,12.933014699723572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,1.0,233.4969763001427,,,,,,,,,233.49133520014584,233.5968388998881,234.39771950012076,234.3889509998262,234.38896520016715,234.39771950012076,234.39771950012076,234.39771950012076,236.48981820000336,left,0.0,13.492454400286078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,0.0,236.49639349989596,,,,,,,,,236.49047000007704,237.6960479002446,238.49698350019756,238.4882461000234,238.4882602002472,238.49698350019756,238.49698350019756,238.49698350019756,239.44809790002185,right,0.0,12.350017200224102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,1.0,239.45420469995588,,,,,,,,,239.4489306001924,239.55440919985995,240.355171199888,240.3462360999547,240.3462482998148,240.355171199888,240.355171199888,240.355171199888,242.09740630025044,right,1.0,13.141272599808872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,0.0,242.10389140015468,,,,,,,,,242.09815749991685,242.45378910005093,243.2546131000854,243.24585589999333,243.2458688998595,243.2546131000854,243.2546131000854,243.2546131000854,244.75506210001183,left,1.0,12.899940799921753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,0.0,244.7618725001812,,,,,,,,,244.7558287000284,245.11184260016307,245.91259650001305,245.9038490001112,245.90387339983133,245.91259650001305,245.91259650001305,245.91259650001305,247.17966940021145,right,0.0,12.66123259998858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,1.0,247.18645100016147,,,,,,,,,247.18042050022632,247.53640270000324,248.3372741001658,248.32853629998863,248.32855780003592,248.3372741001658,248.3372741001658,248.3372741001658,249.64605510002,right,1.0,12.703682700172068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,249.65262540010733,,,,,,,,,249.6470194002613,250.45268120011315,251.25325670000169,251.2444628002122,251.2444763998501,251.25325670000169,251.25325670000169,251.25325670000169,252.6126505001448,left,0.0,12.760150699876249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,252.6190097001381,,,,,,,,,252.6134440000169,252.718878199812,253.51967279985547,253.5108798998408,253.51089459983632,253.51967279985547,253.51967279985547,253.51967279985547,255.17899989988652,left,1.0,13.060187300201504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
,,accuracy,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,257.8026025998406,,,,,,,,,257.7994238999672,259.00126870023087,259.8018661001697,259.79321049991995,259.79323420021683,259.8018661001697,259.8018661001697,259.8018661001697,260.29446509992704,left,0.0,11.88847430003807,,,,,,,,,,,,,,,,,,,,255.17974800011143,255.18860979983583,255.18860979983583,257.7938618999906,space,14.003784799948336,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,260.3009927999228,,,,,,,,,260.2959992000833,261.50082569988444,262.30166860017926,262.29297850001603,262.29299690015614,262.30166860017926,262.30166860017926,262.30166860017926,262.9024167000316,right,0.0,11.999372099991888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,262.90895589999855,,,,,,,,,262.9031091001816,263.7086952999234,264.509431600105,264.5008542002179,264.500875600148,264.509431600105,264.509431600105,264.509431600105,265.36884440016,right,1.0,12.258547499775888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,265.3751917001792,,,,,,,,,265.3695518998429,266.1751363002695,266.975957499817,266.96699520014226,266.9670090000145,266.975957499817,266.975957499817,266.975957499817,267.63494750019163,left,1.0,12.055347100365909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,267.64155449997634,,,,,,,,,267.63565419986844,267.9912689998746,268.79206780018285,268.7833639001474,268.78338330006227,268.79206780018285,268.79206780018285,268.79206780018285,269.6928436001763,right,1.0,12.29903000034392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,269.6994297001511,,,,,,,,,269.69354909984395,269.7993298000656,270.60039660008624,270.5916122999042,270.5916291000321,270.60039660008624,270.60039660008624,270.60039660008624,271.4510161001235,left,1.0,12.248451999854296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,1.0,271.4576202998869,,,,,,,,,271.4517669002525,272.6572560998611,273.4580494998954,273.44925379985943,273.44926990009844,273.4580494998954,273.4580494998954,273.4580494998954,274.2586969998665,left,0.0,12.197787799872458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,274.2653143000789,,,,,,,,,274.25958260009065,274.3653656002134,275.1662134998478,275.15732900006697,275.1573430001736,275.1662134998478,275.1662134998478,275.1662134998478,276.4165500998497,left,1.0,12.649909699801356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,276.42333019990474,,,,,,,,,276.4172796001658,276.7733338000253,277.5740207000636,277.5652004000731,277.56521489983425,277.5740207000636,277.5740207000636,277.5740207000636,278.7162668998353,right,1.0,12.541677999775857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,278.7230807002634,,,,,,,,,278.717137100175,279.5227455999702,280.32368559995666,280.31484110001475,280.31486260006204,280.32368559995666,280.32368559995666,280.32368559995666,281.416001399979,right,0.0,12.4908269001171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,1.0,281.4224621001631,,,,,,,,,281.41689800005406,281.52247689990327,282.32346010021865,282.31469119992107,282.3147045001388,282.32346010021865,282.32346010021865,282.32346010021865,283.89057860011235,right,1.0,12.965846300125122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,0.0,283.8973165000789,,,,,,,,,283.8912706999108,284.69708770001307,285.4977132999338,285.48909830022603,285.48911980027333,285.4977132999338,285.4977132999338,285.4977132999338,286.80660529993474,right,0.0,12.70697270007804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,0.0,286.81322770006955,,,,,,,,,286.80734959989786,287.6133381999098,288.4139510001987,288.4051513001323,288.40516499988735,288.4139510001987,288.4139510001987,288.4139510001987,289.93117200024426,left,1.0,12.911233900114894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,1.0,289.9377883002162,,,,,,,,,289.9318718998693,291.1375688002445,291.9386040000245,291.92974330019206,291.92975880019367,291.9386040000245,291.9386040000245,291.9386040000245,293.6891022999771,left,0.0,13.146670899819584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,293.695753400214,,,,,,,,,293.6899592000991,294.4955833000131,295.2965048998594,295.28746959986165,295.28748149983585,295.2965048998594,295.2965048998594,295.2965048998594,296.37175669986755,right,1.0,12.47253999998793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,296.378710700199,,,,,,,,,296.37251790007576,297.1782609000802,297.9789164001122,297.97010280005634,297.9701155000366,297.9789164001122,297.9789164001122,297.9789164001122,299.16298180026934,left,1.0,12.583655799739065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,299.1695428998209,,,,,,,,,299.16373440017924,299.5195522001013,300.32030929997563,300.3115953002125,300.31161500001326,300.32030929997563,300.32030929997563,300.32030929997563,301.6044868999161,right,1.0,12.683296100236475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,301.6110979998484,,,,,,,,,301.6055729999207,302.81086250022054,303.6114845001139,303.6028586002067,303.6028793998994,303.6114845001139,303.6114845001139,303.6114845001139,304.7702510999516,left,1.0,12.558329899795352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,0.0,304.7773353001103,,,,,,,,,304.770955900196,305.1271752999164,305.9279689001851,305.91899339994416,305.9190062000416,305.9279689001851,305.9279689001851,305.9279689001851,306.9037083000876,left,1.0,12.375330400187522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,1.0,306.9103731000796,,,,,,,,,306.9043748001568,307.0101495999843,307.810818400234,307.8019914999604,307.8020048001781,307.810818400234,307.810818400234,307.810818400234,309.31157479994,right,1.0,12.895772900432348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,309.31793650006875,,,,,,,,,309.3124947999604,309.6679067001678,310.46882440010086,310.4602287998423,310.4602463999763,310.46882440010086,310.46882440010086,310.46882440010086,311.6360130002722,left,1.0,12.56649040011689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,311.64271409995854,,,,,,,,,311.6370031000115,312.84254530025646,313.6431801998988,313.6345128999092,313.6345334998332,313.6431801998988,313.6431801998988,313.6431801998988,314.46886070026085,right,1.0,12.219715400133282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,0.0,314.47573259985074,,,,,,,,,314.4695648001507,314.8256243998185,315.6264651999809,315.6176025001332,315.61761640012264,315.6264651999809,315.6264651999809,315.6264651999809,317.00189170008525,right,0.0,12.773443500045689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,1.0,317.0086511000991,,,,,,,,,317.0027581001632,317.3584540998563,318.1592048001476,318.1504758000374,318.15049150027335,318.1592048001476,318.1592048001476,318.1592048001476,319.3348362999968,left,0.0,12.573930900078269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,319.34134220005944,,,,,,,,,319.3357068998739,319.44157919986174,320.24214160023257,320.23362509999424,320.2336432999,320.24214160023257,320.24214160023257,320.24214160023257,321.60112310014665,left,1.0,12.756159599870443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,321.6076547000557,,,,,,,,,321.6019812999293,322.80765190022066,323.6082768002525,323.59960620012134,323.5996244000271,323.6082768002525,323.6082768002525,323.6082768002525,324.325816700235,right,1.0,12.112052199896423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,1.0,324.3324068002403,,,,,,,,,324.3265657001175,325.1322495001368,325.93291530013084,325.92427910026163,325.92430069996044,325.93291530013084,325.93291530013084,325.93291530013084,326.4844545000233,right,1.0,11.952149499673396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,0.0,326.49045500019565,,,,,,,,,326.4856197000481,327.2900374000892,328.09107210021466,328.0820324001834,328.0820479998365,328.09107210021466,328.09107210021466,328.09107210021466,329.00810120021924,left,1.0,12.317411399912087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,329.01504319999367,,,,,,,,,329.0089187999256,329.3648037002422,330.1656698998995,330.15683839982376,330.15685839997604,330.1656698998995,330.1656698998995,330.1656698998995,331.0580219998956,left,0.0,12.28638180019334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,331.0645313002169,,,,,,,,,331.05874790018424,331.8645783001557,332.665208700113,332.6563686002046,332.65638450020924,332.665208700113,332.665208700113,332.665208700113,333.9409019998275,left,1.0,12.66935809981078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,333.94752909988165,,,,,,,,,333.9417477999814,334.04733229987323,334.8482737001032,334.83935309993103,334.83937089983374,334.8482737001032,334.8482737001032,334.8482737001032,336.3071269998327,right,1.0,12.856984900310636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,336.31362819997594,,,,,,,,,336.30800200020894,337.1134878001176,337.91427400009707,337.9057117002085,337.9057356999256,337.91427400009707,337.91427400009707,337.91427400009707,339.07344610011205,right,0.0,12.559773600194603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,1.0,339.0801110002212,,,,,,,,,339.0741536002606,339.1800017999485,339.9807152999565,339.9719887999818,339.9720057998784,339.9807152999565,339.9807152999565,339.9807152999565,341.81454769987613,left,0.0,13.233026100322604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,0.0,341.82109280023724,,,,,,,,,341.8154529002495,343.0210474999621,343.8218288002536,343.81288739992306,343.8129023001529,343.8218288002536,343.8218288002536,343.8218288002536,345.014121199958,left,1.0,12.588370699901134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,0.0,345.02061730017886,,,,,,,,,345.0149329002016,346.2205789000727,347.02118520019576,347.01262339996174,347.0126467999071,347.02118520019576,347.02118520019576,347.02118520019576,348.3470093002543,left,1.0,12.724833999760447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,1.0,348.3536057001911,,,,,,,,,348.347768700216,349.5531927002594,350.3540290999226,350.3454427001998,350.3454646002501,350.3540290999226,350.3540290999226,350.3540290999226,351.8544697002508,right,1.0,12.900996000040324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,351.861110100057,,,,,,,,,351.85528710018843,351.96112370025367,352.761899500154,352.7530582998879,352.75307280011475,352.761899500154,352.761899500154,352.761899500154,354.18763210019097,right,1.0,12.82369009964168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,354.19431339995936,,,,,,,,,354.1884206002578,354.5442591998726,355.3450377001427,355.33628639997914,355.3363016000949,355.3450377001427,355.3450377001427,355.3450377001427,356.49531070003286,right,0.0,12.54986790008843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,1.0,356.50204950012267,,,,,,,,,356.4960690001026,357.30190590023994,358.1026658001356,358.0940531999804,358.0940733002499,358.1026658001356,358.1026658001356,358.1026658001356,359.1454917001538,left,0.0,12.442114499863235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,0.0,359.15181209985167,,,,,,,,,359.1465778001584,360.3514151000418,361.1522913002409,361.1437348998152,361.1437574001029,361.1522913002409,361.1522913002409,361.1522913002409,361.8029668000527,left,1.0,12.04734249971807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,1.0,361.8098188000731,,,,,,,,,361.803673400078,362.6095282002352,363.4103596000932,363.40159250004217,363.4016062002629,363.4103596000932,363.4103596000932,363.4103596000932,364.2189620998688,left,0.0,12.208216699771585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,0.0,364.22575260000303,,,,,,,,,364.2197100999765,365.0258209002204,365.8266020002775,365.8177183000371,365.8177372999489,365.8266020002775,365.8266020002775,365.8266020002775,367.3439302998595,right,0.0,12.912191099952906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,367.35044920025393,,,,,,,,,367.3450186001137,367.7002276000567,368.5009972001426,368.4922986002639,368.4923165999353,368.5009972001426,368.5009972001426,368.5009972001426,370.1935653002001,left,0.0,13.0934652001597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,370.1998578002677,,,,,,,,,370.19439489999786,371.399729100056,372.200655200053,372.191663000267,372.19168059993535,372.200655200053,372.200655200053,372.200655200053,373.5762379998341,right,0.0,12.7738016997464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,0.0,373.5826159999706,,,,,,,,,373.577208600007,374.38263930007815,375.1834014998749,375.1747002000921,375.1747154998593,375.1834014998749,375.1834014998749,375.1834014998749,376.2175437002443,right,0.0,12.431986799929293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,1.0,376.224091200158,,,,,,,,,376.2183941998519,377.4237501001917,378.22442370001227,378.2156648002565,378.215681000147,378.22442370001227,378.22442370001227,378.22442370001227,379.4668677002192,right,1.0,12.640210200101135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,379.4736179998145,,,,,,,,,379.4674617000856,380.6731336000376,381.4739524000324,381.4651405001059,381.46515570022166,381.4739524000324,381.4739524000324,381.4739524000324,382.6828181999736,left,1.0,12.602240399923176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,382.68944129999727,,,,,,,,,382.6836186000146,383.8894290998578,384.6902054999955,384.6812454001047,384.6812618002296,384.6902054999955,384.6902054999955,384.6902054999955,386.0740757002495,left,0.0,12.779959099832922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
