direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0409919000230729,0.0488704000599682,0.0488704000599682,40.91327310004272,space,72.8607522000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,40.97295850003138,,,,,,,,,40.96438120002858,41.276624600053765,42.08098760002758,42.06013860006351,42.06017650000285,42.08098760002758,42.08098760002758,42.08098760002758,47.06050869997125,50.82826930005103,left,0.0,40.74037350004073,,50.82959590002429,50.849372199969366,51.34255479997955,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,51.35961110005155,,,,,,,,,51.34320600004867,51.6928898000624,52.49342519999482,52.4770854000235,52.477119800052606,52.49342519999482,52.49342519999482,52.49342519999482,57.476274300017394,57.96101480000653,right,0.0,37.46585599996615,,57.96191960002761,57.97532550001051,58.4605621000519,58.47640330006834,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,58.47640330006834,,,,,,,,,58.46117749996483,59.27625670004636,60.07676369999536,60.06066419999115,60.0606998000294,60.07676369999536,60.07676369999536,60.07676369999536,65.05924710002728,65.34486700000707,right,1.0,37.25741459999699,,65.34586140001193,65.36049410002306,65.8590560000157,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,65.87570370000321,,,,,,,,,65.8598539000377,66.20904730004258,67.00992670003325,66.99436200002674,66.99439640005585,67.00992670003325,67.00992670003325,67.00992670003325,71.99285879998934,72.62849020003341,left,1.0,37.62105880002491,,72.62935489998199,72.64216799999122,73.128163699992,73.14265409996733,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,73.14265409996733,,,,,,,,,73.12887680006679,73.2421174000483,74.04257659998257,74.02729760005604,74.02733429998625,74.04257659998257,74.04257659998257,74.04257659998257,79.03897580003832,79.92503439995926,right,1.0,37.87097970000468,,79.9260361000197,79.93924249999691,80.42351059999783,80.43946689995937,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,80.43946689995937,,,,,,,,,80.42427279998083,80.53920999995898,81.33942370000295,81.32294179999735,81.32298299996182,81.33942370000295,81.33942370000295,81.33942370000295,,83.22528120002244,left,1.0,33.889065800001845,,83.22629959997721,83.23901520005893,83.72393750003539,83.73962260002736,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,83.73962260002736,,,,,,,,,83.72469070006628,84.53946939995512,85.33989840000868,85.32330649998039,85.32335369999055,85.33989840000868,85.33989840000868,85.33989840000868,,88.44069550000131,right,0.0,35.10071890009567,,88.44155310001224,88.45520119997673,88.9399054000387,88.95550389995333,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,88.95550389995333,,,,,,,,,88.94065330002923,89.0559007000411,89.85615590005182,89.84019160002936,89.84024329995736,89.85615590005182,89.85615590005182,89.85615590005182,,92.80077640002128,left,0.0,34.92717989999801,,92.80253370001446,92.81308530003298,93.3060220000334,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,93.32237229996826,,,,,,,,,93.30688499996904,94.10565120005047,94.90706120000686,94.89000180002768,94.89003690006211,94.90706120000686,94.90706120000686,94.90706120000686,,98.34072880004533,left,0.0,35.43528700002935,,98.34157090005463,98.35543600004166,98.83975709998047,98.85539180005436,,,,,,,,,,,,,,,,,,,,,,,,,,sub-037,1.0,random_dot,59.95052880984449,
