direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,16.0,0.0,8.0,right,1.0,4.048638565000147,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,157.617875876982,,,,,,,,,157.61082244699355,157.95700413300074,158.74692578197573,158.73967839797842,158.74001014698297,158.74692578197573,158.74692578197573,158.74692578197573,162.80637463598396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.048638565000147,,,,,sub-079,1,random_dot,,
left,left,17.0,1.0,8.0,left,1.0,1.6037565960141364,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,162.81415927398484,,,,,,,,,162.8066107609775,163.16380866599502,163.97252133398433,163.95884692799882,163.95952689799014,163.97252133398433,163.97252133398433,163.97252133398433,165.58939766098047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6037565960141364,,,,,sub-079,1,random_dot,,
right,right,18.0,0.0,9.0,right,1.0,1.4646547489974182,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,165.59647967698402,,,,,,,,,165.58966884197434,166.78886351297842,167.58170972499647,167.57321730998228,167.57387303799624,167.58170972499647,167.58170972499647,167.58170972499647,169.0559466400009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4646547489974182,,,,,sub-079,1,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,0.9107661540037952,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,169.06357602297794,,,,,,,,,169.05618403299013,170.2457455219992,171.05477638498996,171.03098898299504,171.0317040529917,171.05477638498996,171.05477638498996,171.05477638498996,171.98966013197787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9107661540037952,,,,,sub-079,1,random_dot,,
right,right,20.0,0.0,10.0,right,1.0,0.6740152369893622,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,172.00566230498953,,,,,,,,,171.99000040598912,172.08866687800037,172.88039715899504,172.8729083329963,172.87328653997974,172.88039715899504,172.88039715899504,172.88039715899504,173.55730811797548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6740152369893622,,,,,sub-079,1,random_dot,,
left,left,21.0,1.0,10.0,right,0.0,4.71747214300558,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,173.5650012039987,,,,,,,,,173.55761966397404,173.90574718199787,174.69717704399957,174.68924378897646,174.6896974889969,174.69717704399957,174.69717704399957,174.69717704399957,179.42455056498875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.71747214300558,,,,,sub-079,1,random_dot,,
left,left,22.0,0.0,11.0,left,1.0,5.986979089007946,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,179.43125999797485,,,,,,,,,179.42483149198233,180.62185295499512,181.41126501199324,181.40484718498192,181.4050584549841,181.41126501199324,181.41126501199324,181.41126501199324,187.40573976599265,,,,,,,,,186.40666974298077,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.986979089007946,,,,,sub-079,1,random_dot,,
right,right,23.0,1.0,11.0,right,1.0,5.60691380299977,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,187.413107106986,,,,,,,,,187.40596223998,188.19477612298212,188.98964499798603,188.97869834699668,188.97937237497536,188.98964499798603,188.98964499798603,188.98964499798603,194.60601775799296,,,,,,,,,193.97900902098627,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.60691380299977,,,,,sub-079,1,random_dot,,
left,left,24.0,0.0,12.0,right,0.0,5.449311990989372,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,194.61372184799984,,,,,,,,,194.60627253298296,195.39591090698377,196.1968979399826,196.1890164249926,196.1894462639757,196.1968979399826,196.1968979399826,196.1968979399826,201.65610494298744,,,,,,,,,201.18867021298504,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.449311990989372,,,,,sub-079,1,random_dot,,
right,right,25.0,1.0,12.0,right,1.0,7.461249173997203,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,201.66379464999773,,,,,,,,,201.6565195939911,201.7460796639789,202.55547561999992,202.53014150599483,202.53091797899103,202.55547561999992,202.55547561999992,202.55547561999992,210.0226106979826,,,,,,,,,207.52847888998804,,,,,,,,,,,,,,,,,,,,,,right,1.0,7.461249173997203,,,,,sub-079,1,random_dot,,
right,right,26.0,0.0,13.0,right,1.0,0.7902046839881223,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,210.02983005298304,,,,,,,,,210.0230107789976,210.37149247698835,211.16314958399744,211.1551515579922,211.1556059129944,211.16314958399744,211.16314958399744,211.16314958399744,211.95767290599176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7902046839881223,,,,,sub-079,1,random_dot,,
left,left,27.0,1.0,13.0,left,1.0,1.6140861110179685,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,211.96521027799463,,,,,,,,,211.95794504298829,212.0548641239875,212.84640263899928,212.83844019999376,212.8388918449928,212.84640263899928,212.84640263899928,212.84640263899928,214.4644190199906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6140861110179685,,,,,sub-079,1,random_dot,,
left,left,28.0,0.0,14.0,right,0.0,4.627853126992704,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,214.4881492609857,,,,,,,,,214.46468549998824,214.81150488898857,215.60517099898425,215.59475529499468,215.59535501198843,215.60517099898425,215.60517099898425,215.60517099898425,220.23821295899688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.627853126992704,,,,,sub-079,1,random_dot,,
right,right,29.0,1.0,14.0,right,1.0,0.7526675760163926,,accuracy,space,2.1874254099966493,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,220.2553036219906,,,,,,,,,220.23846703098388,220.57758575197656,221.37266467197333,221.3626299210009,221.36340659298003,221.37266467197333,221.37266467197333,221.37266467197333,222.13280382798985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7526675760163926,,,,,sub-079,1,random_dot,,
