direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,29.0,1.0,14.0,right,1.0,2.9452008490043227,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,330.9553683430131,,,,,,,,,330.9397460760083,331.28893449899624,332.08872492902447,332.07251541499863,332.0729546729999,332.08872492902447,332.08872492902447,332.08872492902447,335.04017895902507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.9452008490043227,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,30.0,0.0,15.0,left,1.0,5.7424969490093645,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,335.0551899179991,,,,,,,,,335.04048403102206,335.15539137701853,335.9550814329996,335.93898437402095,335.9393236870237,335.9550814329996,335.9550814329996,335.9550814329996,341.70652912100195,,,,,,,,340.9386168610072,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.7424969490093645,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,31.0,1.0,15.0,right,1.0,4.023137131996919,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,341.7218013720121,,,,,,,,,341.7068484030024,342.5218841820024,343.32188187300926,343.305631330004,343.3060726950061,343.32188187300926,343.32188187300926,343.32188187300926,347.35627051000483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.023137131996919,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,32.0,0.0,16.0,left,1.0,3.674692937987857,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,347.3717191820033,,,,,,,,,347.35656679800013,348.57185584600666,349.37196314299945,349.3554538480239,349.35589327602065,349.37196314299945,349.37196314299945,349.37196314299945,353.0562804650108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.674692937987857,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,33.0,1.0,16.0,right,1.0,2.408453771000495,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,353.07193966401974,,,,,,,,,353.0565992020129,353.17173347700736,353.9719162620022,353.9552065640164,353.95554575900314,353.9719162620022,353.9719162620022,353.9719162620022,356.3893728000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.408453771000495,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,34.0,0.0,17.0,left,1.0,3.950421025016112,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,356.40521009801887,,,,,,,,,356.38967963002506,356.75499699200736,357.5551413939975,357.5386948370142,357.53915057500126,357.5551413939975,357.5551413939975,357.5551413939975,361.52231604102417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.950421025016112,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,35.0,1.0,17.0,right,1.0,5.570062628015876,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,361.53822794702137,,,,,,,,,361.5226351430174,362.7217182900058,363.5217716250045,363.505423405004,363.5058591350098,363.5217716250045,363.5217716250045,363.5217716250045,369.1056648820231,,,,,,,,368.5051443370176,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.570062628015876,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,36.0,0.0,18.0,left,1.0,5.016730283008656,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,369.1215289630054,,,,,,,,,369.1059906310111,370.3050504130079,371.1050830820168,371.0887226920168,371.0891740840161,371.1050830820168,371.1050830820168,371.1050830820168,376.1230233130045,,,,,,,,376.0883322030131,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.016730283008656,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,37.0,1.0,18.0,right,1.0,5.050601200986421,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,1.0,376.1378543240135,,,,,,,,,376.123382396996,376.9382836139994,377.7382095650246,377.7219620440155,377.72240689300816,377.7382095650246,377.7382095650246,377.7382095650246,382.8053313130222,,,,,,,,382.721823282016,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.050601200986421,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,38.0,0.0,19.0,right,1.0,1.798750764981378,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,1.0,382.8214268349984,,,,,,,,,382.80564552001306,384.0048512050125,384.8047142320138,384.7883916940191,384.7888341899961,384.8047142320138,384.8047142320138,384.8047142320138,386.6061927929986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.798750764981378,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,39.0,1.0,19.0,left,1.0,5.273794058011845,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,386.6212423980178,,,,,,,,,386.6065495010116,387.822517757013,388.6381502060103,388.621649904002,388.6220122720115,388.6381502060103,388.6381502060103,388.6381502060103,393.9223312760005,,,,,,,,393.6213892890082,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.273794058011845,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,40.0,0.0,20.0,right,1.0,2.9671386140107643,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,1.0,393.9377779820061,,,,,,,,,393.9226341470203,394.2877499349997,395.08780741901137,395.0715813190036,395.0718689339992,395.08780741901137,395.08780741901137,395.08780741901137,398.0717153010192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.9671386140107643,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,41.0,1.0,20.0,left,1.0,6.132683613017434,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,0.0,398.087734508008,,,,,,,,,398.0720749940083,398.8710747680161,399.6710433880216,399.6546566320176,399.6550813380163,399.6710433880216,399.6710433880216,399.6710433880216,405.8056124040159,,,,,,,,404.6541141040216,,,,,,,,,,,,,,,,,,,,,,,left,1.0,6.132683613017434,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,42.0,0.0,21.0,right,1.0,2.8673976580030285,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,1.0,405.8210418540111,,,,,,,,,405.80601669399766,406.171013462008,406.97104036199744,406.9545695920242,406.9550140790234,406.97104036199744,406.97104036199744,406.97104036199744,409.8549500750087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.8673976580030285,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,43.0,1.0,21.0,left,1.0,5.467925643984927,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,0.0,409.8707147890236,,,,,,,,,409.8554900010058,411.0543390510138,411.8544030740159,411.8380732090154,411.8385212240101,411.8544030740159,411.8544030740159,411.8544030740159,417.3389328269986,,,,,,,,416.8374208730238,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.467925643984927,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,44.0,0.0,22.0,left,1.0,3.6926781780202873,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,417.353733224998,,,,,,,,,417.3393891419983,418.1538081809995,418.95517646402,418.9393469660136,418.9397667910089,418.95517646402,418.95517646402,418.95517646402,422.65511575801065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.6926781780202873,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,45.0,1.0,22.0,right,1.0,3.6004078930127434,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,1.0,422.67064932599897,,,,,,,,,422.6554406300129,423.87070084401057,424.6707939570188,424.6543012030015,424.6546369790158,424.6707939570188,424.6707939570188,424.6707939570188,428.2879232400155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.6004078930127434,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,46.0,0.0,23.0,right,1.0,5.962469878984848,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,1.0,428.3035473120108,,,,,,,,,428.288235325017,428.6372781310056,429.43738125101663,429.4208657370182,429.4212058190024,429.43738125101663,429.43738125101663,429.43738125101663,435.4047968110244,,,,,,,,434.4204312250076,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.962469878984848,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,47.0,1.0,23.0,right,0.0,4.977330349996919,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,0.0,435.4208309070091,,,,,,,,,435.4051257140236,436.60385513401707,437.4037383530231,437.38748592100455,437.38783426201553,437.4037383530231,437.4037383530231,437.4037383530231,442.38875063101295,,,,,,,,442.3877126320149,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.977330349996919,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,48.0,0.0,24.0,left,1.0,4.526599220000207,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,442.4033239830169,,,,,,,,,442.3890552740195,442.75374629101134,443.5536201799987,443.53701874800026,443.5373642350023,443.5536201799987,443.5536201799987,443.5536201799987,448.08841321402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.526599220000207,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,49.0,1.0,24.0,right,1.0,1.777271111990558,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,448.10343252299936,,,,,,,,,448.0887167150213,448.9035987740208,449.7037011980137,449.6873972470057,449.6878462260065,449.7037011980137,449.7037011980137,449.7037011980137,451.4883623520145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.777271111990558,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,50.0,0.0,25.0,left,0.0,3.691691357991658,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,1.0,451.503540086007,,,,,,,,,451.4886666800012,452.3036182640062,453.1036663110135,453.087406983017,453.0879612990248,453.1036663110135,453.1036663110135,453.1036663110135,456.8043378670118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.691691357991658,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,51.0,1.0,25.0,right,0.0,6.221033442998305,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,0.0,456.8206628100015,,,,,,,,,456.804631357023,456.9035797300167,457.7035295630049,457.6872877690184,457.6877376720077,457.7035295630049,457.7035295630049,457.7035295630049,463.9373884150118,,,,,,,,462.6868167850189,,,,,,,,,,,,,,,,,,,,,,,right,0.0,6.221033442998305,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,52.0,0.0,26.0,right,1.0,2.2128768780094106,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,1.0,463.9533067320008,,,,,,,,,463.9377046629961,465.1368690340023,465.9369269529998,465.9205116200028,465.9209533800022,465.9369269529998,465.9369269529998,465.9369269529998,468.15488897802425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2128768780094106,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,53.0,1.0,26.0,left,1.0,5.688523004995659,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,0.0,468.1700468110212,,,,,,,,,468.155209982011,468.9700948000245,469.7700745800103,469.7537867700157,469.7541446280084,469.7700745800103,469.7700745800103,469.7700745800103,475.4705547479971,,,,,,,,474.7533971110242,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.688523004995659,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,54.0,0.0,27.0,right,1.0,2.390166673983913,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,1.0,475.4864330819983,,,,,,,,,475.4708662590128,475.5701923690213,476.3701210140134,476.3537091239996,476.3541583390033,476.3701210140134,476.3701210140134,476.3701210140134,478.7705329680175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.390166673983913,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,55.0,1.0,27.0,left,1.0,2.9953627490031067,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,0.0,478.7864552250248,,,,,,,,,478.7708400860138,479.5701516850095,480.3701145469968,480.3536754570087,480.3541092610103,480.3701145469968,480.3701145469968,480.3701145469968,483.3714030219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.9953627490031067,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,56.0,0.0,28.0,left,1.0,5.1925442009815015,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,0.0,483.386506927025,,,,,,,,,483.3717131020094,483.4865064580226,484.2865266930021,484.2703926850226,484.27071083002375,484.2865266930021,484.2865266930021,484.2865266930021,489.4876093700004,,,,,,,,489.2697945590189,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.1925442009815015,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,57.0,1.0,28.0,right,1.0,4.685894994996488,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,1.0,489.50305637100246,,,,,,,,,489.48799828102347,490.2865080760093,491.0864679760125,491.07000128302025,491.0703412410221,491.0864679760125,491.0864679760125,491.0864679760125,495.78692868500366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.685894994996488,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,58.0,0.0,29.0,left,0.0,5.576932472991757,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,495.80276133000734,,,,,,,,,495.78725745601696,495.8864471570123,496.6863797820115,496.66999139700783,496.6704294049996,496.6863797820115,496.6863797820115,496.6863797820115,502.2716937070072,,,,,,,,501.66943811799865,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.576932472991757,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,59.0,1.0,29.0,left,1.0,5.433998220018111,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,502.2861059740244,,,,,,,,,502.27214360801736,502.63650345100905,503.4361980870017,503.4197870870121,503.42013011701056,503.4361980870017,503.4361980870017,503.4361980870017,508.8869604710199,,,,,,,,508.4193200050213,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.433998220018111,,,,,sub-225,1,random_dot,59.718377690246655,
,,0.0,0.0,0.0,,,,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,0.0,0.0,0.0,left,1.0,1.429655216023093,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,528.8566139890172,,,,,,,,,528.8442476380151,529.2027414580225,530.0026491460158,529.986285758001,529.9866810060048,530.0026491460158,530.0026491460158,530.0026491460158,531.4373652480135,,,,,,,,,,,,,,,,,,,,,,,,508.89908614300657,508.9091416840092,508.9091416840092,528.8374039930059,space,19.922204147005687,,left,1.0,1.429655216023093,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,1.0,1.0,0.0,right,1.0,0.8246770550031215,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,531.4524479000247,,,,,,,,,531.4376810009999,531.5526917300012,532.3525694230048,532.3362798989983,532.3367209570133,532.3525694230048,532.3525694230048,532.3525694230048,533.1866696829966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8246770550031215,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,2.0,0.0,1.0,right,1.0,0.7884935880138073,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,533.2024882569967,,,,,,,,,533.1869758020039,533.9858606310154,534.7858469960047,534.7695511180209,534.7699863190064,534.7858469960047,534.7858469960047,534.7858469960047,535.5864868189965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7884935880138073,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,3.0,1.0,1.0,right,0.0,1.7472274159954395,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,535.602295929013,,,,,,,,,535.5868417700112,535.9357840610028,536.7357782190084,536.7195195570239,536.7199328390125,536.7357782190084,536.7357782190084,536.7357782190084,538.4869382860197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.7472274159954395,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,4.0,0.0,2.0,left,1.0,1.3792912430071738,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,538.5027515040128,,,,,,,,,538.4873036220088,538.6025718120218,539.4026866450149,539.386224818998,539.3868627080228,539.4026866450149,539.4026866450149,539.4026866450149,540.787323268014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3792912430071738,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,5.0,1.0,2.0,right,1.0,0.785393391008256,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,540.8024210639996,,,,,,,,,540.7876556200208,541.1522847790038,541.952349019004,541.9361717120046,541.9365039039985,541.952349019004,541.952349019004,541.952349019004,542.7531197910139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.785393391008256,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,6.0,0.0,3.0,left,0.0,0.7677024700096808,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,1.0,542.7686923770234,,,,,,,,,542.7534234190243,543.5523125670152,544.3522710190155,544.3360901120177,544.3364295400097,544.3522710190155,544.3522710190155,544.3522710190155,545.1364739180135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7677024700096808,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,7.0,1.0,3.0,left,1.0,2.757147907977924,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,545.1522420250112,,,,,,,,,545.1367727880133,546.3357315730245,547.1357786139997,547.1194051950006,547.1198374990199,547.1357786139997,547.1357786139997,547.1357786139997,549.9031161820167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.757147907977924,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,8.0,0.0,4.0,right,1.0,1.1559284850081897,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,549.9189201230183,,,,,,,,,549.9034410199965,551.102345870022,551.9019628580136,551.8858621190011,551.8862964110158,551.9019628580136,551.9019628580136,551.9019628580136,553.0697764290089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1559284850081897,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,9.0,1.0,4.0,left,1.0,2.241717316006543,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,553.085191391001,,,,,,,,,553.0700847700064,553.8852670170018,554.6856496810215,554.6692230100161,554.6696509550093,554.6856496810215,554.6856496810215,554.6856496810215,556.9366305980075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.241717316006543,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,10.0,0.0,5.0,right,0.0,1.0894797960063445,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,556.9519103570201,,,,,,,,,556.9369307410088,557.7523230439983,558.5521047540242,558.5359780790168,558.5363147199969,558.5521047540242,558.5521047540242,558.5521047540242,559.6527939510124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0894797960063445,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,11.0,1.0,5.0,right,1.0,2.9200913129898254,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,559.6685844580061,,,,,,,,,559.6530981440155,560.0023120639962,560.8021708349988,560.7858663400111,560.7861978760047,560.8021708349988,560.8021708349988,560.8021708349988,563.736377402005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.9200913129898254,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,12.0,0.0,6.0,left,0.0,2.422877419012366,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,563.7516668750031,,,,,,,,,563.7367180710135,564.0855342099967,564.8854147210077,564.8691427780141,564.8695798910048,564.8854147210077,564.8854147210077,564.8854147210077,567.3194477430079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.422877419012366,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,13.0,1.0,6.0,left,1.0,2.6356191500090063,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,567.3349176790216,,,,,,,,,567.3197773710126,568.5354308250244,569.3352757310204,569.3190301390132,569.3193661000114,569.3352757310204,569.3352757310204,569.3352757310204,571.985989925015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.6356191500090063,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,14.0,0.0,7.0,right,1.0,0.806664345000172,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,572.0017206560005,,,,,,,,,571.9862909410149,572.7854247930227,573.585535805003,573.5691452019964,573.5694874190085,573.585535805003,573.585535805003,573.585535805003,574.4030107569997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.806664345000172,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,15.0,1.0,7.0,right,0.0,0.6946508679830004,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,574.418609497021,,,,,,,,,574.4033968239964,575.6019377060002,576.4022394650092,576.3857187820249,576.3860786900041,576.4022394650092,576.4022394650092,576.4022394650092,577.1032182400231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6946508679830004,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,16.0,0.0,8.0,left,1.0,1.0436314560065512,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,0.0,577.1187076370115,,,,,,,,,577.1035135000129,578.3184047740069,579.1190088520234,579.1025328960095,579.1028742589988,579.1190088520234,579.1190088520234,579.1190088520234,580.1700939790171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0436314560065512,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,17.0,1.0,8.0,right,1.0,1.2326367979985662,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,1.0,580.1852450669976,,,,,,,,,580.1703936840058,580.985518417001,581.7853735300014,581.7689888500026,581.7694330690138,581.7853735300014,581.7853735300014,581.7853735300014,583.019803430012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2326367979985662,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,18.0,0.0,9.0,left,1.0,1.0245910969970282,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,0.0,583.0350071040157,,,,,,,,,583.0201631960226,583.8354471610219,584.6351088079973,584.6189994169981,584.6194440990221,584.6351088079973,584.6351088079973,584.6351088079973,585.669441926002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0245910969970282,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,19.0,1.0,9.0,left,0.0,2.1248726609919686,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,1.0,585.6848897790187,,,,,,,,,585.6697477420093,586.4687279500067,587.2686574640102,587.2522967080004,587.2527647820243,587.2686574640102,587.2686574640102,587.2686574640102,589.4026891460235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.1248726609919686,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,20.0,0.0,10.0,right,0.0,2.247371495992411,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,589.4185233240132,,,,,,,,,589.4029935240105,590.6020075990236,591.4019931200019,591.3856307660171,591.386070159002,591.4019931200019,591.4019931200019,591.4019931200019,593.6532172700099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.247371495992411,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,21.0,1.0,10.0,right,1.0,2.1475218630221207,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,593.6684858899971,,,,,,,,,593.6535650080186,594.4685264630243,595.2686159660225,595.2521850460034,595.2526463510003,595.2686159660225,595.2686159660225,595.2686159660225,597.4199665610213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.1475218630221207,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,22.0,0.0,11.0,left,0.0,2.63147797001875,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,597.435313096008,,,,,,,,,597.4203814770153,598.6354249390133,599.43523714802,599.4189168520097,599.4193591750227,599.43523714802,599.43523714802,599.43523714802,602.0696785300097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.63147797001875,,,,,sub-225,1,random_dot,59.718377690246655,
