direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,9.0,1.0,4.0,right,1.0,2.771185254008742,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,92.70870207902044,,,,,,,,,92.69291922301636,93.5087641570135,94.3087435369962,94.29248588101473,94.29292422599974,94.3087435369962,94.3087435369962,94.3087435369962,97.09253425901989,right,1.0,2.771185254008742,,97.09262699302052,97.1086305040226,97.59243332900223,,97.60874425299698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,10.0,0.0,5.0,left,0.0,2.626130378019297,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,97.60874425299698,,,,,,,,,97.5928197100002,97.6920577190176,98.49209848302417,98.47561821099951,98.476058440021,98.49209848302417,98.49209848302417,98.49209848302417,101.12697781101453,left,0.0,2.626130378019297,,101.12964966500294,101.143225754,101.64227672701236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,11.0,1.0,5.0,right,0.0,1.389263826975366,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,101.65877422702032,,,,,,,,,101.64271834099782,102.44201958100894,103.2418892950227,103.22564727501594,103.2261089149979,103.2418892950227,103.2418892950227,103.2418892950227,104.64329952700064,right,0.0,1.389263826975366,,104.6434082390042,104.65858826300246,105.1423460750084,,105.15863104900929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,12.0,0.0,6.0,right,1.0,3.0901971650018822,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,105.15863104900929,,,,,,,,,105.14267709100386,106.35844528902088,107.15886799700093,107.14222821700967,107.14261152400286,107.15886799700093,107.15886799700093,107.15886799700093,110.259767156007,right,1.0,3.0901971650018822,,110.26193533602054,110.27554921500268,110.76030189101584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,13.0,1.0,6.0,right,0.0,2.3197223389870487,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,110.77631536702393,,,,,,,,,110.76065753700097,111.12543237200587,111.92524808002054,111.90892978399644,111.90938248400926,111.92524808002054,111.92524808002054,111.92524808002054,114.25915857800284,right,0.0,2.3197223389870487,,114.2614118110214,114.2753752389981,114.75876602501376,,114.775236675021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,14.0,0.0,7.0,left,1.0,1.770159697975032,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,114.775236675021,,,,,,,,,114.75906350600415,115.55854861802072,116.35870308501762,116.34222851099912,116.34268943601636,116.35870308501762,116.35870308501762,116.35870308501762,118.14313518902054,left,1.0,1.770159697975032,,118.14563044300304,118.1590626820107,118.6422593400057,,118.65860162000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,15.0,1.0,7.0,right,1.0,3.7584720060112886,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,118.65860162000172,,,,,,,,,118.64251787800458,119.45848187600495,120.25856008799748,120.24232162200497,120.242778232001,120.25856008799748,120.25856008799748,120.25856008799748,124.02621349800027,right,1.0,3.7584720060112886,,124.02630045701515,124.04177924699616,124.52565161301754,,124.5419927300245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,16.0,0.0,8.0,left,0.0,4.805299226019997,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,124.5419927300245,,,,,,,,,124.52606186299818,124.62537176400656,125.42521437400136,125.40896706900094,125.4094095310138,125.42521437400136,125.42521437400136,125.42521437400136,130.24309948601876,left,0.0,4.805299226019997,,130.24549328902503,130.26048096700106,130.7586948920216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,17.0,1.0,8.0,left,1.0,1.0155162689916324,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,130.77519207101432,,,,,,,,,130.75901478002197,130.85863658000017,131.65861122100614,131.6420960680116,131.64244031001,131.65861122100614,131.65861122100614,131.65861122100614,132.67675837900606,left,1.0,1.0155162689916324,,132.67956062601297,132.6930868170166,133.1920001170074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,18.0,0.0,9.0,left,1.0,1.779262950993143,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,133.20861913901172,,,,,,,,,133.1924679260119,134.39186445600353,135.19179154900485,135.17545227400842,135.17579148500226,135.19179154900485,135.19179154900485,135.19179154900485,136.97640121501172,left,1.0,1.779262950993143,,136.97653645600076,136.9916154210223,137.475161690003,,137.49185132200364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,19.0,1.0,9.0,right,1.0,1.0514814280031717,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,137.49185132200364,,,,,,,,,137.47545373500907,137.84179552801652,138.6418002450082,138.6253140050103,138.62575732101686,138.6418002450082,138.6418002450082,138.6418002450082,139.70952950802166,right,1.0,1.0514814280031717,,139.70961897500092,139.72495651300414,140.20873781401315,,140.22508211102104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.2088959730172,140.22508211102104,140.22508211102104,172.3259086680191,space,32.09664927600534,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.32600287901005,172.34139265099657,172.34139265099657,180.9249558870215,space,8.57307788199978,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,0.0,0.0,0.0,left,0.0,2.3125204970128834,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193.3115854439966,,,,,,,,,193.30042920200503,193.40701277501648,194.2074179650226,194.19115628799773,194.1916101310053,194.2074179650226,194.2074179650226,194.2074179650226,196.525230461004,,,,,,,,,,,,,,,,,,,,,,,,180.9452407130157,180.9563177910168,180.9563177910168,193.29248794700837,space,12.330508668994298,,left,0.0,2.3125204970128834,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,1.0,1.0,0.0,right,0.0,2.512884268013295,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,196.5407692110166,,,,,,,,,196.5256852699968,196.8739062579989,197.67395055101952,197.6575430840021,197.6578825400211,197.67395055101952,197.67395055101952,197.67395055101952,200.19210796200787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.512884268013295,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,2.0,0.0,1.0,left,0.0,2.637950619013281,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,200.2077164229995,,,,,,,,,200.1924172550207,201.40722027502488,202.2074535950087,202.1908223880164,202.1912602860248,202.2074535950087,202.2074535950087,202.2074535950087,204.85802083500312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.637950619013281,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,3.0,1.0,1.0,left,1.0,3.233651196002029,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,204.87384123000083,,,,,,,,,204.8583432760206,205.6571538230055,206.45715964899864,206.44077412600743,206.44120744001705,206.45715964899864,206.45715964899864,206.45715964899864,209.70794545899844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.233651196002029,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,4.0,0.0,2.0,right,1.0,3.823820513993269,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,209.72380929402425,,,,,,,,,209.708327905013,210.90719717100728,211.7073448120209,211.6909392219968,211.69139153099968,211.7073448120209,211.7073448120209,211.7073448120209,215.541360585019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.823820513993269,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,5.0,1.0,2.0,left,1.0,1.5099797250004483,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,215.55699826101767,,,,,,,,,215.54166057900875,215.8903389290208,216.69058730700635,216.6741153470066,216.67455065101967,216.69058730700635,216.69058730700635,216.69058730700635,218.20860116102267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.5099797250004483,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,6.0,0.0,3.0,left,1.0,2.7721365359902848,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,218.2236508150236,,,,,,,,,218.20890518999656,218.3237051629985,219.1237885710143,219.1074726790248,219.107924638025,219.1237885710143,219.1237885710143,219.1237885710143,221.90830349799944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.7721365359902848,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,7.0,1.0,3.0,right,1.0,4.32404982400476,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,221.92360135601484,,,,,,,,,221.90861427100023,223.12346667601375,223.92371240400823,223.9073790620023,223.9078304300201,223.92371240400823,223.92371240400823,223.92371240400823,228.2579257150064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.32404982400476,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,8.0,0.0,4.0,left,1.0,2.1401007090171333,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,228.27359122800408,,,,,,,,,228.25822404402425,228.35705140102075,229.1571273440204,229.14072633101023,229.14107132100617,229.1571273440204,229.1571273440204,229.1571273440204,231.30778653299785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.1401007090171333,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,9.0,1.0,4.0,right,1.0,4.126356935012154,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,231.323475525016,,,,,,,,,231.3080943990208,232.50711736900848,233.30695200301125,233.2906933230115,233.2910648760153,233.30695200301125,233.30695200301125,233.30695200301125,237.4418795100064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.126356935012154,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,10.0,0.0,5.0,right,1.0,8.375680706987623,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,237.4569078880013,,,,,,,,,237.442349910998,238.6569542690122,239.4566616880184,239.44063308500336,239.44103172101316,239.4566616880184,239.4566616880184,239.4566616880184,247.84130841199655,,,,,,,,244.43975736299765,,,,,,,,,,,,,,,,,,,,,,,right,1.0,8.375680706987623,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,11.0,1.0,5.0,left,1.0,2.793283407983836,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,247.85649258401827,,,,,,,,,247.8417785950005,248.20656970702112,249.00643885400493,248.9900211400236,248.9904096969985,249.00643885400493,249.00643885400493,249.00643885400493,251.80802182501063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.793283407983836,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,12.0,0.0,6.0,right,0.0,1.4448004440055229,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,251.82268730801297,,,,,,,,,251.80846623302205,251.9229714210087,252.7230428740149,252.70665461500172,252.70708567200927,252.7230428740149,252.7230428740149,252.7230428740149,254.17423468301425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4448004440055229,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,13.0,1.0,6.0,left,0.0,2.5248472149833106,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,254.18990913999733,,,,,,,,,254.17468230900704,255.3914613710076,256.20612773200264,256.1896394180076,256.1899553340045,256.20612773200264,256.20612773200264,256.20612773200264,258.7406847740058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5248472149833106,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,14.0,0.0,7.0,left,1.0,2.973307878972264,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,258.756044978014,,,,,,,,,258.7409988020081,259.55619060099707,260.35617844600347,260.3397276570031,260.3401271920011,260.35617844600347,260.35617844600347,260.35617844600347,263.34057537899935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.973307878972264,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,15.0,1.0,7.0,right,1.0,1.05925022700103,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,263.35609450301854,,,,,,,,,263.34088869800325,263.4395997380197,264.2397639490082,264.2232928170124,264.2236291010049,264.2397639490082,264.2397639490082,264.2397639490082,265.30739134101896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.05925022700103,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,16.0,0.0,8.0,left,1.0,4.3002921040169895,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,265.32283506699605,,,,,,,,,265.307692508999,265.6729658730037,266.4729475050117,266.45674771800986,266.4571890399966,266.4729475050117,266.4729475050117,266.4729475050117,270.79029675901984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.3002921040169895,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,17.0,1.0,8.0,right,1.0,6.055553821002832,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,270.8061126219982,,,,,,,,,270.79061312699923,270.8895971190068,271.689549799019,271.67323944100644,271.6737053910037,271.689549799019,271.689549799019,271.689549799019,277.7571496090095,,,,,,,,276.6728494290146,,,,,,,,,,,,,,,,,,,,,,,right,1.0,6.055553821002832,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,18.0,0.0,9.0,right,1.0,4.722103335021529,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,277.7728230900248,,,,,,,,,277.7574596659979,278.1228345830168,278.9227559720166,278.9064187089971,278.90687353900285,278.9227559720166,278.9227559720166,278.9227559720166,283.6571246700187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.722103335021529,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,19.0,1.0,9.0,left,1.0,3.371501718997024,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,283.6725591610011,,,,,,,,,283.65743633901,284.00577631400665,284.8058891140099,284.7898026590119,284.79014102902147,284.8058891140099,284.8058891140099,284.8058891140099,288.19030097400537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.371501718997024,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,20.0,0.0,10.0,right,1.0,3.438142758997856,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,288.20559195501846,,,,,,,,,288.19062791601755,289.40608763700584,290.20609207599773,290.1896683840023,290.1901146880118,290.20609207599773,290.20609207599773,290.20609207599773,293.6566053270071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.438142758997856,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,21.0,1.0,10.0,left,1.0,2.5764566919824574,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,293.6723428020196,,,,,,,,,293.6569193530013,293.75597046202165,294.555784311,294.5394645810011,294.5397988370096,294.555784311,294.555784311,294.555784311,297.14043371300795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5764566919824574,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,22.0,0.0,11.0,left,1.0,3.704226155008655,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,297.1558909760206,,,,,,,,,297.1407626730215,297.25591849701595,298.0560649880208,298.03956101302174,298.03990281402366,298.0560649880208,298.0560649880208,298.0560649880208,301.77393264800776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.704226155008655,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,23.0,1.0,11.0,right,1.0,1.5559268670040185,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,301.7899254390213,,,,,,,,,301.77511567101465,302.13935336100985,302.9391380190209,302.9228701730026,302.92330789001426,302.9391380190209,302.9391380190209,302.9391380190209,304.5067879180133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5559268670040185,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,24.0,0.0,12.0,left,1.0,4.233536034007557,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,304.5220158820157,,,,,,,,,304.5071737940016,304.6225923390012,305.42243987802067,305.40588151902193,305.40630937501555,305.42243987802067,305.42243987802067,305.42243987802067,309.6728218870121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.233536034007557,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,25.0,1.0,12.0,right,1.0,2.987990230001742,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,309.68896720401244,,,,,,,,,309.6731361889979,310.02239486400504,310.82239642200875,310.8060358650109,310.806329744024,310.82239642200875,310.82239642200875,310.82239642200875,313.8229565140209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.987990230001742,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,26.0,0.0,13.0,right,0.0,4.824495806999039,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,313.8389301840216,,,,,,,,,313.82327966499724,314.17240328600747,314.9724393430224,314.9559504479985,314.95640374399954,314.9724393430224,314.9724393430224,314.9724393430224,319.80666144299903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.824495806999039,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,27.0,1.0,13.0,left,0.0,3.608442481025122,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,319.8220215770125,,,,,,,,,319.8070040110033,319.9221746060066,320.7222228140163,320.70577128301375,320.7062088340172,320.7222228140163,320.7222228140163,320.7222228140163,324.33977733700885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.608442481025122,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,28.0,0.0,14.0,left,1.0,5.438158878998365,,accuracy,space,12.330508668994298,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,324.3553857920051,,,,,,,,,324.34008277900284,324.6888489520061,325.4889226410014,325.47244688801584,325.4728940440109,325.4889226410014,325.4889226410014,325.4889226410014,330.9394152240129,,,,,,,,330.4722397870209,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.438158878998365,,,,,sub-225,1,random_dot,59.718377690246655,
