direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0042143000173382,0.0132841000449843,0.0132841000449843,99.21401049999986,space,165.98656259995187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,99.23802240000803,,,,,,,,,99.23332480003592,99.32829510001466,100.14549210004044,100.11313840001822,100.11320030002388,100.14549210004044,100.14549210004044,100.14549210004044,105.12678410002265,105.42985900002532,left,0.0,72.07130799995502,,105.43207030004125,105.4619398000068,105.94334350002464,,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,105.95952730003046,,,,,,,,,105.94479080004383,106.74269020004432,107.5428332000156,107.52737390005495,107.52743420004845,107.5428332000156,107.5428332000156,107.5428332000156,,108.4106106000254,left,1.0,67.65446919994429,,108.41151440003888,108.42482820001896,108.90978600003292,108.92534800001886,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,108.92534800001886,,,,,,,,,108.9107464000117,110.1247113000136,110.9250105000101,110.90998850000324,110.91005010000664,110.9250105000101,110.9250105000101,110.9250105000101,,111.89352680003503,right,0.0,67.75900439993711,,111.89473370002815,111.90760900004534,112.39196530001936,112.40745040000184,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,112.40745040000184,,,,,,,,,112.39298750000307,112.50753400003305,113.30766070005484,113.2917295000516,113.29177380003966,113.30766070005484,113.30766070005484,113.30766070005484,,114.6586898000096,right,1.0,68.1431596999173,,114.65963030001149,114.6732364000054,115.15827260003424,115.17343000002438,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,115.17343000002438,,,,,,,,,115.15939570002956,115.273418900033,116.07381060003536,116.05787020002026,116.0579231000156,116.07381060003536,116.07381060003536,116.07381060003536,,117.07508370000868,left,0.0,67.78663779993076,,117.07626910001272,117.08920560003024,117.57362980005564,117.58905380003851,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,117.58905380003851,,,,,,,,,117.57446380000329,117.9389427000424,118.73937170003774,118.72374210000272,118.72379660001025,118.73937170003774,118.73937170003774,118.73937170003774,,119.77425900002709,right,0.0,67.82145519996993,,119.77545990003271,119.78833800001304,120.2729578000144,120.28824140003417,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,120.28824140003417,,,,,,,,,120.273902200046,121.48802160000196,122.28849170001922,122.2730944000068,122.27315080002882,122.28849170001922,122.28849170001922,122.28849170001922,,123.8054986000061,left,0.0,68.29628979996778,,123.80603540001904,123.8201035000384,124.30397740000626,124.31994380004473,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,124.31994380004473,,,,,,,,,124.30430120002713,124.41997450002236,125.22023230005288,125.20370640000328,125.20372480002698,125.22023230005288,125.22023230005288,125.22023230005288,,126.18947750004008,left,1.0,67.76004519994603,,126.19065560004674,126.20292240002892,126.68651640001916,126.70244020002428,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,126.70244020002428,,,,,,,,,126.68696970003656,126.80252530000872,127.60301460005576,127.58629390003624,127.58636350004237,127.60301460005576,127.60301460005576,127.60301460005576,,128.80366650002543,right,1.0,67.98935709998477,,128.80415070004528,128.81861490005394,129.30313370004296,129.31873440003255,,,,,,,,,,,,,,,,,,,,,,,,,sub-086,1.0,random_dot,60.06817738299456,
