direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.005429400014691,0.0143210000242106,0.0143210000242106,11.34474329999648,space,37.53072819998488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,11.424334799987264,,,,,,,,,11.418464499991387,11.440506100014318,12.257455700018909,12.23979020002298,12.239807199977804,12.257455700018909,12.257455700018909,12.257455700018909,17.252583599998616,18.37017309997464,left,1.0,32.31026349996682,,18.37298300000839,18.39433530002134,18.88385109999217,,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,18.90052470000228,,,,,,,,,18.884938500006683,20.08271489996696,20.882735899998806,20.865861299971584,20.865891599969476,20.882735899998806,20.882735899998806,20.882735899998806,25.877940899983518,26.4301231999998,right,1.0,31.747333299950697,,26.431867000006605,26.44316720002098,26.92711099999724,26.942805400001816,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,26.942805400001816,,,,,,,,,26.92783070000587,27.74207769997884,28.542258100002076,28.52616140001919,28.52621669997461,28.542258100002076,28.542258100002076,28.542258100002076,,31.673235499998555,left,0.0,29.328639100014698,,31.673804400023077,31.68790879996959,32.17137399996864,32.187337499985006,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,32.187337499985006,,,,,,,,,32.17169270000886,32.98667920002481,33.78706439997768,33.77040239999769,33.770441700005904,33.78706439997768,33.78706439997768,33.78706439997768,,36.068937100004405,left,1.0,28.477475099964067,,36.069422199972905,36.08419119997416,36.5688846000121,36.58394669997506,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,36.58394669997506,,,,,,,,,36.57009170000674,37.383032499987166,38.19956679997267,38.18269490002422,38.18272929999512,38.19956679997267,38.19956679997267,38.19956679997267,,40.25045019999379,right,0.0,28.251527899934445,,40.25196079997113,40.26676279999083,40.76367229997413,,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,40.780026699998416,,,,,,,,,40.764730700000655,41.961706799978856,42.76232350000646,42.74521159997676,42.74524650000967,42.76232350000646,42.76232350000646,42.76232350000646,,46.07799229997909,right,1.0,29.50730549998116,,46.07953250000719,46.09370829997352,46.59162879997166,,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,46.60786230000667,,,,,,,,,46.59289450000506,47.39004999998724,48.19069459999446,48.174716699984856,48.17478130001109,48.19069459999446,48.19069459999446,48.19069459999446,,49.841244900017045,left,1.0,27.852734299958684,,49.84258150000824,49.85463780001737,50.33923719997984,50.35455300001195,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,50.35455300001195,,,,,,,,,50.34047629998531,50.70395830000052,51.504140999983065,51.48814859997947,51.48821109998971,51.504140999983065,51.504140999983065,51.504140999983065,56.49931400001515,56.58557519997703,left,0.0,31.279013699968345,,56.58716340002138,56.60320000001229,57.098298500000965,,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,57.1145741000073,,,,,,,,,57.09951249998994,57.44787420000648,58.24784099997487,58.2317447999958,58.23180810001213,58.24784099997487,58.24784099997487,58.24784099997487,,59.098806599969976,left,1.0,27.05409410002176,,59.09976750001079,59.11274319997756,59.59740249998868,59.61228260002099,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,59.61228260002099,,,,,,,,,59.59857380000176,59.71219240000937,60.51239970000461,60.49672629998531,60.49678980000317,60.51239970000461,60.51239970000461,60.51239970000461,,62.21254390000831,right,1.0,27.89603329997044,,62.213677699968684,62.22652269998798,62.71112519997405,62.72601599997142,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,62.72601599997142,,,,,,,,,62.712385799968615,63.92545199999586,64.72526029997971,64.70908399997279,64.70914009999251,64.72526029997971,64.72526029997971,64.72526029997971,,65.8603045999771,left,1.0,27.32594739994965,,65.86202240001876,65.87326469999971,66.35754519997863,66.37288859998807,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,66.37288859998807,,,,,,,,,66.3587644000072,66.4725304999738,67.28917639999418,67.27242290001595,67.27245619997848,67.28917639999418,67.28917639999418,67.28917639999418,,69.49012309999671,right,1.0,28.395398700027727,,69.49187189998338,69.50314970000181,69.98771710001165,70.00253509997856,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,70.00253509997856,,,,,,,,,69.98909420002019,70.10250959999394,70.90280669997446,70.88680249999743,70.8868674999685,70.90280669997446,70.90280669997446,70.90280669997446,,71.93759759998647,left,1.0,27.22791259997757,,71.93937570002163,71.95098700001836,72.43546190002235,72.45054270001128,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,72.45054270001128,,,,,,,,,72.43674299999839,72.80019979999634,73.60043400002178,73.58415469998727,73.58421689999523,73.60043400002178,73.60043400002178,73.60043400002178,,75.05185559997335,right,1.0,27.65175459999591,,75.05339279997861,75.06448930001352,75.5490800999687,75.56395669997437,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,75.56395669997437,,,,,,,,,75.55022219999228,76.36369720002403,77.16359750000993,77.14814040000783,77.14820659998804,77.16359750000993,77.16359750000993,77.16359750000993,,79.3787619000068,right,1.0,28.407313100004103,,79.37925030000042,79.39344120002352,79.87722329999087,79.89298609999241,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,79.89298609999241,,,,,,,,,79.87786319997394,79.99291109998012,80.79306850000285,80.77628029999323,80.7763178999885,80.79306850000285,80.79306850000285,80.79306850000285,,81.74367559998063,left,1.0,27.14761659997748,,81.74458050000248,81.75796939997235,82.24157459998969,82.25737389997812,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,82.25737389997812,,,,,,,,,82.24220149999019,82.35730189998867,83.15762900002301,83.1409003000008,83.14093409996713,83.15762900002301,83.15762900002301,83.15762900002301,,84.37625209998805,left,1.0,27.417927899979983,,84.37798400002066,84.38938980002422,84.87381620000815,84.88883999997051,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,84.88883999997051,,,,,,,,,84.87498839996988,86.08735049999086,86.88791970000602,86.87178490002407,86.87184749997687,86.88791970000602,86.88791970000602,86.88791970000602,,87.80634030001238,right,1.0,27.120562199968845,,87.80791169998702,87.81951310002478,88.30390759999864,88.31896629999392,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,88.31896629999392,,,,,,,,,88.30509280000115,88.41886689997045,89.21914090000791,89.20281549997162,89.202879199991,89.21914090000791,89.21914090000791,89.21914090000791,,90.00496459996793,right,1.0,26.98924329999136,,90.00653419998707,90.01738759997534,90.50166960002387,90.51695319998544,,,,,,,,,,,,,,,,,,,,,,,,,sub-024,1.0,random_dot,60.08871496876529,
