direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0086751000490039,0.0209748999914154,0.0209748999914154,130.39195120008662,space,130.35577260004357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,130.44069910002872,,,,,,,,,130.4297607999761,130.50377539999317,131.3248925000662,131.28775420004968,131.28781140001956,131.3248925000662,131.3248925000662,131.3248925000662,136.29812739999034,141.15059990005102,left,0.0,9.814469099976122,,141.15362850006204,141.2021028000163,141.6630157000618,,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,141.6792869999772,,,,,,,,,141.6644162000157,141.7626132000005,142.56469150003977,142.54689290001988,142.54697650007438,142.56469150003977,142.56469150003977,142.56469150003977,147.55753460002595,150.2269832000602,left,1.0,7.652933500008658,,150.22896049998235,150.26266300003044,150.74048829998355,,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,150.7567855999805,,,,,,,,,150.7422030000016,150.84024110005703,151.6410726000322,151.62443940003868,151.62449130008463,151.6410726000322,151.6410726000322,151.6410726000322,156.63547500001732,157.52254240005277,right,1.0,5.874218499986455,,157.5242762999842,157.53474749997258,158.01907520007808,158.03418770001736,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,158.03418770001736,,,,,,,,,158.019986600033,159.23450370004866,160.0490812000353,160.03378769999836,160.03383790003136,160.0490812000353,160.0490812000353,160.0490812000353,165.0302728000097,165.58082550007384,left,1.0,5.519650899921544,,165.5820842999965,165.59495759999845,166.07875510002486,166.09508680005092,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,166.09508680005092,,,,,,,,,166.07975180004723,167.2952435000334,168.0947236000793,168.0797969000414,168.07985930005088,168.0947236000793,168.0947236000793,168.0947236000793,173.0905632000649,173.6593052999815,right,0.0,5.558178700041026,,173.66122190002352,173.67581809998956,174.1733179000439,,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,174.18980719998945,,,,,,,,,174.174251700053,174.97273809998296,175.78889059997164,175.75870840006974,175.75876630004495,175.78889059997164,175.78889059997164,175.78889059997164,180.7691104999976,181.35539100004823,left,0.0,5.551726300036535,,181.35772289999292,181.3690014000749,181.8531332000857,181.86845359997824,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,181.86845359997824,,,,,,,,,181.8541971000377,182.21936350001488,183.0185978000518,183.003066400066,183.0031137000769,183.0185978000518,183.0185978000518,183.0185978000518,188.01527720002923,188.6506371999858,right,0.0,5.627393400063738,,188.6520127999829,188.66394800005943,189.14870750007685,189.16356410004664,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,189.16356410004664,,,,,,,,,189.14958720002323,189.96411120006812,190.7785753000062,190.76338190003295,190.7634331000736,190.7785753000062,190.7785753000062,190.7785753000062,195.7760661999928,196.3289031999884,right,1.0,5.543025100021623,,196.33035399997607,196.3472925000824,196.8430106000742,,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,196.8594399000285,,,,,,,,,196.8443210000405,197.1923003999982,197.9920174999861,197.9766937000677,197.97676390002016,197.9920174999861,197.9920174999861,197.9920174999861,202.98656430002305,203.42156280006748,left,1.0,5.426157400012016,,203.42246430006344,203.43672650004737,203.9205472000176,203.9361463000532,,,,,,,,,,,,,,,,,,,,,,,,,sub-149,2.0,random_dot,59.93173776115752,
