direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,650.535671,,,,,,,,,650.5237668,651.330735,652.1319977,652.1152643,652.1153122000001,652.1319977,652.1319977,652.1319977,656.0842218,left,1.0,29.873014799999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,1.0,656.0985726,,,,,,,,,656.0865904,657.2972948,658.0986084,658.0816887,658.0817372,658.0986084,658.0986084,658.0986084,661.3047214000001,right,1.0,29.129235900000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,0.0,661.3296395,,,,,,,,,661.3070981,661.4138278,662.2151115,662.1984753,662.1985235,662.2151115,662.2151115,662.2151115,666.0884774,right,0.0,29.790219899999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,666.1128848000001,,,,,,,,,666.0908264,666.1971095,666.9984288,666.9817218000001,666.9817696,666.9984288,666.9984288,666.9984288,669.8044744,right,1.0,28.71762870000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,669.8184988,,,,,,,,,669.8068545,670.1636523,670.9648006,670.948257,670.9483048000001,670.9648006,670.9648006,670.9648006,675.1377101,left,1.0,30.08978040000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,675.1520707,,,,,,,,,675.1401097,675.2469255,676.0484751,676.031663,676.0317106,676.0484751,676.0484751,676.0484751,677.6148085,left,1.0,27.473425799999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,677.6302823,,,,,,,,,677.6173261,678.4302408,679.231463,679.2148292,679.2148766,679.231463,679.231463,679.231463,682.0330479,left,0.0,28.722318199999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,682.047303,,,,,,,,,682.0354101,682.3968354,683.1979104000001,683.181276,683.1813235,683.1979104000001,683.1979104000001,683.1979104000001,685.4036392,right,1.0,28.12695389999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,685.4185398,,,,,,,,,685.4063268,685.5134756,686.3149599,686.2982604,686.2983078,686.3149599,686.3149599,686.3149599,687.6371056,right,0.0,27.24284829999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,687.6515921,,,,,,,,,687.6394917,688.4463814000001,689.250181,689.2319585,689.2320252000001,689.250181,689.250181,689.250181,690.4587036,right,1.0,27.13118380000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,690.4727507,,,,,,,,,690.4622932,691.6635828,692.4676524,692.4489195,692.4489764,692.4676524,692.4676524,692.4676524,694.6279163,right,0.0,28.06832110000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,694.6471007,,,,,,,,,694.630944,694.7303769,695.5338320000001,695.5155192,695.5155782,695.5338320000001,695.5338320000001,695.5338320000001,698.8403493000001,left,1.0,29.21935869999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,698.8628944000001,,,,,,,,,698.8437018,699.6470023,700.4501157,700.431788,700.4318561,700.4501157,700.4501157,700.4501157,704.7811286,right,1.0,30.2464551999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,1.0,704.7961205,,,,,,,,,704.7828728000001,705.9968766000001,706.7999325000001,706.7815371,706.781596,706.7999325000001,706.7999325000001,706.7999325000001,712.4167678000001,right,1.0,31.54066480000006,,,,,711.7816213,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,0.0,712.4326742000001,,,,,,,,,712.4199682999999,712.5300433,713.3330205,713.3146962999999,713.3147550000001,713.3330205,713.3330205,713.3330205,714.6105316999999,left,1.0,27.202673100000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,714.6239724,,,,,,,,,714.6135778,714.713338,715.5164297000001,715.4981901000001,715.4982511999999,715.5164297000001,715.5164297000001,715.5164297000001,717.2392431000001,left,1.0,27.645676099999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,717.2541691000001,,,,,,,,,717.2435818000001,718.0465552999999,718.8496854,718.8312510000001,718.8313206,718.8496854,718.8496854,718.8496854,722.1747997,left,0.0,29.24916250000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
,,accuracy,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-029,2.0,random_dot,60.04974520893384,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.1775604,722.1931010999999,727.1804669,sub-029,,,,
