direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0093635999946855,0.0212252000055741,0.0212252000055741,63.19028909999179,space,190.319980899978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,63.2441519999993,,,,,,,,,63.237454499991145,64.39446159999352,65.23123050000868,65.19120770000154,65.1912685999996,65.23123050000868,65.23123050000868,65.23123050000868,70.19958960000076,76.46776289999252,left,1.0,138.38968489997205,,76.47146380000049,76.51087190001272,76.97408069999074,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,76.98214209999423,,,,,,,,,76.97482160001528,78.17377809999743,78.97778560000006,78.96512159999111,78.96517790001235,78.97778560000006,78.97778560000006,78.97778560000006,,80.90921209999942,right,1.0,129.0761896999611,,80.91072820001864,80.92149199999403,81.41253140001209,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,81.4185959000024,,,,,,,,,81.41369869999471,82.61703860000125,83.42054280001321,83.40864470001543,83.4086990999931,83.42054280001321,83.42054280001321,83.42054280001321,,84.59288939999533,right,1.0,128.3297210999881,,84.59449970000423,84.6071140000131,85.09728770001675,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,85.1053694000002,,,,,,,,,85.0984803000174,86.2980979999993,87.10033430001931,87.08848550001858,87.08854200001224,87.10033430001931,87.10033430001931,87.10033430001931,,88.05429649999132,left,1.0,128.11044619997847,,88.05601639999077,88.06576640001731,88.55570060000173,88.56267300000763,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,88.56267300000763,,,,,,,,,88.55687299999408,88.90475580000202,89.70868040001369,89.69733960001031,89.69739849999314,89.70868040001369,89.70868040001369,89.70868040001369,,90.5405727000034,right,0.0,127.98983319997204,,90.54323070001556,90.57938969999668,91.04555480001729,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,91.0537728999916,,,,,,,,,91.0465710000135,92.2455087999988,93.0556026000122,93.03682080001454,93.03692710000904,93.0556026000122,93.0556026000122,93.0556026000122,,94.19058130000484,right,1.0,128.2909609999915,,94.19217120000394,94.20936040001106,94.69427490001544,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,94.70241669999086,,,,,,,,,94.6949225999997,95.89455830000225,96.70175979999476,96.68970750001608,96.68980620001092,96.70175979999476,96.70175979999476,96.70175979999476,,97.1995428999944,right,0.0,127.65672079997604,,97.2012112000084,97.22017929999856,97.70250929999747,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,97.71020080000744,,,,,,,,,97.70383020001464,98.50161870001466,99.30831990001025,99.29451160001918,99.29460510000354,99.30831990001025,99.30831990001025,99.30831990001025,,101.15553210000508,right,1.0,128.9970996999764,,101.15713360000518,101.1732159999956,101.65805500000717,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,101.66594750000512,,,,,,,,,101.65940910001518,102.45956099999604,103.26341849999152,103.25177830000756,103.25187609999556,103.26341849999152,103.26341849999152,103.26341849999152,,104.45723289999296,right,0.0,128.3431271999725,,104.45879570001853,104.47601380001288,104.96072279999498,,,,,,,,,,,,,,,,,,,,,,,,,,sub-236,1.0,random_dot,97.73422741323289,
