direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100568329999646,0.0170147909999514,0.0170147909999514,29.110213415999965,space,29.09077383300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
right,right,0.0,0.0,0.0,left,0.0,6.119443625000031,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,29.154866624999958,,,,,,,,,29.136993665999967,29.960875375,30.78404991599996,30.747254874999957,30.747761499999967,30.78404991599996,30.78404991599996,30.78404991599996,35.74109920799998,36.910377541,left,0.0,6.119443625000031,,36.91968354099998,36.998858790999975,37.413734208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
left,left,1.0,1.0,0.0,left,1.0,3.8965112499999455,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,37.42470866599996,,,,,,,,,37.41420362499997,38.608252833,39.40121020799995,39.39217483299996,39.39264991599998,39.40121020799995,39.40121020799995,39.40121020799995,,43.30008758299999,left,1.0,3.8965112499999455,,43.30570695799997,43.31833420799995,43.80839908299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
left,left,2.0,0.0,1.0,right,0.0,2.7634406669999976,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,43.813632708,,,,,,,,,43.80878849999999,44.59828437499999,45.40071929099997,45.392427374999954,45.39297216599999,45.40071929099997,45.40071929099997,45.40071929099997,,48.16664449999996,right,0.0,2.7634406669999976,,48.170222916,48.17858024999998,48.66523187499996,48.675039665999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
right,right,3.0,1.0,1.0,left,0.0,1.6877489999999966,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,48.675039665999975,,,,,,,,,48.66564666599999,49.465245041,50.26720937499999,50.25907791599997,50.25953729099996,50.26720937499999,50.26720937499999,50.26720937499999,,51.95975733299997,left,0.0,1.6877489999999966,,51.95987308299999,51.96838374999999,52.45896620799999,52.46494845799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
left,left,4.0,0.0,2.0,left,1.0,0.8228309579999973,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,52.46494845799998,,,,,,,,,52.45938183299995,53.25847662499996,54.05165733299998,54.04284120799997,54.04335654099998,54.05165733299998,54.05165733299998,54.05165733299998,,54.87665754099999,left,1.0,0.8228309579999973,,54.879805499999975,54.888941375,55.37588637499999,55.381554249999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
right,right,5.0,1.0,2.0,right,1.0,0.9359191670000088,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,55.381554249999965,,,,,,,,,55.37627262499996,55.72537791599996,56.516919332999976,56.50911829099999,56.509596166,56.516919332999976,56.516919332999976,56.516919332999976,,57.45990258299997,right,1.0,0.9359191670000088,,57.46001845799998,57.46802499999996,57.95917579099995,57.96489508299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
left,left,6.0,0.0,3.0,right,0.0,1.1256268750000231,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,57.96489508299999,,,,,,,,,57.95955604099999,59.15885395799995,59.95006874999996,59.942370875,59.94283249999995,59.95006874999996,59.95006874999996,59.95006874999996,,61.08126687499998,right,0.0,1.1256268750000231,,61.082706290999965,61.09153858299999,61.57610758299995,61.58209099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
right,right,7.0,1.0,3.0,left,0.0,0.9371621669999968,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,61.58209099999999,,,,,,,,,61.57656454099998,61.67554849999999,62.46696670799997,62.45921083299999,62.45968104099995,62.46696670799997,62.46696670799997,62.46696670799997,,63.41003512499998,left,0.0,0.9371621669999968,,63.41015291599996,63.41858533299995,63.909268415999975,63.91493758299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
left,left,8.0,0.0,4.0,left,1.0,0.561480041999971,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,63.91493758299998,,,,,,,,,63.90970949999996,65.09941520799998,65.90122633299995,65.89302841599999,65.89349662499995,65.90122633299995,65.90122633299995,65.90122633299995,,66.46707687499998,left,1.0,0.561480041999971,,66.47018349999996,66.47862749999996,66.96481349999999,66.97445816599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-140,1,random_dot,119.8938340099728,
