direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 72
right,right,speed,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,461.1300049000056,,,,,,,,,461.1171668000025,461.4799267000053,462.28075780000654,462.26408820000506,462.26411130000633,462.28075780000654,462.28075780000654,462.28075780000654,463.4989099000013,right,1.0,18.048138999998628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,speed,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,463.5122839000032,,,,,,,,,463.5008916000006,463.86224760000187,464.66243750000285,464.6456804000045,464.6457158000048,464.66243750000285,464.66243750000285,464.66243750000285,465.6794062000045,left,1.0,17.838042700001097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,speed,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,465.693992600005,,,,,,,,,465.6802523000006,465.7938712000032,466.5945587000024,466.57817369999975,466.578196800001,466.5945587000024,466.5945587000024,466.5945587000024,467.5624831000023,right,1.0,17.78833450000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,speed,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,0.0,467.576298,,,,,,,,,467.5640437000038,468.77527700000064,469.5760156000033,469.5601801000012,469.560207100003,469.5760156000033,469.5760156000033,469.5760156000033,470.1774914000053,left,1.0,17.43081909999455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,speed,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,1.0,470.190980600004,,,,,,,,,470.17886590000126,470.99087169999984,471.7911350000068,471.7748659000063,471.7749107000054,471.7911350000068,471.7911350000068,471.7911350000068,472.5104438000053,right,1.0,17.553528399999777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,speed,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,472.5228456000041,,,,,,,,,472.51148130000365,472.6230786000015,473.42355490000045,473.4071914000015,473.4072143000012,473.42355490000045,473.42355490000045,473.42355490000045,474.59122000000207,left,0.0,18.00106589999632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,speed,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,474.60501240000303,,,,,,,,,474.5922823000001,475.80459350000456,476.6049659000055,476.589118200005,476.5891480000064,476.6049659000055,476.6049659000055,476.6049659000055,477.2721369000064,left,1.0,17.500957499993092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,speed,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,477.28665820000606,,,,,,,,,477.27310710000165,478.48586950000026,479.2863361000054,479.269620900006,479.269641400002,479.2863361000054,479.2863361000054,479.2863361000054,479.88783940000576,right,1.0,17.428530899996986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,speed,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,479.90164560000267,,,,,,,,,479.8892133000045,480.2516399000015,481.05215950000274,481.0356161000018,481.0356491000057,481.05215950000274,481.05215950000274,481.05215950000274,481.7861431000056,left,1.0,17.562760399996478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
,,speed,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.7868757000033,481.8006666000001,sub-107,,,,
