direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
left,left,29.0,1.0,14.0,left,1.0,0.924077000003308,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,156.1712070000358,,,,,,,,,156.15782560012303,156.9567506001331,157.75803130003624,157.7419944999274,157.74237539991736,157.75803130003624,157.75803130003624,157.75803130003624,158.69372639991343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.924077000003308,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,30.0,0.0,15.0,right,1.0,0.6291922000236809,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,158.7082778001204,,,,,,,,,158.6941287999507,159.4931195999961,160.29457870009355,160.278938600095,160.27931310003623,160.29457870009355,160.29457870009355,160.29457870009355,160.93030679994263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6291922000236809,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,31.0,1.0,15.0,left,1.0,0.633980899816379,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,160.94497289997526,,,,,,,,,160.93073899997398,161.27885379991494,162.08102699997835,162.06544889998622,162.06583030009642,162.08102699997835,162.08102699997835,162.08102699997835,162.7165294000879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.633980899816379,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,32.0,0.0,16.0,left,1.0,0.8510481999255717,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,162.73127460014075,,,,,,,,,162.71697470010258,162.831659700023,163.63390680006705,163.6179359999951,163.6182884001173,163.63390680006705,163.63390680006705,163.63390680006705,164.48669799999334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8510481999255717,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,33.0,1.0,16.0,right,1.0,0.674044500105083,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,164.50068449997343,,,,,,,,,164.48712639999576,165.3022352999542,166.10364879993722,166.08757050009444,166.08794130012393,166.10364879993722,166.10364879993722,166.10364879993722,166.78904159995727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.674044500105083,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,34.0,0.0,17.0,left,1.0,0.7180661999154836,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,166.80401670001447,,,,,,,,,166.78944250009954,167.99018459999934,168.79150389996357,168.77610579994507,168.77642229991034,168.79150389996357,168.79150389996357,168.79150389996357,169.51090639992617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7180661999154836,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,35.0,1.0,17.0,right,1.0,1.165394799783826,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,169.524947399972,,,,,,,,,169.5112254000269,169.87673999997787,170.67760229995474,170.66128879995085,170.66170089994557,170.67760229995474,170.67760229995474,170.67760229995474,171.84773369994946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.165394799783826,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,36.0,0.0,18.0,left,1.0,1.1202998000662774,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,171.862698599929,,,,,,,,,171.84813649998978,173.04839559993707,173.84812940005213,173.8317180001177,173.8320041000843,173.84812940005213,173.84812940005213,173.84812940005213,174.9841432000976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1202998000662774,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,37.0,1.0,18.0,right,1.0,0.8728660000488162,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,175.00019649998285,,,,,,,,,174.98451410001144,175.08485800004564,175.88555349991657,175.86997430003248,175.87028659996577,175.88555349991657,175.88555349991657,175.88555349991657,176.7710522999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8728660000488162,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,38.0,0.0,19.0,left,1.0,0.6339508001692593,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,176.78672270011157,,,,,,,,,176.7714478999842,177.97196140000597,178.77349660010077,178.75695049995556,178.75732590002008,178.77349660010077,178.77349660010077,178.77349660010077,179.4089162000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6339508001692593,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,39.0,1.0,19.0,right,1.0,0.8025905000977218,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,179.42305060010403,,,,,,,,,179.40931629994884,179.75790959992446,180.5601143001113,180.54363230010492,180.5439458999317,180.5601143001113,180.5601143001113,180.5601143001113,181.37874209997244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8025905000977218,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,40.0,0.0,20.0,right,1.0,1.2370957999955865,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,181.39407790009864,,,,,,,,,181.3791356000584,182.57796099991535,183.3794323001057,183.3634627999272,183.3638329000678,183.3794323001057,183.3794323001057,183.3794323001057,184.63307179999535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2370957999955865,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,41.0,1.0,20.0,right,0.0,0.6887877001427114,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,20.0,1.0,41.0,0.0,184.6478743001353,,,,,,,,,184.63339029997587,184.73243420012292,185.53378410008736,185.5176141001284,185.51792440004647,185.53378410008736,185.53378410008736,185.53378410008736,186.23575090011585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6887877001427114,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,42.0,0.0,21.0,left,1.0,1.0674543001223356,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,21.0,0.0,42.0,0.0,186.25040189991705,,,,,,,,,186.23606269992888,186.33478010003452,187.1360194000881,187.1199431999121,187.12025490007363,187.1360194000881,187.1360194000881,187.1360194000881,188.20536720007655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0674543001223356,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,43.0,1.0,21.0,right,1.0,0.697648499859497,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,21.0,1.0,43.0,1.0,188.2213135000784,,,,,,,,,188.20567460008897,188.5551167000085,189.35616199998185,189.34001779998653,189.3403253001161,189.35616199998185,189.35616199998185,189.35616199998185,190.0584223999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.697648499859497,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,44.0,0.0,22.0,right,1.0,0.825019899988547,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,22.0,0.0,44.0,1.0,190.0731520999689,,,,,,,,,190.05897179991007,190.8579021000769,191.6598732999992,191.64341030013748,191.64372469997036,191.6598732999992,191.6598732999992,191.6598732999992,192.49560020002536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.825019899988547,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,45.0,1.0,22.0,left,1.0,1.2205010000616312,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,22.0,1.0,45.0,0.0,192.5105127999559,,,,,,,,,192.49602379999124,193.6953012000304,194.49795079999603,194.4811885999516,194.4815627001226,194.49795079999603,194.49795079999603,194.49795079999603,195.7327422001399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2205010000616312,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,46.0,0.0,23.0,right,1.0,0.5383413000963628,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,23.0,0.0,46.0,1.0,195.7496575000696,,,,,,,,,195.733019300038,196.93396609998308,197.7356455000117,197.7196698000189,197.72004120005292,197.7356455000117,197.7356455000117,197.7356455000117,198.2867928999476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5383413000963628,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,47.0,1.0,23.0,left,1.0,0.6487822998315096,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,23.0,1.0,47.0,0.0,198.3021076000296,,,,,,,,,198.28719830000773,198.38575570005924,199.18833769997585,199.17207149998285,199.1724124001339,199.18833769997585,199.18833769997585,199.18833769997585,199.8398541000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6487822998315096,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,48.0,0.0,24.0,right,1.0,0.9223164001014084,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,24.0,0.0,48.0,1.0,199.85439520003277,,,,,,,,,199.8401661999524,199.93917619995773,200.74042899999768,200.7244526001159,200.7248255999293,200.74042899999768,200.74042899999768,200.74042899999768,201.6761604999192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9223164001014084,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,49.0,1.0,24.0,left,1.0,1.053511600010097,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,24.0,1.0,49.0,0.0,201.69158290000632,,,,,,,,,201.6764748999849,201.7749372001272,202.5764516000636,202.55923060001803,202.559515299974,202.5764516000636,202.5764516000636,202.5764516000636,203.6459880999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.053511600010097,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,50.0,0.0,25.0,left,1.0,0.9923177000600844,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,25.0,0.0,50.0,0.0,203.6610918000806,,,,,,,,,203.646302399924,204.8463993999176,205.64776859991247,205.6318705000449,205.6322341000196,205.64776859991247,205.64776859991247,205.64776859991247,206.6497685001232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9923177000600844,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,51.0,1.0,25.0,right,1.0,0.5840598000213504,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,25.0,1.0,51.0,1.0,206.66601380007344,,,,,,,,,206.65012330003083,206.9993720999919,207.80080129997805,207.78474160004407,207.7850532999728,207.80080129997805,207.80080129997805,207.80080129997805,208.38594780000855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5840598000213504,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,52.0,0.0,26.0,right,1.0,1.249662900110707,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,26.0,0.0,52.0,1.0,208.40090210014023,,,,,,,,,208.38626100006516,208.48490580008365,209.28644310007803,209.27060350007375,209.27091600000855,209.28644310007803,209.28644310007803,209.28644310007803,210.53921089996584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.249662900110707,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,53.0,1.0,26.0,left,1.0,0.5499328000005335,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,26.0,1.0,53.0,0.0,210.5543647001032,,,,,,,,,210.53952130000107,211.7395413001068,212.5414653001353,212.5252002000343,212.52556210011244,212.5414653001353,212.5414653001353,212.5414653001353,213.09273510007188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5499328000005335,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,54.0,0.0,27.0,left,1.0,1.049549899995327,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,27.0,0.0,54.0,0.0,213.10792350000705,,,,,,,,,213.09304439998232,213.19214610010383,213.9940818999894,213.9771628000308,213.97753500007093,213.9940818999894,213.9940818999894,213.9940818999894,215.04606720013544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.049549899995327,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,55.0,1.0,27.0,right,1.0,0.6438365001231432,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,27.0,1.0,55.0,1.0,215.0608755000867,,,,,,,,,215.0464650001377,215.16189879993908,215.96364680002443,215.9474768000655,215.94785490003412,215.96364680002443,215.96364680002443,215.96364680002443,216.6152401000727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6438365001231432,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,56.0,0.0,28.0,left,1.0,0.5416168000083417,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,28.0,0.0,56.0,0.0,216.6304216000717,,,,,,,,,216.6156405999791,216.71447360003367,217.5157332001254,217.4996708999388,217.50004569999876,217.5157332001254,217.5157332001254,217.5157332001254,218.0678213001229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5416168000083417,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,57.0,1.0,28.0,right,1.0,0.5787919000722468,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,28.0,1.0,57.0,1.0,218.08211420010772,,,,,,,,,218.0682210000232,218.86761720012876,219.66913930000737,219.6529486000072,219.6532622000668,219.66913930000737,219.66913930000737,219.66913930000737,220.2543321999256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5787919000722468,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,58.0,0.0,29.0,left,1.0,0.531169599853456,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,29.0,0.0,58.0,0.0,220.26899640006013,,,,,,,,,220.254735799972,221.453969999915,222.25625770003532,222.24016029993072,222.24057430005632,222.25625770003532,222.25625770003532,222.25625770003532,222.79122540005483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.531169599853456,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,59.0,1.0,29.0,right,1.0,0.804954799823463,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,29.0,1.0,59.0,1.0,222.80614660005085,,,,,,,,,222.79162209993228,223.5915369000286,224.3927798001096,224.37590690003708,224.3763244000729,224.3927798001096,224.3927798001096,224.3927798001096,225.21205170010217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.804954799823463,,,,,sub-228,1,random_dot,60.05753508127867,
,,0.0,0.0,0.0,,,,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,0.0,0.0,0.0,right,1.0,0.697389000095427,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,229.7495075999759,,,,,,,,,229.7411498001311,230.53544800006784,231.33644809992984,231.32064720010385,231.32102479995228,231.33644809992984,231.33644809992984,231.33644809992984,232.03838889999315,,,,,,,,,,,,,,,,,,,,,,,,225.22394199995324,225.2274881999474,225.2274881999474,229.7351553000044,space,4.506430699955672,,right,1.0,0.697389000095427,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,1.0,1.0,0.0,left,1.0,0.7695518000982702,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,232.0533511000685,,,,,,,,,232.03879390005025,232.8381509999745,233.6400969000533,233.62379830004647,233.62417019996792,233.6400969000533,233.6400969000533,233.6400969000533,234.4257901001256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7695518000982702,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,2.0,0.0,1.0,right,1.0,1.0905486999545246,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,234.44125510007143,,,,,,,,,234.42610380006957,234.79058920009996,235.59349810006097,235.5766533999704,235.57704790006392,235.59349810006097,235.59349810006097,235.59349810006097,236.69579869997688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0905486999545246,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,3.0,1.0,1.0,left,1.0,1.223653299966827,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,236.71072209998965,,,,,,,,,236.69619460008107,237.04577809991315,237.845822900068,237.8297143001109,237.8301035000477,237.845822900068,237.845822900068,237.845822900068,239.082807000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.223653299966827,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,4.0,0.0,2.0,left,1.0,1.0307990999426693,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,239.0984740999993,,,,,,,,,239.0832092000637,239.4325228000525,240.2337357001379,240.2174180999864,240.2177997999825,240.2337357001379,240.2337357001379,240.2337357001379,241.269524600124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0307990999426693,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,5.0,1.0,2.0,right,1.0,1.1768016999121755,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,2.0,1.0,5.0,1.0,241.28504390013404,,,,,,,,,241.2699287000578,241.61822280008343,242.42047929996625,242.40420030010864,242.4045238001272,242.42047929996625,242.42047929996625,242.42047929996625,243.60581919993277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1768016999121755,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,6.0,0.0,3.0,right,1.0,3.859474000055343,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,3.0,0.0,6.0,1.0,243.62120430008508,,,,,,,,,243.60621599992737,243.7052893000655,244.5065599000081,244.49032460013404,244.49063659994863,244.5065599000081,244.5065599000081,244.5065599000081,248.3802620000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.859474000055343,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,7.0,1.0,3.0,left,1.0,0.7350105999503285,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,248.39486490003765,,,,,,,,,248.3805740999524,249.18045470002107,249.9819201999344,249.9659982000012,249.9663100000471,249.9819201999344,249.9819201999344,249.9819201999344,250.73286440013908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7350105999503285,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,8.0,0.0,4.0,left,1.0,2.5378086999990046,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,4.0,0.0,8.0,0.0,250.74841260001995,,,,,,,,,250.73318270011805,250.8328891999554,251.63449249998664,251.6184904000256,251.61881599994376,251.63449249998664,251.63449249998664,251.63449249998664,254.18845140002668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5378086999990046,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,9.0,1.0,4.0,right,1.0,1.2277920001652092,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,4.0,1.0,9.0,1.0,254.2038311001379,,,,,,,,,254.1887151000556,254.9893799999263,255.79028529999775,255.7747605999466,255.7751050000079,255.79028529999775,255.79028529999775,255.79028529999775,257.0261876001023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2277920001652092,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,10.0,0.0,5.0,right,1.0,1.1082054998259991,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,1.0,257.0422535999678,,,,,,,,,257.026494699996,258.227001799969,259.0289674999658,259.013020100072,259.0133676000405,259.0289674999658,259.0289674999658,259.0289674999658,260.147558900062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1082054998259991,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,11.0,1.0,5.0,left,1.0,0.7856080001220107,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,0.0,260.1629031000193,,,,,,,,,260.14787290012464,260.24761550012045,261.04774569999427,261.03158570011146,261.0318877999671,261.04774569999427,261.04774569999427,261.04774569999427,261.8344292999245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7856080001220107,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,12.0,0.0,6.0,right,1.0,0.6242068000137806,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,1.0,261.84898760006763,,,,,,,,,261.83474100008607,262.63333240011707,263.4356654000003,263.4194970000535,263.4198553999886,263.4356654000003,263.4356654000003,263.4356654000003,264.07060940004885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6242068000137806,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,13.0,1.0,6.0,left,1.0,0.8413795998785645,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,0.0,264.0864818999544,,,,,,,,,264.0709448000416,265.2714307999704,266.07289530010894,266.0569037999958,266.0572150000371,266.07289530010894,266.07289530010894,266.07289530010894,266.9256096999161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8413795998785645,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,14.0,0.0,7.0,right,1.0,0.7009888999164104,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,1.0,266.9398994001094,,,,,,,,,266.92600769991986,268.12610440002754,268.92733040009625,268.9106090001296,268.910988900112,268.92733040009625,268.92733040009625,268.92733040009625,269.6298130999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7009888999164104,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,15.0,1.0,7.0,left,1.0,0.6634019000921398,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,0.0,269.6454352999572,,,,,,,,,269.6302064000629,270.8300304000732,271.63065490010194,271.6151618999429,271.61547360010445,271.63065490010194,271.63065490010194,271.63065490010194,272.3003867000807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6634019000921398,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,16.0,0.0,8.0,right,0.0,1.1667208999861032,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,0.0,272.31578000006266,,,,,,,,,272.3007000000216,272.41508279996924,273.21646089991555,273.20050889998674,273.2008217999246,273.21646089991555,273.21646089991555,273.21646089991555,274.38630060013384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1667208999861032,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,17.0,1.0,8.0,right,1.0,1.5997214999515563,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,1.0,274.40106009994633,,,,,,,,,274.3866117999424,275.5871351000387,276.3882907999214,276.37302580010146,276.37333580013365,276.3882907999214,276.3882907999214,276.3882907999214,277.9918770999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5997214999515563,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,18.0,0.0,9.0,right,1.0,0.7192273999098688,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,1.0,278.00702250003815,,,,,,,,,277.9921904001385,278.34145059995353,279.14161269995384,279.1267905000132,279.1271597999148,279.14161269995384,279.14161269995384,279.14161269995384,279.861910100095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7192273999098688,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,19.0,1.0,9.0,left,1.0,1.0620476000476629,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,0.0,279.877272099955,,,,,,,,,279.86231070011854,279.9774464999791,280.7787882001139,280.7627767000813,280.76315349992365,280.7787882001139,280.7787882001139,280.7787882001139,281.84833190008067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0620476000476629,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,20.0,0.0,10.0,left,1.0,0.9689840998034924,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,0.0,281.8636352999601,,,,,,,,,281.8486504000612,281.9632353000343,282.7640404999256,282.7477156999521,282.7480574999936,282.7640404999256,282.7640404999256,282.7640404999256,283.73445739992894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9689840998034924,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,21.0,1.0,10.0,right,1.0,0.6892195001710206,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,1.0,283.7487375000492,,,,,,,,,283.73476919997483,284.9347256999463,285.7366309000645,285.7204742000904,285.72078759991564,285.7366309000645,285.7366309000645,285.7366309000645,286.4386324000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6892195001710206,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,22.0,0.0,11.0,left,1.0,0.6593305999413133,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,0.0,286.45326260011643,,,,,,,,,286.4390271999873,286.8045783000998,287.6060488000512,287.59004910010844,287.59036160004325,287.6060488000512,287.6060488000512,287.6060488000512,288.2748380000703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6593305999413133,,,,,sub-228,1,random_dot,60.05753508127867,
