direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072948320012073,0.0185398130051908,0.0185398130051908,35.050651472003665,space,35.00706217400148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,0.0,0.0,0.0,right,1.0,19.14418741800182,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,35.06934843300405,,,,,,,,,35.05972353100515,35.16502143500111,35.96905502700247,35.95185214999947,35.95235405499989,35.96905502700247,35.96905502700247,35.96905502700247,40.96346715200343,55.12028637500043,right,1.0,19.14418741800182,,55.12895129200479,55.15372713700344,55.6206780270004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,1.0,1.0,0.0,left,1.0,5.807834348997858,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,55.63707805499871,,,,,,,,,55.62109867000254,56.82343938700069,57.62449403299979,57.60858730500331,57.6089304470006,57.62449403299979,57.62449403299979,57.62449403299979,62.62127627500013,63.4415283480048,left,1.0,5.807834348997858,,63.44161789100326,63.45684759600408,63.941756496999005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,2.0,0.0,1.0,left,1.0,5.574420762997761,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,63.95843869300006,,,,,,,,,63.94207362399902,65.14469170300436,65.94758145200467,65.93191736200242,65.93240289700043,65.94758145200467,65.94758145200467,65.94758145200467,70.94391580500087,71.53131250200386,left,1.0,5.574420762997761,,71.53145416299958,71.54486259700207,72.03145900700474,72.04724971199903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,3.0,1.0,1.0,right,1.0,1.1762604500036105,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,72.04724971199903,,,,,,,,,72.03186714999902,72.38176618700527,73.18351873999927,73.1676527669988,73.16812988700258,73.18351873999927,73.18351873999927,73.18351873999927,,74.37029364300543,right,1.0,1.1762604500036105,,74.3703801820011,74.3859933950007,74.87119588300266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,4.0,0.0,2.0,right,1.0,2.452724594004394,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,74.88734496899997,,,,,,,,,74.87162261000049,75.22148310299963,76.0236209010036,76.00783969300392,76.0081771480036,76.0236209010036,76.0236209010036,76.0236209010036,,78.48222644600173,right,1.0,2.452724594004394,,78.48232346500299,78.49709356300446,78.98260794499947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,5.0,1.0,2.0,right,0.0,2.4667390780014102,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,78.99913248500525,,,,,,,,,78.9830216650007,79.78389412700199,80.58701468200161,80.5711258950032,80.57160683999973,80.58701468200161,80.58701468200161,80.58701468200161,,83.06116206300067,right,0.0,2.4667390780014102,,83.06684067100286,83.0763719509996,83.56164806699962,83.5773246700046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,6.0,0.0,3.0,left,1.0,1.077391566002916,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,83.5773246700046,,,,,,,,,83.56198532200506,84.3634266270019,85.16466150100314,85.14872128100251,85.1490670810017,85.16466150100314,85.16466150100314,85.16466150100314,,86.2528324110026,left,1.0,1.077391566002916,,86.25520778800274,86.26770386000135,86.75289519799844,86.77003268200497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,7.0,1.0,3.0,right,1.0,1.4893051800027024,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,86.77003268200497,,,,,,,,,86.75318309100112,87.55492464100098,88.3569063190007,88.34177925500262,88.34226269200008,88.3569063190007,88.3569063190007,88.3569063190007,,89.8625016760052,right,1.0,1.4893051800027024,,89.8625873120036,89.87742260099913,90.36327970700222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,8.0,0.0,4.0,left,1.0,1.0387937929990585,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,90.3795118449998,,,,,,,,,90.36369309500152,90.71376157700432,91.51602433199878,91.50022798000282,91.50070247999976,91.51602433199878,91.51602433199878,91.51602433199878,,92.56907598500402,left,1.0,1.0387937929990585,,92.5691673770052,92.58512108300056,93.06979472400415,93.0862564820054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,9.0,1.0,4.0,right,1.0,1.0375048760033678,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,93.0862564820054,,,,,,,,,93.07008888400014,93.87202371100284,94.6742815450052,94.6585839899999,94.65906166700006,94.6742815450052,94.6742815450052,94.6742815450052,,95.72813503900396,right,1.0,1.0375048760033678,,95.7282415849986,95.7430115649986,96.22860196200054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,10.0,0.0,5.0,left,1.0,0.8678954779970809,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,96.24552485500315,,,,,,,,,96.22901619200276,96.3287188250033,97.1309144350016,97.1152032300015,97.1156810169996,97.1309144350016,97.1309144350016,97.1309144350016,,98.00199627600524,left,1.0,0.8678954779970809,,98.00209912600258,98.0163155410046,98.5015120110038,98.51719328300533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,11.0,1.0,5.0,right,1.0,0.9533114419973572,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,98.51719328300533,,,,,,,,,98.50181239499943,99.7044354919999,100.5065967920018,100.4909686050014,100.49144043200069,100.5065967920018,100.5065967920018,100.5065967920018,,101.477058647004,right,1.0,0.9533114419973572,,101.47716444500112,101.49178467599997,101.97728921200178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,12.0,0.0,6.0,left,1.0,0.91157611500239,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,101.99390701200171,,,,,,,,,101.97773347500332,102.77969452000252,103.58161429000027,103.56574011500196,103.56621970700508,103.58161429000027,103.58161429000027,103.58161429000027,,104.50146719100304,left,1.0,0.91157611500239,,104.50157487099932,104.51708087500448,105.00173148100292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,13.0,1.0,6.0,left,0.0,1.889411379997909,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,105.0183349900035,,,,,,,,,105.00204388400016,105.80398525700002,106.60544435900374,106.58961512300448,106.58996799700252,106.60544435900374,106.60544435900374,106.60544435900374,,108.51196039500064,left,0.0,1.889411379997909,,108.51437686999998,108.52727778500412,109.0131015750012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,14.0,0.0,7.0,left,0.0,0.816885733998788,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,109.0293060469994,,,,,,,,,109.01351708199944,109.36403195500316,110.16577065200543,110.14985121499922,110.15033327700075,110.16577065200543,110.16577065200543,110.16577065200543,,110.98637610800506,left,0.0,0.816885733998788,,110.98649403000309,111.00086766800086,111.48595683500024,111.50173106500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,15.0,1.0,7.0,left,1.0,1.3977221769964672,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,111.50173106500006,,,,,,,,,111.48625170000014,111.83601281099982,112.63908781699864,112.62322904499888,112.6237077870028,112.63908781699864,112.63908781699864,112.63908781699864,,114.04413013000158,left,1.0,1.3977221769964672,,114.04667252700165,114.0588431760043,114.54491926699848,114.56112648700218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,16.0,0.0,8.0,left,1.0,2.3750271790049737,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,114.56112648700218,,,,,,,,,114.54532505500538,115.74728995199985,116.54973237200466,116.53355032700348,116.534035536999,116.54973237200466,116.54973237200466,116.54973237200466,,118.94012556799862,left,1.0,2.3750271790049737,,118.94023327500328,118.95550370300045,119.44085871300194,119.45645300300384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,17.0,1.0,8.0,right,1.0,0.8592641939976602,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,119.45645300300384,,,,,,,,,119.44114541300225,120.24263727200014,121.04473600200436,121.02892558200256,121.02940112200304,121.04473600200436,121.04473600200436,121.04473600200436,,121.915138027005,right,1.0,0.8592641939976602,,121.9152581189992,121.92952559900004,122.41533644200535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,18.0,0.0,9.0,right,0.0,2.977757788998133,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,122.43180583500362,,,,,,,,,122.41575357699912,123.6184351769989,124.42011938900396,124.40469518000464,124.40520184000344,124.42011938900396,124.42011938900396,124.42011938900396,,127.41272145100083,right,0.0,2.977757788998133,,127.41504986800282,127.42818257099862,127.91284833800457,127.9290618110026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,19.0,1.0,9.0,right,1.0,0.7482526429957943,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,127.9290618110026,,,,,,,,,127.91313575700042,128.26372167200316,129.0665069970055,129.05088731000433,129.05136783500348,129.0665069970055,129.0665069970055,129.0665069970055,,129.82178094700066,right,1.0,0.7482526429957943,,129.82463263100362,129.8340864749989,130.3207811320026,130.33627257500484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.3209391269993,130.33627257500484,130.33627257500484,134.214030146999,space,3.8631318749976336,,,,,,,,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.21410950100108,134.2291216550002,134.2291216550002,142.53697890700278,space,8.302877174006426,,,,,,,,,,,,,,,,sub-119,1,random_dot,58.94483892963076,
right,right,0.0,0.0,0.0,right,1.0,0.993211742999847,,accuracy,space,7.36068910099857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.95475455300038,,,,,,,,,149.9447971020054,151.14204635700298,151.9439511599994,151.92817211199872,151.9286587020033,151.9439511599994,151.9439511599994,151.9439511599994,,152.94750538000517,,,,,,,,,,,,,,,,,,,,,,,142.56047456500528,142.56996283500484,142.56996283500484,149.93982365199918,space,7.36068910099857,,right,1.0,0.993211742999847,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,1.0,1.0,0.0,left,1.0,0.902903658003197,,accuracy,space,7.36068910099857,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,152.96312231000047,,,,,,,,,152.94779313600156,153.29751684200164,154.09977595200326,154.08397708999837,154.0844674300024,154.09977595200326,154.09977595200326,154.09977595200326,,155.02015667100204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.902903658003197,,,,,sub-119,1,random_dot,58.94483892963076,
left,left,2.0,0.0,1.0,left,1.0,1.044070386000385,,accuracy,space,7.36068910099857,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,155.03488518499944,,,,,,,,,155.02049446300225,155.82089066199842,156.62330051699973,156.60743911000463,156.60792009700526,156.62330051699973,156.62330051699973,156.62330051699973,,157.67663662300038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.044070386000385,,,,,sub-119,1,random_dot,58.94483892963076,
