direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,107.63939120003488,,,,,,,,,107.62364550004712,107.98898150003517,108.7890035000164,108.77252670004964,108.77254649996758,108.7890035000164,108.7890035000164,108.7890035000164,113.78655169997364,115.20350259996484,left,0.0,28.832507000071928,,115.20401560002938,115.21915070002431,115.7190716000041,115.70272209995892,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,115.7190716000041,,,,,,,,,115.70312910003122,115.81806019996291,116.61823719996028,116.60227849998046,116.6023159000324,116.61823719996028,116.61823719996028,116.61823719996028,,119.76743260002696,right,0.0,25.556167300092056,,119.76794449996667,119.7823945999844,120.28282319998834,120.26689960004296,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,120.28282319998834,,,,,,,,,120.26728999998886,121.082424000022,121.88243240001611,121.86602049996144,121.86604590003844,121.88243240001611,121.88243240001611,121.88243240001611,126.87918080005328,137.20855970005505,left,0.0,37.73294060002081,,137.209100499982,137.22360659996048,137.7243596999906,137.7079677999718,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,137.7243596999906,,,,,,,,,137.70837100001518,138.9231971000554,139.72265270003118,139.70656469999813,139.70658869994804,139.72265270003118,139.72265270003118,139.72265270003118,144.7207083000103,145.30447600001935,right,0.0,28.001703900052235,,145.30508169997483,145.3193873000564,145.81924960005563,145.80295959999785,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,145.81924960005563,,,,,,,,,145.80333989998326,146.16907229996286,146.96910520002712,146.9529236999806,146.95294400001876,146.96910520002712,146.96910520002712,146.96910520002712,151.9665140999714,152.48424440005329,right,1.0,27.9273599999724,,152.48477400001138,152.4987020000117,152.9985995000461,152.98313730000518,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,152.9985995000461,,,,,,,,,152.98354429996107,153.79840129998047,154.5987570999423,154.58293070003856,154.58295349997934,154.5987570999423,154.5987570999423,154.5987570999423,,157.64793570002075,left,0.0,25.46907130000181,,157.64861659996677,157.66291469999123,158.16283599997405,158.1469073999906,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,158.16283599997405,,,,,,,,,158.14733099995647,159.36269119998906,160.16201249998994,160.14594029996078,160.1459606999997,160.16201249998994,160.16201249998994,160.16201249998994,165.15965789998882,165.74514170002658,right,0.0,28.003062700037844,,165.7456962999422,165.7589420999866,166.2590201999992,166.24282160005532,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,166.2590201999992,,,,,,,,,166.24322479998227,166.60863699996844,167.40803629998118,167.39242719998583,167.3924459000118,167.40803629998118,167.40803629998118,167.40803629998118,172.40542850003112,173.08970520005096,left,1.0,28.10003260010853,,173.09020540001802,173.1051417000126,173.60445240000263,173.5883676999947,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,173.60445240000263,,,,,,,,,173.58876109996345,174.4041818999685,175.20442960003857,175.18842499994207,175.18844529998023,175.20442960003857,175.20442960003857,175.20442960003857,,179.45277139998507,right,1.0,26.665373300085776,,179.4532744999742,179.46844219998457,179.96798890002538,179.95215979998466,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,179.96798890002538,,,,,,,,,179.95259500003883,180.06794300000183,180.8679119000444,180.85153650003485,180.85155569994825,180.8679119000444,180.8679119000444,180.8679119000444,,184.99988729995675,left,1.0,26.54821799998172,,185.00037420005535,185.01505329995416,185.5150154000148,185.49930080003105,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,185.5150154000148,,,,,,,,,185.49977690004744,186.714911499992,187.51474699995012,187.4984477000544,187.49846799997613,187.51474699995012,187.51474699995012,187.51474699995012,,190.04806810000449,right,1.0,24.944134700112045,,190.04857270000505,190.06252499995756,190.56302869995125,190.54676559998188,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5468385999557,190.56302869995125,190.56302869995125,194.5619117999449,space,26.411562200053595,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5619459999725,194.5775791000342,194.5775791000342,195.79382260004056,space,23.62276370008476,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,198.62417399999688,,,,,,,,,198.61601530003827,198.97432359994852,199.7743588000303,199.75876190001145,199.75879120000167,199.7743588000303,199.7743588000303,199.7743588000303,,202.45718310005032,right,0.0,25.092277199961245,,,,,,,,,,,,,,,,,,,,195.79747700004373,195.8262014000211,195.8262014000211,198.60930300003383,space,25.20333120005671,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,202.4719382999465,,,,,,,,,202.458432000014,203.67204079998191,204.47164010000412,204.4555186999496,204.45554310001896,204.47164010000412,204.47164010000412,204.47164010000412,,208.38710149994583,right,1.0,26.332035599974915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,208.4030515999766,,,,,,,,,208.38806959998328,208.7529795999872,209.55200739996508,209.5369320999598,209.53695109998807,209.55200739996508,209.55200739996508,209.55200739996508,,211.81784469995185,left,0.0,24.68118310009595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,211.8349927000236,,,,,,,,,211.8187728000339,212.63434969994705,213.43365879997145,213.41786279994997,213.41788069996983,213.43365879997145,213.43365879997145,213.43365879997145,,217.7152950000018,right,0.0,26.693319700076245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,217.7308557999786,,,,,,,,,217.716203100048,218.06481959996745,218.8641673000529,218.8488124000141,218.84883200004697,218.8641673000529,218.8641673000529,218.8641673000529,,220.5310241000261,left,1.0,24.08677870000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,220.5461246999912,,,,,,,,,220.5319691000041,221.34634609997735,222.14586899999995,222.1294612999773,222.1294798000017,222.14586899999995,222.14586899999995,222.14586899999995,,226.8273522000527,right,1.0,27.095076900091957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,226.84250040003096,,,,,,,,,226.8282934000017,228.04285810003057,228.8428288999712,228.82634589995723,228.8263658999931,228.8428288999712,228.8428288999712,228.8428288999712,233.8396293000551,234.0904808000196,right,1.0,27.656175000127405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,234.10594140004832,,,,,,,,,234.0914243999869,235.3061515999725,236.10575740004424,236.0898516000016,236.08987180003896,236.10575740004424,236.10575740004424,236.10575740004424,,238.6545711000217,right,0.0,24.959904100047424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,238.6698898000177,,,,,,,,,238.6554939999478,239.86984649999067,240.66910069994628,240.65292759996373,240.65294699999504,240.66910069994628,240.66910069994628,240.66910069994628,245.6675223000348,245.9836362999631,right,1.0,27.72368940012529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,245.99922919995151,,,,,,,,,245.98454089998268,246.35016859997995,247.15013870003168,247.1333838000428,247.13340219995007,247.15013870003168,247.15013870003168,247.15013870003168,,252.0144870999502,right,0.0,27.272375000058677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,252.03060769999863,,,,,,,,,252.01535030000375,252.1301291000564,252.9296403999906,252.91353200003505,252.9135514999507,252.9296403999906,252.9296403999906,252.9296403999906,257.9273667000234,260.21088559995405,right,1.0,29.691826000111178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,260.2255395000102,,,,,,,,,260.21185790002346,260.3262198000448,261.1262679999927,261.10992279998027,261.10994280001614,261.1262679999927,261.1262679999927,261.1262679999927,,265.37460660003126,left,1.0,26.659257099963725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,265.3895357999718,,,,,,,,,265.3755342999939,266.18960749998223,266.9888984999852,266.9727350999601,266.9727577000158,266.9888984999852,266.9888984999852,266.9888984999852,271.9869175000349,273.0696891000261,right,1.0,28.495068400050517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,273.08600829995703,,,,,,,,,273.0706956000068,273.4361948999576,274.2517604000168,274.2349279000191,274.23494690004736,274.2517604000168,274.2517604000168,274.2517604000168,,278.8336117999861,left,1.0,26.996775900013745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,278.84916740003973,,,,,,,,,278.83460259996355,280.0490320000099,280.848138100002,280.8325387999648,280.83256180002354,280.848138100002,280.848138100002,280.848138100002,,284.38071639998816,right,0.0,25.94441760005429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,284.3961878999835,,,,,,,,,284.38177069998346,284.7470047000097,285.5459973999532,285.53050989995245,285.53052959998604,285.5459973999532,285.5459973999532,285.5459973999532,,289.57802350004204,right,1.0,26.450649700011127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,289.5940424000146,,,,,,,,,289.57897709996905,289.9268111999845,290.7273233999731,290.7111159999622,290.7111502999905,290.7273233999731,290.7273233999731,290.7273233999731,295.72369719995186,296.49103499995545,left,1.0,28.179817600059323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,296.5068698000396,,,,,,,,,296.492014199961,297.7066404999932,298.52251369995065,298.50618210004177,298.5062050999841,298.52251369995065,298.52251369995065,298.52251369995065,,301.00542039994616,right,1.0,24.889049599994905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,301.02053970005363,,,,,,,,,301.0063655000413,302.220901499968,303.0203759999713,303.0046092000557,303.0046290999744,303.0203759999713,303.0203759999713,303.0203759999713,,307.21978090004995,right,1.0,26.61139010009356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,307.233673300012,,,,,,,,,307.22075089998543,307.3345556999557,308.1336197999772,308.11824169999454,308.1182702999795,308.1336197999772,308.1336197999772,308.1336197999772,,312.9993256999878,right,0.0,27.285178600111976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,313.0148096999619,,,,,,,,,313.0005390000297,314.2140514999628,315.0136897000484,314.9975370999892,314.997576200054,315.0136897000484,315.0136897000484,315.0136897000484,320.01221800001804,320.3944003999932,right,1.0,27.799109200015664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,320.4107470000163,,,,,,,,,320.3954438000219,320.4940645999741,321.2939462000504,321.27777359995525,321.27780030004214,321.2939462000504,321.2939462000504,321.2939462000504,,325.29373989999294,left,1.0,26.404605300049298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,325.30876459996216,,,,,,,,,325.2947346000001,325.6586957999971,326.45795740000904,326.44294400000945,326.44296649994794,326.45795740000904,326.45795740000904,326.45795740000904,331.45613379997667,332.1894395999843,right,1.0,28.149668500060216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,332.2050025999779,,,,,,,,,332.1904078000225,333.0052872999804,333.80434889998287,333.78839360002894,333.7884130999446,333.80434889998287,333.80434889998287,333.80434889998287,338.8018051000545,341.00192269997206,right,0.0,29.617516300058924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,341.016765999957,,,,,,,,,341.0028437000001,342.2162036000518,343.0160705000162,343.0008015000494,343.00083429995,343.0160705000162,343.0160705000162,343.0160705000162,348.0141754000215,348.9803709000116,right,0.0,28.37006820004899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,348.9954733999912,,,,,,,,,348.9814689999912,349.09611579997,349.8964297999628,349.87996329995804,349.87998339999467,349.8964297999628,349.8964297999628,349.8964297999628,,354.42803099995945,left,0.0,26.94530730007682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,354.4441747999517,,,,,,,,,354.42903050000314,354.5439042999642,355.3428054000251,355.3276196999941,355.32763950002845,355.3428054000251,355.3428054000251,355.3428054000251,360.3414110000013,360.8239624999696,right,0.0,27.886978200054727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,360.8394895000383,,,,,,,,,360.82488560001366,360.9234599999618,361.72266540001146,361.7076465999708,361.707665199996,361.72266540001146,361.72266540001146,361.72266540001146,366.7205790999578,367.469905899954,right,1.0,28.16710060008336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,367.4857660999987,,,,,,,,,367.4708564999746,367.5694999999832,368.3694981000153,368.3538190999534,368.35384330002125,368.3694981000153,368.3694981000153,368.3694981000153,,372.8513428999577,right,1.0,26.90177290001884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,372.8666216999991,,,,,,,,,372.8523751000175,373.6679511000402,374.4836296000285,374.4676511000144,374.4676707000472,374.4836296000285,374.4836296000285,374.4836296000285,,377.7152787999949,left,1.0,25.640830699936487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,377.7316678999923,,,,,,,,,377.7162192000542,378.93129219999537,379.73077909997664,379.71421490004286,379.7142335999524,379.73077909997664,379.73077909997664,379.73077909997664,,384.34543049999047,right,1.0,27.02786290005315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,384.3613755999832,,,,,,,,,384.3464351999573,384.7118027999532,385.5276776000392,385.5113849999616,385.5114043999929,385.5276776000392,385.5276776000392,385.5276776000392,390.5248479000293,391.3584858999821,left,1.0,28.249307100079022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,391.3737298999913,,,,,,,,,391.3594360999996,392.1742785000242,392.9733127000509,392.957592700026,392.9576102000429,392.9733127000509,392.9733127000509,392.9733127000509,397.9712772000348,398.7547049999703,right,1.0,28.19815599999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,398.7698164000176,,,,,,,,,398.7556844999781,398.8709957000101,399.6697061000159,399.6541458000429,399.6541661999654,399.6697061000159,399.6697061000159,399.6697061000159,,404.3683089000406,left,1.0,27.116535800043494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,404.3838566000341,,,,,,,,,404.3694632999832,404.4842419000343,405.30162579996977,405.2844795000274,405.2845023999689,405.30162579996977,405.30162579996977,405.30162579996977,,408.7490475999657,right,0.0,25.854011600022204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,408.76531000004616,,,,,,,,,408.7499585000333,409.9640839999775,410.7640067000175,410.7476890999824,410.7477101000258,410.7640067000175,410.7640067000175,410.7640067000175,415.7628217999591,417.2777625999879,left,0.0,28.918973400024697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,417.2933612000197,,,,,,,,,417.2786721000448,418.4771176000359,419.27627479995135,419.2606071999762,419.2606247999938,419.27627479995135,419.27627479995135,419.27627479995135,424.2728800999466,425.6739763000514,right,0.0,28.808883900055665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,425.68924450001214,,,,,,,,,425.674936400028,425.788995699957,426.58920199994463,426.57254439999815,426.572564000031,426.58920199994463,426.58920199994463,426.58920199994463,431.5863163999748,432.5203557000496,right,1.0,28.343318200088103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,432.53582180000376,,,,,,,,,432.52202439995017,432.8856007000432,433.6849771999987,433.6703447999898,433.6703643000219,433.6849771999987,433.6849771999987,433.6849771999987,438.6823031000095,440.1831007000292,left,1.0,28.913245200063106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-177,1.0,random_dot,59.38252860402831,
