direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249810889945365,0.0450393520004581,0.0450393520004581,31.848252221010625,space,31.799158298992552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
left,left,0.0,0.0,0.0,left,1.0,3.103218452015426,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,31.911904829001287,,,,,,,,,31.89788494398817,31.947261721012183,32.7751626370009,32.75007436299347,32.750456095993286,32.7751626370009,32.7751626370009,32.7751626370009,35.88809891499113,left,1.0,3.103218452015426,,35.894570658012526,36.03152462499565,36.40116091299569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
right,right,1.0,1.0,0.0,right,1.0,2.7485470050014555,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,36.40898717701202,,,,,,,,,36.40176817099564,36.74381922199973,37.5389348900062,37.52820992001216,37.52892844099552,37.5389348900062,37.5389348900062,37.5389348900062,40.29942449499504,right,1.0,2.7485470050014555,,40.29955884499941,40.31265528599033,40.816646013001446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
right,right,2.0,0.0,1.0,left,0.0,1.215188586997101,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,40.83485821299837,,,,,,,,,40.81731150401174,41.15100115400856,41.95003559600445,41.93902051000623,41.93968795798719,41.95003559600445,41.95003559600445,41.95003559600445,43.1698439400061,left,0.0,1.215188586997101,,43.17896336398553,43.189308714994695,43.68445034101023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
left,left,3.0,1.0,1.0,left,1.0,1.8581206050002947,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,43.693688905012095,,,,,,,,,43.68503247099579,44.88325905599049,45.70091470700572,45.68418851800379,45.684698141994886,45.70091470700572,45.70091470700572,45.70091470700572,47.58651410098537,left,1.0,1.8581206050002947,,47.5905915889889,47.60278581100283,48.087276314996416,48.10026113400818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
left,left,4.0,0.0,2.0,right,0.0,0.7943349150009453,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,48.10026113400818,,,,,,,,,48.08773175900569,48.88547538401326,49.70052595000016,49.68408574498608,49.68479241000023,49.70052595000016,49.70052595000016,49.70052595000016,50.507647679012734,right,0.0,0.7943349150009453,,50.51095515600173,50.52150541500305,51.01735261300928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
right,right,5.0,1.0,2.0,left,0.0,3.188505313999485,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,51.02475271900767,,,,,,,,,51.01777317200322,51.81005247699795,52.61226381600136,52.601666953007225,52.60216925700661,52.61226381600136,52.61226381600136,52.61226381600136,55.80480212799739,left,0.0,3.188505313999485,,55.80501969100442,55.81549812300364,56.30280086598941,56.31678016099613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
left,left,6.0,0.0,3.0,right,0.0,2.0754669810121413,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,56.31678016099613,,,,,,,,,56.30325065398938,56.66779016100918,57.48337500999333,57.468053668009816,57.46876398700988,57.48337500999333,57.48337500999333,57.48337500999333,59.569036153989146,right,0.0,2.0754669810121413,,59.56914644999779,59.5775340780092,60.06769982399419,60.075440184999024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
right,right,7.0,1.0,3.0,left,0.0,3.8662395529972855,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,60.075440184999024,,,,,,,,,60.06812798700412,60.41797128098551,61.21864799701143,61.20254096799181,61.20333508300246,61.21864799701143,61.21864799701143,61.21864799701143,65.1015917120094,left,0.0,3.8662395529972855,,65.10177754898905,65.11039330399944,65.59924456701265,65.61060308999731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
right,right,8.0,0.0,4.0,left,0.0,0.8006196320056915,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,65.61060308999731,,,,,,,,,65.59993925198796,65.70237917100894,66.49935079898569,66.48785889300052,66.48832393600605,66.49935079898569,66.49935079898569,66.49935079898569,67.30443054198986,left,0.0,0.8006196320056915,,67.30465340299997,67.31551510098507,67.80052948699449,67.8084645929921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
left,left,9.0,1.0,4.0,right,0.0,3.7869969620078336,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,67.8084645929921,,,,,,,,,67.80105834099231,68.16602309199516,68.9630965719989,68.95229993900284,68.95278680100455,68.9630965719989,68.9630965719989,68.9630965719989,72.75359004799975,right,0.0,3.7869969620078336,,72.75372334598796,72.76435097600915,73.25205674400786,73.25946677100728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-007,1,random_dot,89.00730262374209,
