direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,54.14535279991105,,,,,,,,,54.1380011998117,55.34545589983463,56.14611550001428,56.13742749998346,56.13744509965181,56.14611550001428,56.14611550001428,56.14611550001428,57.36348069971427,right,0.0,13.017923600506036,,57.3639793000184,57.37014999985695,57.86195079982281,57.86986069986597,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,57.86986069986597,,,,,,,,,57.8622948997654,59.06960789998993,59.87038189964369,59.86153549980372,59.86154929967597,59.87038189964369,59.87038189964369,59.87038189964369,61.17923249956221,left,1.0,13.106540100183338,,61.17955319955945,61.186156099662185,61.677975999657065,61.68594260001555,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,61.68594260001555,,,,,,,,,61.67827349994332,61.785829899832606,62.58677599998191,62.57783919991925,62.57785479957238,62.58677599998191,62.58677599998191,62.58677599998191,63.72068139957264,left,0.0,12.934687300119547,,63.72114159958437,63.72727439971641,64.2193262996152,64.22710339957848,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,64.22710339957848,,,,,,,,,64.21965339966118,65.42706129979342,66.22791999997571,66.21889879973605,66.21891269972548,66.22791999997571,66.22791999997571,66.22791999997571,67.33679869957268,right,0.0,12.910679399967194,,67.33718829974532,67.34324539965019,67.83553809998557,67.84337219968438,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,67.84337219968438,,,,,,,,,67.83582519972697,68.64310959959403,69.44392719957978,69.43518659984693,69.43520079972222,69.44392719957978,69.44392719957978,69.44392719957978,70.40285639977083,left,0.0,12.754196600522846,,70.40325560001656,70.40970179997385,70.9016494997777,70.90956129971892,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,70.90956129971892,,,,,,,,,70.90197279956192,72.10936819994822,72.90990809956565,72.90130309993401,72.90132479975,72.90990809956565,72.90990809956565,72.90990809956565,73.90231709973887,left,1.0,12.794118500314651,,73.90268119983375,73.90886199986562,74.40110509982333,74.40874619968235,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,74.40874619968235,,,,,,,,,74.40139089990407,74.50886859977618,75.30974849965423,75.30084299994633,75.30085759982467,75.30974849965423,75.30974849965423,75.30974849965423,76.54373939987272,right,1.0,13.03495050035417,,76.54416699986905,76.55034630000591,77.04225920001045,77.05006549973041,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,77.05006549973041,,,,,,,,,77.04256059974432,78.2500290996395,79.05066249985248,79.04212849959731,79.0421455996111,79.05066249985248,79.05066249985248,79.05066249985248,80.0347859999165,left,0.0,12.782286500092596,,80.03526789974421,80.04180329991505,80.5334528000094,80.54130489984527,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,80.54130489984527,,,,,,,,,80.53381329961121,81.74103509960696,82.54171749996021,82.53316949959844,82.53318419959396,82.54171749996021,82.54171749996021,82.54171749996021,84.04249459970742,left,1.0,13.29613840021193,,84.04292999999598,84.04919809987769,84.5411125998944,84.54899659985676,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,84.54899659985676,,,,,,,,,84.54142129980028,85.74869799986482,86.54944779956713,86.54069639975205,86.54070969996974,86.54944779956713,86.54944779956713,86.54944779956713,87.87484639976174,right,1.0,13.122530600521712,,87.87524609966204,87.88167269993573,88.3735127998516,88.38171009998769,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,88.38171009998769,,,,,,,,,88.37376679992303,88.48170299967751,89.28253699978814,89.27361659985036,89.2736288998276,89.28253699978814,89.28253699978814,89.28253699978814,90.61619919957592,right,0.0,13.128894200082868,,90.6165291997604,90.62313709966838,91.11496899975464,91.12311489973216,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.11502209957688,91.12311489973216,91.12311489973216,94.6150262998417,space,15.291652100160718,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.61505199968816,94.62283299956472,94.62283299956472,100.0891013997607,space,17.264300100505352,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.42108199978249,,,,,,,,,103.41802979959176,103.5207351995632,104.32156639965253,104.31311479955912,104.31313989963382,104.32156639965253,104.32156639965253,104.32156639965253,104.76410929998384,left,1.0,12.237416400108486,,,,,,,,,,,,,,,,,,,,100.09227539971472,100.10720319999382,100.10720319999382,103.41353009967132,space,15.101524100173265,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,104.77053699968384,,,,,,,,,104.7650683997199,105.57038029981776,106.3711913996376,106.36246349988504,106.36248229956254,106.3711913996376,106.3711913996376,106.3711913996376,107.00539459986612,right,1.0,12.429434600286186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,107.0121618998237,,,,,,,,,107.00610859971492,107.8116882997565,108.61251689959316,108.60371009958908,108.60372419981286,108.61251689959316,108.61251689959316,108.61251689959316,109.18844079971312,left,0.0,12.371540800202638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,109.19487659959124,,,,,,,,,109.18921159999444,109.9948589997366,110.79566029971464,110.78696779999882,110.78698330000044,110.79566029971464,110.79566029971464,110.79566029971464,111.58786379965022,left,1.0,12.588271700311452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,111.59439849993214,,,,,,,,,111.58872949983925,111.9443419999443,112.74531969986856,112.73643599962816,112.73645509965718,112.74531969986856,112.74531969986856,112.74531969986856,113.79610209958628,right,1.0,12.851485600229353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,113.80242670001462,,,,,,,,,113.79703369969502,113.90237729996444,114.70329129975288,114.69441949995236,114.69443599972874,114.70329129975288,114.70329129975288,114.70329129975288,115.93745329976082,left,1.0,13.033415600191802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,115.94392509991305,,,,,,,,,115.93838179996236,117.14366889977828,117.94445379963145,117.93576339958236,117.93578189983964,117.94445379963145,117.94445379963145,117.94445379963145,119.0117719997652,left,0.0,12.867512800265104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,119.0183891998604,,,,,,,,,119.01253849966452,120.21808089967816,121.01901069981976,121.01004459988326,121.01005759974942,121.01901069981976,121.01901069981976,121.01901069981976,121.7945328997448,right,0.0,12.57051690015942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,121.8014061995782,,,,,,,,,121.79519849969074,123.0010751998052,123.80196229973808,123.79308460000902,123.79309719987214,123.80196229973808,123.80196229973808,123.80196229973808,124.33563009975478,right,0.0,12.332499000243844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,124.34238929999992,,,,,,,,,124.3363757999614,125.14224329963326,125.9431186998263,125.93448389973491,125.93450269987808,125.9431186998263,125.9431186998263,125.9431186998263,126.5939889997244,left,0.0,12.451851600315422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,126.60044139996172,,,,,,,,,126.59466189984232,126.95052029984072,127.75144599983469,127.7425374998711,127.74254969973116,127.75144599983469,127.75144599983469,127.75144599983469,128.79334339965135,right,1.0,12.842719099950044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,128.8000254998915,,,,,,,,,128.7940762997605,128.89998460002244,129.70081759989262,129.69207139965147,129.69208989990875,129.70081759989262,129.70081759989262,129.70081759989262,131.10997769981623,right,0.0,13.203448100481182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,131.11623209994286,,,,,,,,,131.111121899914,131.91622239956632,132.71707769995555,132.7083677998744,132.70838609989733,132.71707769995555,132.71707769995555,132.71707769995555,133.80948749976233,left,0.0,12.888085100334138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,133.81614469969645,,,,,,,,,133.81018219981345,134.16602159989998,134.96662859991193,134.9577938998118,134.95780859980732,134.96662859991193,134.96662859991193,134.96662859991193,135.99222869984806,right,0.0,12.821750400122257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,135.99877679999918,,,,,,,,,135.99302920000628,136.09890129975977,136.89985559973866,136.89110159967095,136.8911211998202,136.89985559973866,136.89985559973866,136.89985559973866,137.9422661997378,left,1.0,12.839665700215846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,137.94858559966087,,,,,,,,,137.9432084998116,138.7483737999573,139.5492921997793,139.5406766999513,139.54069589963183,139.5492921997793,139.5492921997793,139.5492921997793,141.15838879998773,right,1.0,13.405300000216812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,141.164702499751,,,,,,,,,141.15932649979368,141.51480329968035,142.31559679983184,142.30680409958586,142.3068229998462,142.31559679983184,142.31559679983184,142.31559679983184,143.7411682996899,left,1.0,13.22321720002219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,143.74785349983722,,,,,,,,,143.7418701997958,144.5474919998087,145.34844029974192,145.33944289991632,145.3394555998966,145.34844029974192,145.34844029974192,145.34844029974192,146.43218139978126,left,0.0,12.88442790042609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,146.43882389971986,,,,,,,,,146.43294219998643,146.78876759996638,147.58955639973283,147.58091259980574,147.58092829957604,147.58955639973283,147.58955639973283,147.58955639973283,148.7236198997125,right,1.0,12.934462900273502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,148.7300849999301,,,,,,,,,148.72448009997606,149.52995379967615,150.330935199745,150.32206279970706,150.32208139961585,150.330935199745,150.330935199745,150.330935199745,151.3233946999535,right,0.0,12.789823300205173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,151.32984409993514,,,,,,,,,151.32403479982167,151.67979680001736,152.48065569996834,152.47190479980782,152.47191939968616,152.48065569996834,152.48065569996834,152.48065569996834,153.70627809967846,right,0.0,13.025770500302317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,153.71265219990164,,,,,,,,,153.70708039961755,153.81260149972513,154.61356699978933,154.60468799993396,154.60470129968598,154.61356699978933,154.61356699978933,154.61356699978933,155.67230939958245,left,0.0,12.85394740011543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,155.67902669962496,,,,,,,,,155.6730354996398,155.77895359974357,156.5799918998964,156.5711059998721,156.57112179975957,156.5799918998964,156.5799918998964,156.5799918998964,157.4222044995986,left,1.0,12.640543800313026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,157.42894759960473,,,,,,,,,157.4230719995685,158.62850499991328,159.42934529995546,159.420737599954,159.42075609974563,159.42934529995546,159.42934529995546,159.42934529995546,160.23017149977386,left,0.0,12.597001600079238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,160.2367165996693,,,,,,,,,160.23123899986967,160.3367339996621,161.13747499976307,161.12866909988225,161.12868849979714,161.13747499976307,161.13747499976307,161.13747499976307,162.38837259961292,right,0.0,13.05071990052238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,162.39469059975818,,,,,,,,,162.38940269965678,163.59435519995168,164.39537459984422,164.38650239957497,164.38651709957048,164.39537459984422,164.39537459984422,164.39537459984422,165.27087899995968,right,1.0,12.677273500245064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,165.27740509994328,,,,,,,,,165.27168879983947,166.0772858997807,166.87807169975713,166.86967329960316,166.86969550000504,166.87807169975713,166.87807169975713,166.87807169975713,167.8536800998263,left,0.0,12.770834099967033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,167.86033059982583,,,,,,,,,167.8544357996434,169.06020729988813,169.86097249994054,169.85249939979985,169.852518199943,169.86097249994054,169.86097249994054,169.86097249994054,170.65340029960498,left,1.0,12.592952799983324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,170.6600692998618,,,,,,,,,170.65447289962322,171.0099308998324,171.81076219957322,171.8019510996528,171.80197119992226,171.81076219957322,171.81076219957322,171.81076219957322,173.1448105997406,left,0.0,13.134191100485625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,173.1514047998935,,,,,,,,,173.14585389988497,173.2511077998206,174.05199969979003,174.04343539988622,174.04345449991524,174.05199969979003,174.05199969979003,174.05199969979003,175.3610454997979,right,0.0,13.105092000216246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,175.36769340001047,,,,,,,,,175.36197419976816,176.16737209958956,176.96825109981,176.95945139974356,176.9594650999643,176.96825109981,176.96825109981,176.96825109981,178.01061869971454,left,0.0,12.84374610008672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,178.01704669976607,,,,,,,,,178.01145429955795,179.21689759986475,180.01780679961666,180.00905469991267,180.0090685999021,180.01780679961666,180.01780679961666,180.01780679961666,181.03510219976303,right,0.0,12.814949600491673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,181.0418103998527,,,,,,,,,181.0357939996757,181.39167469972745,182.19231899967417,182.18361820001155,182.18363399989903,182.19231899967417,182.19231899967417,182.19231899967417,183.15962919965384,right,1.0,12.769074500072747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,183.1663645999506,,,,,,,,,183.1603140998632,183.26636559981853,184.0670102997683,184.05817949958143,184.05819509970024,184.0670102997683,184.0670102997683,184.0670102997683,185.1591415000148,left,1.0,12.890955899842083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,185.1658805999905,,,,,,,,,185.1598453996703,185.96577939996496,186.76672339998183,186.75792479980737,186.7579435999505,186.76672339998183,186.76672339998183,186.76672339998183,187.7757473997772,right,0.0,12.80926030036062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,187.7822205997072,,,,,,,,,187.77650099992752,188.13227779977024,188.93291929969564,188.92425859998912,188.92427529999983,188.93291929969564,188.93291929969564,188.93291929969564,189.95039010001344,left,0.0,12.813556500244886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,189.956964999903,,,,,,,,,189.9513158998452,190.7566366996616,191.55762390000743,191.5487102996558,191.54872819967568,191.55762390000743,191.55762390000743,191.55762390000743,192.4583567995578,left,1.0,12.69556080037728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,192.46479019988328,,,,,,,,,192.4591056997888,192.81465199962255,193.6160394996405,193.60634219972417,193.6063550999388,193.6160394996405,193.6160394996405,193.6160394996405,194.4747980996035,left,0.0,12.658719800412657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,194.48129719961435,,,,,,,,,194.47550279973075,194.58111589960757,195.38196769962087,195.37311950000003,195.37313829967752,195.38196769962087,195.38196769962087,195.38196769962087,196.52414159988984,left,1.0,12.941275800112637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,196.53079679980877,,,,,,,,,196.52477979986,197.3306303997524,198.1316403998062,198.12287619989365,198.12289189966395,198.1316403998062,198.1316403998062,198.1316403998062,198.7654818999581,right,1.0,12.429098899941891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,198.77226200001317,,,,,,,,,198.76613219967112,199.5721283997409,200.3726929998957,200.3639750997536,200.36399459978568,200.3726929998957,200.3726929998957,200.3726929998957,201.24836419988424,left,0.0,12.67413659999147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-171,1.0,random_dot,120.16212268344547,
