direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0171088001225143,0.0357945999130606,0.0357945999130606,92.3453240999952,space,104.7010819998104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,92.38159930007532,,,,,,,,,92.37881930009462,92.4611357001122,93.26068500010297,93.24450800009072,93.24453349993564,93.26068500010297,93.26068500010297,93.26068500010297,98.25618389993906,112.4128090001177,right,1.0,31.54714109981433,,112.41401900001802,112.4272982000839,112.92694619996472,112.9110493999906,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,112.92694619996472,,,,,,,,,112.91145700006746,113.27668990008532,114.07611100003125,114.05969769996592,114.05971499998122,114.07611100003125,114.07611100003125,114.07611100003125,119.0716975000687,120.25688100000843,left,1.0,18.58411129983142,,120.25757299992256,120.27193069993518,120.77073160000144,120.75519970012829,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,120.77073160000144,,,,,,,,,120.75551209994592,121.1200272999704,121.91980740008876,121.90336670004764,121.90338400006294,121.91980740008876,121.91980740008876,121.91980740008876,,126.1497250001412,left,1.0,16.632383599877357,,126.1501887999475,126.16600769991057,126.66676159994677,126.65005830000156,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,126.66676159994677,,,,,,,,,126.65038440003993,127.86436440004036,128.6641651999671,128.64834389998578,128.64836019999348,128.6641651999671,128.6641651999671,128.6641651999671,,132.81180149991997,right,1.0,16.547539199935272,,132.81214540009387,132.82751729991287,133.32652739994228,133.31122820009475,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,133.32652739994228,,,,,,,,,133.31158039998263,133.4267162999604,134.22622129996307,134.21030850009993,134.21032500010915,134.22622129996307,134.22622129996307,134.22622129996307,139.22147640003823,139.60561460000463,left,0.0,17.782438499853015,,139.60597310005687,139.62213340005837,140.12207889999263,140.1052254999522,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,140.12207889999263,,,,,,,,,140.105549500091,140.47572250012308,141.28726370004006,141.27111540012993,141.27112990012392,141.28726370004006,141.28726370004006,141.28726370004006,,143.90238220011815,right,0.0,15.005548299988732,,143.90271460008807,143.91844370006584,144.41781030013226,144.4019182000775,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,144.41781030013226,,,,,,,,,144.40236059995368,145.6168200999964,146.4163156999275,146.4005221000407,146.40054149995558,146.4163156999275,146.4163156999275,146.4163156999275,,149.34849769994617,right,1.0,15.337846300099043,,149.34898549993522,149.36351549997926,149.86311220005155,149.8473110999912,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,149.86311220005155,,,,,,,,,149.84762750007212,151.0626272999216,151.8780877001118,151.86244360008277,151.8624660000205,151.8780877001118,151.8780877001118,151.8780877001118,,154.69448060006837,left,1.0,15.220857399981467,,154.69500990002416,154.7092943999451,155.2083688999992,155.19269459997304,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,155.2083688999992,,,,,,,,,155.19314710004255,156.0089036000427,156.82402579998598,156.80781510006636,156.80783060006797,156.82402579998598,156.82402579998598,156.82402579998598,,158.84025350003503,right,1.0,14.418787899892775,,158.84058870002627,158.85595760005526,159.35635169991292,159.33909579995088,,,,,,,,,,,,,,,,,,,,,,,,,sub-048,1.0,random_dot,59.54613930858404,
