direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093086999986553,0.0340446999980486,0.0340446999980486,1.4214737999973297,space,1.2409947999985889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
right,right,0.0,0.0,0.0,left,0.0,0.9054915999986406,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.4860270999997738,,,,,,,,,1.4703607999981614,1.7722281999995175,2.6088485999971454,2.572069999998348,2.572999999996682,2.6088485999971454,2.6088485999971454,2.6088485999971454,3.5320563999994192,left,0.0,0.9054915999986406,,3.560034399997676,3.575453199999174,4.037530799996603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,1.6196276000009675,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,4.053939199999149,,,,,,,,,4.038234799998463,5.237533899999107,6.042039500000101,6.021977199998219,6.022986699998,6.042039500000101,6.042039500000101,6.042039500000101,7.678698799998529,right,0.0,1.6196276000009675,,7.6789702999994915,7.690704699998605,8.187644499997987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,1.834100700001727,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,8.20442749999711,,,,,,,,,8.18849009999758,9.387955899997904,10.193145299999742,10.172746099997312,10.173593499999695,10.193145299999742,10.193145299999742,10.193145299999742,12.03540399999838,right,0.0,1.834100700001727,,12.035656500000186,12.04762579999806,12.537619999999151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,3.263689899999008,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,12.554139799998666,,,,,,,,,12.53830519999974,13.7380471999968,14.544160099998408,14.523157899999203,14.524100299997372,14.544160099998408,14.544160099998408,14.544160099998408,17.812716599997657,left,0.0,3.263689899999008,,17.812965999997687,17.824746199999936,18.321359499997925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,3.12356440000076,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,18.33741379999992,,,,,,,,,18.322060299997247,18.67141119999724,19.47798509999848,19.456561299997706,19.45747889999984,19.47798509999848,19.47798509999848,19.47798509999848,22.614570799996727,left,0.0,3.12356440000076,,22.61485189999803,22.62812269999995,23.12228909999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,2.591087900000275,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,23.138148099998944,,,,,,,,,23.12308779999876,24.32160149999981,25.12815819999741,25.107237699998223,25.10821119999673,25.12815819999741,25.12815819999741,25.12815819999741,27.738538799996604,right,0.0,2.591087900000275,,27.73878109999714,27.75322799999776,28.240085599998565,28.255352399999538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
left,left,6.0,0.0,3.0,right,0.0,1.941519400003017,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,28.255352399999538,,,,,,,,,28.24088909999773,28.33873919999678,29.151303599999665,29.134998800000176,29.13535619999675,29.151303599999665,29.151303599999665,29.151303599999665,31.113228099999105,right,0.0,1.941519400003017,,31.11348050000015,31.12470199999734,31.609976499999902,31.624915799999144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,1.0766623000017717,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,31.624915799999144,,,,,,,,,31.611120800000208,31.971588199998223,32.77877979999903,32.757099699996616,32.75810019999699,32.77877979999903,32.77877979999903,32.77877979999903,33.86586129999705,left,0.0,1.0766623000017717,,33.86630719999812,33.88261809999676,34.37200229999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
right,right,8.0,0.0,4.0,left,0.0,0.7993573999992805,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,34.38885519999894,,,,,,,,,34.37282789999881,34.72200469999734,35.528136999997514,35.50687469999684,35.50778939999873,35.528136999997514,35.528136999997514,35.528136999997514,36.33571729999676,left,0.0,0.7993573999992805,,36.336001899999246,36.348435199997766,36.83937309999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-165,1,random_dot,,
