direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,9.0,1.0,4.0,left,0.0,0.9060937840040424,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,51.26957529700303,,,,,,,,,51.264759919002245,52.46926005400019,53.26382765100425,53.25310739400447,53.25344373900589,53.26382765100425,53.26382765100425,53.26382765100425,54.17195033600001,left,0.0,0.9060937840040424,,54.17203588700068,54.18035860999953,54.66497959800472,54.669899033004185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
right,right,10.0,0.0,5.0,left,0.0,0.7905691970008775,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,54.669899033004185,,,,,,,,,54.66526298200188,54.76892583100562,55.56398080700456,55.55244453300111,55.55273078500613,55.56398080700456,55.56398080700456,55.56398080700456,56.365056416005245,left,0.0,0.7905691970008775,,56.36513888400077,56.37099424200278,56.86483217400382,56.86978607900528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
left,left,11.0,1.0,5.0,right,0.0,0.8184540000002016,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,56.86978607900528,,,,,,,,,56.86511259600229,58.063882093003485,58.85446751900599,58.84783117900224,58.84817591200408,58.85446751900599,58.85446751900599,58.85446751900599,59.68189096800052,right,0.0,0.8184540000002016,,59.68197630900249,59.688016576001246,60.18125149100524,60.1861201310021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
left,left,12.0,0.0,6.0,right,0.0,4.357116822000535,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,60.1861201310021,,,,,,,,,60.18153687700397,60.28048173600109,61.07082804600213,61.06464163400233,61.0649210699994,61.07082804600213,61.07082804600213,61.07082804600213,65.43182886100112,right,0.0,4.357116822000535,,65.43191664900223,65.43790407300548,65.93127181200543,65.93639717000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,9.34428083700186,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,65.93639717000042,,,,,,,,,65.93155880000268,66.28054893499939,67.07108944400534,67.06462647000444,67.06496178900125,67.07108944400534,67.07108944400534,67.07108944400534,76.42144836400257,right,1.0,9.34428083700186,,76.4237718000004,76.43052902199997,76.91444986800343,76.91911793200416,72.05317497500073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
right,right,14.0,0.0,7.0,left,0.0,0.8949092060065595,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,76.91911793200416,,,,,,,,,76.91470241700154,77.71895505200519,78.5140380360026,78.50324674000149,78.50358618500468,78.5140380360026,78.5140380360026,78.5140380360026,79.41511269700277,left,0.0,0.8949092060065595,,79.41726672100049,79.42357341699972,79.91463205900072,79.9197746150021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
left,left,15.0,1.0,7.0,left,1.0,0.9230220219978946,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,79.9197746150021,,,,,,,,,79.91492572599964,80.2640480830014,81.05488205300207,81.04800409699965,81.04834713300079,81.05488205300207,81.05488205300207,81.05488205300207,81.98198490200593,left,1.0,0.9230220219978946,,81.98426786700293,81.9906206950036,82.48148403300002,82.4864228860024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
right,right,16.0,0.0,8.0,left,0.0,1.1425394370016877,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,82.4864228860024,,,,,,,,,82.48177221600054,82.8307709820001,83.62152030500147,83.61497934300132,83.61531708800612,83.62152030500147,83.62152030500147,83.62152030500147,84.76593070400122,left,0.0,1.1425394370016877,,84.76826829500351,84.77456222999899,85.26466748500388,85.26946782600135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
left,left,17.0,1.0,8.0,left,1.0,0.6871121730000596,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,85.26946782600135,,,,,,,,,85.26491106600588,86.46416449900426,87.25455957200029,87.24800880900148,87.24835770800564,87.25455957200029,87.25455957200029,87.25455957200029,87.94854546300485,left,1.0,0.6871121730000596,,87.95082019800611,87.95707005500299,88.44841655200435,88.45315216600284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,0.8269683489997988,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,88.45315216600284,,,,,,,,,88.4487017230058,88.7859395580017,89.58078049300093,89.56934208400344,89.56959774999996,89.58078049300093,89.58078049300093,89.58078049300093,90.41561454399924,right,0.0,0.8269683489997988,,90.41792206300306,90.42434383799991,90.91497786500258,90.92000323699904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
right,right,19.0,1.0,9.0,left,0.0,0.8210131189989625,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,90.92000323699904,,,,,,,,,90.9152654960053,91.2640103080048,92.05487790299958,92.04821850300505,92.04855753100128,92.05487790299958,92.05487790299958,92.05487790299958,92.8820979910015,left,0.0,0.8210131189989625,,92.88218367700028,92.88803120900413,93.3816397680057,93.3881659050021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.38175951100128,93.3881659050021,93.3881659050021,101.36557542000082,space,7.968606820002606,,,,,,,,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.36563569700228,101.37356142500356,101.37356142500356,109.42097047700372,space,8.045375732996035,,,,,,,,,,,,,,,,,sub-128,1,random_dot,,
left,left,0.0,0.0,0.0,right,0.0,2.0248326459986856,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.78397062099975,,,,,,,,,117.77670534900244,118.56934992000606,119.36432269800572,119.35324774000036,119.35358634799924,119.36432269800572,119.36432269800572,119.36432269800572,121.3993902220027,,,,,,,,,,,,,,,,,,,,,,,,109.44154538500152,109.45135863999894,109.45135863999894,117.7709502630023,space,8.31577682900388,,right,0.0,2.0248326459986856,,,,,,sub-128,1,random_dot,,
right,right,1.0,1.0,0.0,right,1.0,3.4934667690031347,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,121.40538746300444,,,,,,,,,121.39973979700152,121.7478165260036,122.53775792500528,122.531462525003,122.53174115800356,122.53775792500528,122.53775792500528,122.53775792500528,126.04010789000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.4934667690031347,,,,,,sub-128,1,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,1.8769892710042768,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,126.04759273400124,,,,,,,,,126.04040760500357,126.38646303000132,127.1809100870014,127.1699551050042,127.17029284000456,127.1809100870014,127.1809100870014,127.1809100870014,129.065802420002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8769892710042768,,,,,,sub-128,1,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,0.9835174289983116,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,129.07180986500316,,,,,,,,,129.06609585200204,129.86441390099935,130.6552715850048,130.6483939690006,130.6487387340021,130.6552715850048,130.6552715850048,130.6552715850048,131.648743319005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9835174289983116,,,,,,sub-128,1,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,0.6945876159952604,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,131.65460945300583,,,,,,,,,131.64902718600206,132.44768314300018,133.23847565500182,133.23175612600608,133.23209257100098,133.23847565500182,133.23847565500182,133.23847565500182,133.9391659440007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6945876159952604,,,,,,sub-128,1,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,3.553028622001875,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,133.9476153900032,,,,,,,,,133.93942802200036,134.03634480300389,134.83103278899944,134.82058459499967,134.82091900100204,134.83103278899944,134.83103278899944,134.83103278899944,138.38926201800496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.553028622001875,,,,,,sub-128,1,random_dot,,
right,right,6.0,0.0,3.0,left,0.0,0.6667964280059095,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,138.39755823800078,,,,,,,,,138.38954394800385,139.58634334300586,140.381074789002,140.3703881399997,140.37072726900078,140.381074789002,140.381074789002,140.381074789002,141.04979973300215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6667964280059095,,,,,,sub-128,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,0.73653917399497,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,141.0557750920052,,,,,,,,,141.05010103600216,141.84782455400273,142.6386818940009,142.631808173006,142.63216116600233,142.6386818940009,142.6386818940009,142.6386818940009,143.38251427900104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.73653917399497,,,,,,sub-128,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,2.134438428998692,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,143.3884537020058,,,,,,,,,143.38280482700063,143.73112083500018,144.5217154800048,144.5151186120056,144.51545406600053,144.5217154800048,144.5217154800048,144.5217154800048,146.66595835000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.134438428998692,,,,,,sub-128,1,random_dot,,
right,right,9.0,1.0,4.0,left,0.0,0.7038229440004216,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,146.6720226000034,,,,,,,,,146.6663055340032,147.864198467003,148.6548742619998,148.64848982600233,148.64883798100345,148.6548742619998,148.6548742619998,148.6548742619998,149.36593916200218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7038229440004216,,,,,,sub-128,1,random_dot,,
right,right,10.0,0.0,5.0,left,0.0,1.0034686010039875,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,149.37193228900287,,,,,,,,,149.36623285800306,149.71445386599953,150.50488758300344,150.49843919900013,150.49872369600052,150.50488758300344,150.50488758300344,150.50488758300344,151.5157619130041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0034686010039875,,,,,,sub-128,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,5.742795133999607,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,151.52189480500238,,,,,,,,,151.51604362099897,152.3144893550052,153.1046120070023,153.09821231000387,153.09851731399976,153.1046120070023,153.1046120070023,153.1046120070023,158.84920125899953,,,,,,,,,158.08722419600235,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.742795133999607,,,,,,sub-128,1,random_dot,,
right,right,12.0,0.0,6.0,left,0.0,0.6756107250039349,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,158.85531720500148,,,,,,,,,158.84950186100468,159.1978599300055,159.98877965500287,159.98197346300003,159.98231899600069,159.98877965500287,159.98877965500287,159.98877965500287,160.66611421199923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6756107250039349,,,,,,sub-128,1,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,4.5260983659973135,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,0.0,160.67196954099927,,,,,,,,,160.66640259900305,160.7645633860011,161.555307542003,161.5486544680025,161.54899284400017,161.555307542003,161.555307542003,161.555307542003,166.083046122003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.5260983659973135,,,,,,sub-128,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,3.1890536489954684,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,166.08908824399987,,,,,,,,,166.0833462139999,166.88123236500542,167.6718850380057,167.6653148559999,167.66565640200133,167.6718850380057,167.6718850380057,167.6718850380057,170.8661291419994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.1890536489954684,,,,,,sub-128,1,random_dot,,
right,right,15.0,1.0,7.0,left,0.0,1.017290417003096,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,170.87218093400588,,,,,,,,,170.86642777400266,171.66467005500454,172.45566510700155,172.44882312200207,172.44916392199957,172.45566510700155,172.45566510700155,172.45566510700155,173.4831312430033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.017290417003096,,,,,,sub-128,1,random_dot,,
right,right,16.0,0.0,8.0,left,0.0,0.8218734490001225,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,173.48944355400454,,,,,,,,,173.48349987400434,173.58146745699923,174.37209166400137,174.36538187300175,174.36588587100414,174.37209166400137,174.37209166400137,174.37209166400137,175.19915627100272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8218734490001225,,,,,,sub-128,1,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,1.4045286939945072,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,175.20506686800218,,,,,,,,,175.19945996400202,175.29799017299956,176.08878645799996,176.08232640200004,176.08266210000147,176.08878645799996,176.08878645799996,176.08878645799996,177.49929394100036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.4045286939945072,,,,,,sub-128,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,0.8516958100008196,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,177.50517989299988,,,,,,,,,177.4996063120052,178.69806733600126,179.4882768009993,179.4820880490006,179.48238048900384,179.4882768009993,179.4882768009993,179.4882768009993,180.34931634399985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8516958100008196,,,,,,sub-128,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,1.7076211810053792,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,180.3552748750008,,,,,,,,,180.34959476999936,181.5480432100012,182.3384251210009,182.33197598900009,182.33231924000572,182.3384251210009,182.3384251210009,182.3384251210009,184.04958928700216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7076211810053792,,,,,,sub-128,1,random_dot,,
left,left,20.0,0.0,10.0,left,1.0,1.015893720999884,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,184.0555290410048,,,,,,,,,184.0498843630048,184.1479959540011,184.93886967700385,184.9322360799997,184.93257982800424,184.93886967700385,184.93886967700385,184.93886967700385,185.95637018500565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.015893720999884,,,,,,sub-128,1,random_dot,,
right,right,21.0,1.0,10.0,left,0.0,0.8978117750011734,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,185.96451513600184,,,,,,,,,185.95666867800173,186.30287590800435,187.09800707200336,187.0866587170021,187.08693697299896,187.09800707200336,187.09800707200336,187.09800707200336,187.9994832320008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8978117750011734,,,,,,sub-128,1,random_dot,,
right,right,22.0,0.0,11.0,left,0.0,1.3236925930032155,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,188.00531563800175,,,,,,,,,187.999778590005,188.348158411005,189.13879102899955,189.1320556710052,189.1323992290054,189.13879102899955,189.13879102899955,189.13879102899955,190.4660880260053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3236925930032155,,,,,,sub-128,1,random_dot,,
left,left,23.0,1.0,11.0,left,1.0,0.9112096829994698,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,190.47182047900424,,,,,,,,,190.46638288800025,190.56479006200243,191.3552146830043,191.34895740100183,191.34924276400125,191.3552146830043,191.3552146830043,191.3552146830043,192.2717835160001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9112096829994698,,,,,,sub-128,1,random_dot,,
left,left,24.0,0.0,12.0,left,1.0,1.816713937005261,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,192.2812493090023,,,,,,,,,192.27206360400305,193.4699191200052,194.2647206450056,194.2537261770049,194.25406519800163,194.2647206450056,194.2647206450056,194.2647206450056,196.0833674240057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.816713937005261,,,,,,sub-128,1,random_dot,,
right,right,25.0,1.0,12.0,left,0.0,2.511465338997368,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,196.08926665699985,,,,,,,,,196.08366434000345,196.88150304300507,197.6721868540044,197.6654990169991,197.6658353590028,197.6721868540044,197.6721868540044,197.6721868540044,200.18888323300047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.511465338997368,,,,,,sub-128,1,random_dot,,
left,left,26.0,0.0,13.0,left,1.0,2.0457017439985066,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,200.19804885700432,,,,,,,,,200.1891646000004,200.28708858500613,201.0816284800021,201.0702282390048,201.0705108620023,201.0816284800021,201.0816284800021,201.0816284800021,203.1325997870008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0457017439985066,,,,,,sub-128,1,random_dot,,
right,right,27.0,1.0,13.0,left,0.0,1.1099668669994571,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,203.138342793005,,,,,,,,,203.1328854490057,203.4814763850009,204.2725444980024,204.26563347499905,204.26598071899932,204.2725444980024,204.2725444980024,204.2725444980024,205.38846059000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1099668669994571,,,,,,sub-128,1,random_dot,,
left,left,28.0,0.0,14.0,left,1.0,1.971500086998276,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,205.3980201770028,,,,,,,,,205.38873747600155,206.18654192800025,206.98156590200236,206.97060774700367,206.97095476200047,206.98156590200236,206.98156590200236,206.98156590200236,208.9562378030023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.971500086998276,,,,,,sub-128,1,random_dot,,
right,right,29.0,1.0,14.0,right,1.0,2.385874710002099,,accuracy,space,8.31577682900388,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,208.96463067600416,,,,,,,,,208.9565244080004,209.30317561799893,210.09821470200404,210.08684876700136,210.08714029600375,210.09821470200404,210.09821470200404,210.09821470200404,212.49034678799944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.385874710002099,,,,,,sub-128,1,random_dot,,
