direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0310680999973556,0.0452671999955782,0.0452671999955782,19.859388999990188,space,68.32581300000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,19.88223659999494,,,,,,,,,19.87551959999837,20.225290199989104,21.03058880000026,21.008685799999512,21.00871979999647,21.03058880000026,21.03058880000026,21.03058880000026,26.023422300000675,30.657335699987016,right,1.0,58.14434250000341,,30.65867769999022,30.683389799989527,31.172733799990965,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,31.189402899995912,,,,,,,,,31.17344859999139,31.272253299990552,32.07263229999808,32.05645319999894,32.05648549999751,32.07263229999808,32.07263229999808,32.07263229999808,,35.323570499997004,left,1.0,51.7667489000014,,35.32455499999924,35.338616699998965,35.82277749999776,35.83870609999576,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,35.83870609999576,,,,,,,,,35.823400099994615,36.63871179999842,37.439346099999966,37.42298730000039,37.42301959999895,37.439346099999966,37.439346099999966,37.439346099999966,,39.26602589999675,right,1.0,50.34229129999585,,39.267333999989205,39.28163119999226,39.77943149999192,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,39.791216199999326,,,,,,,,,39.78031929999997,40.12589070000104,40.949538699991535,40.92741439999372,40.92745229999127,40.949538699991535,40.949538699991535,40.949538699991535,,44.0015424000012,right,0.0,51.57272880000528,,44.002668899993296,44.02991539999493,44.50933489999443,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,44.52665909999632,,,,,,,,,44.51016299999901,45.7086804999999,46.51584509998793,46.49495339998976,46.495023700001184,46.51584509998793,46.51584509998793,46.51584509998793,,49.99659229999816,right,1.0,52.00089930000832,,49.99771499999042,50.02171429998998,50.51156639998953,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,50.52316769999743,,,,,,,,,50.51238309999462,51.70753749999858,52.5159707999992,52.492210099997465,52.49225039999874,52.5159707999992,52.5159707999992,52.5159707999992,,55.31339759999537,left,1.0,51.316854100005,,55.3145027999999,55.32874149999407,55.82716719999735,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,55.83870369999204,,,,,,,,,55.82799159998831,57.02374539998709,57.82823879999341,57.81094609999855,57.81101510000008,57.82823879999341,57.82823879999341,57.82823879999341,,61.46169089998875,right,1.0,52.14227379999648,,61.46287589998974,61.47595919999003,61.980782799990266,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,62.00313919999462,,,,,,,,,61.98157679999713,62.7723827999871,63.57697489998827,63.560192799996,63.56023309999728,63.57697489998827,63.57697489998827,63.57697489998827,,65.17037880000134,left,1.0,50.10580370000389,,65.17151179999928,65.19256049999967,65.67396789998747,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,65.69199469999876,,,,,,,,,65.67481899999257,66.4887383999885,67.29529709999042,67.27470509998966,67.27475240000058,67.29529709999042,67.29529709999042,67.29529709999042,,71.73394279999775,left,1.0,52.953489200008335,,71.7350957999879,71.75498659998993,72.23757439998735,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,1.0,random_dot,56.06550244858747,
