direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,49.08315910003148,,,,,,,,,49.06725219998043,50.26533999992535,51.06563760002609,51.04833699995652,51.048356399987824,51.06563760002609,51.06563760002609,51.06563760002609,51.93305200000759,left,0.0,77.42456489999313,,51.93385439994745,51.94701839995105,52.4308994000312,52.44657489995007,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,52.44657489995007,,,,,,,,,52.43148010002915,53.645499099977314,54.44577939994633,54.42901189997792,54.42907359998208,54.44577939994633,54.44577939994633,54.44577939994633,55.51249530003406,right,1.0,77.62926740001421,,55.513052899972536,55.52701279998291,56.011004099971615,56.026590100023896,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,56.026590100023896,,,,,,,,,56.01156090002041,56.82587890001014,57.62619159999304,57.609320499934256,57.609348100028,57.62619159999304,57.62619159999304,57.62619159999304,58.57680099993013,left,1.0,77.51366419997066,,58.577671400038525,58.59097110002767,59.07454669999424,59.09038950002287,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,59.09038950002287,,,,,,,,,59.07514860003721,59.889638699940406,60.689921199926175,60.67313469992951,60.67316719994415,60.689921199926175,60.689921199926175,60.689921199926175,61.490541699924506,right,1.0,77.35160040005576,,61.49105449998751,61.5048135999823,61.98859710001853,62.004340399988,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,62.004340399988,,,,,,,,,61.98921130003873,63.20326889993157,64.00346299994271,63.986615899950266,63.98665119998623,64.00346299994271,64.00346299994271,64.00346299994271,64.88737649994437,left,1.0,77.44084260007367,,64.88828489999287,64.90163600002415,65.38524929992855,65.40109299996402,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,65.40109299996402,,,,,,,,,65.38574769999832,65.7508335999446,66.55116749997251,66.53417639993131,66.53419829998165,66.55116749997251,66.55116749997251,66.55116749997251,71.26471150002908,right,0.0,81.27418230008334,,71.26558629993815,71.27905080001801,71.76286869996693,71.77860429999419,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,71.77860429999419,,,,,,,,,71.7635256999638,71.87843289994635,72.67875520000234,72.66191110003274,72.66194529994391,72.67875520000234,72.67875520000234,72.67875520000234,74.61560649995226,right,1.0,78.50294759997632,,74.61599880002905,74.62583989999257,75.10954650002532,75.12531839997973,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,75.12531839997973,,,,,,,,,75.11004109994974,75.47496070002671,76.27559219999239,76.25853260001168,76.25856580003165,76.27559219999239,76.27559219999239,76.27559219999239,77.52536650002003,right,1.0,77.80014200008009,,77.52607100002933,77.53995749994647,78.02356679993682,78.03926610003691,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,78.03926610003691,,,,,,,,,78.02399629994761,78.83857889997307,79.63888410001528,79.62209219997749,79.62212569999974,79.63888410001528,79.63888410001528,79.63888410001528,80.55639069993049,right,0.0,77.47664300003089,,80.55726169992704,80.57035369996447,81.05460899998434,81.06995119992644,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,81.06995119992644,,,,,,,,,81.05558119993657,81.41951329994481,82.21969709999394,82.20298219996039,82.20300750003662,82.21969709999394,82.21969709999394,82.21969709999394,84.86855330003891,right,1.0,79.20575480000116,,84.86941919999663,84.88301699992735,85.36681099992711,85.38251669995952,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,85.38251669995952,,,,,,,,,85.36775309999939,86.18175280001014,86.98183800000697,86.96519050002098,86.9652233000379,86.98183800000697,86.98183800000697,86.98183800000697,89.4312934000045,left,1.0,79.01478820003103,,89.43173780001234,89.44522510003299,89.92910269997083,89.94509009993635,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.929197999998,89.94509009993635,89.94509009993635,93.04402090003714,space,79.66516009997576,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.04407069995068,93.05899209994824,93.05899209994824,98.97176999994554,space,82.47166290006135,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.167513399967,,,,,,,,,103.16285169997718,103.51770139997824,104.33234980003908,104.3155878999969,104.31562350003514,104.33234980003908,104.33234980003908,104.33234980003908,105.0332241000142,left,1.0,77.2536628000671,,,,,,,,,,,,,,,,,,,,98.97970709996298,99.00310949992854,99.00310949992854,103.15140229999088,space,80.71416790003423,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,105.04736850003246,,,,,,,,,105.03539899992757,105.84672979998868,106.64708219992464,106.6297017999459,106.62972420000006,106.64708219992464,106.64708219992464,106.64708219992464,109.99537739995868,right,1.0,79.90391830005683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,110.00939779996406,,,,,,,,,109.99712990003172,110.35889619996306,111.1593616999453,111.1425365000032,111.1425731999334,111.1593616999453,111.1593616999453,111.1593616999453,113.35836109996308,left,1.0,78.75279020005837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,113.37292849994265,,,,,,,,,113.35954570001924,113.4728585999692,114.2732340999646,114.25639380002394,114.25642849993892,114.2732340999646,114.2732340999646,114.2732340999646,115.57364640000742,right,1.0,77.8660116000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,115.58750909997616,,,,,,,,,115.57537259999664,116.38679699995556,117.18696039996576,117.1703888999764,117.17042139999104,117.18696039996576,117.18696039996576,117.18696039996576,118.0707609000383,left,1.0,77.4486453999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,118.08511079999153,,,,,,,,,118.07206919998862,118.88440979993902,119.68465249997098,119.66793530003632,119.66796799993608,119.68465249997098,119.68465249997098,119.68465249997098,120.71861219999846,right,1.0,77.58738359995186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,120.73268609994555,,,,,,,,,120.72050069994292,121.08251680003012,121.88270389998796,121.86588990001474,121.86592090001795,121.88270389998796,121.88270389998796,121.88270389998796,122.60001159994864,right,1.0,77.26934709993657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,122.614407200017,,,,,,,,,122.60160589998122,122.96394169994164,123.76424059993587,123.74749670003077,123.74754100001884,123.76424059993587,123.76424059993587,123.76424059993587,124.66490889992563,left,1.0,77.45490570005495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,124.67903360002674,,,,,,,,,124.66667780000716,124.77894650003871,125.57907320000233,125.56234569998924,125.56237089994828,125.57907320000233,125.57907320000233,125.57907320000233,127.22893769992515,right,1.0,78.21464140003081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,127.24327119998634,,,,,,,,,127.23048209992704,127.59296859998722,128.39315419993363,128.37638469995,128.37642979994416,128.39315419993363,128.39315419993363,128.39315419993363,135.13843289995566,left,1.0,83.30359980009962,,,,,,,,,,,,,,,,,,,,,,,,,,,133.3884869000176,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,135.15257050003856,,,,,,,,,135.1402378999628,135.50228310003877,136.3024125000229,136.28561539994553,136.28564739995636,136.3024125000229,136.3024125000229,136.3024125000229,137.75251180003397,right,1.0,78.01418970013037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,137.7666224000277,,,,,,,,,137.75436629995238,138.5659671999747,139.36661739996634,139.34955179993997,139.34958929999266,139.36661739996634,139.36661739996634,139.36661739996634,140.28422549995594,left,1.0,77.46969250007533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,140.2975787000032,,,,,,,,,140.28593489993364,140.64731789997313,141.4645290999906,141.45085949997883,141.4508856999455,141.4645290999906,141.4645290999906,141.4645290999906,142.26546879997477,right,1.0,77.35354780009948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,142.2792203000281,,,,,,,,,142.26796969992574,142.62899699993432,143.42937269993126,143.41255809995346,143.41259750002064,143.42937269993126,143.42937269993126,143.42937269993126,144.0970471999608,left,1.0,77.21970080002211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,144.11078699992504,,,,,,,,,144.09897169994656,144.46048739994876,145.26127210003324,145.24523899995256,145.24530840001535,145.26127210003324,145.26127210003324,145.26127210003324,146.0288409999339,left,1.0,77.31897699995898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,146.04258160002064,,,,,,,,,146.0314737999579,146.14250730001368,146.9595395999495,146.942185999942,146.94220839999616,146.9595395999495,146.9595395999495,146.9595395999495,147.7607560999459,right,1.0,77.3555301000597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,147.7740094999317,,,,,,,,,147.76334289996885,148.57324089994654,149.37381180003285,149.3567761000013,149.35681030002888,149.37381180003285,149.37381180003285,149.37381180003285,150.0241731000133,left,1.0,77.20533140003681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,150.03865050000604,,,,,,,,,150.02533309999853,150.38838090002537,151.18829780002125,151.1711762000341,151.1711907000281,151.18829780002125,151.18829780002125,151.18829780002125,152.34012449998409,left,0.0,77.70250320003834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,152.35343679995276,,,,,,,,,152.3431643999647,152.70270090003032,153.5030531999655,153.4860580000095,153.4860791999381,153.5030531999655,153.5030531999655,153.5030531999655,154.50284590001684,left,0.0,77.559594499995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,154.51760210003704,,,,,,,,,154.50383029994555,154.6174896999728,155.4179899999872,155.401244699955,155.40127689996734,155.4179899999872,155.4179899999872,155.4179899999872,156.90062810003292,left,1.0,78.03699749999214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,156.91564080002718,,,,,,,,,156.90143780002836,157.26521580002736,158.06533469993155,158.0484959000023,158.0485214999644,158.06533469993155,158.06533469993155,158.06533469993155,158.81592980003916,right,1.0,77.30671240005177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,158.8303665999556,,,,,,,,,158.81731289997697,160.02930129994638,160.8294987999834,160.81266489997506,160.8126986999996,160.8294987999834,160.8294987999834,160.8294987999834,161.86340999999084,left,1.0,77.59143499995116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,161.8774689999409,,,,,,,,,161.8650242999429,163.07661570003256,163.87679190002382,163.85987339995336,163.85991350002587,163.87679190002382,163.87679190002382,163.87679190002382,164.5273683000123,right,1.0,77.21186000003945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,164.54160769993905,,,,,,,,,164.5288735999493,165.3410142000066,166.1411369999405,166.12917650002055,166.12920239998493,166.1411369999405,166.1411369999405,166.1411369999405,167.17490230000112,left,1.0,77.59019240003545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,167.18951409996953,,,,,,,,,167.17643899994437,168.38815010001417,169.18838319997303,169.17218009999488,169.17221380001865,169.18838319997303,169.18838319997303,169.18838319997303,169.70513869996648,left,0.0,77.07037169998512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,169.71999739995226,,,,,,,,,169.70593409996945,170.51946819992736,171.31995759997517,171.30290879996028,171.30293420003727,171.31995759997517,171.31995759997517,171.31995759997517,171.9878542999504,right,0.0,77.22998579998966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,172.00144429993816,,,,,,,,,171.9896044000052,172.1013404999394,172.90149259997995,172.88475409999955,172.88480999995954,172.90149259997995,172.90149259997995,172.90149259997995,173.78535220003687,right,1.0,77.44251780002378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,173.79958809993695,,,,,,,,,173.78672299999744,174.59892309992574,175.39916100003757,175.38241099996958,175.3824456000002,175.39916100003757,175.39916100003757,175.39916100003757,176.05057600000873,left,1.0,77.2103762999177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,176.064322500024,,,,,,,,,176.05249309993815,176.16400939994492,176.9643405999523,176.94747659994755,176.94750919996295,176.9643405999523,176.9643405999523,176.9643405999523,177.63178179995157,left,1.0,77.21863320004195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,177.64603229996283,,,,,,,,,177.6330156000331,178.44520550000016,179.24558290001005,179.22875479992945,179.22879229998216,179.24558290001005,179.24558290001005,179.24558290001005,180.2129571000114,right,1.0,77.51991989999078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,180.22702959994783,,,,,,,,,180.21422159997744,181.026301200036,181.82643749995623,181.809767800034,181.809800399933,181.82643749995623,181.82643749995623,181.82643749995623,182.8274202999892,right,1.0,77.5636379000498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,182.84128129994497,,,,,,,,,182.82939850003456,183.1910698999418,183.9911781999981,183.9742741000373,183.97430629993323,183.9911781999981,183.9911781999981,183.9911781999981,184.7086330000311,left,1.0,77.2782197999768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,184.72284049994775,,,,,,,,,184.71024339995347,184.8228145999601,185.62293830001727,185.6063095999416,185.6063436999684,185.62293830001727,185.62293830001727,185.62293830001727,186.35739659995303,left,1.0,77.28967330011073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,186.3712670999812,,,,,,,,,186.3594310999615,187.57009819999803,188.37057739996817,188.35341310000516,188.35343579994515,188.37057739996817,188.37057739996817,188.37057739996817,189.43668519996567,right,1.0,77.62002020003274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,189.45169329992493,,,,,,,,,189.43758090003396,189.55168409994803,190.35171900002751,190.3347531999461,190.334777400014,190.35171900002751,190.35171900002751,190.35171900002751,190.9693469000049,left,1.0,77.1811030000681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,190.98363469995093,,,,,,,,,190.97127869992983,191.0835659999866,191.88369089993648,191.86702789994888,191.86705470003653,191.88369089993648,191.88369089993648,191.88369089993648,192.5680810000049,right,1.0,77.23791250004433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,192.5821419999702,,,,,,,,,192.56956780003384,193.36486339999828,194.1649723999435,194.14828309998848,194.1483167000115,194.1649723999435,194.1649723999435,194.1649723999435,194.79899999999907,right,1.0,77.18703160004225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,194.8133638999425,,,,,,,,,194.8006917999592,196.01258400001095,196.82895180000924,196.81176950002555,196.8117839000188,196.82895180000924,196.82895180000924,196.82895180000924,198.17919609998356,left,1.0,77.90501700004097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,198.1934237999376,,,,,,,,,198.18061749998012,198.54322430002503,199.34363709995523,199.326613000012,199.3266395999817,199.34363709995523,199.34363709995523,199.34363709995523,200.7267348000314,right,0.0,77.94029529998079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,200.74115589994472,,,,,,,,,200.72807229997125,201.94001829996705,202.74014240002725,202.7233480999712,202.72337429993783,202.74014240002725,202.74014240002725,202.74014240002725,203.59128339996096,right,1.0,77.41180350002833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,203.6051846999908,,,,,,,,,203.5930721999612,204.8040587999858,205.6042216999922,205.5872723000357,205.5872936999658,205.6042216999922,205.6042216999922,205.6042216999922,206.40498350001872,right,1.0,77.36256359994877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
