direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0191469999263063,0.0308985000010579,0.0308985000010579,23.143793600029312,space,99.67117640003562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,23.189021899946965,,,,,,,,,23.18479279999156,23.257126900018196,24.05891519994475,24.040770099963996,24.040804799995385,24.05891519994475,24.05891519994475,24.05891519994475,25.890725399949588,left,1.0,78.39628780004568,,25.894309099996462,25.91730039997492,26.404297500033863,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,26.42086449998897,,,,,,,,,26.40463420003653,26.5039166000206,27.304429300013,27.28769709996413,27.287729499978013,27.304429300013,27.304429300013,27.304429300013,28.355217200005427,right,1.0,77.60894970002118,,28.356110099935904,28.369193200021986,28.85294619994238,28.86867759993765,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,28.86867759993765,,,,,,,,,28.85356740001589,28.9686645999318,29.76872860000003,29.75153130001854,29.75154800002929,29.76872860000003,29.76872860000003,29.76872860000003,31.01833919994533,left,1.0,77.81217809999362,,31.01881529996172,31.03315879998263,31.51681069994811,31.532914399984293,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,31.532914399984293,,,,,,,,,31.517132799956016,31.63280519994441,32.433120199944824,32.41625769995153,32.416306699975394,32.433120199944824,32.433120199944824,32.433120199944824,33.849883100017905,right,1.0,77.97290630009957,,33.85077729995828,33.86405750003178,34.34784389997367,34.363571299938485,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,34.363571299938485,,,,,,,,,34.348487699986435,35.16277669998817,35.96309149998706,35.94636539998464,35.94639860000461,35.96309149998706,35.96309149998706,35.96309149998706,36.74739809997845,right,1.0,77.34786010009702,,36.74827069998719,36.76140950003173,37.24498499999754,37.26091650000308,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,37.26091650000308,,,,,,,,,37.24562920001336,37.360778099973686,38.16116160003003,38.14413839997724,38.14417099999264,38.16116160003003,38.16116160003003,38.16116160003003,39.06172270001844,left,1.0,77.4614454000257,,39.06258619995788,39.075853399932384,39.55953690002207,39.5753626000369,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,39.5753626000369,,,,,,,,,39.560143499984406,40.37676949996967,41.19145990000106,41.17479269998148,41.17482529999688,41.19145990000106,41.19145990000106,41.19145990000106,41.875412499997765,left,1.0,77.23461859999225,,41.87627859995701,41.8898844999494,42.37339620001149,42.38941900001373,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,42.38941900001373,,,,,,,,,42.37390569993295,43.58823480003048,44.38847220002208,44.371785299968906,44.371820500004105,44.38847220002208,44.38847220002208,44.38847220002208,45.52186410001013,left,0.0,77.68841600010637,,45.52249000000302,45.53625330002978,46.02008329995442,46.03597780002747,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,46.03597780002747,,,,,,,,,46.02070829994045,46.83523530000821,47.63546020002104,47.61844450002536,47.61847149999812,47.63546020002104,47.63546020002104,47.63546020002104,48.5533076999709,left,1.0,77.48345709999558,,48.55458639992867,48.574662099941634,49.0666108999867,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-212,1.0,random_dot,60.06673413230875,
