direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
,,,,,,,,,,,,,,,,,0.0087706999997863,0.0165750000001025,0.0165750000001025,20.170517799999743,space,51.94781860000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,20.22796689999996,,,,,,,,,20.220742399999835,20.53503069999988,21.351573299999927,21.319938499999807,21.319978900000024,21.351573299999927,21.351573299999927,21.351573299999927,26.32353310000008,27.193249399999782,right,1.0,37.63302570000042,,27.194567000000006,27.22757569999976,27.707014000000072,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,27.723006199999872,,,,,,,,,27.70794190000015,28.056728999999905,28.858764399999927,28.84210500000017,28.84215200000017,28.858764399999927,28.858764399999927,28.858764399999927,,32.19655199999988,right,0.0,35.12632739999981,,32.1975508999999,32.22541390000015,32.71019660000002,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,32.72663409999996,,,,,,,,,32.71105410000018,32.80993790000002,33.61194410000007,33.59887759999992,33.59891870000001,33.61194410000007,33.61194410000007,33.61194410000007,,36.449352799999815,left,1.0,34.62269560000004,,36.450400600000194,36.46260859999984,36.94762649999984,36.96284939999987,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,36.96284939999987,,,,,,,,,36.94851329999983,38.16387780000014,38.96574180000016,38.94899249999981,38.949038199999904,38.96574180000016,38.96574180000016,38.96574180000016,,40.45261190000019,right,1.0,33.26934949999986,,40.45347420000007,40.46555750000016,40.95071980000012,40.96550419999994,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,40.96550419999994,,,,,,,,,40.95172199999979,41.31588030000012,42.11782290000019,42.10147909999978,42.10151839999981,42.11782290000019,42.11782290000019,42.11782290000019,,44.87215079999987,right,0.0,34.54786000000013,,44.87317269999994,44.890262299999904,45.38600459999998,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,45.4020359000001,,,,,,,,,45.38689590000013,46.18590080000013,46.98784579999983,46.97142699999995,46.97146840000005,46.98784579999983,46.98784579999983,46.98784579999983,,48.59109660000013,left,0.0,33.396930599999905,,48.5921715999998,48.604327699999885,49.08942119999983,49.10458130000006,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,49.10458130000006,,,,,,,,,49.09011229999987,49.90516459999981,50.70712270000013,50.69095789999983,50.69100359999993,50.70712270000013,50.70712270000013,50.70712270000013,,53.42842470000005,right,0.0,34.50757680000015,,53.42955859999984,53.56538439999986,53.94166009999981,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,53.95811370000001,,,,,,,,,53.94251660000009,54.04138359999979,54.843362999999954,54.82663480000019,54.82667390000006,54.843362999999954,54.843362999999954,54.843362999999954,,57.6809902,right,1.0,34.62179510000033,,57.68190449999975,57.69546439999976,58.17916009999999,58.19429660000014,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,58.19429660000014,,,,,,,,,58.17989630000011,58.29437619999999,59.09647540000015,59.07987529999991,59.07991540000012,59.09647540000015,59.09647540000015,59.09647540000015,,60.80024420000018,left,0.0,33.49882759999991,,60.801379,60.81727959999989,61.313724099999945,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,61.3301034000001,,,,,,,,,61.31482649999998,61.41326579999986,62.21521159999975,62.19855479999978,62.19859110000016,62.21521159999975,62.21521159999975,62.21521159999975,,64.21950990000005,left,1.0,33.79075039999998,,64.22055159999991,64.23456570000008,64.7328435999998,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,64.74883629999977,,,,,,,,,64.73365430000013,64.83230049999975,65.63406110000005,65.61732010000014,65.61736289999999,65.63406110000005,65.63406110000005,65.63406110000005,,68.10471980000011,left,1.0,34.26077409999971,,68.10581150000007,68.1179447999998,68.60282169999982,68.61805670000012,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,68.61805670000012,,,,,,,,,68.60350759999983,68.96830749999981,69.77031769999985,69.75408090000019,69.7541428999998,69.77031769999985,69.77031769999985,69.77031769999985,,71.54027050000013,right,1.0,33.5543375000002,,71.54132879999997,71.55338549999988,72.03871990000016,72.05397979999998,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,72.05397979999998,,,,,,,,,72.0395110999998,72.40407289999985,73.20620529999997,73.1901084000001,73.19015850000005,73.20620529999997,73.20620529999997,73.20620529999997,,75.31013110000004,left,1.0,33.888755800000126,,75.31125999999995,75.32305140000017,75.80776130000004,75.82322770000019,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,75.82322770000019,,,,,,,,,75.80858020000005,77.02411500000017,77.82585019999988,77.80944009999985,77.8094931999999,77.82585019999988,77.82585019999988,77.82585019999988,,79.66405070000019,right,1.0,33.63021320000007,,79.66494770000008,79.67580559999988,80.16086910000013,80.17620750000015,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,80.17620750000015,,,,,,,,,80.16175440000006,81.37700940000013,82.17923370000017,82.16275499999983,82.16279900000018,82.17923370000017,82.17923370000017,82.17923370000017,,84.23292820000006,left,0.0,33.84577029999991,,84.23399659999995,84.24893759999986,84.74654680000003,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,84.76281890000018,,,,,,,,,84.74728849999974,84.84606880000001,85.64791669999977,85.63161979999995,85.6316597,85.64791669999977,85.64791669999977,85.64791669999977,,88.11893939999982,right,0.0,34.257282099999884,,88.12008879999985,88.13178639999978,88.61704650000001,88.63245030000007,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,88.63245030000007,,,,,,,,,88.61792289999994,88.98254469999983,89.78453919999993,89.76751299999978,89.76756260000002,89.78453919999993,89.78453919999993,89.78453919999993,,92.35575470000003,right,1.0,34.35130070000014,,92.35691300000008,92.37069169999997,92.86884079999982,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-027,1.0,random_dot,60.166697853021454,
