direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
left,left,10.0,0.0,5.0,left,1.0,3.3118438000001333,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,5.0,0.0,10.0,0.0,297.91097430000013,,,,,,,,,297.89644880000014,298.01080490000004,298.8113323,298.7934930000001,298.7938504000001,298.8113323,298.8113323,298.8113323,302.1238519000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.3118438000001333,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,11.0,1.0,5.0,right,1.0,0.904130699999996,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,5.0,1.0,11.0,1.0,302.13869810000006,,,,,,,,,302.1241878000001,302.9376869,303.7547092,303.7369149000001,303.7372226,303.7547092,303.7547092,303.7547092,304.67049250000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.904130699999996,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,12.0,0.0,6.0,right,1.0,1.9109020000000785,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,6.0,0.0,12.0,1.0,304.6853367000001,,,,,,,,,304.6708261000001,304.7852773,305.60226379999995,305.58445410000013,305.5847821,305.60226379999995,305.60226379999995,305.60226379999995,307.51703539999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.9109020000000785,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,13.0,1.0,6.0,left,1.0,1.106814500000155,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,6.0,1.0,13.0,0.0,307.53173300000003,,,,,,,,,307.5175451,308.7301854,309.5307103,309.51302910000004,309.5136397000001,309.5307103,309.5307103,309.5307103,310.6460767000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.106814500000155,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,14.0,0.0,7.0,right,1.0,1.2029598000001442,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,7.0,0.0,14.0,1.0,310.6608487000001,,,,,,,,,310.6465039,311.85926169999993,312.6762441999999,312.65833150000003,312.65860050000015,312.6762441999999,312.6762441999999,312.6762441999999,313.89218690000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2029598000001442,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,15.0,1.0,7.0,left,1.0,0.8897891999999956,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,7.0,1.0,15.0,0.0,313.9067748,,,,,,,,,313.8928451,314.2560277,315.0566957000001,315.0390003,315.0395953,315.0566957000001,315.0566957000001,315.0566957000001,315.95565090000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8897891999999956,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,16.0,0.0,8.0,right,1.0,1.156049300000177,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,8.0,0.0,16.0,1.0,315.97044299999993,,,,,,,,,315.9560395000001,316.7693590000001,317.57002920000014,317.5523211,317.55291940000006,317.57002920000014,317.57002920000014,317.57002920000014,318.73587010000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.156049300000177,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,17.0,1.0,8.0,left,1.0,1.1577709000000596,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,8.0,1.0,17.0,0.0,318.7503656000001,,,,,,,,,318.73658120000005,319.0995991,319.9003104000001,319.88256520000004,319.88315950000015,319.9003104000001,319.9003104000001,319.9003104000001,321.0653089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1577709000000596,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,18.0,0.0,9.0,right,1.0,1.0310416999998324,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,9.0,0.0,18.0,1.0,321.0802474,,,,,,,,,321.06559530000004,321.42982140000004,322.2468587999999,322.22897890000013,322.2292522,322.2468587999999,322.2468587999999,322.2468587999999,323.2793394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0310416999998324,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,19.0,1.0,9.0,left,1.0,0.8757717000000866,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,9.0,1.0,19.0,0.0,323.2941065,,,,,,,,,323.27974659999995,323.3942165000001,324.2109250000001,324.1930808,324.1933865000001,324.2109250000001,324.2109250000001,324.2109250000001,325.0936898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8757717000000866,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,20.0,0.0,10.0,right,1.0,0.8923491000000467,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,10.0,0.0,20.0,1.0,325.10846800000013,,,,,,,,,325.09418230000006,325.20845170000007,326.02538819999995,326.00777629999993,326.0082870000001,326.02538819999995,326.02538819999995,326.02538819999995,326.9241939000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8923491000000467,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,21.0,1.0,10.0,left,1.0,0.748877900000025,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,10.0,1.0,21.0,0.0,326.9392237,,,,,,,,,326.92444909999995,328.13762999999994,328.9383309,328.9207057000001,328.9213711,328.9383309,328.9383309,328.9383309,329.6879263999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.748877900000025,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,22.0,0.0,11.0,left,1.0,2.2445824999999786,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,11.0,0.0,22.0,0.0,329.7024885000001,,,,,,,,,329.6885734,330.90068040000006,331.7176671,331.69965560000014,331.69989050000004,331.7176671,331.7176671,331.7176671,333.9653310000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.2445824999999786,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,23.0,1.0,11.0,left,0.0,3.0312655000000177,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,11.0,1.0,23.0,1.0,333.98003330000006,,,,,,,,,333.9658936999999,335.1783256000001,335.9953580000001,335.97748879999995,335.9778173,335.9953580000001,335.9953580000001,335.9953580000001,339.0421913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.0312655000000177,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,24.0,0.0,12.0,right,1.0,2.33998900000006,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,12.0,0.0,24.0,1.0,339.0567917999999,,,,,,,,,339.0428459,340.2548786,341.0553039000001,341.0374919000001,341.03777089999994,341.0553039000001,341.0553039000001,341.0553039000001,343.40279980000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.33998900000006,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,25.0,1.0,12.0,left,1.0,1.4664304000000357,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,12.0,1.0,25.0,0.0,343.4175127000001,,,,,,,,,343.40325800000005,343.76719649999995,344.5839801,344.56610649999993,344.5664044,344.5839801,344.5839801,344.5839801,346.0657281000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4664304000000357,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,26.0,0.0,13.0,left,1.0,1.2628597999998874,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,13.0,0.0,26.0,0.0,346.08051620000015,,,,,,,,,346.066112,346.87950950000004,347.6800174,347.66214979999995,347.6625867,347.6800174,347.6800174,347.6800174,348.9458624000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2628597999998874,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,27.0,1.0,13.0,right,1.0,1.0224045999998452,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,13.0,1.0,27.0,1.0,348.9603297000001,,,,,,,,,348.9465903,350.15846910000005,350.95899740000004,350.9411589000001,350.94157369999994,350.95899740000004,350.95899740000004,350.95899740000004,351.99174689999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0224045999998452,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,28.0,0.0,14.0,left,1.0,0.871304900000041,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,0.0,352.0063258,,,,,,,,,351.99245710000014,353.2045672,354.00520670000014,353.9875013999999,353.9881591999999,354.00520670000014,354.00520670000014,354.00520670000014,354.8874111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.871304900000041,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,29.0,1.0,14.0,right,1.0,0.937655199999881,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,1.0,354.9021716,,,,,,,,,354.8877466000001,356.10061270000006,356.9010700000001,356.8833035,356.8836632,356.9010700000001,356.9010700000001,356.9010700000001,357.85049060000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.937655199999881,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,30.0,0.0,15.0,left,1.0,0.7734995000000708,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,0.0,357.86498430000006,,,,,,,,,357.8509177000001,359.06334689999994,359.88035390000005,359.8625102000001,359.86282140000003,359.88035390000005,359.88035390000005,359.88035390000005,360.66294140000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7734995000000708,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,31.0,1.0,15.0,right,1.0,1.0044028999998318,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,1.0,360.6778782000001,,,,,,,,,360.66330140000014,361.4769265,362.2941333000001,362.2762804000001,362.2768537,362.2941333000001,362.2941333000001,362.2941333000001,363.3100113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0044028999998318,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,32.0,0.0,16.0,left,1.0,0.8291001000000051,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,363.3243894,,,,,,,,,363.3107341,363.42436010000006,364.22484380000014,364.2071608000001,364.2077535000001,364.22484380000014,364.22484380000014,364.22484380000014,365.05789260000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8291001000000051,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,33.0,1.0,16.0,right,1.0,0.9109823999999662,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,365.07234570000014,,,,,,,,,365.0586023000001,366.2705177,367.0711856,367.0534703000001,367.0541246,367.0711856,367.0711856,367.0711856,367.9872864000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9109823999999662,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,34.0,0.0,17.0,left,1.0,0.7596783999999843,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,0.0,368.0017680000001,,,,,,,,,367.9879997000001,369.19994900000006,370.01696400000014,369.9990058000001,369.999247,370.01696400000014,370.01696400000014,370.01696400000014,370.7834680000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7596783999999843,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,35.0,1.0,17.0,right,1.0,1.3266300000000228,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,1.0,370.7980333,,,,,,,,,370.78412330000015,371.147334,371.9644177,371.9464705,371.9467152,371.9644177,371.9644177,371.9644177,373.2969158000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3266300000000228,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,36.0,0.0,18.0,right,1.0,1.2282133999999587,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,1.0,373.3114130000001,,,,,,,,,373.2976338000001,374.5097362000001,375.3265547000001,375.3089211000001,375.3093216,375.3265547000001,375.3265547000001,375.3265547000001,376.558575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2282133999999587,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,37.0,1.0,18.0,left,1.0,1.0548711999999796,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,0.0,376.5734004000001,,,,,,,,,376.5590553,376.6732475000001,377.4737804000001,377.4559684999999,377.45633040000007,377.4737804000001,377.4737804000001,377.4737804000001,378.5393674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0548711999999796,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,38.0,0.0,19.0,left,1.0,2.957377799999904,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,0.0,378.5542090000001,,,,,,,,,378.5397584,378.6542214000001,379.4710236000001,379.45320790000005,379.45347190000007,379.4710236000001,379.4710236000001,379.4710236000001,382.4346409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.957377799999904,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,39.0,1.0,19.0,right,1.0,0.8266923000001043,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,1.0,382.4492683000001,,,,,,,,,382.4352921,382.5491104,383.3662088000001,383.3485575,383.3491533000001,383.3662088000001,383.3662088000001,383.3662088000001,384.1987735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8266923000001043,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,40.0,0.0,20.0,left,1.0,1.1985047999999097,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,0.0,384.2134470000001,,,,,,,,,384.199226,385.0124346,385.8293132000001,385.8114237,385.8117011,385.8293132000001,385.8293132000001,385.8293132000001,387.0287046000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1985047999999097,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,41.0,1.0,20.0,right,1.0,2.891678299999967,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,1.0,387.0432116,,,,,,,,,387.029536,387.84185750000006,388.6424413,388.6246254,388.6250589000001,388.6424413,388.6424413,388.6424413,391.5392611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.891678299999967,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,42.0,0.0,21.0,right,1.0,1.5625973999999587,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,391.5539239,,,,,,,,,391.53991310000015,391.65360550000014,392.470763,392.4529519,392.4534243000001,392.470763,392.470763,392.470763,394.0360969000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5625973999999587,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,43.0,1.0,21.0,left,1.0,1.111418599999979,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,394.05057520000014,,,,,,,,,394.03681240000014,394.849381,395.6663376000001,395.6485321,395.6488670000001,395.6663376000001,395.6663376000001,395.6663376000001,396.7822843000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.111418599999979,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,44.0,0.0,22.0,left,1.0,1.6146438000000671,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,396.7969553,,,,,,,,,396.78293830000007,396.8968436,397.6971922,397.67961919999993,397.6802006,397.6971922,397.6971922,397.6971922,399.3288299000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6146438000000671,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,45.0,1.0,22.0,right,1.0,1.6098111999999674,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,399.3434318,,,,,,,,,399.3293939,400.1422356000001,400.94274300000006,400.92498190000015,400.9253509,400.94274300000006,400.94274300000006,400.94274300000006,402.5581813000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6098111999999674,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,46.0,0.0,23.0,left,1.0,1.020134199999802,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,0.0,402.5726,,,,,,,,,402.5589126,402.92191320000006,403.7389352,403.7210902,403.72135530000014,403.7389352,403.7389352,403.7389352,404.7718914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.020134199999802,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,47.0,1.0,23.0,right,1.0,1.0657529000000068,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,1.0,404.7861917,,,,,,,,,404.7726377000001,404.886211,405.7030029,405.6850907000001,405.6853530000001,405.7030029,405.7030029,405.7030029,406.78525880000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.0657529000000068,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,48.0,0.0,24.0,right,1.0,1.00793879999992,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,1.0,406.8000863,,,,,,,,,406.7855976999999,407.1499127,407.9667353,407.9488061,407.9491189,407.9667353,407.9667353,407.9667353,408.9822644999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.00793879999992,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,49.0,1.0,24.0,left,1.0,1.2254385999999613,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,0.0,408.9971685,,,,,,,,,408.9825657000001,409.7962222000001,410.6131553,410.5952937,410.5955763,410.6131553,410.6131553,410.6131553,411.84542970000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2254385999999613,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,50.0,0.0,25.0,right,1.0,0.8033430999998927,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,411.8601044,,,,,,,,,411.8458984000001,412.659087,413.4594896000001,413.4418081000001,413.4422774,413.4594896000001,413.4594896000001,413.4594896000001,414.2756909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8033430999998927,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,51.0,1.0,25.0,left,1.0,1.7665922000001046,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,414.2902624999999,,,,,,,,,414.276253,415.0890366000001,415.8894829000001,415.8716521000001,415.8719153,415.8894829000001,415.8894829000001,415.8894829000001,417.6708487000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7665922000001046,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,52.0,0.0,26.0,right,1.0,0.9983230999998796,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,417.685702,,,,,,,,,417.6711986,418.8843714,419.7014179,419.6836837999999,419.6843011000001,419.7014179,419.7014179,419.7014179,420.7001788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9983230999998796,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,53.0,1.0,26.0,left,1.0,1.332828500000005,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,420.7149748,,,,,,,,,420.7005325,421.0645276,421.8649766000001,421.8474731000001,421.8480079000001,421.8649766000001,421.8649766000001,421.8649766000001,423.2135747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.332828500000005,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,54.0,0.0,27.0,right,1.0,0.871196800000007,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,1.0,423.228327,,,,,,,,,423.2139141,423.5781799000001,424.3949821000001,424.3775099,424.37837020000006,424.3949821000001,424.3949821000001,424.3949821000001,425.2775759000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.871196800000007,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,55.0,1.0,27.0,right,0.0,5.346132599999919,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,0.0,425.2922854000001,,,,,,,,,425.27798039999993,425.3922443000001,426.19271330000015,426.1750019000001,426.1755054,426.19271330000015,426.19271330000015,426.19271330000015,431.5529334,,,,,,,,,431.18611120000014,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.346132599999919,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,56.0,0.0,28.0,right,1.0,0.9012084999999388,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,1.0,431.5674659000001,,,,,,,,,431.553578,431.6673558,432.4678033,432.45008210000015,432.4506701,432.4678033,432.4678033,432.4678033,433.38336989999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9012084999999388,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,57.0,1.0,28.0,left,1.0,1.1009248000000298,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,0.0,433.3981893,,,,,,,,,433.383687,433.4980771000001,434.3150562999999,434.2972340000001,434.2974928000001,434.3150562999999,434.3150562999999,434.3150562999999,435.4307653000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1009248000000298,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,58.0,0.0,29.0,right,1.0,0.7964110000000346,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,1.0,435.44550730000014,,,,,,,,,435.43117699999993,435.7952026,436.61216250000007,436.5944078,436.5948485000001,436.61216250000007,436.61216250000007,436.61216250000007,437.4118128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7964110000000346,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,59.0,1.0,29.0,left,1.0,1.1438095000000883,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,0.0,437.4263644,,,,,,,,,437.41240160000007,437.5262331000001,438.3432107000001,438.3253725,438.3257543,438.3432107000001,438.3432107000001,438.3432107000001,439.4920734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1438095000000883,,,,,sub-188,1,random_dot,60.0957204635559,
,,1.0,1.0,0.0,,,,,accuracy,space,4.580680899999834,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4988191,439.5070177,444.5008601,sub-188,1,random_dot,60.0957204635559,
