direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027062999999998,0.0127544000000625,0.0127544000000625,19.535814099999925,space,19.48469820000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,0.0,0.0,0.0,right,1.0,2.687759599999936,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,19.55842860000007,,,,,,,,,19.55492000000004,20.744713400000137,21.551439900000105,21.52772419999997,21.528275800000078,21.551439900000105,21.551439900000105,21.551439900000105,24.242061700000026,right,1.0,2.687759599999936,,24.252998500000103,24.256926600000043,24.756084200000032,24.739707899999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,1.0,1.0,0.0,left,1.0,0.905234500000006,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,24.756084200000032,,,,,,,,,24.73996650000004,25.95478960000014,26.7718668,26.754132600000048,26.75472960000002,26.7718668,26.7718668,26.7718668,27.687563200000117,left,1.0,0.905234500000006,,27.6877171000001,27.70236130000012,28.201549699999987,28.185098299999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,2.0,0.0,1.0,right,1.0,2.607649600000059,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,28.201549699999987,,,,,,,,,28.185311500000125,28.30170270000008,29.11868340000001,29.1011039,29.10166470000013,29.11868340000001,29.11868340000001,29.11868340000001,31.732001800000035,right,1.0,2.607649600000059,,31.732087699999965,31.74691959999996,32.2464566000001,32.23024699999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,3.0,1.0,1.0,left,1.0,0.8425922999999784,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,32.2464566000001,,,,,,,,,32.23076949999995,32.34638229999996,33.16411549999998,33.14542699999993,33.14585710000006,33.16411549999998,33.16411549999998,33.16411549999998,34.012479600000006,left,1.0,0.8425922999999784,,34.01260030000003,34.02731169999993,34.526603900000055,34.51018320000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,4.0,0.0,2.0,left,1.0,1.3612716000000091,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,34.526603900000055,,,,,,,,,34.51049090000015,35.72487879999994,36.52560319999998,36.50790180000013,36.50849229999994,36.52560319999998,36.52560319999998,36.52560319999998,37.89091170000006,left,1.0,1.3612716000000091,,37.89106820000006,37.90572670000006,38.40496750000011,38.38876589999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,5.0,1.0,2.0,right,1.0,0.8959403999999722,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,38.40496750000011,,,,,,,,,38.38928269999997,39.20391380000001,40.02068929999996,40.00271840000005,40.00294589999999,40.02068929999996,40.02068929999996,40.02068929999996,40.92034660000013,right,1.0,0.8959403999999722,,40.92051480000009,40.93487470000014,41.433900300000005,41.41748970000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,6.0,0.0,3.0,left,1.0,0.943926200000078,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,41.433900300000005,,,,,,,,,41.41769990000012,42.23299300000008,43.03369550000002,43.01599920000013,43.01665560000015,43.03369550000002,43.03369550000002,43.03369550000002,43.982865200000106,left,1.0,0.943926200000078,,43.98303680000004,43.99759059999997,44.49690600000008,44.48069129999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,7.0,1.0,3.0,right,1.0,0.9391034000000218,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,44.49690600000008,,,,,,,,,44.48122310000008,45.69513830000005,46.512315899999976,46.49437690000013,46.49477879999995,46.512315899999976,46.512315899999976,46.512315899999976,47.46161140000004,right,1.0,0.9391034000000218,,47.46177290000014,47.476299500000096,47.975620400000025,47.95949139999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,8.0,0.0,4.0,left,1.0,0.9577868999999736,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,47.975620400000025,,,,,,,,,47.96001860000001,48.77437000000009,49.59142390000011,49.5735095,49.5737944,49.59142390000011,49.59142390000011,49.59142390000011,50.55761910000001,left,1.0,0.9577868999999736,,50.55779589999997,50.57231120000006,51.07135130000006,51.05499959999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,9.0,1.0,4.0,right,1.0,0.8494271000001845,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,51.07135130000006,,,,,,,,,51.05531369999994,51.87040070000012,52.68732750000004,52.66942590000008,52.66970000000015,52.68732750000004,52.68732750000004,52.68732750000004,53.553116000000045,right,1.0,0.8494271000001845,,53.55321120000008,53.56797950000009,54.067338399999926,54.05101710000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,10.0,0.0,5.0,left,0.0,0.820203999999876,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,54.067338399999926,,,,,,,,,54.05132330000015,54.41702690000011,55.23411370000008,55.216331099999934,55.21680670000001,55.23411370000008,55.23411370000008,55.23411370000008,56.06645030000004,left,0.0,0.820203999999876,,56.07301480000001,56.08126040000002,56.5806563000001,56.564287899999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,11.0,1.0,5.0,left,1.0,1.876622700000098,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,56.5806563000001,,,,,,,,,56.56452830000012,56.68047339999998,57.48110080000015,57.46320620000006,57.4636081000001,57.48110080000015,57.48110080000015,57.48110080000015,59.36257260000002,left,1.0,1.876622700000098,,59.36757650000004,59.37721970000007,59.87651840000012,59.85989730000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,12.0,0.0,6.0,left,1.0,2.0632611999999426,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,59.87651840000012,,,,,,,,,59.86014090000003,61.074746400000095,61.89173679999999,61.87389550000012,61.87418900000012,61.89173679999999,61.89173679999999,61.89173679999999,63.95601540000007,left,1.0,2.0632611999999426,,63.95610260000012,63.9709491000001,64.47023230000013,64.4543169000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,13.0,1.0,6.0,right,1.0,1.7855083999997987,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,64.47023230000013,,,,,,,,,64.45481949999999,65.66879540000014,66.48570719999998,66.4677623,66.4680257,66.48570719999998,66.48570719999998,66.48570719999998,68.28361689999997,right,1.0,1.7855083999997987,,68.28370930000006,68.2985162,68.79782780000005,68.78147080000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,14.0,0.0,7.0,left,1.0,0.8066628999999921,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,68.79782780000005,,,,,,,,,68.78173800000013,68.8977989,69.69839479999996,69.68066160000012,69.68125950000012,69.69839479999996,69.69839479999996,69.69839479999996,70.51460259999999,left,1.0,0.8066628999999921,,70.5147899000001,70.52924540000004,71.02821949999998,71.01183179999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,15.0,1.0,7.0,right,1.0,0.927881999999954,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,71.02821949999998,,,,,,,,,71.01206900000011,72.22679900000003,73.04362259999994,73.02578280000012,73.02606220000007,73.04362259999994,73.04362259999994,73.04362259999994,73.97635280000009,right,1.0,0.927881999999954,,73.97649539999998,73.99119769999993,74.49053780000008,74.47417810000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,16.0,0.0,8.0,right,1.0,3.056177800000114,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,74.49053780000008,,,,,,,,,74.47466699999995,75.28921300000002,76.08962250000013,76.07184350000011,76.07222590000015,76.08962250000013,76.08962250000013,76.08962250000013,79.15254930000015,right,1.0,3.056177800000114,,79.15263200000004,79.16740830000003,79.66667400000006,79.65032289999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,17.0,1.0,8.0,left,1.0,0.7345335999998497,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,79.66667400000006,,,,,,,,,79.65055400000006,80.86516210000013,81.66577269999993,81.64811469999995,81.64866370000004,81.66577269999993,81.66577269999993,81.66577269999993,82.4150019000001,left,1.0,0.7345335999998497,,82.41511630000014,82.42984890000002,82.92935000000011,82.91320930000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,18.0,0.0,9.0,left,1.0,1.137766400000146,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,82.92935000000011,,,,,,,,,82.91374360000009,84.12754930000006,84.94452189999993,84.92669079999996,84.92697399999997,84.94452189999993,84.94452189999993,84.94452189999993,86.0931759,left,1.0,1.137766400000146,,86.09325690000014,86.10821830000009,86.60754700000007,86.59119390000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,19.0,1.0,9.0,left,0.0,6.670662499999935,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,86.60754700000007,,,,,,,,,86.59144029999993,86.70743300000004,87.5080676,87.49047940000014,87.49108720000004,87.5080676,87.5080676,87.5080676,94.18302050000013,left,0.0,6.670662499999935,,94.18812330000014,94.19778599999997,94.69740860000002,94.68090039999991,92.50115490000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.68113919999996,94.69740860000002,94.69740860000002,97.92645730000004,space,3.213013799999999,,,,,,,,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.92650279999998,97.94312530000002,97.94312530000002,104.05269750000002,space,6.094271299999946,,,,,,,,,,,,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,0.0,0.0,0.0,right,1.0,1.7984397000000172,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,108.12903720000008,,,,,,,,,108.11711149999996,108.46204920000014,109.27902280000012,109.26123389999998,109.26149469999996,109.27902280000012,109.27902280000012,109.27902280000012,111.09354959999996,,,,,,,,,,,,,,,,,,,,,,,,104.07225420000007,104.07628079999996,104.07628079999996,108.11290699999996,space,4.029003799999828,,right,1.0,1.7984397000000172,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,1.0,1.0,0.0,left,1.0,0.7541171999998824,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,111.10844659999998,,,,,,,,,111.09382490000009,111.45799929999998,112.25851409999996,112.24079630000006,112.24127730000008,112.25851409999996,112.25851409999996,112.25851409999996,113.02427030000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7541171999998824,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,2.0,0.0,1.0,right,1.0,1.1307028999999602,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,113.03922540000008,,,,,,,,,113.0245645,113.13909710000009,113.93977390000008,113.92203730000006,113.9225927,113.93977390000008,113.93977390000008,113.93977390000008,115.0715967000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1307028999999602,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,3.0,1.0,1.0,left,1.0,1.0377998000001298,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,115.08640250000008,,,,,,,,,115.07189080000012,116.2849999,117.10197360000006,117.08417329999996,117.08448300000008,117.10197360000006,117.10197360000006,117.10197360000006,118.15106960000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0377998000001298,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,4.0,0.0,2.0,right,1.0,0.9988957000000482,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,118.16578759999992,,,,,,,,,118.15144950000013,118.9647109,119.78178240000013,119.7638816000001,119.76414610000006,119.78178240000013,119.78178240000013,119.78178240000013,120.78141449999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9988957000000482,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,5.0,1.0,2.0,left,1.0,2.0339813000000504,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,120.79589409999994,,,,,,,,,120.7821484000001,121.59447670000009,122.39489490000004,122.3770717,122.37734810000006,122.39489490000004,122.39489490000004,122.39489490000004,124.44258570000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0339813000000504,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,6.0,0.0,3.0,left,1.0,1.0220761000000491,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,124.4574606000001,,,,,,,,,124.44291169999995,124.80725189999998,125.62405890000014,125.60661600000005,125.6072193,125.62405890000014,125.62405890000014,125.62405890000014,126.65631810000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0220761000000491,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,7.0,1.0,3.0,right,1.0,1.2567822000000888,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,126.67110120000008,,,,,,,,,126.65669449999996,127.02083949999997,127.83781470000008,127.81994200000008,127.8202980000001,127.83781470000008,127.83781470000008,127.83781470000008,129.10315889999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2567822000000888,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,8.0,0.0,4.0,right,1.0,2.262189799999988,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,129.11826229999997,,,,,,,,,129.10358650000012,129.4677822000001,130.28457159999994,130.2666749,130.26702090000003,130.28457159999994,130.28457159999994,130.28457159999994,132.54847259999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.262189799999988,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,9.0,1.0,4.0,left,1.0,0.7769510999999056,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,132.56322279999995,,,,,,,,,132.548808,132.66325770000003,133.46389420000014,133.44592209999996,133.44631630000003,133.46389420000014,133.46389420000014,133.46389420000014,134.2462230000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7769510999999056,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,10.0,0.0,5.0,right,1.0,2.121856100000059,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,134.26109350000002,,,,,,,,,134.24653620000004,135.0600468,135.86074120000012,135.842983,135.8435707000001,135.86074120000012,135.86074120000012,135.86074120000012,137.9912561000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.121856100000059,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,11.0,1.0,5.0,left,1.0,0.9094158000000334,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,138.00616530000002,,,,,,,,,137.9915516000001,138.35573900000009,139.17275399999994,139.15484220000008,139.1551111000001,139.17275399999994,139.17275399999994,139.17275399999994,140.08841810000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9094158000000334,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,12.0,0.0,6.0,right,1.0,2.2734003999999004,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,140.10333809999997,,,,,,,,,140.08866850000004,140.45287550000012,141.25338669999996,141.23552740000014,141.2358815,141.25338669999996,141.25338669999996,141.25338669999996,143.53397840000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2734003999999004,,,,,sub-188,1,random_dot,60.0957204635559,
left,left,13.0,1.0,6.0,left,1.0,0.7982642999998006,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,143.54875360000003,,,,,,,,,143.5342567,143.6486499,144.44902730000013,144.4311917,144.43147780000004,144.44902730000013,144.44902730000013,144.44902730000013,145.2483698000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7982642999998006,,,,,sub-188,1,random_dot,60.0957204635559,
right,right,14.0,0.0,7.0,right,1.0,1.1412087000001063,,speed,space,4.029003799999828,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,145.26321439999992,,,,,,,,,145.2487040000001,145.36305489999995,146.18008830000008,146.16218720000006,146.16245980000008,146.18008830000008,146.18008830000008,146.18008830000008,147.32935279999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1412087000001063,,,,,sub-188,1,random_dot,60.0957204635559,
