direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092019999865442,0.0341703000012785,0.0341703000012785,99.03082320000976,space,98.94112430000678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,0.0,0.0,0.0,left,0.0,12.357446999987587,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,99.07895769993776,,,,,,,,,99.06732119992375,100.23269649990834,101.0383800000418,101.01658529997805,101.01685739983805,101.0383800000418,101.0383800000418,101.0383800000418,106.01621129992418,113.40076330001466,left,0.0,12.357446999987587,,113.40911039989442,113.4211644998286,113.91611899994314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,1.0,1.0,0.0,right,0.0,6.175701800035313,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,113.93294469988903,,,,,,,,,113.91634739981964,115.11630909983069,115.91650749999098,115.90010079997592,115.90035100001842,115.91650749999098,115.91650749999098,115.91650749999098,120.89971009991132,122.10067489999346,right,0.0,6.175701800035313,,122.1007572999224,122.1163653000258,122.60024179983884,122.61643159994856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,2.0,0.0,1.0,right,1.0,10.846590099856256,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,122.61643159994856,,,,,,,,,122.6004695999436,122.69971139985137,123.49992099986412,123.4833485998679,123.48359219986014,123.49992099986412,123.49992099986412,123.49992099986412,128.4831260999199,134.3510695998557,right,1.0,10.846590099856256,,134.35722589981742,134.36992780002765,134.86676279990934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,3.0,1.0,1.0,right,0.0,6.840335299959406,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,134.88337949989364,,,,,,,,,134.86701709986664,135.21658949996345,136.0169446999207,136.00038019986823,136.0006420998834,136.0169446999207,136.0169446999207,136.0169446999207,141.0001212998759,142.8681193999946,right,0.0,6.840335299959406,,142.87003250000998,142.88357169996016,143.3666821999941,143.38313489989378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,4.0,0.0,2.0,right,1.0,6.540525399846956,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,143.38313489989378,,,,,,,,,143.36688410001807,144.58375140000135,145.3836020999588,145.36688490002416,145.36714369989932,145.3836020999588,145.3836020999588,145.3836020999588,150.36683149985038,151.93505379999988,right,1.0,6.540525399846956,,151.93725769990124,151.95020490000024,152.43355069984682,152.4497842998244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,5.0,1.0,2.0,left,1.0,6.000312200048938,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,152.4497842998244,,,,,,,,,152.433733999962,152.54945669998415,153.35036889999174,153.333564999979,153.3337840999011,153.35036889999174,153.35036889999174,153.35036889999174,158.3333472998347,159.35171939991417,left,1.0,6.000312200048938,,159.3518004999496,159.36684239981696,159.85104730003513,159.86697830003686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,6.0,0.0,3.0,left,1.0,6.101359999971464,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,159.86697830003686,,,,,,,,,159.85128249996342,160.2168366999831,161.01719679986127,161.0001750998199,161.00041790003888,161.01719679986127,161.01719679986127,161.01719679986127,166.00030019995756,167.13497140002437,left,1.0,6.101359999971464,,167.13505499996245,167.15010019997135,167.63449219986796,167.65050169988535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,7.0,1.0,3.0,right,1.0,5.925607700133696,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,167.65050169988535,,,,,,,,,167.63471839996055,167.75059799989685,168.55059570004232,168.53448130004108,168.53473499999382,168.55059570004232,168.55059570004232,168.55059570004232,173.53398149996065,174.48496499983594,right,1.0,5.925607700133696,,174.48505699983798,174.50010910001583,174.98459579981863,175.00048329983838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,8.0,0.0,4.0,left,0.0,5.950841299956664,,,,,,4.0,0.0,8.0,1.0,,,,,,,,,175.00048329983838,,,,,,,,,174.98482350003906,175.35064409999177,176.15100910002366,176.13479499984533,176.13506360002793,176.15100910002366,176.15100910002366,176.15100910002366,181.13414769992232,182.11839189985767,left,0.0,5.950841299956664,,182.12078729993664,182.13450679997916,182.61779509996995,182.63394810003228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,9.0,1.0,4.0,right,0.0,5.973219600040466,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,182.63394810003228,,,,,,,,,182.61803539982063,183.4342340999283,184.2344545999076,184.21783059998413,184.2181102000177,184.2344545999076,184.2344545999076,184.2344545999076,189.21946759987625,190.2184341000393,right,0.0,5.973219600040466,,190.21851809998043,190.233903599903,190.71804169984532,190.7341098999605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,10.0,0.0,5.0,right,1.0,6.972544899908826,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,190.7341098999605,,,,,,,,,190.71827269997448,191.933377899928,192.7354768998921,192.71892090002075,192.71927939984016,192.7354768998921,192.7354768998921,192.7354768998921,197.7343550999649,199.7185310998466,right,1.0,6.972544899908826,,199.7211402999237,199.7342332999688,200.2181102000177,200.23419109988023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,11.0,1.0,5.0,left,1.0,6.077125899959356,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,200.23419109988023,,,,,,,,,200.21833319985308,201.4175529000349,202.21785569982603,202.20170109998435,202.2019609999843,202.21785569982603,202.21785569982603,202.21785569982603,207.20116439997216,208.3020015999209,left,1.0,6.077125899959356,,208.3020846999716,208.3173387998249,208.80174200003967,208.81784079992207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,12.0,0.0,6.0,right,1.0,5.726228000130504,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,208.81784079992207,,,,,,,,,208.80199089995585,210.0012944999617,210.80153399985284,210.7852190998383,210.78548730001785,210.80153399985284,210.80153399985284,210.80153399985284,215.7841825999785,216.53519429988228,right,1.0,5.726228000130504,,216.53527459991165,216.55072099994868,217.03498779982328,217.05115059996024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,13.0,1.0,6.0,left,1.0,5.726648299954832,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,217.05115059996024,,,,,,,,,217.03521319990975,217.40121349995025,218.20126719982363,218.18520749988969,218.185447699856,218.20126719982363,218.20126719982363,218.20126719982363,223.18458709982224,223.93539949995463,left,1.0,5.726648299954832,,223.9354891998228,223.95096339983863,224.4349232998211,224.451293299906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,14.0,0.0,7.0,right,0.0,5.833093200111762,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,224.451293299906,,,,,,,,,224.43514620000497,224.78467159997672,225.58492359984663,225.5683389999904,225.56859829998572,225.58492359984663,225.58492359984663,225.58492359984663,230.5680423998274,231.41934429993853,right,0.0,5.833093200111762,,231.42151149990968,231.43413329985924,231.9185722998809,231.9348400000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,15.0,1.0,7.0,left,0.0,5.9372206998523325,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,231.9348400000017,,,,,,,,,231.91878720000383,232.284765599994,233.08518679998812,233.06888409983367,233.06916640000415,233.08518679998812,233.08518679998812,233.08518679998812,238.06816160003652,239.03585899993777,left,0.0,5.9372206998523325,,239.03594089997927,239.05108989984728,239.5351066999137,239.55169379990548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,16.0,0.0,8.0,left,0.0,3.940861399983987,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,239.55169379990548,,,,,,,,,239.53533410001543,240.73559159995057,241.53617589990608,241.51961119985208,241.51995250000616,241.53617589990608,241.53617589990608,241.53617589990608,,245.4860876998864,left,0.0,3.940861399983987,,245.4861717999447,245.5012501999736,245.985085999826,246.00150409992784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,17.0,1.0,8.0,left,1.0,5.853754999814555,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,246.00150409992784,,,,,,,,,245.9852990999352,246.10159159987236,246.9018432998564,246.885413199896,246.8856758999173,246.9018432998564,246.9018432998564,246.9018432998564,251.8851451999508,252.7694949998986,left,1.0,5.853754999814555,,252.772337500006,252.7851569999475,253.26901859999637,253.284950299887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,18.0,0.0,9.0,right,1.0,5.850145200034604,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,253.284950299887,,,,,,,,,253.26925219991244,254.48508380004205,255.28537880000655,255.26902280002832,255.2693003998138,255.28537880000655,255.28537880000655,255.28537880000655,260.268359299982,261.1365812998265,right,1.0,5.850145200034604,,261.1366640999913,261.1517296000384,261.6358382999897,261.65167939988896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,19.0,1.0,9.0,left,1.0,5.939960299991071,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,261.65167939988896,,,,,,,,,261.63605959992856,262.45193049986847,263.25183940003626,263.23548739985563,263.2357447999529,263.25183940003626,263.25183940003626,263.25183940003626,268.23515670001507,269.2027991998475,left,1.0,5.939960299991071,,269.2028820000123,269.21824870002456,269.70257429988123,269.7187389000319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.7026655999944,269.7187389000319,269.7187389000319,276.1694161000196,space,6.445637499913573,,,,,,,,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1694697998464,276.1856011999771,276.1856011999771,287.5193250000011,space,11.319137500133364,,,,,,,,,,,,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,0.0,0.0,0.0,right,1.0,1.646553099853918,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,292.16078100004233,,,,,,,,,292.15144379995763,292.48559499997646,293.2856234998908,293.26940510002896,293.2696592998691,293.2856234998908,293.2856234998908,293.2856234998908,,294.93662489997223,,,,,,,,,,,,,,,,,,,,,,,287.55649579991587,287.56736989994533,287.56736989994533,292.1364988000132,space,4.561969300033525,,right,1.0,1.646553099853918,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,1.0,1.0,0.0,left,1.0,1.7152613999787718,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,294.9518617999274,,,,,,,,,294.93691699998453,296.15241399989463,296.9525949000381,296.93627139995806,296.9365393000189,296.9525949000381,296.9525949000381,296.9525949000381,,298.6702707000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7152613999787718,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,2.0,0.0,1.0,right,1.0,1.6746950999367982,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,298.6856035999954,,,,,,,,,298.6705779999029,298.78543219994754,299.5859922999516,299.569612900028,299.5698692998849,299.5859922999516,299.5859922999516,299.5859922999516,,301.2702387999743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6746950999367982,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,3.0,1.0,1.0,left,1.0,1.6084007997997103,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,301.28549759997986,,,,,,,,,301.2705415999517,302.08566810004413,302.8861549999565,302.8697452999186,302.87001729989424,302.8861549999565,302.8861549999565,302.8861549999565,,304.50358060002327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6084007997997103,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,4.0,0.0,2.0,right,1.0,1.1856734999455512,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,304.51883849990554,,,,,,,,,304.5038717999123,304.8690194999799,305.66942129982635,305.6526947999373,305.65294149983674,305.66942129982635,305.66942129982635,305.66942129982635,,306.87023100000806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1856734999455512,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,5.0,1.0,2.0,left,1.0,1.1312295999377966,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,306.8854698999785,,,,,,,,,306.87052550003864,307.23593059997074,308.0360200998839,308.0197769999504,308.02003360004164,308.0360200998839,308.0360200998839,308.0360200998839,,309.1702393000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1312295999377966,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,6.0,0.0,3.0,right,1.0,1.3782319999299943,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,309.1853098999709,,,,,,,,,309.1705272998661,310.369263399858,311.1694812998176,311.15335619985126,311.1536142998375,311.1694812998176,311.1694812998176,311.1694812998176,,312.5538808000274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3782319999299943,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,7.0,1.0,3.0,left,1.0,1.2090205000713468,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,312.5690593998879,,,,,,,,,312.554171100026,312.66911010001786,313.4695784000214,313.45324689988047,313.4535129999276,313.4695784000214,313.4695784000214,313.4695784000214,,314.68692719982937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2090205000713468,,,,,sub-161,1,random_dot,59.98411619681316,
left,left,8.0,0.0,4.0,left,1.0,3.450870200060308,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,314.7024832998868,,,,,,,,,314.68721170001663,315.03602129989304,315.8363653998822,315.8201655000448,315.82044869987294,315.8363653998822,315.8363653998822,315.8363653998822,,319.3037455000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.450870200060308,,,,,sub-161,1,random_dot,59.98411619681316,
right,right,9.0,1.0,4.0,right,1.0,1.5502157998271286,,speed,space,4.561969300033525,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,319.31900989986025,,,,,,,,,319.30403089988977,320.1192983998917,320.91975859995,320.90343159995973,320.9037206999492,320.91975859995,320.91975859995,320.91975859995,,322.48703900002874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5502157998271286,,,,,sub-161,1,random_dot,59.98411619681316,
